"Name","Team","W","L","SV","HLD","ERA","GS","G","IP","H","ER","HR","SO","BB","WHIP","K/9","BB/9","FIP","WAR","playerid"
"Kyle Keller","Marlins","0","0","0","0","3.94","0","8","8.0","7","4","1","9","4","1.32","10.04","4.14","4.15","0.0","18890"
"Luke Weaver","Diamondbacks","1","1","0","0","4.26","4","4","20.0","20","9","3","20","6","1.31","8.94","2.80","4.15","0.3","16918"
"Hector Noesi","Marlins","1","1","0","0","4.04","2","5","12.0","12","6","2","12","4","1.22","8.93","2.60","4.15","0.1","3292"
"Daniel Zamora","Mets","0","0","0","0","4.02","0","3","3.0","3","1","0","3","1","1.36","9.65","4.03","4.15","0.0","17811"
"Matt Albers","Brewers","1","1","0","4","4.11","0","18","18.0","18","8","3","18","6","1.29","9.05","2.88","4.15","0.1","4300"
"Tim Mayza","Blue Jays","1","1","0","4","4.11","0","18","18.0","16","8","2","20","8","1.38","9.91","4.21","4.15","0.1","15042"
"Alex Wood","Reds","3","3","0","0","4.10","7","13","45.0","45","20","6","41","14","1.31","8.32","2.80","4.15","0.7","13781"
"Dylan Floro","Dodgers","1","1","0","1","4.03","0","12","12.0","12","5","1","9","4","1.32","7.21","2.68","4.15","0.0","13394"
"Eduardo Rodriguez","Red Sox","3","3","0","0","4.27","9","9","49.0","47","23","7","52","18","1.31","9.46","3.22","4.16","0.8","13164"
"Kyle Ryan","Cubs","1","1","0","2","4.00","0","13","13.0","12","6","1","12","5","1.39","8.29","3.87","4.16","0.0","11753"
"Josh Taylor","Red Sox","1","1","0","3","4.13","0","15","15.0","14","7","2","15","6","1.40","8.95","3.90","4.16","0.1","17359"
"Adalberto Mejia","Cardinals","0","0","0","0","4.02","0","8","8.0","8","4","1","7","3","1.33","8.25","3.27","4.16","0.0","13188"
"Joe Musgrove","Pirates","3","4","0","0","4.26","10","10","56.0","58","26","8","48","13","1.27","7.78","2.07","4.17","0.9","12970"
"D.J. Johnson","Rockies","0","0","0","0","4.23","0","3","3.0","3","1","0","3","1","1.43","9.22","4.25","4.17","0.0","12578"
"Matt Andriese","Diamondbacks","1","1","0","1","4.30","0","12","12.0","12","6","2","12","4","1.31","8.91","2.77","4.18","0.0","12022"
"Zack Godley","Diamondbacks","0","0","0","0","4.25","0","6","6.0","6","3","1","6","2","1.38","8.87","3.58","4.18","0.0","14862"
"Matt Hall","Tigers","0","0","0","0","4.00","0","2","2.0","2","1","0","2","1","1.31","9.15","3.39","4.18","0.0","18076"
"Andrew Heaney","Angels","3","2","0","0","4.11","7","7","42.0","40","19","7","43","12","1.24","9.22","2.50","4.18","0.7","15423"
"Drew Steckenrider","Marlins","0","0","0","0","4.13","0","3","3.0","3","1","0","4","1","1.34","10.39","4.03","4.19","0.0","18806"
"Nick Wittgren","Indians","1","1","0","4","4.24","0","17","17.0","17","8","3","17","5","1.31","8.64","2.73","4.19","0.1","15594"
"Trevor Hildenberger","Twins","0","0","0","0","4.21","0","2","2.0","2","1","0","1","0","1.31","7.97","2.65","4.20","0.0","17002"
"Jon Duplantier","Diamondbacks","1","1","0","0","4.16","1","9","14.0","13","6","1","14","6","1.41","9.01","4.13","4.20","0.1","19546"
"Yoan Lopez","Diamondbacks","1","1","1","4","4.29","0","20","20.0","19","10","3","21","9","1.37","9.55","3.86","4.20","0.1","17181"
"Tony Sipp","Nationals","0","0","0","0","4.09","0","2","2.0","2","1","0","2","1","1.36","8.97","3.60","4.21","0.0","8280"
"Nick Goody","Indians","1","1","0","5","4.15","0","19","19.0","16","9","3","23","8","1.28","11.11","3.72","4.21","0.2","13685"
"Fernando Rodney","Nationals","1","1","0","4","4.20","0","16","16.0","15","7","2","16","8","1.45","9.32","4.64","4.21","0.1","494"
"Carlos Estevez","Rockies","1","1","1","4","4.37","0","20","20.0","19","10","3","22","8","1.34","9.97","3.56","4.22","0.2","14542"
"Nick Pivetta","Phillies","1","2","1","5","4.38","2","22","29.0","28","14","5","32","9","1.29","9.86","2.88","4.22","0.3","15454"
"Colten Brewer","Red Sox","0","0","0","0","4.35","0","9","9.0","9","4","1","9","4","1.45","8.61","4.24","4.22","0.0","12997"
"Adam Morgan","Phillies","1","1","0","2","4.24","0","13","13.0","12","6","2","13","5","1.34","9.26","3.36","4.22","0.0","12580"
"David Phelps","Cubs","1","1","0","4","4.22","0","17","17.0","17","8","2","17","7","1.38","8.59","3.61","4.22","0.1","6316"
"Paul Fry","Orioles","1","1","0","3","4.09","0","16","16.0","15","7","2","15","8","1.43","8.73","4.36","4.23","0.1","15832"
"Jonathan Holder","Yankees","1","1","0","2","4.18","0","14","14.0","14","7","2","14","4","1.25","9.12","2.64","4.24","0.0","16588"
"Kyle Gibson","Twins","4","3","0","0","4.23","10","10","59.0","60","28","8","54","20","1.35","8.17","3.11","4.25","1.0","10123"
"Richard Rodriguez","Pirates","1","1","0","4","4.28","0","17","17.0","17","8","3","18","6","1.31","9.29","3.18","4.25","0.1","13549"
"Hansel Robles","Angels","1","1","10","0","4.09","0","20","20.0","18","9","3","20","8","1.32","9.16","3.50","4.25","0.2","11801"
"Matt Bowman","Reds","0","0","0","0","4.16","0","10","10.0","9","4","1","9","4","1.39","8.42","3.76","4.25","0.0","13528"
"Noe Ramirez","Angels","1","1","0","1","4.11","0","12","12.0","11","6","2","14","4","1.27","10.09","3.25","4.25","0.0","12800"
"Dan Otero","Indians","0","0","0","0","4.37","0","8","8.0","9","4","1","5","1","1.30","5.68","1.47","4.26","0.0","7385"
"Sam Tuivailala","Mariners","1","1","1","4","4.19","0","18","18.0","17","8","2","16","7","1.39","8.23","3.66","4.26","0.2","13485"
"Michael Lorenzen","Reds","1","1","0","6","4.09","0","21","21.0","20","9","2","19","8","1.36","8.18","3.55","4.26","0.1","14843"
"Adam Wainwright","Cardinals","3","3","0","0","4.34","8","8","47.0","48","23","6","42","17","1.40","8.08","3.34","4.27","0.6","2233"
"Buddy Boshers","Blue Jays","1","1","0","2","4.19","0","13","13.0","13","6","2","13","5","1.36","8.99","3.58","4.27","0.0","8490"
"Justin Anderson","Angels","1","1","0","3","4.08","0","17","17.0","14","8","2","19","9","1.44","10.18","5.12","4.28","0.1","16201"
"Anthony Bass","Mariners","1","1","10","0","4.25","0","19","19.0","19","9","3","17","7","1.36","8.14","3.17","4.28","0.1","7982"
"Buck Farmer","Tigers","1","1","1","4","4.15","0","22","22.0","21","10","3","21","9","1.36","8.85","3.61","4.28","0.2","14814"
"Brett Martin","Rangers","1","1","0","4","4.40","0","14","14.0","15","7","2","12","5","1.41","7.86","3.31","4.28","0.1","17369"
"Austin Brice","Marlins","0","1","0","1","4.07","0","10","10.0","9","4","1","9","4","1.33","8.39","3.38","4.28","0.0","17237"
"Jon Lester","Cubs","4","3","0","0","4.22","10","10","56.0","57","26","8","51","17","1.30","8.21","2.64","4.29","0.9","4930"
"Andres Munoz","Padres","1","1","0","4","4.09","0","16","16.0","13","7","2","20","11","1.54","11.29","6.38","4.29","0.0","20373"
"T.J. McFarland","Diamondbacks","1","1","0","3","4.29","0","15","15.0","17","7","1","10","6","1.46","5.83","3.29","4.29","0.0","3237"
"Jacob Barnes","Royals","0","0","0","2","4.26","0","12","12.0","12","6","1","11","6","1.43","8.43","4.12","4.29","0.0","12323"
"Sam Wolff","Giants","0","0","0","0","4.14","0","3","3.0","3","1","0","3","1","1.35","9.53","4.11","4.30","0.0","sa503437"
"Matt Grace","Nationals","0","0","0","1","4.33","0","9","9.0","10","5","1","7","3","1.36","6.86","2.62","4.30","0.0","11449"
"Zac Gallen","Diamondbacks","2","3","0","0","4.26","8","8","43.0","41","20","6","42","16","1.35","8.82","3.37","4.30","0.6","19291"
"Gio Gonzalez","Brewers","3","3","0","0","4.33","9","9","50.0","50","24","6","46","20","1.39","8.17","3.55","4.31","0.7","7448"
"Hunter Strickland","Nationals","1","1","1","5","4.31","0","19","19.0","19","9","2","17","7","1.37","8.32","3.46","4.31","0.2","7836"
"John Gant","Cardinals","1","1","0","5","4.22","0","19","19.0","19","9","2","18","8","1.38","8.33","3.69","4.31","0.1","13684"
"David Paulino","Blue Jays","0","0","0","0","4.28","0","1","1.0","1","1","0","2","0","1.25","9.56","2.89","4.31","0.0","17418"
"Caleb Smith","Marlins","3","4","0","0","4.28","10","10","58.0","52","28","9","66","23","1.30","10.18","3.62","4.32","0.8","14875"
"Ryan Brasier","Red Sox","1","1","0","1","4.28","0","12","12.0","12","6","2","11","4","1.29","8.14","2.69","4.32","0.0","5615"
"Taylor Williams","Brewers","0","0","0","0","4.34","0","6","6.0","6","3","1","6","3","1.44","9.23","4.04","4.32","0.0","14899"
"Jesse Chavez","Rangers","1","1","1","5","4.29","0","20","20.0","21","10","3","19","6","1.29","8.55","2.49","4.32","0.2","5448"
"Jandel Gustave","Giants","1","1","0","2","4.17","0","12","12.0","12","6","1","12","6","1.39","8.65","4.05","4.32","0.0","14665"
"Derek Law","Blue Jays","1","1","1","4","4.35","0","19","19.0","18","9","3","20","8","1.37","9.13","3.75","4.32","0.1","13133"
"Nick Vincent","","1","1","0","0","4.35","0","20","20.0","20","10","3","18","6","1.28","8.24","2.50","4.32","0.1","7555"
"Mike Leake","Diamondbacks","3","4","0","0","4.50","10","10","58.0","65","29","8","41","10","1.31","6.41","1.58","4.32","0.8","10130"
"Tim Hill","Royals","1","1","0","4","4.24","0","17","17.0","17","8","2","14","7","1.41","7.67","3.57","4.33","0.1","16814"
"Masahiro Tanaka","Yankees","4","3","0","0","4.25","10","10","57.0","56","27","9","52","13","1.23","8.30","2.09","4.33","1.1","15764"
"Yadier Alvarez","Dodgers","0","0","0","0","4.06","0","1","1.0","1","1","0","2","1","1.43","9.62","4.87","4.33","0.0","sa868984"
"Wade Davis","Rockies","1","1","1","4","4.33","0","19","19.0","17","9","3","21","9","1.38","10.20","4.41","4.33","0.1","7441"
"Heath Hembree","Red Sox","0","0","0","0","4.34","0","6","6.0","6","3","1","7","2","1.33","10.16","3.60","4.33","0.0","11632"
"Richard Bleier","Orioles","1","1","1","4","4.13","0","20","20.0","23","9","2","10","4","1.34","4.56","1.73","4.33","0.2","7803"
"Brandon Brennan","Mariners","1","1","0","3","4.27","0","15","15.0","14","7","2","14","7","1.46","8.29","4.47","4.34","0.0","13527"
"Jeremy Walker","Braves","0","0","0","0","4.30","0","2","2.0","2","1","0","1","0","1.34","7.18","2.60","4.34","0.0","19981"
"Michael Pineda","Twins","3","3","0","0","4.54","8","8","44.0","47","22","7","39","10","1.32","8.10","2.12","4.34","0.7","5372"
"Yusmeiro Petit","Athletics","1","1","0","3","4.29","0","17","17.0","17","8","3","15","4","1.22","7.89","1.90","4.34","0.1","4020"
"Emmanuel Clase","Rangers","1","1","0","0","4.27","0","11","11.0","11","5","1","11","5","1.40","8.77","3.86","4.34","0.0","21032"
"Jose De Leon","Rays","1","1","0","1","4.24","1","14","21.0","18","10","3","24","9","1.31","10.55","3.96","4.34","0.1","15463"
"Brian Schlitter","Athletics","0","0","0","0","4.31","0","2","2.0","2","1","0","1","1","1.51","5.79","3.99","4.34","0.0","3599"
"Daniel Hudson","Nationals","1","1","1","5","4.40","0","20","20.0","20","10","3","21","10","1.44","9.26","4.20","4.35","0.1","7146"
"Cionel Perez","Astros","0","0","0","0","4.27","0","2","2.0","1","1","0","1","1","1.38","8.53","3.76","4.35","0.0","19614"
"Austin Davis","Phillies","0","0","0","0","4.22","0","3","3.0","3","1","0","3","1","1.36","9.86","3.95","4.35","0.0","17117"
"Tyler Clippard","Indians","1","1","0","3","4.22","0","14","14.0","13","7","2","16","5","1.26","9.89","3.28","4.35","0.1","5640"
"Ian Kennedy","Royals","1","1","10","0","4.30","0","18","18.0","18","9","3","18","5","1.26","8.82","2.66","4.35","0.1","6986"
"Shawn Armstrong","Orioles","1","1","0","5","4.17","0","20","20.0","18","9","3","23","10","1.37","10.06","4.50","4.35","0.2","12857"
"Tyler Webb","Cardinals","0","0","0","3","4.18","0","13","13.0","12","6","2","13","5","1.35","9.04","3.64","4.35","0.0","14974"
"Anthony Swarzak","Braves","1","1","0","2","4.34","0","14","14.0","13","7","2","15","5","1.34","9.85","3.42","4.36","0.0","7466"
"Chad Sobotka","Braves","0","1","0","0","4.26","0","11","11.0","9","5","1","12","6","1.46","10.53","5.26","4.36","0.0","17470"
"Montana DuRapau","Pirates","0","0","0","0","4.24","0","6","6.0","6","3","1","7","3","1.34","9.58","3.87","4.36","0.0","16768"
"Cody Reed","Reds","0","0","0","0","4.28","0","2","2.0","2","1","0","2","1","1.38","9.31","3.72","4.36","0.0","15232"
"Keynan Middleton","Angels","0","0","0","0","4.16","0","3","3.0","3","1","0","3","1","1.32","9.78","3.86","4.37","0.0","15264"
"Phil Maton","Indians","0","0","0","1","4.33","0","9","9.0","9","5","1","10","3","1.32","9.36","3.18","4.37","0.0","18064"
"Tyler Olson","Indians","0","0","0","0","4.22","0","6","6.0","6","3","1","6","3","1.38","9.16","3.87","4.37","0.0","14741"
"Trevor Rosenthal","Tigers","1","1","0","5","4.24","0","20","20.0","17","9","2","24","14","1.55","10.83","6.09","4.37","0.1","10745"
"Yonny Chirinos","Rays","3","3","0","0","4.30","9","9","52.0","53","25","8","44","13","1.29","7.58","2.27","4.38","0.7","16401"
"Touki Toussaint","Braves","1","1","0","0","4.29","0","10","12.0","11","6","1","13","6","1.44","9.52","4.63","4.38","0.0","16929"
"Bryse Wilson","Braves","0","0","0","0","4.40","1","1","6.0","6","3","1","5","2","1.37","8.38","3.30","4.38","0.1","19990"
"Sam Selman","Giants","1","1","0","3","4.22","0","15","15.0","13","7","2","19","10","1.51","10.85","6.03","4.38","0.0","13397"
"Stefan Crichton","Diamondbacks","1","1","0","2","4.41","0","14","14.0","14","7","2","12","5","1.41","8.09","3.55","4.39","0.0","16058"
"Travis Bergen","Giants","0","0","0","0","4.25","0","6","6.0","6","3","1","6","3","1.39","8.66","4.05","4.39","0.0","18581"
"Evan Marshall","White Sox","1","1","0","5","4.30","0","20","20.0","21","9","2","16","7","1.42","7.34","3.31","4.40","0.1","12297"
"Chris Flexen","Mets","0","0","0","0","4.32","0","3","3.0","3","2","0","3","1","1.37","8.52","3.52","4.40","0.0","13896"
"Duane Underwood Jr.","Cubs","0","0","0","0","4.29","0","5","5.0","4","2","1","5","2","1.35","8.94","3.61","4.40","0.0","14677"
"Jose Quijada","Marlins","1","1","0","2","4.23","0","11","11.0","10","5","1","13","7","1.45","10.12","5.24","4.40","0.0","19200"
"Wes Parsons","Braves","0","0","0","0","4.37","0","2","2.0","2","1","0","1","1","1.42","7.93","3.64","4.40","0.0","14764"
"Drew Gagnon","Mets","0","0","0","0","4.37","0","5","5.0","5","2","1","5","2","1.31","8.86","3.10","4.40","0.0","12545"
"Ryan Weber","Red Sox","0","0","0","0","4.50","0","3","6.0","7","3","1","4","1","1.36","5.69","1.93","4.40","0.0","10160"
"John Axford","Blue Jays","0","0","0","0","4.35","0","1","1.0","1","1","0","1","1","1.41","8.93","4.03","4.40","0.0","9059"
"Blake Parker","Phillies","1","1","0","3","4.26","0","14","14.0","13","7","2","16","5","1.28","9.99","3.27","4.40","0.0","5224"
"Marco Gonzales","Mariners","3","4","0","0","4.42","9","9","52.0","57","26","7","40","13","1.34","6.87","2.26","4.40","0.8","15467"
"Jesse Hahn","Royals","0","0","0","0","4.34","0","5","5.0","5","2","1","4","2","1.38","7.17","3.11","4.41","0.0","13287"
"Rowan Wick","Cubs","1","1","0","5","4.22","0","19","19.0","17","9","2","20","11","1.48","9.54","5.22","4.41","0.1","14646"
"Dominic Leone","Cardinals","0","1","0","2","4.48","0","11","11.0","11","6","2","12","5","1.38","9.62","3.86","4.42","0.0","13763"
"Adam Cimber","Indians","1","1","1","5","4.31","0","22","22.0","24","11","3","16","6","1.34","6.60","2.39","4.42","0.1","15288"
"Johnny Cueto","Giants","1","1","0","0","4.31","2","2","12.0","12","6","2","10","3","1.31","7.28","2.50","4.42","0.1","6893"
"Chasen Shreve","Cardinals","0","0","0","0","4.22","0","2","2.0","1","1","0","2","1","1.39","10.22","4.50","4.42","0.0","10855"
"Lewis Thorpe","Twins","1","1","0","0","4.43","1","9","14.0","14","7","2","14","5","1.33","8.81","3.05","4.42","0.1","15906"
"Jharel Cotton","Athletics","0","0","0","0","4.26","0","8","8.0","7","4","1","8","3","1.27","8.99","3.06","4.43","0.0","13654"
"Kelvin Herrera","White Sox","1","1","0","2","4.36","0","15","15.0","15","7","2","14","5","1.34","8.36","3.04","4.43","0.0","6033"
"Taijuan Walker","Diamondbacks","0","1","0","0","4.52","2","2","8.0","8","4","1","8","3","1.34","8.54","2.97","4.43","0.1","11836"
"Dustin May","Dodgers","2","2","0","0","4.32","5","5","28.0","29","13","4","21","8","1.33","7.00","2.47","4.43","0.4","19716"
"Ian Gibaut","Rangers","1","1","0","1","4.25","0","11","11.0","10","5","1","12","6","1.42","9.69","4.64","4.43","0.0","17871"
"Steven Matz","Mets","3","3","0","0","4.30","9","9","53.0","53","25","8","51","18","1.34","8.55","3.01","4.44","0.6","13361"
"Jared Hughes","Reds","1","1","0","4","4.16","0","19","19.0","20","9","2","14","7","1.41","6.75","3.47","4.44","0.1","9325"
"Chris Stratton","Pirates","1","1","0","2","4.57","0","13","13.0","13","6","2","11","4","1.41","7.60","3.17","4.44","0.0","13761"
"Jeff Samardzija","Giants","3","4","0","0","4.61","10","10","55.0","56","28","8","47","15","1.30","7.74","2.50","4.44","0.5","3254"
"Sergio Romo","Twins","1","1","1","5","4.60","0","20","20.0","21","10","3","20","7","1.34","8.80","2.87","4.45","0.2","9817"
"Clay Holmes","Pirates","0","0","0","0","4.38","0","3","3.0","3","2","0","3","2","1.52","8.34","4.91","4.45","0.0","13649"
"Geoff Hartlieb","Pirates","1","1","0","1","4.38","0","11","11.0","11","5","1","10","5","1.47","8.32","4.29","4.45","0.0","19558"
"Matt Wisler","Mariners","0","1","0","1","4.45","0","10","10.0","10","5","2","9","3","1.27","8.18","2.30","4.45","0.0","12804"
"Jordan Yamamoto","Marlins","2","3","0","0","4.44","8","8","48.0","46","24","6","46","20","1.38","8.50","3.80","4.46","0.5","17585"
"Ryan Yarbrough","Rays","3","4","0","0","4.35","9","9","52.0","53","25","7","42","15","1.31","7.23","2.53","4.46","0.6","16502"
"Drew Pomeranz","Brewers","1","1","0","1","4.41","0","11","11.0","10","5","2","12","5","1.34","10.32","3.86","4.46","0.0","11426"
"Zach Duke","","2","2","0","0","4.29","0","30","30.0","29","14","3","27","15","1.47","8.24","4.56","4.46","0.1","3840"
"Stephen Tarpley","Yankees","1","0","0","0","4.21","0","9","9.0","9","4","1","9","5","1.46","8.87","4.68","4.46","0.0","15859"
"Jonathan Loaisiga","Yankees","1","1","0","0","4.51","2","2","12.0","12","6","2","12","4","1.32","8.85","2.91","4.46","0.2","19753"
"Ranger Suarez","Phillies","0","0","0","0","4.37","0","8","8.0","8","4","1","7","3","1.37","7.60","3.13","4.46","0.0","17277"
"Kyle Crick","Pirates","1","1","1","4","4.26","0","20","20.0","18","10","2","22","12","1.47","9.82","5.26","4.46","0.1","13182"
"Alex Reyes","Cardinals","1","1","0","1","4.33","2","12","22.0","19","10","3","24","13","1.49","9.85","5.38","4.47","0.1","15015"
"Wei-Yin Chen","Marlins","0","0","0","0","4.35","0","8","8.0","8","4","1","7","2","1.29","8.00","2.49","4.47","0.0","13071"
"Cory Gearrin","Mariners","1","1","0","5","4.33","0","18","18.0","17","9","2","17","8","1.40","8.41","3.95","4.47","0.1","7947"
"Mitch Keller","Pirates","2","2","0","0","4.45","5","5","30.0","29","15","4","27","13","1.42","8.19","3.86","4.47","0.4","17594"
"Mike Minor","Rangers","3","4","0","0","4.47","10","10","61.0","60","30","10","58","19","1.29","8.55","2.84","4.47","1.0","10021"
"Joe Biagini","Astros","1","1","0","4","4.51","0","18","18.0","19","9","2","15","6","1.37","7.58","3.13","4.47","0.1","13194"
"Adam Conley","Marlins","1","1","0","3","4.27","0","15","15.0","14","7","2","13","6","1.36","8.15","3.52","4.48","0.0","14457"
"Trevor Williams","Pirates","3","4","0","0","4.49","10","10","55.0","58","28","8","44","17","1.35","7.10","2.79","4.48","0.7","16977"
"Hunter Wood","Indians","1","1","0","2","4.36","0","13","13.0","12","6","2","12","5","1.33","8.87","3.29","4.48","0.0","15091"
"Ryan Helsley","Cardinals","0","0","0","0","4.38","0","5","5.0","4","2","1","5","2","1.42","9.42","4.57","4.48","0.0","18138"
"Francisco Liriano","Pirates","1","1","0","5","4.45","0","19","19.0","18","9","2","18","9","1.45","8.73","4.37","4.48","0.1","3201"
"Aaron Wilkerson","Brewers","0","0","0","0","4.47","0","2","2.0","1","1","0","1","1","1.33","8.61","3.10","4.49","0.0","16904"
"Mike Morin","Phillies","1","1","0","3","4.44","0","14","14.0","15","7","2","12","3","1.29","7.48","2.15","4.49","0.0","13442"
"Bryan Shaw","Rockies","1","1","0","4","4.64","0","17","17.0","18","9","2","15","7","1.46","7.93","3.69","4.49","0.1","8110"
"Anthony DeSclafani","Reds","3","3","0","0","4.43","9","9","51.0","51","25","9","51","14","1.28","8.88","2.46","4.49","0.7","13050"
"Greg Holland","Diamondbacks","1","1","0","5","4.67","0","19","19.0","17","10","2","20","11","1.52","9.85","5.46","4.49","0.0","7196"
"Tyler Kinley","Marlins","1","1","0","5","4.38","0","18","18.0","16","9","2","20","11","1.50","9.84","5.33","4.49","0.0","18297"
"Griffin Canning","Angels","3","3","0","0","4.40","7","7","42.0","41","21","6","42","15","1.32","8.93","3.27","4.49","0.5","19867"
"Casey Sadler","Dodgers","0","0","0","0","4.38","0","6","6.0","6","3","1","5","2","1.32","7.40","2.57","4.49","0.0","11209"
"Alex Wilson","","1","1","0","0","4.37","0","15","15.0","15","7","2","12","5","1.34","6.98","2.82","4.50","0.0","9239"
"Brad Keller","Royals","3","4","0","0","4.52","9","9","55.0","59","28","6","39","21","1.44","6.40","3.36","4.50","0.7","15734"
"Eric Lauer","Padres","3","4","0","0","4.43","9","9","53.0","55","26","8","47","19","1.39","7.92","3.24","4.50","0.6","19316"
"Adam Warren","Padres","0","0","0","0","4.40","0","2","2.0","2","1","0","1","1","1.37","8.36","3.41","4.50","0.0","9029"
"Jimmy Nelson","Brewers","1","1","0","0","4.46","2","11","20.0","20","10","3","19","8","1.39","8.50","3.62","4.50","0.1","10547"
"Kyle Wright","Braves","1","1","0","0","4.54","1","3","10.0","10","5","1","9","4","1.47","7.98","3.99","4.51","0.1","19665"
"Chris Bassitt","Athletics","3","3","0","0","4.37","7","7","42.0","41","20","6","37","16","1.37","7.98","3.46","4.51","0.6","12304"
"Adrian Houser","Brewers","1","1","0","2","4.56","1","13","18.0","18","9","3","17","6","1.39","8.38","3.27","4.51","0.1","12718"
"Brooks Pounders","Mets","1","1","0","1","4.36","0","11","11.0","10","5","2","12","4","1.29","9.48","3.41","4.52","0.0","10387"
"Tanner Anderson","Athletics","0","0","0","0","4.40","0","5","5.0","5","2","1","3","2","1.43","5.84","3.05","4.52","0.0","18029"
"Andrew Suarez","Giants","1","2","0","1","4.54","3","14","28.0","30","14","4","23","8","1.38","7.27","2.73","4.52","0.1","18300"
"Blaine Hardy","Tigers","1","1","0","4","4.46","0","20","20.0","21","10","3","16","6","1.34","7.26","2.63","4.52","0.1","6499"
"Michel Baez","Padres","0","1","0","0","4.45","0","9","9.0","9","5","1","10","4","1.42","9.18","4.19","4.52","0.0","20100"
"Martin Perez","Twins","3","3","0","0","4.63","9","9","50.0","54","26","6","37","18","1.45","6.71","3.27","4.53","0.7","6902"
"Luis Garcia","Angels","1","1","0","4","4.57","0","18","18.0","18","9","2","17","8","1.46","8.25","3.93","4.53","0.0","6984"
"Jake Odorizzi","Twins","4","3","0","0","4.50","10","10","56.0","54","28","9","56","21","1.32","8.92","3.30","4.53","0.8","6397"
"Rick Porcello","Red Sox","4","3","0","0","4.73","10","10","56.0","60","29","9","48","14","1.33","7.79","2.22","4.53","0.7","2717"
"Shawn Kelley","Rangers","1","1","0","3","4.57","0","14","14.0","14","7","3","15","4","1.26","9.24","2.45","4.53","0.1","7773"
"Dan Altavilla","Mariners","0","0","0","0","4.31","0","3","3.0","3","1","0","3","2","1.43","9.79","4.92","4.54","0.0","16507"
"Jerry Blevins","Braves","0","0","0","0","4.45","0","3","3.0","3","1","0","3","2","1.46","9.80","4.61","4.54","0.0","7841"
"Eric Hanhold","Mets","0","0","0","0","4.42","0","2","2.0","2","1","0","1","1","1.44","7.66","3.80","4.55","0.0","18332"
"Spencer Turnbull","Tigers","3","3","0","0","4.62","9","9","50.0","51","26","6","43","21","1.43","7.66","3.73","4.55","0.6","16207"
"Scott Barlow","Royals","1","1","1","3","4.56","0","17","17.0","16","8","2","18","8","1.42","9.94","4.38","4.55","0.0","14993"
"Zack Littell","Twins","1","1","0","1","4.56","1","12","14.0","14","7","2","12","5","1.39","7.78","3.27","4.56","0.1","15823"
"Tyler Mahle","Reds","2","2","0","0","4.50","5","10","35.0","35","17","6","34","12","1.34","8.81","3.03","4.56","0.4","16358"
"Jakob Junis","Royals","3","4","0","0","4.62","9","9","54.0","56","28","9","50","15","1.32","8.24","2.56","4.56","0.6","13619"
"Ryan Buchter","Athletics","1","1","0","2","4.25","0","12","12.0","11","6","2","12","6","1.36","9.20","4.27","4.56","0.0","9456"
"Derian Gonzalez","Cardinals","0","0","0","0","4.39","0","2","2.0","2","1","0","1","1","1.46","8.12","4.33","4.56","0.0","sa737568"
"Phillip Diehl","Rockies","0","0","0","0","4.75","0","3","3.0","3","2","0","3","1","1.48","9.08","4.09","4.56","0.0","20030"
"Anibal Sanchez","Nationals","3","4","0","0","4.93","10","10","55.0","57","30","9","51","19","1.38","8.40","3.16","4.56","0.6","3284"
"Mike Foltynewicz","Braves","2","2","0","0","4.54","5","5","31.0","30","16","5","30","11","1.34","8.88","3.22","4.56","0.3","10811"
"Gerson Bautista","Mariners","1","1","0","3","4.38","0","13","13.0","12","6","2","14","7","1.47","9.34","4.94","4.56","0.0","19256"
"Vince Velasquez","Phillies","3","4","0","0","4.63","8","13","52.0","50","27","9","59","20","1.34","10.15","3.48","4.56","0.6","11189"
"Ben Heller","Yankees","0","0","0","0","4.38","0","2","2.0","1","1","0","2","1","1.35","9.86","3.98","4.56","0.0","15100"
"Grant Holmes","Athletics","0","0","0","0","4.40","0","3","3.0","3","1","0","3","1","1.39","8.27","3.84","4.57","0.0","sa828669"
"Sam Coonrod","Giants","1","1","0","4","4.50","0","17","17.0","17","8","2","16","8","1.46","8.37","4.38","4.57","0.0","17264"
"Fernando Romero","Twins","0","0","0","0","4.52","0","6","6.0","7","3","1","5","2","1.40","7.33","3.27","4.57","0.0","15885"
"Brett Anderson","Athletics","3","3","0","0","4.60","7","7","43.0","50","22","5","25","12","1.44","5.27","2.51","4.57","0.5","8223"
"Jairo Diaz","Rockies","1","1","0","2","4.86","0","12","12.0","12","7","2","13","6","1.49","9.15","4.52","4.57","0.0","12774"
"Juan Minaya","White Sox","0","0","0","0","4.48","0","3","3.0","3","2","0","3","2","1.42","9.16","4.37","4.57","0.0","10341"
"Domingo German","Yankees","3","3","0","0","4.64","9","9","53.0","51","27","10","56","17","1.29","9.53","2.87","4.58","0.8","17149"
"Tanner Roark","Athletics","3","3","0","0","4.51","9","9","51.0","51","26","7","42","17","1.34","7.48","2.97","4.58","0.6","8753"
"Kyle Barraclough","Nationals","0","0","0","0","4.51","0","8","8.0","7","4","1","9","4","1.47","10.08","5.12","4.59","0.0","13713"
"Matt Magill","Mariners","1","1","0","4","4.35","0","16","16.0","15","8","3","17","7","1.37","9.62","4.05","4.59","0.0","3950"
"Roenis Elias","Nationals","1","1","0","3","4.62","0","14","14.0","15","7","2","13","6","1.42","7.98","3.54","4.59","0.0","12673"
