"Name","Team","W","L","SV","HLD","ERA","GS","G","IP","H","ER","HR","SO","BB","WHIP","K/9","BB/9","FIP","WAR","playerid"
"Matt Barnes","Red Sox","2","1","15","0","3.28","0","31","31.0","24","11","3","44","14","1.24","12.79","4.17","3.16","0.7","12863"
"Gerrit Cole","Astros","7","3","0","0","3.26","15","15","92.0","75","34","11","119","26","1.10","11.54","2.54","3.16","2.5","13125"
"Josh Taylor","Red Sox","0","0","0","0","0.00","0","0","0.0","0","0","0","0","0","0.00","0.00","0.00","3.21","0.0","17359"
"Ricardo Sanchez","Mariners","0","0","0","0","0.00","0","0","0.0","0","0","0","0","0","0.00","0.00","0.00","3.21","0.0","sa830302"
"Paul Sewald","Mets","0","0","0","0","0.00","0","0","0.0","0","0","0","0","0","0.00","0.00","0.00","3.21","0.0","13892"
"Kyle Dohy","Phillies","0","0","0","0","0.00","0","0","0.0","0","0","0","0","0","0.00","0.00","0.00","3.21","0.0","sa3004861"
"Mike Dunn","","0","0","0","0","0.00","0","0","0.0","0","0","0","0","0","0.00","0.00","0.00","3.21","0.0","9948"
"Eric Hanhold","Mets","0","0","0","0","0.00","0","0","0.0","0","0","0","0","0","0.00","0.00","0.00","3.21","0.0","18332"
"Roberto Osuna","Astros","2","1","16","2","3.22","0","30","30.0","27","11","3","33","6","1.07","9.79","1.74","3.22","0.8","13764"
"Chad Green","Yankees","2","1","0","6","3.16","0","27","27.0","22","9","3","34","7","1.07","11.50","2.30","3.22","0.4","15552"
"Jose Alvarado","Rays","2","1","16","0","3.07","0","30","30.0","23","10","2","39","16","1.28","11.51","4.62","3.23","0.7","17780"
"Ray Black","Giants","1","1","0","0","3.17","0","12","12.0","8","4","1","17","6","1.21","12.67","4.46","3.29","0.0","14244"
"David Robertson","Phillies","1","1","1","0","3.31","0","12","12.0","9","4","1","16","5","1.18","12.06","3.68","3.31","0.1","8241"
"Blake Snell","Rays","7","4","0","0","3.18","14","14","83.0","66","29","9","103","31","1.18","11.15","3.40","3.32","2.1","13543"
"Walker Buehler","Dodgers","6","3","0","0","3.28","14","14","79.0","68","29","9","91","21","1.13","10.31","2.40","3.32","1.8","19374"
"Keone Kela","Pirates","2","1","0","4","3.43","0","22","22.0","18","8","2","27","8","1.19","11.20","3.37","3.34","0.3","14696"
"Austin Adams","Mariners","1","1","2","5","3.17","0","27","27.0","19","10","2","40","16","1.28","13.22","5.35","3.34","0.6","13801"
"Colin Poche","Rays","1","1","0","2","3.12","0","21","21.0","16","7","3","30","8","1.14","12.79","3.54","3.34","0.2","19403"
"Andrew Miller","Cardinals","2","2","2","7","3.28","0","32","32.0","25","12","4","42","12","1.17","12.06","3.37","3.37","0.6","6785"
"Taylor Rogers","Twins","2","1","13","2","3.34","0","31","31.0","28","12","3","34","9","1.17","9.81","2.54","3.37","0.7","13449"
"Kenley Jansen","Dodgers","2","1","15","3","3.23","0","30","30.0","24","11","4","38","7","1.04","11.35","2.12","3.37","0.7","3096"
"Noah Syndergaard","Mets","6","4","0","0","3.57","14","14","88.0","83","35","9","90","23","1.21","9.27","2.34","3.38","2.2","11762"
"Nick Anderson","Marlins","2","2","2","7","3.32","0","32","32.0","25","12","4","42","12","1.17","11.90","3.38","3.38","0.6","18337"
"Will Harris","Astros","2","1","0","6","3.49","0","28","28.0","26","11","3","28","8","1.19","8.89","2.41","3.39","0.3","3192"
"Blake Treinen","Athletics","2","1","14","1","3.27","0","28","28.0","24","10","2","30","11","1.25","9.60","3.64","3.40","0.7","12572"
"Clayton Kershaw","Dodgers","6","4","0","0","3.30","14","14","91.0","83","33","11","90","16","1.09","8.88","1.62","3.41","2.2","2036"
"Sean Doolittle","Nationals","2","1","16","3","3.26","0","31","31.0","25","11","4","38","8","1.07","10.96","2.36","3.42","0.8","1581"
"Corey Kluber","Indians","2","1","0","0","3.47","5","5","29.0","26","11","3","31","6","1.12","9.46","2.01","3.42","0.7","2429"
"Joakim Soria","Athletics","2","1","0","6","3.45","0","28","28.0","25","11","3","30","9","1.21","9.77","2.95","3.43","0.4","6941"
"Charlie Morton","Rays","5","4","0","0","3.33","14","14","78.0","67","29","8","91","28","1.21","10.42","3.22","3.43","1.8","4676"
"Stephen Strasburg","Nationals","7","4","0","0","3.55","15","15","90.0","80","35","11","102","24","1.16","10.18","2.41","3.45","2.1","10131"
"Luke Jackson","Braves","2","1","14","2","3.50","0","28","28.0","24","11","2","33","13","1.31","10.63","4.02","3.47","0.5","11752"
"Danny Salazar","Indians","1","1","0","0","3.41","1","10","14.0","11","5","2","18","5","1.15","11.50","3.08","3.47","0.2","5867"
"Jose Leclerc","Rangers","2","1","16","0","3.39","0","31","31.0","22","12","3","44","18","1.29","12.83","5.19","3.48","0.8","14524"
"Andrew Chafin","Diamondbacks","1","1","0","6","3.41","0","25","25.0","22","10","2","28","11","1.30","9.87","3.92","3.49","0.3","12988"
"Carlos Carrasco","Indians","4","3","0","0","3.59","9","9","56.0","51","22","8","63","12","1.13","10.16","1.95","3.49","1.4","6632"
"Justin Verlander","Astros","7","4","0","0","3.41","15","15","96.0","78","36","14","119","23","1.05","11.11","2.17","3.50","2.4","8700"
"Shane Bieber","Indians","5","4","0","0","3.68","13","13","78.0","76","32","10","80","15","1.16","9.21","1.74","3.52","2.0","19427"
"Reyes Moronta","Giants","2","2","1","8","3.45","0","31","31.0","24","12","3","40","17","1.31","11.64","4.93","3.53","0.3","14966"
"Oliver Drake","Rays","1","1","0","4","3.56","0","26","26.0","22","10","3","30","10","1.25","10.48","3.47","3.53","0.1","8823"
"Aaron Loup","Padres","0","0","0","0","3.43","0","1","1.0","1","1","0","2","1","1.30","9.80","3.52","3.53","0.0","10343"
"Mark Melancon","Giants","1","1","0","6","3.46","0","25","25.0","24","10","2","22","8","1.28","7.80","2.88","3.53","0.2","4264"
"Patrick Corbin","Nationals","6","4","0","0","3.66","15","15","88.0","82","36","11","97","27","1.23","9.93","2.72","3.54","1.9","9323"
"Seranthony Dominguez","Phillies","0","0","0","0","3.48","0","2","2.0","2","1","0","3","1","1.26","11.30","4.07","3.55","0.0","19249"
"Justin Wilson","Mets","2","1","0","5","3.49","0","26","26.0","21","10","3","33","13","1.30","11.41","4.42","3.57","0.3","4301"
"Diego Castillo","Rays","2","1","0","6","3.47","0","26","26.0","22","10","3","30","10","1.22","10.45","3.32","3.59","0.2","17496"
"Jake Diekman","Royals","1","1","2","5","3.47","0","26","26.0","20","10","2","32","13","1.31","11.32","4.70","3.59","0.5","5003"
"Hyun-Jin Ryu","Dodgers","6","4","0","0","3.46","14","14","78.0","76","30","10","75","14","1.15","8.67","1.60","3.60","1.5","14444"
"Archie Bradley","Diamondbacks","2","1","2","6","3.69","0","28","28.0","25","11","3","31","11","1.28","10.19","3.60","3.60","0.3","12918"
"Joe Kelly","Dodgers","1","1","0","6","3.57","0","25","25.0","22","10","2","28","11","1.29","9.90","3.82","3.61","0.2","9761"
"Aaron Nola","Phillies","6","4","0","0","3.60","15","15","88.0","79","35","10","96","27","1.21","9.81","2.77","3.61","1.9","16149"
"Hector Neris","Phillies","2","1","15","2","3.53","0","31","31.0","25","12","4","42","11","1.17","12.10","3.26","3.61","0.6","11804"
"Trevor Gott","Giants","1","1","0","5","3.63","0","25","25.0","23","10","2","25","10","1.30","8.97","3.47","3.62","0.2","15046"
"Tommy Kahnle","Yankees","2","1","0","7","3.70","0","29","29.0","24","12","4","39","13","1.27","11.85","4.09","3.64","0.4","11384"
"A.J. Minter","Braves","2","1","2","8","3.62","0","28","28.0","24","11","3","34","13","1.31","10.73","4.03","3.66","0.3","18655"
"Ty Buttrey","Angels","2","1","2","6","3.61","0","30","30.0","26","12","3","34","13","1.28","10.10","3.73","3.67","0.6","14719"
"James Paxton","Yankees","6","4","0","0","3.72","14","14","82.0","73","34","11","93","25","1.20","10.28","2.78","3.67","2.1","11828"
"Jeremy Jeffress","Brewers","2","1","3","6","3.53","0","30","30.0","28","12","3","31","11","1.29","9.10","3.38","3.68","0.5","9490"
"Tyler Glasnow","Rays","2","1","0","0","3.69","5","5","26.0","22","11","3","32","11","1.28","10.93","3.94","3.68","0.5","14374"
"Sam Dyson","Giants","2","2","2","7","3.62","0","31","31.0","30","12","3","26","9","1.28","7.53","2.74","3.69","0.3","11710"
"Jace Fry","White Sox","1","1","0","5","3.70","0","28","28.0","23","11","2","33","15","1.37","10.82","4.85","3.69","0.3","16159"
"Luis Severino","Yankees","3","2","0","0","3.61","6","6","37.0","32","15","5","42","11","1.15","10.32","2.56","3.70","0.9","15890"
"Tony Watson","Giants","2","1","0","6","3.51","0","29","29.0","27","11","3","26","7","1.20","8.24","2.27","3.71","0.2","3132"
"Trevor Bauer","Indians","7","5","0","0","3.75","16","16","97.0","86","41","12","112","35","1.25","10.34","3.27","3.72","2.2","12703"
"Ryne Stanek","Rays","2","2","0","6","3.65","2","30","41.0","34","17","5","50","18","1.26","10.95","3.93","3.72","0.6","15947"
"Jeurys Familia","Mets","2","1","0","5","3.69","0","23","23.0","20","10","2","25","11","1.34","9.69","4.23","3.72","0.2","5114"
"Mike Soroka","Braves","5","3","0","0","3.73","11","11","66.0","67","27","6","56","17","1.27","7.65","2.38","3.73","1.3","18383"
"Oliver Perez","Indians","1","1","0","4","3.51","0","22","22.0","19","8","3","25","6","1.17","10.38","2.67","3.73","0.2","1514"
"Scott Oberg","Rockies","2","2","2","7","3.85","0","33","33.0","31","14","3","34","12","1.32","9.11","3.37","3.74","0.6","13911"
"Hector Noesi","Marlins","0","0","0","0","3.65","0","5","5.0","4","2","1","5","1","1.17","9.56","2.46","3.74","0.0","3292"
"Brandon Morrow","Cubs","0","0","0","0","3.70","0","5","5.0","4","2","1","5","2","1.25","9.53","3.07","3.75","0.0","9346"
"Zack Wheeler","Mets","5","5","0","0","3.73","14","14","89.0","82","37","11","91","28","1.23","9.22","2.83","3.76","1.8","10310"
"Zack Britton","Yankees","2","1","1","8","3.47","0","29","29.0","27","11","2","26","14","1.38","8.06","4.17","3.77","0.4","3240"
"David Price","Red Sox","6","4","0","0","3.83","14","14","79.0","75","34","10","80","21","1.22","9.17","2.39","3.78","1.6","3184"
"German Marquez","Rockies","6","4","0","0","3.97","15","15","88.0","86","39","12","94","24","1.24","9.53","2.43","3.79","1.9","15038"
"Jameson Taillon","Pirates","2","2","0","0","3.85","5","5","31.0","31","13","4","28","7","1.23","8.14","2.07","3.79","0.6","11674"
"Andrew Kittredge","Rays","1","1","0","0","3.81","0","19","19.0","18","8","2","19","6","1.26","9.11","2.89","3.80","0.1","12828"
"Brad Brach","Cubs","2","1","0","6","3.73","0","26","26.0","22","11","2","27","13","1.35","9.51","4.40","3.80","0.2","6627"
"Jose Castillo","Padres","0","0","0","0","3.61","0","8","8.0","6","3","1","9","3","1.26","11.15","4.04","3.80","0.0","17169"
"David Hernandez","Reds","2","1","0","6","3.71","0","27","27.0","24","11","3","29","9","1.23","9.86","2.94","3.80","0.3","4259"
"Tony Barnette","Cubs","0","0","0","0","3.87","0","5","5.0","4","2","1","5","2","1.28","8.72","2.94","3.81","0.0","3555"
"Carlos Martinez","Cardinals","3","3","1","11","3.67","4","33","52.0","48","21","5","52","20","1.31","8.97","3.51","3.81","0.7","11682"
"Grant Dayton","Braves","0","0","0","0","3.77","0","2","2.0","2","1","0","3","1","1.22","10.67","3.20","3.82","0.0","11203"
"Brandon Woodruff","Brewers","5","4","0","0","3.88","14","14","81.0","75","35","10","87","27","1.26","9.66","3.03","3.82","1.5","16162"
"Juan Nicasio","Phillies","2","1","1","8","3.86","0","29","29.0","27","12","3","30","10","1.29","9.61","3.12","3.82","0.3","7731"
"Richard Lovelady","Royals","1","1","0","0","3.75","0","14","14.0","13","6","1","13","5","1.33","8.02","3.35","3.82","0.0","19337"
"Mychal Givens","Orioles","2","2","16","0","3.77","0","31","31.0","26","13","4","37","13","1.25","10.76","3.72","3.82","0.6","10430"
"Ryan Madson","","1","1","0","0","3.84","0","20","20.0","19","9","2","21","6","1.23","9.25","2.76","3.82","0.2","1852"
"Steven Okert","Giants","0","0","0","0","3.64","0","2","2.0","2","1","0","3","1","1.19","10.03","3.05","3.82","0.0","13580"
"Scott Alexander","Dodgers","1","1","0","0","3.64","0","12","12.0","11","5","1","10","5","1.36","7.54","3.53","3.82","0.0","10591"
"Aaron Bummer","White Sox","1","1","0","6","3.65","0","30","30.0","28","12","3","30","13","1.35","8.90","3.87","3.83","0.3","16258"
"Anthony Banda","Rays","0","0","0","0","3.62","0","2","2.0","2","1","0","3","1","1.23","10.21","3.35","3.83","0.0","14706"
"Chris Martin","Rangers","2","1","2","6","3.95","0","31","31.0","32","14","4","30","7","1.25","8.67","2.04","3.83","0.5","11847"
"Emilio Pagan","Rays","2","1","2","7","3.70","0","30","30.0","26","13","4","36","10","1.18","10.57","2.95","3.83","0.4","14771"
"Ross Stripling","Dodgers","4","3","0","3","3.79","6","27","56.0","54","23","8","56","15","1.23","9.05","2.37","3.83","0.7","13273"
"Raisel Iglesias","Reds","2","2","16","1","3.63","0","32","32.0","27","13","4","38","12","1.23","10.70","3.41","3.85","0.6","17130"
"Darren O'Day","Braves","0","0","0","0","3.85","0","2","2.0","2","1","0","3","1","1.24","10.42","3.19","3.85","0.0","3321"
"Lou Trivino","Athletics","2","2","1","8","3.74","0","32","32.0","29","13","3","33","14","1.33","9.06","3.95","3.85","0.5","15043"
"Steve Cishek","Cubs","2","1","2","7","3.58","0","30","30.0","26","12","3","33","12","1.27","9.86","3.68","3.85","0.4","6483"
"Zack Greinke","Diamondbacks","6","5","0","0","3.79","15","15","94.0","91","40","13","88","20","1.18","8.39","1.94","3.86","1.7","1943"
"Dallas Keuchel","Braves","5","5","0","0","3.91","14","14","83.0","87","36","8","63","23","1.33","6.87","2.52","3.86","1.4","9434"
"Joe Jimenez","Tigers","2","2","2","6","3.94","0","33","33.0","28","14","4","41","14","1.27","11.11","3.74","3.86","0.6","15761"
"Chris Paddack","Padres","4","4","0","0","3.92","12","12","67.0","62","29","10","72","16","1.18","9.67","2.21","3.86","1.3","20099"
"Collin McHugh","Astros","2","1","0","3","3.79","0","23","23.0","22","10","3","25","7","1.21","9.50","2.61","3.87","0.1","7531"
"Tommy Hunter","Phillies","1","1","0","5","3.86","0","21","21.0","21","9","3","19","6","1.24","8.11","2.38","3.87","0.1","1157"
"Caleb Ferguson","Dodgers","1","1","0","2","3.67","0","16","16.0","14","7","2","19","7","1.29","10.28","3.72","3.87","0.1","19349"
"Julio Urias","Dodgers","3","2","0","4","3.73","4","25","47.0","41","19","6","52","18","1.26","10.04","3.49","3.88","0.6","14765"
"Nick Burdi","Pirates","0","0","0","0","3.59","0","2","2.0","2","1","0","3","1","1.34","10.99","4.25","3.88","0.0","16074"
"Adam Ottavino","Yankees","2","2","14","1","3.81","0","32","32.0","24","13","4","43","17","1.31","12.31","4.95","3.89","0.6","1247"
"JT Chargois","Dodgers","0","0","0","0","3.76","0","7","7.0","6","3","1","8","3","1.36","9.80","4.32","3.89","0.0","13767"
"Mike Clevinger","Indians","5","4","0","0","3.86","13","13","77.0","68","33","10","88","31","1.27","10.21","3.56","3.90","1.5","12808"
"Zac Rosscup","Dodgers","0","0","0","0","3.87","0","9","9.0","8","4","1","12","5","1.33","11.57","4.41","3.90","0.0","9419"
"Jimmie Sherfy","Diamondbacks","1","1","0","0","3.82","0","16","16.0","14","7","2","19","8","1.33","10.49","4.28","3.91","0.0","15118"
"Rich Hill","Dodgers","3","3","0","0","3.73","8","8","47.0","40","19","7","54","14","1.17","10.33","2.79","3.92","0.8","4806"
"Amir Garrett","Reds","1","1","2","7","3.73","0","32","32.0","26","13","4","39","14","1.28","11.17","4.03","3.92","0.4","14375"
"Chris Devenski","Astros","2","1","0","7","3.87","0","30","30.0","27","13","5","34","9","1.18","10.15","2.70","3.92","0.3","12763"
"Tyler Duffey","Twins","1","1","0","5","4.04","0","24","24.0","23","11","3","24","7","1.26","9.08","2.54","3.92","0.2","13758"
"Robbie Erlin","Padres","1","1","0","0","3.97","1","11","15.0","15","7","2","13","3","1.23","7.91","1.99","3.92","0.1","10354"
"Jon Gray","Rockies","5","5","0","0","4.28","14","14","79.0","77","38","10","84","27","1.32","9.58","3.04","3.93","1.6","14916"
"Joshua James","Astros","2","1","0","5","3.88","1","27","30.0","25","13","4","38","15","1.32","11.33","4.47","3.93","0.2","16794"
"Craig Stammen","Padres","2","2","2","6","4.02","0","31","31.0","31","14","4","29","8","1.26","8.49","2.43","3.93","0.3","7274"
"Marcus Walden","Red Sox","2","1","0","6","4.02","0","29","29.0","28","13","3","26","10","1.34","8.12","3.25","3.93","0.2","8004"
"Hector Rondon","Astros","2","1","1","7","3.98","0","26","26.0","24","11","3","26","9","1.30","9.20","3.14","3.93","0.3","2391"
"Seth Lugo","Mets","2","2","2","6","3.90","0","30","30.0","29","13","4","32","9","1.22","9.45","2.54","3.93","0.3","12447"
"Joey Lucchesi","Padres","5","5","0","0","3.96","14","14","80.0","77","35","10","81","26","1.30","9.13","2.98","3.95","1.3","19320"
"Sonny Gray","Reds","5","5","0","0","3.98","15","15","86.0","79","38","10","87","33","1.31","9.15","3.44","3.95","1.6","12768"
"John Brebbia","Cardinals","1","1","0","5","3.85","0","22","22.0","19","9","3","25","7","1.22","10.20","2.95","3.95","0.1","12777"
"Brandon Workman","Red Sox","2","2","1","7","3.98","0","29","29.0","25","13","3","32","13","1.36","10.18","4.23","3.96","0.2","11428"
"Colten Brewer","Red Sox","1","1","0","2","4.09","0","19","19.0","18","9","2","19","9","1.42","8.93","4.19","3.96","0.1","12997"
"Nathan Eovaldi","Red Sox","2","2","0","9","4.08","2","26","37.0","38","17","5","35","10","1.28","8.44","2.30","3.96","0.3","9132"
"Adam Kolarek","Rays","2","1","0","6","3.74","0","28","28.0","28","12","2","23","10","1.36","7.36","3.34","3.96","0.1","10843"
"Luis Avilan","Mets","1","1","0","3","3.87","0","19","19.0","17","8","2","19","8","1.35","9.32","3.84","3.96","0.1","2882"
"Cam Bedrosian","Angels","2","2","1","7","3.83","0","28","28.0","26","12","3","29","11","1.33","9.22","3.65","3.97","0.3","13360"
"Robert Gsellman","Mets","1","1","1","8","3.88","0","30","30.0","30","13","3","28","11","1.32","8.23","3.12","3.97","0.3","13696"
"Robbie Ray","Diamondbacks","4","4","0","0","3.98","14","14","77.0","66","34","11","99","37","1.33","11.50","4.31","3.97","1.3","11486"
"Chaz Roe","Rays","2","1","1","8","3.93","0","30","30.0","27","13","3","33","14","1.33","9.84","4.01","3.97","0.3","9866"
"Kyle Hendricks","Cubs","6","4","0","0","3.86","14","14","86.0","85","37","11","75","21","1.22","7.80","2.14","3.97","1.6","12049"
"Kenta Maeda","Dodgers","5","4","0","0","3.95","13","13","72.0","67","32","10","76","23","1.24","9.53","2.85","3.97","1.2","18498"
"Xavier Cedeno","Cubs","0","0","0","0","3.84","0","2","2.0","2","1","0","2","1","1.40","8.30","4.10","3.97","0.0","36"
"Josh Sborz","Dodgers","0","0","0","0","3.91","0","7","7.0","6","3","1","7","3","1.32","9.38","3.73","3.98","0.0","18323"
"Pedro Baez","Dodgers","2","1","2","6","3.82","0","30","30.0","27","13","4","31","11","1.27","9.22","3.34","3.98","0.4","5420"
"Wander Suero","Nationals","2","1","1","9","4.00","0","29","29.0","27","13","4","30","10","1.30","9.30","3.22","3.99","0.2","15855"
"Luis Castillo","Reds","5","4","0","0","3.88","14","14","80.0","71","35","10","87","30","1.27","9.75","3.37","3.99","1.4","15689"
"Brad Wieck","Padres","1","1","0","5","3.92","0","24","24.0","20","10","3","31","11","1.30","11.60","4.14","3.99","0.1","16390"
"Alex Claudio","Brewers","1","1","0","6","3.89","0","26","26.0","27","11","3","18","7","1.32","6.27","2.31","4.00","0.2","12890"
"Trey Wingenter","Padres","1","1","1","8","3.97","0","29","29.0","23","13","3","37","16","1.38","11.70","5.07","4.00","0.2","17793"
"Pedro Strop","Cubs","2","2","14","1","3.83","0","30","30.0","27","13","3","32","13","1.29","9.55","3.74","4.00","0.3","4070"
"Madison Bumgarner","Giants","5","5","0","0","3.89","15","15","95.0","90","41","14","94","24","1.20","8.84","2.27","4.01","1.3","5524"
"Alex Colome","White Sox","2","2","17","1","3.94","0","32","32.0","31","14","4","32","11","1.30","8.87","3.13","4.01","0.4","6661"
"Joe Musgrove","Pirates","5","5","0","0","4.10","15","15","86.0","89","39","11","73","20","1.27","7.64","2.07","4.01","1.4","12970"
"Pablo Lopez","Marlins","3","4","0","0","3.89","11","11","63.0","63","27","8","54","17","1.26","7.68","2.41","4.01","1.0","17085"
"Kevin Gausman","Braves","4","3","0","0","4.04","8","24","60.0","59","27","8","57","17","1.28","8.54","2.64","4.02","0.7","14107"
"Heath Hembree","Red Sox","1","1","0","4","4.04","0","24","24.0","22","11","3","28","9","1.29","10.44","3.47","4.02","0.2","11632"
"Joel Payamps","Diamondbacks","0","0","0","0","4.03","0","2","2.0","2","1","0","2","1","1.21","8.72","2.22","4.02","0.0","sa597219"
"Chris Archer","Pirates","5","5","0","0","4.23","15","15","86.0","84","40","12","93","31","1.34","9.71","3.27","4.02","1.5","6345"
"Miles Mikolas","Cardinals","6","5","0","0","4.01","15","15","90.0","95","40","11","70","18","1.25","6.98","1.80","4.03","1.4","9803"
"Frankie Montas","Athletics","0","0","0","0","4.00","1","1","4.0","4","2","1","4","1","1.33","8.18","2.99","4.03","0.1","14309"
"Dillon Maples","Cubs","0","0","0","0","3.83","0","7","7.0","5","3","0","11","6","1.60","13.45","8.07","4.04","0.0","14672"
"Jack Flaherty","Cardinals","5","4","0","0","3.93","14","14","81.0","72","35","12","92","29","1.25","10.23","3.21","4.04","1.4","17479"
"Marcus Stroman","Blue Jays","5","5","0","0","4.20","14","14","85.0","89","39","9","66","27","1.37","7.04","2.88","4.04","1.5","13431"
"Tanner Scott","Orioles","1","1","0","0","4.03","0","12","12.0","10","5","1","15","8","1.48","11.31","5.79","4.04","0.0","17586"
"Max Fried","Braves","4","4","0","0","3.94","11","11","65.0","61","28","7","65","29","1.39","9.04","3.98","4.04","0.9","13743"
"Nick Wittgren","Indians","2","2","2","7","4.10","0","34","34.0","34","15","5","33","10","1.28","8.73","2.59","4.04","0.4","15594"
"Sean Newcomb","Braves","2","2","2","7","4.02","2","30","37.0","33","17","4","38","16","1.33","9.34","3.83","4.04","0.4","16943"
"Kevin Quackenbush","Dodgers","0","0","0","0","3.99","0","7","7.0","6","3","1","8","2","1.24","9.77","2.90","4.05","0.0","12360"
"Kyle Keller","Marlins","0","0","0","0","3.84","0","5","5.0","4","2","1","5","2","1.31","10.08","4.11","4.05","0.0","sa875759"
"Brendan McKay","Rays","3","3","0","0","3.88","8","8","48.0","43","21","7","50","15","1.23","9.44","2.87","4.05","0.9","20186"
"Yoan Lopez","Diamondbacks","2","2","2","6","4.10","0","30","30.0","28","14","4","33","14","1.37","9.85","4.07","4.05","0.2","17181"
"James Karinchak","Indians","0","0","0","0","3.91","0","10","10.0","8","4","1","12","5","1.35","11.57","4.94","4.05","0.0","sa915662"
"Andrew Vasquez","Twins","0","0","0","0","3.90","0","2","2.0","2","1","0","3","1","1.40","10.08","4.65","4.05","0.0","19482"
"Jose Quintana","Cubs","6","5","0","0","4.00","14","14","84.0","82","37","11","77","27","1.30","8.22","2.91","4.06","1.4","11423"
"J.B. Wendelken","Athletics","1","1","0","2","4.01","0","19","19.0","17","8","2","19","7","1.34","9.23","3.57","4.06","0.0","14506"
"Anthony Swarzak","Braves","1","1","1","3","4.05","0","21","21.0","20","9","3","24","8","1.30","10.16","3.31","4.06","0.0","7466"
"Michael Feliz","Pirates","1","1","0","5","4.21","0","24","24.0","22","11","3","28","11","1.37","10.61","4.18","4.06","0.1","11903"
"Donnie Hart","Brewers","0","0","0","0","4.09","0","2","2.0","2","1","0","2","1","1.40","7.22","3.23","4.06","0.0","15306"
"Cole Hamels","Cubs","4","3","0","0","3.86","11","11","67.0","62","29","8","65","24","1.27","8.66","3.17","4.07","1.2","4972"
"Austin Pruitt","Rays","0","0","0","0","4.14","0","9","9.0","10","4","1","8","2","1.28","7.42","2.12","4.07","0.0","15290"
"Tim Mayza","Blue Jays","1","1","1","7","4.03","0","28","28.0","25","13","3","32","14","1.38","10.23","4.40","4.08","0.2","15042"
"Dinelson Lamet","Padres","4","4","0","0","4.00","10","12","60.0","52","27","8","70","26","1.29","10.43","3.85","4.08","0.9","17186"
"Ryne Harper","Twins","2","1","0","6","4.10","0","29","29.0","28","13","4","28","9","1.29","8.67","2.81","4.09","0.3","12680"
"Shane Greene","Tigers","2","2","17","1","4.16","0","33","33.0","32","15","4","33","12","1.32","8.93","3.18","4.09","0.5","10756"
"Eduardo Rodriguez","Red Sox","5","4","0","0","4.21","14","14","80.0","76","37","11","84","27","1.29","9.46","3.04","4.09","1.3","13164"
"Luis Perdomo","Padres","1","2","0","6","4.22","0","29","29.0","30","13","3","24","9","1.40","7.70","2.97","4.09","0.1","14682"
"Carl Edwards Jr.","Cubs","1","1","0","4","4.05","0","21","21.0","16","9","2","27","13","1.38","11.63","5.49","4.10","0.1","13607"
"Brandon Kintzler","Cubs","1","1","0","3","3.99","0","19","19.0","19","8","2","15","6","1.33","7.24","2.73","4.10","0.0","9939"
"Nick Vincent","Giants","1","1","0","2","4.12","0","17","17.0","16","8","2","15","5","1.26","8.29","2.50","4.10","0.0","7555"
