"Name","Team","W","L","SV","HLD","ERA","GS","G","IP","H","ER","HR","SO","BB","WHIP","K/9","BB/9","FIP","WAR","playerid"
"Brett Martin","Rangers","0","0","0","1","4.32","0","6","6.0","6","3","1","5","2","1.40","7.84","3.27","4.22","0.1","17369"
"Dustin May","Dodgers","0","0","0","0","4.12","0","2","3.0","3","1","0","2","1","1.29","7.37","2.30","4.22","0.0","19716"
"Jose Berrios","Twins","1","1","0","0","4.27","4","4","23.0","22","11","3","22","7","1.27","8.79","2.72","4.22","0.4","14168"
"Yoshihisa Hirano","Diamondbacks","0","0","0","2","4.19","0","7","7.0","6","3","1","7","3","1.37","8.83","3.69","4.23","0.0","19756"
"Fernando Rodney","Nationals","0","0","0","2","4.23","0","7","7.0","6","3","1","7","3","1.44","9.35","4.51","4.23","0.1","494"
"Ryan Weber","Red Sox","0","0","0","0","4.32","0","2","2.0","2","1","0","1","0","1.33","5.98","1.87","4.23","0.0","10160"
"Rowan Wick","Cubs","0","0","0","2","4.06","0","8","8.0","7","3","1","8","4","1.45","9.52","4.98","4.24","0.1","14646"
"Montana DuRapau","Pirates","0","0","0","0","4.15","0","3","3.0","2","1","0","3","1","1.31","9.90","3.77","4.25","0.0","16768"
"Carlos Estevez","Rockies","0","0","0","2","4.43","0","7","7.0","7","4","1","8","3","1.33","9.74","3.36","4.25","0.1","14542"
"Pedro Strop","Cubs","0","0","0","1","4.04","0","6","6.0","6","3","1","7","3","1.33","9.26","3.94","4.25","0.0","4070"
"David Phelps","Cubs","0","0","0","2","4.27","0","6","6.0","6","3","1","6","3","1.37","8.73","3.57","4.26","0.0","6316"
"Richard Rodriguez","Pirates","0","0","0","1","4.31","0","6","6.0","5","3","1","6","2","1.29","9.43","3.02","4.26","0.0","13549"
"Tyler Clippard","Indians","0","0","0","1","4.13","0","5","5.0","4","2","1","5","2","1.24","10.14","3.18","4.27","0.0","5640"
"Cole Hamels","Cubs","1","1","0","0","4.07","4","4","21.0","20","9","3","20","7","1.30","8.43","3.23","4.27","0.3","4972"
"Emmanuel Clase","Rangers","0","0","0","1","4.19","0","7","7.0","7","3","1","7","3","1.39","8.79","3.88","4.27","0.1","21032"
"Kyle Keller","Marlins","0","0","0","1","4.09","0","4","4.0","4","2","0","5","2","1.40","10.31","4.87","4.27","0.0","18890"
"Richard Bleier","Orioles","0","0","0","2","4.07","0","8","8.0","9","3","1","4","2","1.34","4.74","1.87","4.28","0.1","7803"
"Trevor Hildenberger","Twins","0","0","0","0","4.29","0","1","1.0","1","1","0","1","0","1.32","7.83","2.69","4.28","0.0","17002"
"Nick Wittgren","Indians","0","0","0","2","4.34","0","7","7.0","7","4","1","7","2","1.32","8.75","2.80","4.28","0.1","15594"
"Adam Wainwright","Cardinals","1","1","0","0","4.37","3","3","19.0","20","9","2","17","7","1.40","7.84","3.27","4.28","0.2","2233"
"Noe Ramirez","Angels","0","0","0","1","4.12","0","6","6.0","5","3","1","6","2","1.27","9.88","3.20","4.28","0.0","12800"
"Kyle Gibson","Twins","1","1","0","0","4.28","3","3","20.0","20","9","3","17","7","1.37","8.00","3.12","4.29","0.3","10123"
"Jairo Diaz","Rockies","0","0","4","0","4.57","0","7","7.0","7","4","1","8","3","1.42","9.55","4.14","4.29","0.1","12774"
"Sam Selman","Giants","0","0","0","0","4.14","0","2","2.0","1","1","0","2","1","1.48","10.87","5.88","4.29","0.0","13397"
"Ryan Yarbrough","Rays","1","1","0","0","4.19","3","3","18.0","19","8","3","15","5","1.28","7.50","2.32","4.29","0.3","16502"
"Anthony Bass","Mariners","0","0","0","2","4.26","0","7","7.0","7","3","1","6","2","1.37","8.30","3.36","4.29","0.0","7982"
"Hoby Milner","Rays","0","0","0","0","4.01","0","3","3.0","3","1","0","3","1","1.31","8.89","3.34","4.30","0.0","13346"
"Paul Fry","Orioles","0","0","0","0","4.16","0","5","5.0","5","2","1","5","3","1.42","8.82","4.29","4.30","0.0","15832"
"Jordan Montgomery","Yankees","0","0","0","0","4.13","0","1","1.0","0","0","0","1","0","1.25","9.52","2.90","4.31","0.0","16511"
"Jesse Hahn","Royals","0","0","0","0","4.35","0","3","3.0","3","1","0","2","1","1.42","7.10","3.52","4.31","0.0","13287"
"Jeremy Walker","Braves","0","0","0","0","4.29","0","1","1.0","1","0","0","1","0","1.34","7.25","2.59","4.31","0.0","19981"
"Ryan Brasier","Red Sox","0","0","0","1","4.27","0","6","6.0","5","3","1","5","2","1.29","8.59","2.87","4.31","0.0","5615"
"Tony Sipp","","1","1","0","0","4.20","0","15","15.0","15","7","2","15","6","1.37","8.90","3.60","4.32","0.1","8280"
"Jon Duplantier","Diamondbacks","0","0","0","0","4.26","0","3","5.0","5","2","1","5","2","1.45","9.11","4.56","4.32","0.0","19546"
"Matthew Boyd","Tigers","1","1","0","0","4.32","4","4","22.0","20","10","4","24","6","1.22","9.84","2.61","4.32","0.4","15440"
"John Gant","Cardinals","0","0","0","2","4.23","0","7","7.0","7","3","1","7","3","1.39","8.33","3.81","4.32","0.0","13684"
"Yusmeiro Petit","Athletics","0","0","0","1","4.29","0","6","6.0","6","3","1","5","1","1.22","7.86","1.88","4.32","0.0","4020"
"Kyle Barraclough","Giants","0","0","0","1","4.21","0","6","6.0","5","3","1","6","3","1.44","10.22","5.15","4.32","0.0","13713"
"Zac Gallen","Diamondbacks","1","1","0","0","4.43","3","3","16.0","16","8","2","17","6","1.38","9.20","3.47","4.33","0.2","19291"
"Austin Pruitt","Rays","0","1","0","0","4.43","1","3","10.0","11","5","1","8","2","1.32","7.26","2.25","4.33","0.1","15290"
"T.J. McFarland","Diamondbacks","0","0","0","1","4.35","0","6","6.0","6","3","1","3","2","1.47","5.67","3.22","4.33","0.0","3237"
"Tim Mayza","Blue Jays","0","0","0","2","4.29","0","7","7.0","6","3","1","7","3","1.41","9.77","4.36","4.33","0.0","15042"
"Masahiro Tanaka","Yankees","1","1","0","0","4.27","3","3","19.0","19","9","3","17","4","1.23","8.06","2.05","4.34","0.3","15764"
"Tim Hill","Royals","0","0","0","1","4.26","0","6","6.0","6","3","1","5","2","1.40","7.73","3.52","4.34","0.0","16814"
"Tyler Webb","Cardinals","0","0","0","1","4.18","0","5","5.0","4","2","1","5","2","1.34","8.94","3.53","4.34","0.0","14974"
"Taylor Williams","Brewers","0","0","0","0","4.37","0","2","2.0","2","1","0","2","1","1.44","9.09","4.02","4.34","0.0","14899"
"Adalberto Mejia","Angels","0","0","0","0","4.17","0","4","4.0","4","2","0","3","1","1.34","8.11","3.31","4.35","0.0","13188"
"Cionel Perez","Astros","0","0","0","0","4.27","0","1","1.0","1","0","0","1","0","1.38","8.63","3.81","4.35","0.0","19614"
"Bryse Wilson","Braves","0","0","0","0","4.38","1","1","4.0","4","2","1","3","1","1.36","8.44","3.20","4.35","0.0","19990"
"Jonathan Loaisiga","Yankees","0","0","0","0","4.40","1","3","6.0","5","3","1","6","2","1.30","9.40","2.96","4.36","0.1","19753"
"Brandon Brennan","Mariners","0","0","0","1","4.31","0","5","5.0","5","2","1","5","2","1.46","8.21","4.37","4.36","0.0","13527"
"Josh A. Smith","Red Sox","0","0","0","0","4.44","0","2","2.0","2","1","0","2","1","1.25","8.80","2.37","4.36","0.0","10946"
"Colten Brewer","Red Sox","0","0","0","0","4.50","0","1","1.0","1","0","0","1","0","1.48","8.45","4.36","4.37","0.0","12997"
"Cody Reed","Reds","0","0","0","0","4.29","0","1","1.0","1","1","0","1","0","1.38","9.33","3.72","4.37","0.0","15232"
"Austin Davis","Phillies","0","0","0","0","4.25","0","4","4.0","4","2","1","4","2","1.36","9.86","3.90","4.37","0.0","17117"
"Steven Matz","Mets","1","1","0","0","4.25","3","3","20.0","20","9","3","19","7","1.33","8.64","2.98","4.38","0.2","13361"
"Framber Valdez","Astros","1","1","0","0","4.16","3","3","16.0","15","8","2","16","9","1.44","8.74","4.69","4.38","0.2","17295"
"Dominic Leone","Cardinals","0","0","0","0","4.45","0","4","4.0","3","2","1","4","1","1.37","9.71","3.79","4.38","0.0","13763"
"Jake Odorizzi","Twins","1","1","0","0","4.35","4","4","22.0","21","11","3","22","8","1.30","9.14","3.29","4.38","0.3","6397"
"Mitch Keller","Pirates","1","1","0","0","4.38","3","3","17.0","16","8","2","16","7","1.39","8.52","3.70","4.38","0.2","17594"
"Stefan Crichton","Diamondbacks","0","0","0","0","4.40","0","4","4.0","5","2","1","4","2","1.40","8.05","3.41","4.38","0.0","16058"
"Paul Sewald","Mets","0","0","0","1","4.47","0","5","5.0","5","2","1","5","2","1.30","9.21","3.01","4.38","0.0","13892"
"Yonny Chirinos","Rays","0","0","0","0","4.31","0","0","1.0","1","1","0","1","0","1.29","7.57","2.25","4.39","0.0","16401"
"Alex Wood","Reds","1","1","0","0","4.34","2","3","13.0","13","6","2","12","4","1.34","8.13","2.79","4.39","0.2","13781"
"Ryan Helsley","Cardinals","0","0","0","0","4.31","0","3","3.0","3","1","0","3","1","1.41","9.35","4.48","4.39","0.0","18138"
"Derek Law","Blue Jays","0","0","0","2","4.40","0","7","7.0","7","4","1","7","3","1.41","9.07","4.21","4.39","0.1","13133"
"Buck Farmer","Tigers","0","1","0","2","4.26","0","8","8.0","8","4","1","8","3","1.37","9.01","3.66","4.39","0.1","14814"
"Ian Kennedy","Royals","0","0","4","0","4.35","0","7","7.0","6","3","1","7","2","1.27","8.83","2.71","4.40","0.0","6986"
"Yoan Lopez","Diamondbacks","0","0","0","2","4.51","0","7","7.0","7","4","1","7","3","1.39","9.09","3.78","4.40","0.0","17181"
"Mike Minor","Rangers","1","1","0","0","4.41","3","3","21.0","20","10","3","19","6","1.28","8.39","2.74","4.40","0.4","10021"
"Matt Magill","Mariners","0","0","4","0","4.18","0","7","7.0","7","3","1","8","3","1.33","9.87","3.85","4.40","0.0","3950"
"Matt Wisler","Mariners","0","0","0","1","4.41","0","6","6.0","6","3","1","5","1","1.26","8.42","2.36","4.41","0.0","12804"
"Chad Sobotka","Braves","0","0","0","0","4.32","0","4","4.0","3","2","0","4","2","1.46","10.55","5.25","4.41","0.0","17470"
"Sergio Romo","Twins","0","0","0","2","4.57","0","8","8.0","8","4","1","8","2","1.33","8.86","2.75","4.42","0.1","9817"
"Jon Lester","Cubs","1","1","0","0","4.36","4","4","21.0","21","10","3","19","7","1.33","8.20","2.89","4.42","0.3","4930"
"Drew Pomeranz","Brewers","0","0","0","2","4.37","0","8","8.0","7","4","1","9","3","1.34","10.55","3.90","4.42","0.0","11426"
"Daniel Hudson","Nationals","0","0","0","2","4.48","0","7","7.0","7","4","1","8","3","1.43","9.22","4.02","4.42","0.0","7146"
"Ranger Suarez","Phillies","0","0","0","1","4.32","0","5","5.0","5","3","1","4","2","1.36","7.58","3.05","4.42","0.0","17277"
"Chris Flexen","Mets","0","0","0","0","4.35","0","1","1.0","1","1","0","1","0","1.37","8.42","3.46","4.43","0.0","13896"
"Johnny Cueto","Giants","1","1","0","0","4.32","2","2","10.0","10","5","1","8","3","1.31","7.21","2.44","4.43","0.1","6893"
"Grant Holmes","Athletics","0","0","0","0","4.29","0","1","1.0","1","0","0","1","0","1.36","8.42","3.58","4.43","0.0","sa828669"
"Aaron Barrett","Nationals","0","0","0","0","4.33","0","4","4.0","4","2","1","4","2","1.43","8.57","4.31","4.44","0.0","11243"
"Justin Anderson","Angels","0","0","0","1","4.25","0","6","6.0","6","3","1","7","4","1.46","10.11","5.18","4.44","0.0","16201"
"Luis Garcia","Angels","0","0","0","2","4.49","0","7","7.0","7","3","1","6","3","1.45","8.58","4.06","4.44","0.0","6984"
"Sean Manaea","Athletics","1","1","0","0","4.36","2","2","10.0","11","5","1","8","3","1.31","7.23","2.62","4.44","0.2","15873"
"Nick Pivetta","Phillies","0","1","0","0","4.58","1","4","9.0","9","5","1","10","3","1.34","9.62","3.22","4.44","0.1","15454"
"Matt Albers","Brewers","0","0","0","1","4.39","0","6","6.0","6","3","1","6","3","1.38","8.75","3.57","4.44","0.0","4300"
"Lucas Giolito","White Sox","1","1","0","0","4.36","4","4","21.0","19","10","3","22","9","1.33","9.48","3.81","4.44","0.4","15474"
"Phil Maton","Indians","0","0","0","0","4.49","0","2","2.0","2","1","0","2","1","1.35","9.39","3.25","4.45","0.0","18064"
"Lewis Thorpe","Twins","0","0","0","0","4.46","1","2","4.0","4","2","1","4","2","1.34","8.73","3.11","4.45","0.0","15906"
"Shawn Armstrong","Orioles","0","0","0","1","4.28","0","7","7.0","6","3","1","8","3","1.38","9.77","4.38","4.45","0.1","12857"
"Jose Urena","Marlins","0","0","0","2","4.28","0","7","8.0","8","4","1","6","2","1.32","7.11","2.76","4.45","0.0","11589"
"Jharel Cotton","Athletics","0","0","0","0","4.31","0","1","1.0","1","0","0","1","0","1.27","9.05","3.09","4.45","0.0","13654"
"Buddy Boshers","Blue Jays","0","0","0","1","4.36","0","6","6.0","5","3","1","6","2","1.38","9.14","3.73","4.45","0.0","8490"
"Zack Littell","Twins","0","0","0","0","4.47","0","4","4.0","4","2","0","3","1","1.38","7.87","3.21","4.46","0.0","15823"
"John Axford","Blue Jays","0","0","0","0","4.40","0","1","1.0","1","0","0","1","0","1.41","8.91","4.09","4.46","0.0","9059"
"Brusdar Graterol","Twins","0","0","0","1","4.34","0","6","6.0","6","3","1","6","2","1.38","8.74","3.75","4.46","0.0","20367"
"Chris Bassitt","Athletics","1","1","0","0","4.33","3","3","14.0","14","7","2","13","5","1.35","8.03","3.25","4.46","0.2","12304"
"Geoff Hartlieb","Pirates","0","0","0","0","4.39","0","2","2.0","2","1","0","2","1","1.46","8.45","4.30","4.47","0.0","19558"
"Clay Holmes","Pirates","0","0","0","1","4.41","0","4","4.0","4","2","0","4","3","1.55","8.57","5.22","4.48","0.0","13649"
"Marco Gonzales","Mariners","1","1","0","0","4.48","3","3","20.0","21","10","3","15","5","1.36","6.85","2.40","4.48","0.3","15467"
"Chris Stratton","Pirates","0","0","0","0","4.61","0","4","4.0","4","2","1","3","1","1.41","7.75","3.25","4.48","0.0","13761"
"Blake Parker","Phillies","0","0","0","1","4.33","0","5","5.0","5","3","1","6","2","1.29","9.93","3.32","4.48","0.0","5224"
"Dan Altavilla","Mariners","0","0","0","0","4.26","0","3","3.0","2","1","0","3","2","1.43","10.01","5.02","4.48","0.0","16507"
"Zach Duke","","1","1","0","0","4.32","0","20","20.0","19","10","2","18","10","1.47","8.23","4.58","4.48","0.1","3840"
"Jandel Gustave","Giants","0","0","0","2","4.34","0","7","7.0","7","3","1","6","3","1.40","7.95","3.88","4.49","0.0","14665"
"Walker Lockett","Mets","0","0","0","0","4.49","1","4","7.0","8","4","1","6","2","1.32","7.08","2.37","4.49","0.0","13804"
"Ian Gibaut","Rangers","0","0","0","1","4.45","0","4","4.0","4","2","1","4","2","1.47","9.48","4.64","4.49","0.0","17871"
"Nick Goody","Indians","0","0","0","1","4.44","0","6","6.0","5","3","1","7","2","1.32","10.92","3.88","4.49","0.0","13685"
"Ryan Buchter","Athletics","0","0","0","1","4.20","0","4","4.0","4","2","1","5","2","1.34","9.50","4.12","4.50","0.0","9456"
"Joel Payamps","Diamondbacks","0","0","0","0","4.59","0","1","1.0","1","0","0","0","0","1.33","7.81","2.62","4.50","0.0","14332"
"Chasen Shreve","Cardinals","0","0","0","0","4.30","0","1","1.0","1","1","0","1","1","1.40","10.14","4.51","4.50","0.0","10855"
"Adam Cimber","Indians","0","0","0","2","4.41","0","6","6.0","7","3","1","5","2","1.37","6.55","2.62","4.50","0.0","15288"
"Wade Davis","Rockies","0","0","0","1","4.52","0","7","7.0","6","3","1","7","3","1.41","9.91","4.48","4.50","0.0","7441"
"Tyler Mahle","Reds","1","1","0","0","4.45","1","3","10.0","10","5","2","9","3","1.33","8.90","2.95","4.50","0.1","16358"
"Alex Wilson","Cubs","1","1","0","0","4.38","0","15","15.0","15","7","2","12","5","1.34","6.99","2.81","4.51","0.0","9239"
"Jacob Barnes","Royals","0","0","0","1","4.52","0","6","6.0","6","3","1","5","3","1.48","8.03","4.23","4.51","0.0","12323"
"Alex Reyes","Cardinals","0","0","0","0","4.38","0","2","3.0","3","2","0","4","2","1.50","9.81","5.40","4.51","0.0","15015"
"Kelvin Herrera","White Sox","0","0","0","1","4.44","0","6","6.0","6","3","1","5","2","1.37","8.32","3.32","4.51","0.0","6033"
"Austin Brice","Marlins","0","0","0","0","4.30","0","1","1.0","1","0","0","1","0","1.35","8.49","3.47","4.51","0.0","17237"
"Taijuan Walker","Diamondbacks","0","0","0","0","4.62","1","1","3.0","3","2","0","3","1","1.35","8.44","3.04","4.52","0.0","11836"
"Adam Conley","Marlins","0","0","0","1","4.33","0","5","5.0","5","2","1","4","2","1.37","8.21","3.61","4.52","0.0","14457"
"Francisco Liriano","Pirates","0","0","0","2","4.47","0","7","7.0","6","3","1","6","3","1.45","8.69","4.35","4.52","0.0","3201"
"Evan Marshall","White Sox","0","0","0","2","4.42","0","7","7.0","7","3","1","6","3","1.45","7.54","3.60","4.52","0.0","12297"
"Scott Barlow","Royals","0","0","0","1","4.51","0","6","6.0","6","3","1","7","3","1.43","9.92","4.55","4.52","0.0","14993"
"Gio Gonzalez","Brewers","1","1","0","0","4.56","3","3","19.0","19","9","3","17","8","1.44","8.15","3.89","4.53","0.2","7448"
"Adrian Houser","Brewers","1","1","0","0","4.57","2","4","15.0","16","8","2","14","6","1.40","8.29","3.38","4.53","0.2","12718"
"Robert Stephenson","Reds","0","0","0","1","4.39","0","6","6.0","5","3","1","8","3","1.40","11.22","4.77","4.53","0.0","13594"
"Matt Hall","Tigers","0","0","0","1","4.49","0","7","7.0","7","3","1","7","3","1.43","8.74","4.05","4.53","0.0","18076"
"Casey Sadler","Dodgers","0","0","0","0","4.40","0","4","4.0","4","2","1","3","1","1.32","7.34","2.51","4.53","0.0","11209"
"Mike Mayers","Cardinals","0","0","0","0","4.49","0","2","2.0","2","1","0","2","1","1.40","8.22","3.53","4.53","0.0","15451"
"Wilmer Font","Blue Jays","0","0","0","1","4.54","0","5","7.0","7","4","1","7","2","1.30","9.51","2.91","4.53","0.0","5257"
"Eric Lauer","Padres","1","1","0","0","4.47","3","3","20.0","20","10","3","18","7","1.38","8.06","3.19","4.53","0.2","19316"
"Hunter Wood","Indians","0","0","0","0","4.53","0","3","3.0","3","1","0","3","1","1.36","8.86","3.24","4.53","0.0","15091"
"Jose De Leon","Rays","0","0","0","0","4.38","0","1","1.0","0","0","0","1","0","1.33","10.31","3.77","4.54","0.0","15463"
"James Pazos","Rockies","0","0","0","0","4.71","0","2","2.0","2","1","0","2","1","1.51","8.29","4.19","4.54","0.0","13323"
"Ben Heller","Yankees","0","0","0","0","4.36","0","2","2.0","1","1","0","2","1","1.34","10.01","3.99","4.54","0.0","15100"
"Andrew Suarez","Giants","0","0","0","0","4.56","0","3","5.0","5","2","1","4","2","1.38","7.24","2.78","4.54","0.0","18300"
"Phillip Diehl","Rockies","0","0","0","0","4.75","0","2","2.0","2","1","0","2","1","1.47","9.10","4.00","4.55","0.0","20030"
"Hunter Strickland","Nationals","0","0","1","2","4.56","0","8","8.0","8","4","1","7","3","1.40","8.05","3.44","4.55","0.1","7836"
"Kyle Wright","Braves","0","0","0","0","4.59","1","2","7.0","7","3","1","6","3","1.47","8.05","4.05","4.55","0.1","19665"
"Jimmy Nelson","Brewers","0","1","0","0","4.50","1","4","9.0","9","5","1","9","4","1.41","8.59","3.74","4.55","0.1","10547"
"Anthony Swarzak","Braves","0","0","0","1","4.54","0","5","5.0","5","2","1","5","2","1.39","9.19","3.59","4.56","0.0","7466"
"Jeff Samardzija","Giants","1","1","0","0","4.75","3","3","20.0","20","10","3","16","5","1.32","7.50","2.51","4.56","0.2","3254"
"Derian Gonzalez","Cardinals","0","0","0","0","4.40","0","1","1.0","1","0","0","1","0","1.46","8.18","4.33","4.57","0.0","sa737568"
"Jakob Junis","Royals","1","1","0","0","4.62","3","3","20.0","21","10","3","18","6","1.32","8.09","2.51","4.57","0.2","13619"
"Tanner Roark","Athletics","1","1","0","0","4.51","3","3","20.0","20","10","3","17","6","1.33","7.48","2.88","4.57","0.2","8753"
"Joe Biagini","Astros","0","0","0","1","4.62","0","5","5.0","5","3","1","4","2","1.39","7.49","3.19","4.57","0.0","13194"
"Wei-Yin Chen","Marlins","0","0","0","0","4.47","0","2","2.0","2","1","0","2","0","1.30","7.92","2.51","4.57","0.0","13071"
"Daniel Stumpf","Tigers","0","0","0","0","4.56","0","2","2.0","2","1","0","2","1","1.40","8.44","3.55","4.58","0.0","13780"
"Kevin McCarthy","Royals","0","0","0","2","4.49","0","6","6.0","7","3","1","4","2","1.47","5.51","3.19","4.58","0.0","15240"
"Darwinzon Hernandez","Red Sox","0","0","0","2","4.45","0","7","7.0","6","3","1","8","5","1.57","10.76","6.55","4.59","0.0","19848"
"Trevor Williams","Pirates","1","1","0","0","4.60","3","3","19.0","21","10","3","15","6","1.37","6.96","2.85","4.59","0.2","16977"
"Gerardo Reyes","Padres","0","0","0","0","4.50","0","3","3.0","3","1","0","3","2","1.51","10.13","5.63","4.59","0.0","16306"
"Caleb Smith","Marlins","1","2","0","0","4.56","4","4","21.0","19","11","4","23","9","1.32","10.06","3.68","4.59","0.2","14875"
"James Norwood","Cubs","0","0","0","0","4.52","0","1","1.0","1","0","0","1","0","1.49","9.47","5.16","4.59","0.0","16440"
"Williams Jerez","Giants","0","0","0","1","4.64","0","4","4.0","4","2","1","4","2","1.50","8.65","4.49","4.59","0.0","14338"
"Mike Foltynewicz","Braves","1","1","0","0","4.58","3","3","15.0","15","8","2","15","6","1.35","8.75","3.27","4.60","0.2","10811"
"Stephen Tarpley","Yankees","0","0","0","0","4.35","0","2","2.0","2","1","0","2","1","1.49","8.79","4.88","4.60","0.0","15859"
"Brett Anderson","Athletics","1","1","0","0","4.64","3","3","16.0","18","8","2","9","4","1.45","5.17","2.54","4.60","0.2","8223"
"Junior Guerra","Brewers","0","0","0","2","4.45","0","8","8.0","7","4","1","8","3","1.37","8.91","3.75","4.60","0.0","5702"
"Fernando Romero","Twins","0","0","0","0","4.55","0","2","2.0","2","1","0","2","1","1.42","7.36","3.41","4.60","0.0","15885"
"Jose Cisnero","Tigers","0","0","0","2","4.49","0","7","7.0","7","4","1","8","4","1.39","9.69","4.31","4.60","0.0","6399"
"Drew Gagnon","Mets","0","0","0","0","4.58","0","1","1.0","1","1","0","1","0","1.32","8.64","3.00","4.60","0.0","12545"
"Kyle Crick","Pirates","0","0","0","1","4.39","0","7","7.0","6","4","1","8","4","1.47","10.01","5.16","4.60","0.0","13182"
"Logan Webb","Giants","1","1","0","0","4.57","3","3","15.0","16","8","2","13","7","1.46","7.47","3.92","4.61","0.1","17995"
"Keynan Middleton","Angels","0","0","0","1","4.45","0","6","6.0","6","3","1","6","3","1.41","9.04","4.11","4.61","0.0","15264"
"Taylor Guilbeau","Mariners","0","0","0","0","4.29","0","3","3.0","3","1","0","2","1","1.41","7.65","3.79","4.61","0.0","18306"
"Touki Toussaint","Braves","0","0","0","0","4.52","0","1","2.0","1","1","0","2","1","1.49","9.27","4.93","4.61","0.0","16929"
"Gabe Speier","Royals","0","0","0","0","4.58","0","4","4.0","4","2","0","3","2","1.49","6.47","4.02","4.62","0.0","17170"
"Patrick Weigel","Braves","0","0","0","0","4.48","0","1","1.0","0","0","0","1","0","1.37","9.35","3.98","4.62","0.0","sa829466"
"Anthony DeSclafani","Reds","1","1","0","0","4.55","3","3","18.0","19","9","3","18","5","1.30","8.79","2.62","4.62","0.2","13050"
"Paul Blackburn","Athletics","0","0","0","0","4.60","0","3","3.0","3","1","0","2","1","1.38","5.70","2.41","4.62","0.0","14739"
"Eric Hanhold","Mets","0","0","0","0","4.49","0","1","1.0","1","0","0","0","0","1.44","7.67","3.86","4.62","0.0","18332"
"Andrew Cashner","Red Sox","0","0","0","2","4.80","0","7","8.0","8","4","1","6","3","1.45","6.91","3.13","4.62","0.0","8782"
"Ben Bowden","Rockies","0","0","0","0","4.54","0","1","1.0","0","0","0","1","0","1.43","10.67","4.80","4.62","0.0","sa873701"
"Martin Perez","Twins","1","1","0","0","4.75","3","3","20.0","22","10","3","15","7","1.47","6.63","3.37","4.62","0.3","6902"
"Jared Hughes","Phillies","0","0","0","2","4.34","0","7","7.0","7","3","1","5","3","1.41","6.78","3.41","4.62","0.0","9325"
"Conner Menez","Giants","0","0","0","0","4.43","1","3","5.0","5","3","1","6","3","1.48","9.28","4.91","4.62","0.0","19199"
"Sam Gaviglio","Blue Jays","0","0","0","1","4.78","0","7","7.0","7","4","1","6","2","1.32","7.75","2.14","4.62","0.0","12778"
"Greg Holland","Nationals","0","0","0","0","4.75","0","2","2.0","2","1","0","2","1","1.55","9.61","5.66","4.63","0.0","7196"
"Gerson Bautista","Mariners","0","0","0","0","4.44","0","2","2.0","2","1","0","2","1","1.48","9.26","5.05","4.63","0.0","19256"
"Mike Leake","Diamondbacks","1","1","0","0","4.93","3","3","21.0","25","11","3","14","4","1.37","5.97","1.58","4.63","0.2","10130"
"Spencer Turnbull","Tigers","1","1","0","0","4.68","3","3","16.0","16","8","2","14","7","1.45","7.76","3.88","4.64","0.2","16207"
"Ryan Tepera","Blue Jays","0","0","0","1","4.57","0","6","6.0","6","3","1","6","2","1.37","8.79","3.67","4.64","0.0","10291"
"Anibal Sanchez","Nationals","1","1","0","0","5.00","4","4","21.0","22","12","3","19","8","1.40","8.21","3.28","4.64","0.3","3284"
"Sal Romano","Reds","0","0","0","0","4.66","0","4","4.0","5","2","1","4","1","1.38","7.78","2.99","4.64","0.0","13690"
"Jerry Blevins","Braves","0","0","0","0","4.55","0","4","4.0","4","2","1","5","2","1.45","9.82","4.45","4.64","0.0","7841"
"Wade Miley","Astros","1","1","0","0","4.65","3","3","18.0","19","9","3","15","7","1.44","7.45","3.39","4.64","0.2","8779"
"Merrill Kelly","Diamondbacks","1","1","0","0","4.81","3","3","18.0","19","9","3","15","6","1.40","7.81","2.95","4.65","0.2","11156"
"Nick Vincent","Phillies","0","0","0","1","4.59","0","5","5.0","5","2","1","5","1","1.27","8.78","2.55","4.65","0.0","7555"
"Burch Smith","Giants","0","0","0","0","4.72","0","4","4.0","4","2","1","4","2","1.48","9.19","4.63","4.65","0.0","12784"
"Randy Rosario","Cubs","0","0","0","0","4.61","0","1","1.0","1","0","0","0","0","1.52","6.65","4.16","4.65","0.0","14508"
"Erick Fedde","Nationals","0","0","0","0","4.78","1","2","5.0","6","3","1","4","2","1.46","7.00","3.35","4.66","0.0","17425"
"Michel Baez","Padres","0","0","0","0","4.57","0","5","5.0","5","2","1","5","2","1.44","9.05","4.27","4.66","0.0","20100"
"Dakota Hudson","Cardinals","1","1","0","0","4.59","3","3","20.0","20","10","2","14","9","1.50","6.56","4.04","4.66","0.2","19206"
"Sam Coonrod","Giants","0","0","0","2","4.56","0","7","7.0","7","3","1","6","3","1.48","8.20","4.49","4.66","0.0","17264"
"Jose Urquidy","Astros","0","0","0","0","4.64","1","2","5.0","5","3","1","4","1","1.29","7.66","2.19","4.66","0.0","18413"
"Danny Duffy","Royals","1","1","0","0","4.69","3","3","20.0","20","10","3","17","7","1.38","7.88","3.17","4.66","0.2","3542"
"Danny Hultzen","Cubs","0","0","0","0","4.44","0","1","1.0","1","0","0","1","0","1.44","9.94","4.95","4.67","0.0","12874"
"Dovydas Neverauskas","Pirates","0","0","0","0","4.68","0","1","1.0","1","0","0","1","0","1.50","9.32","4.93","4.67","0.0","11604"
"Rick Porcello","Red Sox","1","1","0","0","4.88","4","4","21.0","23","11","4","18","5","1.35","7.63","2.27","4.67","0.2","2717"
"Mike Morin","Phillies","0","0","0","2","4.62","0","6","6.0","7","3","1","5","2","1.32","7.00","2.29","4.67","0.0","13442"
