"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","AVG","OBP","SLG","OPS","wOBA","Fld","BsR","WAR","playerid"
"Domingo Leyba","Diamondbacks","3","12","11","3","1","0","0","1","1","1","2","0","0","0",".251",".305",".386",".691",".296","0.0","0.0","0.0","16404"
"Tucker Barnhart","Reds","32","135","119","29","6","0","3","12","14","14","27","1","0","0",".241",".322",".369",".691",".295","1.3","-0.5","0.2","10200"
"Starlin Castro","Marlins","45","189","176","46","8","1","4","18","20","10","35","1","1","1",".264",".303",".394",".697",".295","-0.7","-0.3","0.2","4579"
"Jarrett Parker","Angels","2","7","6","1","0","0","0","1","1","1","3","0","0","0",".214",".301",".391",".692",".295","0.0","0.0","0.0","11624"
"Jonathan Lucroy","Angels","32","135","122","30","5","1","3","14","15","10","20","1","0","0",".250",".313",".374",".687",".295","0.0","-0.4","0.3","7870"
"Daniel Descalso","Cubs","10","41","35","8","2","0","1","5","4","5","11","0","0","0",".217",".321",".355",".676",".295","-0.1","0.0","0.0","8392"
"Matt Wieters","Cardinals","21","88","79","19","3","0","3","9","11","7","18","1","0","0",".235",".303",".391",".693",".295","0.3","-0.2","0.1","4298"
"Delino DeShields","Rangers","24","99","86","21","4","1","1","13","7","11","23","1","5","2",".241",".327",".341",".668",".295","-0.1","0.7","0.1","11379"
"Andy Young","Diamondbacks","1","5","4","1","0","0","0","0","1","0","1","0","0","0",".239",".296",".396",".692",".294","0.0","0.0","0.0","sa919031"
"Nick Dini","Royals","9","39","36","9","2","0","1","4","4","2","7","1","1","0",".250",".298",".393",".691",".294","0.0","0.0","0.1","sa875718"
"Ronald Torreyes","Twins","0","2","2","1","0","0","0","0","0","0","0","0","0","0",".269",".303",".387",".690",".294","0.0","0.0","0.0","11400"
"Luis Rengifo","Angels","40","166","149","37","7","2","3","18","15","13","32","2","5","3",".246",".313",".368",".680",".294","-0.5","-0.2","0.2","19858"
"Ian Kinsler","Padres","4","17","16","4","1","0","0","2","2","1","3","0","0","0",".239",".303",".382",".685",".294","0.1","0.0","0.0","6195"
"Tony Wolters","Rockies","30","128","112","28","5","1","1","13","12","12","24","2","1","0",".249",".330",".352",".682",".294","1.3","0.0","0.2","11470"
"Austin Barnes","Dodgers","8","35","30","7","1","0","1","4","3","4","8","1","1","0",".226",".324",".353",".676",".294","0.0","0.0","0.2","12158"
"Elias Diaz","Pirates","28","117","108","28","6","0","2","11","12","7","19","0","0","0",".262",".309",".374",".684",".294","-0.2","-0.1","0.1","11680"
"Yan Gomes","Nationals","25","104","94","22","5","0","3","11","13","7","26","2","0","0",".236",".298",".395",".693",".294","0.8","0.0","0.3","9627"
"Jason Martin","Pirates","2","7","7","2","0","0","0","1","1","0","2","0","0","0",".246",".297",".395",".692",".294","0.0","0.0","0.0","16429"
"Yairo Munoz","Cardinals","16","68","63","16","3","0","2","7","7","4","13","1","2","1",".258",".304",".389",".693",".294","-0.2","0.0","0.0","16313"
"Jake Marisnick","Astros","19","81","73","17","4","1","3","11","10","5","25","2","3","1",".225",".285",".409",".695",".293","0.5","0.2","0.2","11339"
"Brandon Drury","Blue Jays","34","143","130","31","8","0","4","15","15","10","36","1","0","0",".238",".296",".395",".691",".293","-0.7","-0.2","0.0","11615"
"Pedro Severino","Orioles","26","110","100","24","4","0","3","11","12","8","22","1","1","0",".242",".301",".387",".689",".293","0.1","-0.1","0.2","14523"
"Mike Yastrzemski","Giants","31","131","118","27","6","1","3","15","14","11","35","1","2","1",".233",".300",".391",".691",".293","1.1","-0.1","0.1","14854"
"Andrew Knizner","Cardinals","4","18","17","4","1","0","0","2","2","1","3","0","0","0",".257",".309",".373",".682",".293","0.1","0.0","0.0","19514"
"Leury Garcia","White Sox","50","209","194","52","9","1","3","25","18","9","49","3","6","2",".268",".307",".376",".683",".293","0.7","0.4","0.3","5913"
"Bryce Brentz","Red Sox","1","5","4","1","0","0","0","1","1","0","2","0","0","0",".224",".283",".410",".693",".293","0.0","0.0","0.0","10607"
"Freddy Galvis","Blue Jays","33","138","128","32","7","1","3","15","15","8","29","1","2","1",".251",".296",".396",".691",".292","0.8","0.1","0.3","6609"
"Taylor Ward","Angels","2","7","6","1","0","0","0","1","1","1","2","0","0","0",".233",".309",".367",".676",".292","0.0","0.0","0.0","17548"
"Jorge Bonifacio","Royals","5","21","19","5","1","0","1","2","2","2","6","0","0","0",".234",".299",".385",".684",".292","0.0","0.0","0.0","12174"
"Harold Ramirez","Marlins","43","181","169","44","9","0","3","19","18","8","35","3","2","1",".262",".304",".380",".684",".292","-0.5","0.1","0.0","14387"
"Alex Blandino","Reds","1","3","2","0","0","0","0","0","0","0","1","0","0","0",".224",".315",".352",".668",".292","0.0","0.0","0.0","16271"
"Gorkys Hernandez","Red Sox","0","2","2","1","0","0","0","0","0","0","1","0","0","0",".238",".307",".372",".679",".292","0.0","0.0","0.0","4146"
"Sam Travis","Red Sox","4","17","15","4","1","0","0","2","2","1","4","0","0","0",".248",".305",".373",".678",".292","0.0","0.0","0.0","16263"
"Jose Iglesias","Reds","49","204","190","51","11","1","3","20","20","10","26","2","4","2",".267",".308",".375",".683",".292","1.4","-0.2","0.3","10231"
"Brandon Dixon","Tigers","39","163","152","36","8","1","6","17","20","8","51","1","3","1",".238",".281",".414",".695",".292","0.1","0.1","0.0","15214"
"Joey Curletta","Red Sox","0","2","2","0","0","0","0","0","0","0","1","0","0","0",".229",".301",".380",".681",".292","0.0","0.0","0.0","sa658025"
"Guillermo Heredia","Rays","10","42","37","9","2","0","1","4","3","3","8","1","0","0",".244",".320",".345",".665",".292","-0.1","-0.1","0.0","18721"
"James McCann","White Sox","36","152","140","34","6","0","4","15","16","10","42","1","1","0",".243",".297",".385",".682",".292","1.3","-0.4","0.4","12859"
"Ryan Lavarnway","Reds","0","2","2","0","0","0","0","0","0","0","1","0","0","0",".227",".304",".370",".674",".292","0.0","0.0","0.0","8879"
"Ke'Bryan Hayes","Pirates","1","5","4","1","0","0","0","0","0","0","1","0","0","0",".250",".308",".367",".675",".291","0.0","0.0","0.0","sa874730"
"Ronny Rodriguez","Tigers","19","78","73","18","4","1","2","8","9","3","17","0","1","1",".250",".280",".415",".696",".291","-0.3","-0.1","0.1","11875"
"Josh Phegley","Athletics","23","98","90","21","5","0","3","11","13","6","20","1","0","0",".234",".287",".402",".689",".291","0.0","-0.2","0.2","9308"
"Danny Mendick","White Sox","2","8","7","2","0","0","0","1","1","1","2","0","0","0",".236",".305",".368",".673",".291","0.0","0.0","0.0","sa875320"
"Matt Thaiss","Angels","22","93","84","20","4","1","2","10","10","7","20","1","1","1",".235",".299",".381",".680",".291","-0.1","-0.1","0.1","19318"
"Bradley Zimmer","Indians","14","59","53","12","3","0","2","7","6","5","20","1","2","1",".229",".301",".377",".678",".291","0.3","0.2","0.1","16221"
"Kevin Kramer","Pirates","3","12","11","3","1","0","0","1","1","1","3","0","0","0",".246",".304",".373",".677",".291","0.0","0.0","0.0","17689"
"Deivy Grullon","Phillies","0","2","2","0","0","0","0","0","0","0","1","0","0","0",".232",".278",".413",".692",".291","0.0","0.0","0.0","sa739661"
"Rio Ruiz","Orioles","17","71","64","15","3","0","2","7","7","6","16","0","0","0",".240",".306",".370",".676",".290","0.4","0.0","0.1","14103"
"Joey Rickard","Giants","2","7","6","2","0","0","0","1","1","1","2","0","0","0",".236",".308",".365",".672",".290","0.0","0.0","0.0","13277"
"Tim Federowicz","Rangers","19","80","72","17","4","0","2","9","9","6","21","0","0","0",".234",".294",".388",".682",".290","-0.2","0.0","0.1","8609"
"Jake Rogers","","3","14","13","3","1","0","0","2","2","1","4","0","0","0",".230",".297",".383",".679",".290","0.0","0.0","0.0","sa389703"
"Will Smith","","27","113","101","23","5","0","3","13","12","9","29","1","1","0",".230",".297",".383",".679",".290","0.0","0.0","0.3","sa199173"
"Sean Murphy","","5","19","17","4","1","0","1","2","2","1","5","0","0","0",".230",".297",".383",".679",".290","0.0","0.0","0.1","sa549877"
"Dwight Smith","","1","5","4","1","0","0","0","1","1","0","1","0","0","0",".230",".297",".383",".679",".290","0.0","0.0","0.0","1012125"
"Donovan Solano","Giants","18","74","69","19","4","0","1","7","6","3","12","0","0","0",".271",".307",".368",".674",".290","-0.2","-0.1","0.0","8623"
"Josh Harrison","Tigers","14","57","53","13","3","0","1","6","5","3","10","1","1","0",".251",".299",".378",".677",".289","0.0","0.1","0.1","8202"
"Isiah Kiner-Falefa","Rangers","11","46","42","10","2","0","1","5","4","3","8","1","1","0",".251",".317",".346",".663",".289","-0.1","0.0","-0.1","16512"
"Jared Walsh","Angels","2","10","9","2","0","0","0","1","1","1","3","0","0","0",".228",".288",".395",".683",".289","0.0","0.0","0.0","18607"
"Nicky Lopez","Royals","49","204","186","48","7","2","2","21","16","14","24","1","4","2",".260",".315",".350",".665",".289","0.8","0.0","0.3","19339"
"Tommy Edman","Cardinals","12","52","48","12","2","1","1","6","5","3","9","0","2","0",".255",".303",".370",".673",".289","-0.1","0.2","0.0","19470"
"Hernan Perez","Brewers","1","5","4","1","0","0","0","1","1","0","1","0","0","0",".251",".287",".399",".685",".289","0.0","0.0","0.0","5751"
"Sean Rodriguez","Phillies","7","28","24","5","1","0","1","3","3","3","10","0","0","0",".205",".290",".385",".675",".289","0.0","0.0","0.0","6589"
"Luis Barrera","Athletics","0","2","2","1","0","0","0","0","0","0","0","0","0","0",".255",".297",".383",".680",".289","0.0","0.0","0.0","sa736690"
"Welington Castillo","White Sox","15","63","58","13","2","0","2","6","7","4","18","1","0","0",".228",".287",".393",".679",".288","-0.1","-0.2","0.1","3256"
"Jordy Mercer","Tigers","29","122","110","27","6","0","3","12","12","9","22","1","0","0",".245",".308",".375",".683",".288","-1.0","0.0","0.1","6547"
"Kevin Pillar","Giants","50","208","195","49","12","1","5","22","22","8","34","2","5","1",".253",".289",".394",".683",".288","1.8","0.6","0.3","12434"
"Charlie Culberson","Braves","8","35","32","8","2","0","1","4","4","2","8","0","0","0",".248",".293",".391",".684",".288","0.1","0.0","0.0","3298"
"Austin Allen","Padres","1","5","4","1","0","0","0","0","0","0","1","0","0","0",".238",".292",".392",".684",".288","0.0","0.0","0.0","18083"
"Mikie Mahtook","Tigers","2","8","7","2","0","0","0","1","1","1","2","0","0","0",".228",".290",".388",".677",".288","0.0","0.0","0.0","13130"
"Chris Shaw","Giants","2","7","7","2","0","0","0","1","1","0","2","0","0","0",".233",".286",".393",".679",".288","0.0","0.0","0.0","17738"
"Pablo Reyes","Pirates","2","7","7","2","0","0","0","1","1","1","1","0","0","0",".246",".300",".371",".671",".287","0.0","0.0","0.0","16357"
"Carlos Gomez","","42","175","156","34","7","1","5","18","18","11","50","5","5","2",".220",".293",".372",".666",".287","0.7","0.2","-0.1","4881"
"Brandon Phillips","","17","70","65","17","3","0","1","7","7","3","11","1","1","0",".258",".298",".374",".672",".287","0.1","-0.3","0.0","791"
"Joey Wendle","Rays","29","121","112","28","7","1","2","12","12","6","24","2","3","1",".251",".301",".372",".673",".287","0.9","0.2","0.3","13853"
"Patrick Wisdom","Rangers","0","2","2","0","0","0","0","0","0","0","1","0","0","0",".219",".287",".387",".674",".287","0.0","0.0","0.0","13602"
"Dee Gordon","Mariners","39","163","153","43","5","2","1","18","12","5","24","2","9","3",".279",".308",".360",".668",".287","-0.6","0.9","0.3","8203"
"Greg Allen","Indians","25","106","95","23","4","1","1","12","9","6","23","3","5","2",".243",".308",".352",".660",".286","-0.6","0.2","-0.1","16623"
"Lane Thomas","Cardinals","2","7","7","2","0","0","0","1","1","1","2","0","0","0",".233",".290",".381",".671",".286","0.0","0.0","0.0","16939"
"Yolmer Sanchez","White Sox","51","214","195","47","9","2","3","22","20","14","47","2","4","2",".243",".299",".366",".666",".286","0.9","-0.2","0.3","11602"
"Drew Butera","Rockies","2","7","6","1","0","0","0","1","1","1","2","0","0","0",".235",".298",".368",".667",".286","-0.1","0.0","0.0","3411"
"Orlando Arcia","Brewers","45","188","171","42","7","1","5","19","19","13","39","1","4","2",".244",".299",".375",".674",".286","-0.4","0.0","0.1","13185"
"Shed Long","Mariners","6","25","23","5","1","0","1","3","2","2","7","0","1","0",".231",".298",".366",".664",".286","-0.1","0.0","0.0","16542"
"Jon Jay","White Sox","49","204","184","47","8","1","1","22","14","12","38","5","1","1",".257",".317",".335",".653",".286","0.4","-0.2","-0.1","5227"
"Eli White","Rangers","0","2","2","1","0","0","0","0","0","0","1","0","0","0",".240",".303",".358",".661",".286","0.0","0.0","0.0","sa738478"
"Pat Valaika","Rockies","6","24","22","5","1","0","1","3","3","1","7","0","0","0",".232",".276",".403",".678",".286","0.1","0.0","0.0","14885"
"Myles Straw","Astros","2","7","6","2","0","0","0","1","0","1","1","0","0","0",".250",".328",".314",".642",".286","0.0","0.0","0.0","17620"
"Chris Davis","Orioles","25","103","91","18","3","0","4","11","12","11","39","1","0","0",".197",".288",".380",".668",".285","0.1","0.0","-0.1","9272"
"Cedric Mullins II","Orioles","29","121","110","26","5","1","3","14","11","8","22","1","3","1",".237",".291",".378",".669",".285","-0.4","0.3","0.1","17929"
"Nick Gordon","Twins","1","5","5","1","0","0","0","1","0","0","1","0","0","0",".256",".297",".368",".666",".285","0.0","0.0","0.0","sa828662"
"Spencer Kieboom","Nationals","1","5","4","1","0","0","0","0","0","0","1","0","0","0",".237",".309",".342",".651",".285","0.0","0.0","0.0","13300"
"Christian Arroyo","Indians","3","12","11","3","1","0","0","1","1","1","3","0","0","0",".243",".293",".375",".668",".285","0.0","0.0","0.0","16434"
"Aaron Altherr","Mets","5","20","18","4","1","0","1","2","2","2","6","0","0","0",".206",".292",".368",".660",".284","0.0","0.0","0.0","11270"
"Andrew Susac","Royals","2","7","6","1","0","0","0","1","1","1","2","0","0","0",".214",".297",".360",".657",".284","0.0","0.0","0.0","13132"
"Taylor Davis","Cubs","0","2","2","0","0","0","0","0","0","0","0","0","0","0",".242",".304",".350",".654",".284","0.0","0.0","0.0","12782"
"Edwin Rios","Dodgers","0","2","2","1","0","0","0","0","0","0","1","0","0","0",".230",".278",".398",".677",".284","0.0","0.0","0.0","18316"
"Mauricio Dubon","Brewers","5","19","18","4","1","0","0","2","2","1","3","0","1","0",".254",".291",".377",".667",".284","0.0","0.0","0.0","16530"
"Travis Jankowski","Padres","15","62","55","13","2","0","1","7","4","6","14","0","3","1",".242",".316",".327",".643",".284","0.0","0.2","0.0","13768"
"Zack Collins","White Sox","5","21","18","3","1","0","1","2","2","3","8","0","0","0",".184",".306",".336",".642",".284","-0.1","0.0","0.0","19181"
"Steven Duggar","Giants","25","104","94","23","5","1","1","10","9","8","29","1","2","1",".241",".304",".352",".657",".284","-0.1","0.0","0.0","17719"
"Austin Romine","Yankees","15","65","61","15","3","0","2","7","8","3","15","0","0","0",".243",".285",".382",".667",".284","0.0","0.0","0.2","5491"
"Brett Phillips","Royals","2","7","6","1","0","0","0","1","1","1","2","0","0","0",".211",".295",".367",".662",".284","0.1","0.0","0.0","14735"
"JaCoby Jones","Tigers","52","220","200","45","10","2","6","24","21","15","68","3","6","2",".223",".285",".381",".666",".283","0.1","0.4","0.2","14818"
"Jorge Alfaro","Marlins","39","163","151","36","6","1","5","15","17","7","55","4","1","1",".240",".286",".381",".667",".283","-0.2","-0.2","0.4","12180"
"Jon Berti","Marlins","9","39","35","8","1","0","1","4","3","3","8","1","2","1",".233",".303",".346",".649",".283","0.0","0.1","0.0","12037"
"Zach Green","Giants","2","10","9","2","0","0","0","1","1","1","3","0","0","0",".214",".280",".385",".664",".283","0.0","0.0","0.0","14973"
"Jacob Stallings","Pirates","24","99","91","23","5","0","1","10","10","6","21","1","0","0",".253",".304",".364",".668",".283","0.9","-0.1","0.2","13723"
"Mitch Walding","Phillies","0","2","2","0","0","0","0","0","0","0","1","0","0","0",".191",".293",".357",".650",".283","0.0","0.0","0.0","13006"
"Mike Zunino","Rays","27","113","102","21","5","0","5","12","14","8","39","2","0","0",".202",".272",".395",".666",".283","0.3","-0.1","0.4","13265"
"Kyle Higashioka","Yankees","3","14","12","3","1","0","1","2","2","1","3","0","0","0",".220",".273",".397",".671",".282","-0.1","0.0","0.0","5517"
"Martin Prado","Marlins","20","82","76","20","4","0","1","8","7","5","12","0","0","0",".257",".302",".352",".655",".282","0.4","-0.2","0.0","3312"
"Dustin Peterson","Tigers","4","16","14","3","1","0","0","2","2","1","4","0","0","0",".240",".289",".370",".659",".282","0.1","0.0","0.0","15189"
"Gordon Beckham","Tigers","11","47","42","10","2","0","1","5","4","3","9","1","0","0",".230",".294",".360",".654",".282","0.1","-0.1","0.0","9015"
"Austin Jackson","","17","70","63","15","3","0","1","7","6","5","20","0","1","0",".241",".302",".351",".653",".282","-1.1","0.1","-0.1","9848"
"Tzu-Wei Lin","Red Sox","2","7","6","2","0","0","0","1","1","1","2","0","0","0",".246",".302",".350",".652",".282","0.0","0.0","0.0","14678"
"Kyle Farmer","Reds","11","47","44","10","2","0","1","5","5","3","11","1","0","0",".238",".287",".374",".662",".281","0.0","0.0","0.0","14813"
"Thairo Estrada","Yankees","1","5","5","1","0","0","0","1","0","0","1","0","0","0",".251",".293",".362",".655",".281","0.0","0.0","0.0","16426"
"Michael A. Taylor","Nationals","4","15","13","3","1","0","0","2","1","1","5","0","1","0",".231",".288",".372",".660",".281","0.0","0.1","0.0","11489"
"Willi Castro","Tigers","11","47","43","11","2","1","1","5","4","2","10","1","1","0",".245",".293",".361",".654",".280","0.0","0.0","0.0","sa830274"
"Troy Stokes Jr.","Brewers","0","2","2","0","0","0","0","0","0","0","1","0","0","0",".212",".287",".363",".650",".280","0.0","0.0","0.0","sa828871"
"Raudy Read","Nationals","0","2","2","1","0","0","0","0","0","0","0","0","0","0",".241",".281",".383",".664",".280","0.0","0.0","0.0","15766"
"Andrew Knapp","Phillies","8","32","27","6","1","0","1","3","3","4","10","0","0","0",".210",".305",".338",".642",".280","-0.2","0.0","0.0","14942"
"Chris Herrmann","Athletics","20","85","75","16","3","1","2","9","9","9","25","0","1","0",".210",".296",".349",".645",".280","0.3","0.1","0.2","9284"
"Drew Robinson","Cardinals","2","8","7","1","0","0","0","1","1","1","3","0","0","0",".203",".288",".364",".651",".280","0.0","0.0","0.0","11761"
"Luis Guillorme","Mets","2","7","7","2","0","0","0","1","1","1","1","0","0","0",".245",".314",".318",".632",".279","0.0","0.0","0.0","16451"
"Bryan Holaday","Marlins","11","47","42","10","2","0","1","4","5","3","8","1","0","0",".238",".297",".355",".652",".279","0.3","-0.1","0.1","11287"
"Reese McGuire","Blue Jays","11","48","43","10","2","0","1","5","5","4","10","0","0","0",".229",".293",".354",".647",".279","0.1","0.0","0.1","15674"
"Austin Hedges","Padres","25","104","95","21","4","0","4","10","13","6","30","1","1","0",".219",".271",".395",".666",".279","0.6","0.0","0.6","12976"
"Wilmer Difo","Nationals","6","27","25","6","1","0","0","3","2","2","5","0","1","0",".245",".304",".349",".653",".279","0.1","0.0","0.0","14320"
"Kelvin Gutierrez","Royals","11","45","42","10","2","0","1","4","4","3","11","0","1","0",".245",".293",".355",".648",".279","0.1","0.0","0.0","17468"
"Garrett Stubbs","Astros","3","11","10","2","0","0","0","1","1","1","2","0","0","0",".230",".301",".337",".638",".278","0.1","0.0","0.0","18067"
"Jose Rondon","White Sox","1","5","5","1","0","0","0","1","1","0","1","0","0","0",".233",".278",".374",".652",".278","0.0","0.0","0.0","14140"
"Tom Murphy","Mariners","15","65","60","13","3","0","3","6","8","3","24","1","0","0",".213",".260",".404",".664",".278","-0.2","0.0","0.1","13499"
"Erick Mejia","Royals","2","7","7","2","0","0","0","1","1","0","1","0","0","0",".246",".298",".343",".641",".277","0.0","0.0","0.0","sa694960"
"Mike Freeman","Indians","10","42","38","9","2","0","1","4","4","3","10","0","1","0",".241",".302",".336",".638",".277","0.0","0.0","0.0","11241"
"Kyle Garlick","Dodgers","0","2","2","0","0","0","0","0","0","0","1","0","0","0",".216",".263",".401",".664",".277","0.0","0.0","0.0","18063"
"Dylan Moore","Mariners","14","57","51","11","2","0","1","6","5","4","14","1","2","1",".219",".290",".351",".641",".277","0.3","0.0","0.1","18042"
"Phil Gosselin","Phillies","1","5","5","1","0","0","0","0","0","0","1","0","0","0",".239",".293",".349",".641",".277","0.0","0.0","0.0","10953"
"Martin Maldonado","Cubs","12","50","45","10","2","0","1","5","5","3","12","1","0","0",".220",".285",".359",".644",".277","0.4","-0.1","0.1","6887"
"Jake Noll","Nationals","0","2","2","1","0","0","0","0","0","0","0","0","0","0",".247",".288",".359",".647",".277","0.0","0.0","0.0","19703"
"Jack Mayfield","Astros","3","12","11","2","1","0","0","1","1","1","3","0","0","0",".227",".274",".377",".651",".277","0.0","0.0","0.0","15402"
"Daz Cameron","Tigers","5","23","21","5","1","0","0","2","2","2","7","0","1","0",".222",".288",".353",".641",".277","0.0","0.0","0.0","sa874736"
"Cole Tucker","Pirates","6","25","22","5","1","0","0","2","2","2","5","0","1","0",".236",".296",".347",".643",".277","0.1","0.0","0.0","17326"
"Max Stassi","Astros","16","67","60","12","2","0","2","7","7","6","21","1","0","0",".207",".285",".353",".638",".277","-0.3","-0.1","0.3","10059"
"Jonathan Davis","Blue Jays","4","17","15","3","1","0","0","2","1","1","4","0","0","0",".218",".291",".345",".636",".277","0.1","0.0","0.0","15104"
"Jorge Mateo","Athletics","4","16","15","4","1","0","0","2","2","1","5","0","1","0",".238",".278",".376",".654",".277","0.0","0.0","0.0","sa657910"
"Roman Quinn","Phillies","30","128","115","26","4","2","2","13","11","10","35","1","7","2",".226",".291",".348",".639",".276","-0.5","0.5","-0.1","13546"
"Erik Kratz","Yankees","0","2","2","0","0","0","0","0","0","0","1","0","0","0",".222",".280",".363",".644",".276","0.0","0.0","0.0","4403"
"Austin Wynns","Orioles","4","18","16","4","1","0","0","2","2","1","4","0","0","0",".236",".292",".346",".638",".276","0.0","0.0","0.0","15271"
"Michael Perez","Rays","2","9","8","2","0","0","0","1","1","1","2","0","0","0",".229",".288",".352",".640",".276","0.1","0.0","0.0","12977"
"Andrew Stevenson","Nationals","11","48","43","11","2","0","1","5","4","3","12","0","1","1",".245",".300",".335",".635",".276","0.0","0.0","-0.1","17932"
"Nick Hundley","","27","115","107","24","5","1","4","11","13","7","32","1","1","0",".223",".271",".386",".657",".276","-1.4","-0.4","-0.1","3376"
"Austin Nola","Mariners","12","50","45","11","2","0","1","5","4","4","10","1","0","0",".235",".300",".335",".634",".276","0.1","0.0","0.0","15941"
"Dawel Lugo","Tigers","11","47","44","11","2","0","1","5","4","2","7","0","1","0",".256",".282",".367",".649",".275","-0.1","0.0","0.0","14713"
"Beau Taylor","Athletics","3","11","9","2","0","0","0","1","1","1","3","0","0","0",".212",".304",".319",".623",".275","0.0","0.0","0.0","12384"
"Michael Hermosillo","Angels","3","14","13","3","1","0","0","2","1","1","4","0","0","0",".215",".289",".345",".634",".275","-0.1","0.0","0.0","16285"
"Yu-Cheng Chang","Indians","1","5","4","1","0","0","0","1","1","0","1","0","0","0",".217",".283",".357",".640",".275","0.0","0.0","0.0","14773"
"J.T. Riddle","Marlins","28","116","108","26","5","1","3","11","12","6","25","0","1","1",".236",".279",".372",".650",".275","0.1","-0.1","0.0","17642"
"Brendan McKay","Rays","0","2","2","0","0","0","0","0","0","0","1","0","0","0",".205",".282",".353",".635",".275","0.0","0.0","0.0","20186"
"Adeiny Hechavarria","Mets","15","63","59","15","3","0","1","6","6","3","11","0","1","0",".247",".287",".358",".645",".274","0.2","0.0","0.0","10459"
"Tyler Wade","Yankees","0","2","2","1","0","0","0","0","0","0","1","0","0","0",".229",".296",".333",".629",".274","0.0","0.0","0.0","15730"
"Raffy Lopez","Braves","0","2","2","0","0","0","0","0","0","0","1","0","0","0",".217",".288",".356",".643",".274","0.0","0.0","0.0","12606"
"Tyler Saladino","Brewers","13","55","50","11","2","0","1","6","5","4","14","1","1","0",".220",".285",".349",".633",".274","0.1","0.1","0.0","10807"
"John Hicks","Tigers","25","105","98","22","5","0","3","10","11","6","29","0","1","0",".230",".272",".371",".643",".273","0.3","-0.2","0.0","12547"
"Cam Gallagher","Royals","29","120","108","25","5","0","2","11","11","8","20","1","0","0",".235",".294",".334",".628",".273","0.4","-0.2","0.3","12981"
"Lewis Brinson","Marlins","30","127","117","26","5","1","3","12","13","7","37","2","2","1",".219",".273",".369",".643",".273","0.5","0.1","0.0","14352"
"Victor Reyes","Tigers","6","26","24","6","1","0","0","3","2","1","5","0","1","0",".253",".287",".352",".638",".273","0.1","0.0","0.0","15487"
"Abiatal Avelino","Giants","4","15","14","3","1","0","0","1","1","1","3","0","0","0",".243",".280",".362",".641",".272","0.0","0.0","0.0","15496"
"Rene Rivera","Mets","4","16","14","3","1","0","1","2","2","1","5","0","0","0",".213",".264",".381",".645",".272","0.1","-0.1","0.0","3648"
"Skye Bolt","Athletics","1","5","4","1","0","0","0","0","0","0","1","0","0","0",".215",".281",".352",".633",".272","0.0","0.0","0.0","17723"
"Erik Gonzalez","Pirates","10","44","41","10","2","0","1","4","4","2","11","0","1","0",".244",".282",".361",".643",".271","-0.1","0.0","0.0","13369"
"Jacob Nottingham","Brewers","3","11","10","2","0","0","0","1","1","1","4","0","0","0",".206",".276",".355",".631",".271","0.0","0.0","0.0","16448"
"Peter O'Brien","Marlins","1","3","2","0","0","0","0","0","0","0","1","0","0","0",".191",".263",".378",".641",".271","0.0","0.0","0.0","13288"
"Chad Wallach","Marlins","4","16","15","3","1","0","0","1","1","1","5","0","0","0",".210",".285",".336",".621",".271","0.0","0.0","0.0","17161"
"Monte Harrison","Marlins","2","10","9","2","0","0","0","1","1","1","4","0","0","0",".216",".275",".355",".630",".270","0.0","0.0","0.0","sa828691"
"Rob Brantly","Phillies","0","2","2","0","0","0","0","0","0","0","0","0","0","0",".232",".278",".352",".631",".270","0.0","0.0","0.0","10655"
"Meibrys Viloria","Royals","12","52","48","11","2","0","1","5","5","3","12","0","0","0",".232",".287",".334",".621",".270","0.4","0.0","0.0","17109"
"Dustin Garneau","Angels","5","22","20","4","1","0","1","2","2","2","5","0","0","0",".206",".277",".346",".623",".270","0.1","0.0","0.0","9433"
"Alex Jackson","Braves","2","9","8","2","0","0","0","1","1","1","3","0","0","0",".203",".267",".372",".639",".270","-0.1","0.0","0.0","17276"
"Andrew Velazquez","Indians","1","5","5","1","0","0","0","1","0","0","1","0","0","0",".228",".276",".354",".630",".270","0.0","0.0","0.0","14196"
"John Ryan Murphy","Diamondbacks","1","4","4","1","0","0","0","0","0","0","1","0","0","0",".213",".268",".368",".636",".270","0.0","0.0","0.0","10346"
"Billy Hamilton","Royals","31","131","118","28","5","1","1","15","8","10","29","0","9","2",".235",".295",".321",".616",".269","1.7","1.3","0.2","10199"
"Adrian Sanchez","Nationals","1","5","5","1","0","0","0","0","0","0","1","0","0","0",".248",".284",".346",".630",".269","0.0","0.0","0.0","11338"
"Steve Wilkerson","Orioles","12","52","47","11","2","0","1","5","5","3","15","1","1","1",".227",".280",".345",".625",".269","-0.1","-0.1","-0.1","16041"
"Keon Broxton","Mariners","11","48","43","9","2","0","1","5","4","4","19","0","2","1",".198",".275",".347",".622",".269","0.2","0.2","0.0","9253"
"Keon Broxton","Mariners","1","5","4","1","0","0","0","1","0","0","2","0","0","0",".198",".275",".347",".622",".269","0.0","0.0","0.0","9253"
"Bubba Starling","Royals","31","131","120","27","6","0","3","13","12","8","37","1","2","1",".226",".276",".350",".625",".268","0.7","0.0","-0.1","13356"
"Sergio Alcantara","Tigers","1","3","2","1","0","0","0","0","0","0","1","0","0","0",".237",".300",".307",".607",".268","0.0","0.0","0.0","sa739641"
"Ryan Goins","White Sox","18","74","67","15","3","0","1","7","7","6","19","0","1","0",".222",".283",".337",".619",".268","-0.2","-0.1","0.0","9807"
