"Name","Team","W","L","SV","HLD","ERA","GS","G","IP","H","ER","HR","SO","BB","WHIP","K/9","BB/9","FIP","WAR","playerid"
"Bryse Wilson","Braves","1","1","0","0","4.15","2","4","12.0","11","5","1","11","4","1.33","8.83","3.18","4.08","0.1","19990"
"Jose Berrios","Twins","6","5","0","0","4.14","16","16","98.0","94","45","14","96","28","1.24","8.79","2.59","4.08","2.0","14168"
"Tim Mayza","Blue Jays","1","1","1","7","4.07","0","30","30.0","27","13","4","33","15","1.39","10.12","4.43","4.09","0.2","15042"
"Adam Morgan","Phillies","1","1","2","7","4.14","0","32","32.0","31","15","4","33","12","1.33","9.32","3.42","4.09","0.4","12580"
"Andrew Triggs","Athletics","0","0","0","0","4.14","0","2","2.0","2","1","0","2","1","1.30","8.57","3.02","4.09","0.0","13533"
"Tyler Skaggs","Angels","6","5","0","0","4.09","14","14","82.0","80","37","10","77","27","1.32","8.49","3.01","4.09","1.5","10190"
"Josh Taylor","Red Sox","0","0","0","0","4.13","0","2","2.0","2","1","0","2","1","1.40","8.75","3.84","4.09","0.0","17359"
"Tanner Scott","Orioles","1","1","0","0","4.10","0","12","12.0","10","6","1","16","8","1.49","11.20","5.91","4.09","0.0","17586"
"Shane Greene","Tigers","2","2","17","1","4.20","0","34","34.0","33","16","4","33","12","1.33","8.84","3.20","4.10","0.5","10756"
"Luke Weaver","Diamondbacks","3","3","0","0","4.25","9","9","53.0","53","25","8","52","17","1.31","8.91","2.82","4.10","0.8","16918"
"Brendan McKay","Rays","3","3","0","0","3.97","9","9","50.0","46","22","7","51","16","1.25","9.23","2.95","4.11","0.8","sa829698"
"Daniel Zamora","Mets","0","1","0","0","4.02","0","12","12.0","11","5","1","13","6","1.36","9.68","4.08","4.12","0.0","17811"
"Matt Andriese","Diamondbacks","1","1","0","4","4.28","0","22","22.0","22","10","3","21","7","1.30","8.83","2.73","4.12","0.1","12022"
"Drew Steckenrider","Marlins","0","0","0","0","4.10","0","5","5.0","5","2","1","6","2","1.34","10.42","4.04","4.12","0.0","18806"
"Parker Markel","Mariners","0","0","0","0","3.95","0","5","5.0","4","2","1","6","2","1.34","10.56","4.51","4.13","0.0","12106"
"Sergio Romo","Marlins","1","2","16","1","4.18","0","33","33.0","32","15","5","32","11","1.30","8.86","3.06","4.13","0.3","9817"
"D.J. Johnson","Rockies","1","1","0","0","4.24","0","12","12.0","12","6","1","13","6","1.43","9.16","4.19","4.13","0.0","12578"
"Justin Grimm","Dodgers","0","0","0","0","4.05","0","2","2.0","2","1","0","3","1","1.31","10.08","3.82","4.13","0.0","11720"
"Trevor May","Twins","2","2","2","7","4.12","0","30","30.0","28","14","4","33","13","1.37","9.82","4.02","4.13","0.3","6398"
"Yoshihisa Hirano","Diamondbacks","2","2","1","8","4.12","0","29","29.0","28","13","3","27","12","1.36","8.57","3.61","4.14","0.2","19756"
"Matt Albers","Brewers","2","2","0","7","4.12","0","30","30.0","29","14","4","30","10","1.29","9.19","2.89","4.14","0.2","4300"
"Trevor Hildenberger","Twins","1","1","0","0","4.18","0","10","10.0","10","5","1","9","3","1.31","7.98","2.66","4.14","0.0","17002"
"Freddy Peralta","Brewers","4","3","0","0","4.13","8","20","59.0","49","27","9","74","28","1.30","11.39","4.22","4.14","0.8","18679"
"Jose Alvarez","Phillies","1","1","0","7","4.12","0","27","27.0","27","12","3","25","10","1.36","8.38","3.37","4.15","0.1","5358"
"David Phelps","Blue Jays","1","1","0","6","4.17","0","27","27.0","27","13","3","24","10","1.36","8.08","3.27","4.15","0.2","6316"
"Tony Sipp","Nationals","1","1","0","4","4.07","0","20","20.0","19","9","3","20","8","1.36","8.78","3.53","4.15","0.1","8280"
"Nathan Eovaldi","Red Sox","2","2","0","0","4.31","6","6","37.0","39","18","5","33","10","1.33","8.00","2.46","4.15","0.5","9132"
"Jon Duplantier","Diamondbacks","1","1","0","0","4.15","2","14","21.0","20","10","2","21","10","1.41","9.00","4.19","4.16","0.2","19546"
"Michael Lorenzen","Reds","1","1","1","9","4.04","0","31","31.0","30","14","4","27","11","1.35","8.01","3.31","4.16","0.2","14843"
"Jared Hughes","Reds","2","1","0","7","3.93","0","31","31.0","31","13","3","23","11","1.37","6.86","3.27","4.16","0.2","9325"
"Derek Law","Blue Jays","1","1","0","3","4.24","0","22","22.0","21","10","3","21","9","1.35","8.60","3.47","4.16","0.0","13133"
"Jacob Barnes","Brewers","1","1","0","3","4.17","0","20","20.0","19","9","2","19","9","1.42","8.87","4.16","4.17","0.0","12323"
"Taylor Cole","Angels","0","0","0","0","3.95","0","7","7.0","7","3","1","7","3","1.35","9.14","3.92","4.17","0.0","11964"
"Evan Marshall","White Sox","1","2","1","7","4.10","0","31","31.0","32","14","4","26","11","1.38","7.52","3.15","4.17","0.3","12297"
"Ryan Brasier","Red Sox","2","2","3","7","4.15","0","32","32.0","31","15","4","30","10","1.28","8.28","2.75","4.17","0.3","5615"
"John Gant","Cardinals","2","2","16","1","4.14","0","33","33.0","32","15","4","31","13","1.36","8.48","3.51","4.18","0.3","13684"
"Wade Davis","Rockies","2","2","16","1","4.22","0","32","32.0","28","15","4","37","16","1.38","10.25","4.43","4.18","0.4","7441"
"Yu Darvish","Cubs","5","4","0","0","4.20","14","14","82.0","73","38","12","95","34","1.31","10.44","3.79","4.18","1.2","13074"
"Matt Bowman","Reds","1","1","0","2","4.14","0","20","20.0","20","9","2","20","9","1.39","8.60","3.74","4.19","0.1","13528"
"Corbin Burnes","Brewers","1","1","0","0","4.14","1","18","22.0","20","10","3","24","8","1.30","9.79","3.39","4.19","0.1","19361"
"Austin Davis","Phillies","0","0","0","0","4.13","0","5","5.0","5","2","1","5","2","1.35","9.73","3.92","4.19","0.0","17117"
"Zac Gallen","Marlins","3","4","0","0","4.13","11","11","61.0","59","28","8","57","21","1.33","8.44","3.17","4.19","0.7","19291"
"Dan Otero","Indians","1","1","0","6","4.34","0","28","28.0","31","13","4","17","5","1.30","5.70","1.50","4.20","0.1","7385"
"Tyler Olson","Indians","1","1","0","3","4.12","0","20","20.0","19","9","3","21","8","1.34","9.33","3.63","4.21","0.0","14741"
"Kyle Ryan","Cubs","1","1","0","1","4.08","0","15","15.0","14","7","2","13","6","1.40","8.13","3.88","4.21","0.0","11753"
"Kyle Gibson","Twins","6","6","0","0","4.25","16","16","96.0","97","45","12","86","33","1.36","8.06","3.13","4.23","1.7","10123"
"Brian Moran","Marlins","0","0","0","0","3.99","0","3","3.0","2","1","0","3","1","1.33","9.02","3.79","4.23","0.0","sa501495"
"Fernando Rodney","Nationals","1","1","0","3","4.25","0","20","20.0","19","9","2","21","11","1.46","9.32","4.75","4.24","0.0","494"
"Kyle Crick","Pirates","2","2","2","7","4.06","0","33","33.0","29","15","3","35","19","1.45","9.71","5.11","4.24","0.2","13182"
"Stephen Tarpley","Yankees","1","1","0","0","4.02","0","15","15.0","14","7","2","15","8","1.44","8.90","4.70","4.24","0.0","15859"
"Caleb Smith","Marlins","4","5","0","0","4.24","13","13","74.0","67","35","12","84","30","1.29","10.16","3.60","4.24","0.9","14875"
"Andrew Heaney","Angels","5","4","0","0","4.19","13","13","77.0","75","36","12","78","22","1.26","9.06","2.61","4.25","1.2","15423"
"Chasen Shreve","Cardinals","0","0","0","0","4.06","0","3","3.0","2","1","0","3","1","1.36","10.11","4.33","4.25","0.0","10855"
"Matthew Boyd","Tigers","5","6","0","0","4.28","16","16","93.0","89","44","15","95","27","1.24","9.23","2.56","4.25","1.6","15440"
"Taylor Williams","Brewers","1","1","0","2","4.34","0","17","17.0","17","8","2","18","8","1.43","9.18","4.00","4.25","0.0","14899"
"Richard Bleier","Orioles","1","1","2","6","4.09","0","32","32.0","37","15","3","16","7","1.34","4.50","1.82","4.25","0.4","7803"
"David Paulino","Blue Jays","0","0","0","0","4.27","0","2","2.0","2","1","0","3","1","1.26","9.53","2.92","4.25","0.0","17418"
"Touki Toussaint","Braves","1","2","0","3","4.20","1","23","27.0","24","12","3","28","13","1.42","9.56","4.50","4.26","0.1","16929"
"Greg Holland","Diamondbacks","1","2","14","3","4.46","0","31","31.0","28","16","4","35","18","1.48","9.92","5.22","4.26","0.1","7196"
"Matt Wisler","Padres","1","2","0","6","4.36","0","25","25.0","25","12","4","23","6","1.27","8.16","2.34","4.26","0.1","12804"
"Yadier Alvarez","Dodgers","0","0","0","0","4.01","0","2","2.0","2","1","0","3","1","1.43","9.63","4.87","4.26","0.0","sa868984"
"Justin Anderson","Angels","1","1","0","6","4.06","0","27","27.0","24","12","3","29","15","1.44","9.77","5.04","4.26","0.1","16201"
"Richard Rodriguez","Pirates","1","2","0","6","4.35","0","28","28.0","27","13","4","29","10","1.32","9.48","3.27","4.26","0.1","13549"
"Sam Wolff","Giants","0","0","0","0","4.13","0","2","2.0","2","1","0","3","1","1.36","9.56","4.22","4.26","0.0","sa503437"
"Hansel Robles","Angels","2","2","16","1","4.12","0","32","32.0","29","14","4","32","13","1.33","9.20","3.64","4.26","0.3","11801"
"Adam Wainwright","Cardinals","4","4","0","0","4.39","11","11","61.0","63","30","8","53","22","1.40","7.87","3.26","4.27","0.8","2233"
"Matt Grace","Nationals","1","1","0","6","4.32","0","25","25.0","27","12","3","19","8","1.39","6.67","2.80","4.27","0.1","11449"
"Paul Fry","Orioles","1","1","0","3","4.15","0","22","22.0","21","10","2","21","11","1.43","8.57","4.31","4.27","0.0","15832"
"Framber Valdez","Astros","4","4","0","0","4.11","9","22","67.0","63","31","7","63","32","1.42","8.38","4.25","4.27","0.8","17295"
"Brooks Pounders","Mets","1","1","0","5","4.17","0","24","24.0","22","11","4","26","9","1.28","9.68","3.40","4.28","0.1","10387"
"Tyler Clippard","Indians","2","1","1","8","4.18","0","30","30.0","26","14","5","34","12","1.27","10.12","3.48","4.28","0.3","5640"
"Adam Conley","Marlins","1","2","1","8","4.11","0","28","28.0","26","13","4","26","11","1.34","8.49","3.55","4.28","0.1","14457"
"Trevor Williams","Pirates","4","5","0","0","4.33","13","13","75.0","77","36","9","59","22","1.33","7.11","2.69","4.28","1.2","16977"
"Jose Quijada","Marlins","1","1","0","0","4.16","0","13","13.0","11","6","1","14","7","1.44","9.64","5.02","4.30","0.0","19200"
"Hunter Wood","Rays","0","0","0","0","4.19","0","10","10.0","9","5","1","10","4","1.32","8.84","3.32","4.30","0.0","15091"
"Jonathan Holder","Yankees","2","1","0","6","4.27","0","28","28.0","27","13","4","28","8","1.27","8.97","2.73","4.30","0.2","16588"
"Jon Lester","Cubs","6","5","0","0","4.25","15","15","88.0","88","41","13","80","27","1.30","8.23","2.75","4.30","1.3","4930"
"T.J. McFarland","Diamondbacks","1","1","0","3","4.35","0","22","22.0","24","10","2","13","8","1.48","5.60","3.30","4.31","0.0","3237"
"Noe Ramirez","Angels","2","2","0","5","4.17","0","27","27.0","24","12","4","30","10","1.28","10.05","3.37","4.31","0.1","12800"
"Brandon Brennan","Mariners","1","1","0","0","4.29","0","12","12.0","11","6","1","11","6","1.46","8.22","4.45","4.31","0.0","13527"
"Dominic Leone","Cardinals","1","1","0","3","4.40","0","18","18.0","17","9","3","19","8","1.38","9.53","3.86","4.31","0.0","13763"
"Gio Gonzalez","Brewers","3","4","0","0","4.37","10","10","59.0","59","29","7","54","24","1.40","8.17","3.67","4.31","0.8","7448"
"Brian Schlitter","Athletics","1","1","0","0","4.31","0","12","12.0","13","6","1","8","5","1.51","5.76","3.97","4.31","0.0","3599"
"Cody Reed","Reds","0","0","0","0","4.27","0","8","8.0","7","4","1","8","3","1.38","9.30","3.73","4.31","0.0","15232"
"Rick Porcello","Red Sox","6","6","0","0","4.53","16","16","95.0","100","48","15","84","24","1.31","7.99","2.29","4.31","1.4","2717"
"Stefan Crichton","Diamondbacks","1","1","0","0","4.35","0","12","12.0","12","6","1","11","5","1.41","8.27","3.68","4.31","0.0","16058"
"Jesse Hahn","Royals","0","0","0","0","4.27","0","5","5.0","5","2","1","4","2","1.37","7.20","3.10","4.32","0.0","13287"
"Wes Parsons","Braves","0","0","0","0","4.34","0","5","5.0","5","2","1","4","2","1.41","7.97","3.57","4.32","0.0","14764"
"Carlos Estevez","Rockies","2","2","1","8","4.51","0","32","32.0","31","16","5","35","13","1.36","9.85","3.67","4.32","0.2","14542"
"Koda Glover","Nationals","0","0","0","0","4.26","0","5","5.0","5","2","1","5","2","1.38","8.61","3.70","4.32","0.0","17695"
"Kelvin Herrera","White Sox","2","2","2","6","4.31","0","33","33.0","33","16","5","31","11","1.32","8.50","2.97","4.32","0.3","6033"
"Zack Godley","Diamondbacks","2","3","0","2","4.44","4","23","42.0","42","21","5","39","17","1.42","8.47","3.71","4.33","0.3","14862"
"Martin Perez","Twins","5","5","0","0","4.47","14","14","79.0","84","39","9","60","29","1.44","6.81","3.33","4.33","1.2","6902"
"Zach Duke","Reds","1","1","0","3","4.19","0","20","20.0","19","10","2","19","10","1.45","8.51","4.54","4.33","0.0","3840"
"Yusmeiro Petit","Athletics","1","1","0","6","4.33","0","31","31.0","32","15","5","27","7","1.24","7.86","2.00","4.34","0.1","4020"
"Travis Bergen","Giants","0","1","0","0","4.24","0","8","8.0","7","4","1","7","3","1.38","8.61","3.93","4.34","0.0","18581"
"Ian Gibaut","Rays","0","0","0","0","4.18","0","2","2.0","2","1","0","3","1","1.36","10.00","4.36","4.34","0.0","sa857671"
"Tyler Webb","Cardinals","1","0","0","0","4.19","0","13","13.0","12","6","2","12","5","1.37","8.86","3.73","4.34","0.0","14974"
"John Axford","Blue Jays","0","0","0","0","4.33","0","2","2.0","2","1","0","2","1","1.41","8.93","4.06","4.34","0.0","9059"
"Chris Flexen","Mets","0","1","0","0","4.30","0","7","7.0","7","3","1","7","3","1.37","8.65","3.62","4.34","0.0","13896"
"Jake Odorizzi","Twins","6","5","0","0","4.35","15","15","89.0","84","43","14","90","32","1.30","9.08","3.28","4.34","1.5","6397"
"Alex Wood","Reds","3","3","0","0","4.27","7","7","42.0","43","20","6","38","15","1.36","8.10","3.10","4.34","0.6","13781"
"Mike Minor","Rangers","6","6","0","0","4.38","16","16","96.0","94","47","15","89","30","1.29","8.37","2.83","4.34","1.7","10021"
"Nick Goody","Indians","1","1","0","1","4.32","0","15","15.0","13","7","3","19","6","1.30","11.13","3.82","4.35","0.0","13685"
"Jordan Lyles","Pirates","4","4","0","0","4.59","12","12","70.0","72","36","9","62","26","1.40","8.02","3.31","4.35","0.9","7593"
"Peter Fairbanks","Rangers","1","1","0","6","4.25","0","27","27.0","25","13","4","29","13","1.39","9.47","4.25","4.35","0.2","17998"
"Chad Sobotka","Braves","0","1","0","0","4.27","0","10","10.0","9","5","1","11","6","1.48","10.47","5.45","4.36","0.0","17470"
"Montana DuRapau","Pirates","1","1","0","0","4.28","0","13","13.0","12","6","2","13","5","1.35","9.41","3.90","4.36","0.0","16768"
"Ian Kennedy","Royals","1","2","15","1","4.34","0","30","30.0","29","14","5","29","8","1.26","8.76","2.56","4.36","0.2","6986"
"Jordan Yamamoto","Marlins","2","3","0","0","4.40","7","7","43.0","41","21","5","39","17","1.38","8.20","3.68","4.37","0.5","17585"
"Jerry Blevins","Braves","1","1","0","0","4.30","0","15","15.0","14","7","2","16","7","1.42","9.86","4.33","4.37","0.0","7841"
"Clay Holmes","Pirates","1","1","0","0","4.35","0","13","13.0","12","6","1","12","7","1.53","8.31","4.96","4.37","0.0","13649"
"Cory Gearrin","Mariners","1","1","0","6","4.29","0","26","26.0","25","12","3","24","11","1.39","8.45","3.94","4.37","0.1","7947"
"Buck Farmer","Tigers","2","2","1","8","4.29","0","31","31.0","30","15","4","30","13","1.38","8.70","3.69","4.38","0.2","14814"
"Matt Strahm","Padres","4","5","0","0","4.30","12","12","70.0","68","34","11","72","23","1.29","9.19","2.93","4.38","0.8","13799"
"Trevor Richards","Marlins","4","6","0","0","4.37","15","15","85.0","83","41","12","80","33","1.36","8.41","3.44","4.39","1.0","19309"
"Wilmer Font","Mets","1","1","0","2","4.27","0","20","20.0","18","9","3","20","7","1.29","9.17","3.08","4.39","0.0","5257"
"Taijuan Walker","Diamondbacks","1","1","0","0","4.51","2","2","13.0","13","7","2","12","4","1.34","8.48","3.03","4.39","0.2","11836"
"Sal Romano","Reds","0","0","0","0","4.35","0","5","5.0","5","2","1","5","2","1.33","8.10","2.88","4.39","0.0","13690"
"Juan Minaya","White Sox","1","1","0","4","4.34","0","26","26.0","23","12","3","27","12","1.40","9.39","4.34","4.39","0.1","10341"
"Brett Martin","Rangers","1","1","0","2","4.53","0","17","17.0","18","9","2","14","7","1.44","7.50","3.47","4.39","0.0","17369"
"Edubray Ramos","Phillies","1","1","0","0","4.45","0","12","12.0","12","6","2","12","5","1.36","8.61","3.32","4.39","0.0","16086"
"Shawn Armstrong","Orioles","1","1","1","8","4.23","0","32","32.0","29","15","4","36","16","1.38","10.02","4.45","4.40","0.3","12857"
"Adam McCreery","Dodgers","0","0","0","0","4.00","0","5","5.0","4","2","1","5","3","1.48","9.04","5.16","4.40","0.0","19550"
"Connor Sadzeck","Mariners","1","1","0","0","4.18","0","12","12.0","10","5","1","12","6","1.43","9.39","4.89","4.40","0.0","13483"
"J. D. Hammer","Phillies","1","1","0","5","4.31","0","22","22.0","21","11","3","23","9","1.35","9.47","3.81","4.40","0.0","19548"
"Tanner Roark","Reds","5","6","0","0","4.39","16","16","92.0","91","45","13","84","31","1.32","8.27","3.00","4.40","1.4","8753"
"Francisco Liriano","Pirates","1","2","1","8","4.41","0","30","30.0","29","15","4","30","15","1.44","8.76","4.35","4.41","0.2","3201"
"Marco Gonzales","Mariners","5","6","0","0","4.47","14","14","82.0","90","41","12","62","21","1.35","6.82","2.34","4.41","1.2","15467"
"Vince Velasquez","Phillies","4","5","0","2","4.52","10","25","75.0","71","38","13","85","29","1.34","10.17","3.53","4.41","0.9","11189"
"Anthony Bass","Mariners","1","2","1","7","4.42","0","28","28.0","29","14","4","24","10","1.39","7.80","3.29","4.41","0.1","7982"
"Adrian Houser","Brewers","1","2","0","4","4.48","2","24","32.0","32","16","4","30","12","1.40","8.48","3.48","4.41","0.1","12718"
"Tim Hill","Royals","0","1","0","0","4.38","0","12","12.0","13","6","1","10","5","1.42","7.61","3.60","4.41","0.0","16814"
"Logan Allen","Padres","4","5","0","0","4.34","11","11","61.0","59","29","8","58","27","1.41","8.59","3.98","4.41","0.6","18555"
"Mike Montgomery","Cubs","2","2","0","6","4.28","1","28","32.0","32","15","4","25","12","1.39","7.02","3.42","4.42","0.1","4869"
"Drew Gagnon","Mets","1","1","0","0","4.42","0","15","15.0","14","7","2","14","5","1.33","8.78","3.21","4.42","0.0","12545"
"Michael Pineda","Twins","4","4","0","0","4.66","12","12","69.0","76","36","12","61","16","1.33","7.90","2.10","4.42","1.0","5372"
"Josh Staumont","Royals","0","0","0","0","4.21","0","10","10.0","8","5","1","12","7","1.48","11.34","6.08","4.42","0.0","sa857581"
"Jonathan Loaisiga","Yankees","1","1","0","0","4.51","3","3","19.0","19","10","3","19","6","1.32","8.80","2.94","4.42","0.3","19753"
"Hunter Strickland","Mariners","1","1","1","4","4.31","0","19","19.0","18","9","3","17","7","1.36","8.10","3.49","4.42","0.0","7836"
"Yonny Chirinos","Rays","5","5","0","0","4.37","14","14","84.0","88","41","13","69","22","1.30","7.36","2.32","4.42","1.1","16401"
"Junior Guerra","Brewers","1","2","1","9","4.32","0","32","32.0","30","15","5","32","13","1.35","8.97","3.59","4.43","0.2","5702"
"Joe Biagini","Blue Jays","2","2","2","6","4.64","0","32","32.0","34","17","4","27","10","1.39","7.45","2.94","4.43","0.2","13194"
"Phillip Diehl","Rockies","0","0","0","0","4.66","0","5","5.0","5","3","1","5","2","1.47","9.15","4.03","4.43","0.0","20030"
"Austin Brice","Marlins","1","2","0","6","4.24","0","28","28.0","27","13","3","25","11","1.37","8.03","3.54","4.43","0.0","17237"
"Adalberto Mejia","Twins","0","0","0","0","4.40","0","2","2.0","3","1","0","2","1","1.38","7.99","3.31","4.43","0.0","13188"
"Keynan Middleton","Angels","0","0","0","0","4.21","0","5","5.0","4","2","1","5","2","1.33","9.45","3.98","4.43","0.0","15264"
"Bryan Mitchell","Padres","0","0","0","0","4.34","0","2","2.0","2","1","0","1","1","1.41","7.52","3.63","4.43","0.0","11479"
"Ryan Yarbrough","Rays","4","5","0","0","4.34","10","22","68.0","70","33","10","55","20","1.32","7.31","2.60","4.43","0.7","16502"
"Blaine Hardy","Tigers","1","1","0","5","4.42","0","29","29.0","30","14","4","22","8","1.33","6.98","2.46","4.43","0.1","6499"
"Ty Blach","Giants","0","1","0","0","4.50","1","6","10.0","11","5","1","6","3","1.40","5.52","2.61","4.43","0.1","14361"
"Kyle Wright","Braves","0","0","0","0","4.50","1","3","7.0","7","4","1","6","3","1.47","8.05","4.01","4.43","0.0","19665"
"Ryan Helsley","Cardinals","1","1","0","0","4.37","0","10","10.0","9","5","1","11","5","1.43","9.36","4.53","4.43","0.0","18138"
"Aaron Wilkerson","Brewers","0","0","0","0","4.47","0","7","7.0","7","4","1","7","3","1.33","8.63","3.10","4.44","0.0","16904"
"Mike Mayers","Cardinals","0","0","0","0","4.43","0","5","5.0","5","2","1","5","2","1.38","8.22","3.33","4.44","0.0","15451"
"Anibal Sanchez","Nationals","4","5","0","0","4.84","14","14","80.0","81","43","13","77","28","1.37","8.63","3.17","4.44","0.9","3284"
"Jalen Beeks","Rays","3","3","0","0","4.33","6","21","52.0","50","25","7","48","21","1.38","8.38","3.69","4.45","0.5","17192"
"Drew Pomeranz","Giants","2","3","0","0","4.41","6","11","43.0","40","21","6","43","20","1.41","9.17","4.17","4.45","0.3","11426"
"Cionel Perez","Astros","1","1","0","0","4.42","1","6","9.0","9","5","1","9","4","1.41","8.24","3.86","4.45","0.1","19614"
"Brad Keller","Royals","5","6","0","0","4.49","15","15","90.0","95","45","9","62","35","1.46","6.28","3.52","4.46","1.1","15734"
"Wei-Yin Chen","Marlins","1","2","0","4","4.39","1","21","25.0","25","12","4","22","7","1.30","8.02","2.62","4.46","0.0","13071"
"Jake McGee","Rockies","1","1","0","6","4.62","0","27","27.0","28","14","4","26","9","1.35","8.47","2.88","4.46","0.1","7550"
"Mike Morin","Twins","1","1","0","0","4.55","0","12","12.0","13","6","2","10","3","1.34","6.97","2.35","4.46","0.0","13442"
"Adam Warren","Padres","1","1","0","0","4.40","0","12","12.0","12","6","2","12","5","1.37","8.34","3.44","4.46","0.0","9029"
"Mitch Keller","Pirates","2","2","0","0","4.48","7","7","38.0","38","19","5","34","17","1.43","8.15","3.95","4.46","0.5","17594"
"Ryan Buchter","Athletics","1","1","0","4","4.19","0","24","24.0","21","11","3","25","12","1.36","9.44","4.43","4.46","0.1","9456"
"Alex Reyes","Cardinals","3","3","0","2","4.36","7","22","53.0","48","26","6","58","32","1.50","9.75","5.39","4.46","0.4","15015"
"Ryan Weber","Red Sox","0","0","0","0","4.60","1","3","7.0","8","4","1","4","2","1.37","5.47","1.91","4.46","0.1","10160"
"Ruben Alaniz","Reds","0","0","0","0","4.40","0","3","3.0","2","1","0","3","1","1.42","9.34","4.19","4.47","0.0","10819"
"Kyle Barraclough","Nationals","1","1","0","0","4.43","0","12","12.0","11","6","2","14","7","1.46","10.07","5.13","4.47","0.0","13713"
"Chris Mazza","Mets","1","1","0","0","4.40","2","7","19.0","19","9","2","15","6","1.38","7.22","3.14","4.47","0.2","sa599371"
"Tyler Kinley","Marlins","0","1","0","0","4.40","0","13","13.0","11","6","1","14","8","1.51","9.83","5.45","4.47","0.0","18297"
"Derian Gonzalez","Cardinals","0","0","0","0","4.34","0","3","3.0","2","1","0","2","1","1.45","8.15","4.30","4.47","0.0","sa737568"
"Ben Bowden","Rockies","0","0","0","0","4.41","0","10","10.0","9","5","1","11","5","1.41","10.29","4.53","4.48","0.0","sa873701"
"Jesus Luzardo","Athletics","2","2","0","0","4.33","6","6","36.0","35","17","5","32","13","1.34","7.99","3.23","4.48","0.5","sa917981"
"Javy Guerra","Nationals","1","1","0","6","4.53","0","25","25.0","26","13","3","22","11","1.45","8.08","3.80","4.48","0.0","7407"
"Jake Faria","Rays","0","0","0","0","4.40","0","2","2.0","2","1","0","2","1","1.36","9.01","3.82","4.48","0.0","13699"
"Eric Lauer","Padres","4","5","0","0","4.45","13","13","74.0","76","36","10","64","27","1.40","7.78","3.29","4.49","0.7","19316"
"JT Brubaker","Pirates","0","0","0","0","4.51","1","3","7.0","8","4","1","6","3","1.40","7.50","3.30","4.49","0.1","sa875176"
"Nick Pivetta","Phillies","4","6","0","0","4.67","14","14","79.0","79","41","14","82","27","1.34","9.30","3.12","4.49","0.9","15454"
"Jose Suarez","Reds","0","0","0","0","4.46","6","6","37.0","36","18","6","34","13","1.32","8.42","3.07","4.49","0.5","sa597426"
"Scott Barlow","Royals","1","2","2","5","4.54","0","27","27.0","26","14","4","30","13","1.41","9.79","4.23","4.49","0.0","14993"
"Spencer Turnbull","Tigers","4","5","0","0","4.61","13","13","73.0","74","37","9","63","31","1.43","7.73","3.76","4.49","1.0","16207"
"Chris Bassitt","Athletics","4","4","0","0","4.38","12","12","72.0","71","35","9","63","30","1.40","7.84","3.73","4.49","1.0","12304"
"Jeff Samardzija","Giants","4","6","0","0","4.70","15","15","88.0","91","46","14","73","25","1.33","7.52","2.60","4.50","0.7","3254"
"Conner Menez","Giants","1","1","0","0","4.25","2","2","9.0","8","4","1","10","5","1.39","9.27","4.39","4.50","0.1","sa918322"
"Justin Miller","Nationals","1","1","0","0","4.49","0","12","12.0","12","6","2","13","4","1.30","9.21","2.99","4.50","0.0","8580"
"Blake Parker","Twins","1","1","3","7","4.46","0","32","32.0","32","16","5","33","12","1.34","9.07","3.27","4.50","0.2","5224"
"Merrill Kelly","Diamondbacks","5","6","0","0","4.68","14","14","83.0","88","43","13","72","27","1.38","7.78","2.91","4.50","0.9","11156"
"Brian Flynn","Royals","1","1","0","2","4.42","0","17","17.0","18","8","2","12","7","1.46","6.49","3.71","4.51","0.0","12027"
"Danny Duffy","Royals","5","6","0","0","4.56","15","15","88.0","90","45","13","77","30","1.36","7.89","3.08","4.51","1.1","3542"
"Jimmy Nelson","Brewers","2","2","0","0","4.50","5","15","37.0","37","19","5","35","15","1.40","8.39","3.66","4.51","0.3","10547"
"Matt Bush","Rangers","0","0","0","0","4.47","0","5","5.0","5","2","1","5","2","1.36","8.67","3.60","4.51","0.0","1246"
"Zack Littell","Twins","1","1","0","0","4.55","1","11","15.0","15","7","2","12","5","1.40","7.58","3.25","4.51","0.1","15823"
"Shawn Kelley","Rangers","1","1","1","8","4.58","0","27","27.0","27","14","5","28","8","1.28","9.20","2.61","4.51","0.1","7773"
"Erick Fedde","Nationals","2","3","0","0","4.66","6","14","45.0","48","23","6","36","17","1.45","7.23","3.40","4.51","0.4","17425"
"R.J. Alvarez","Marlins","0","0","0","0","4.35","0","5","5.0","5","2","1","5","2","1.40","9.17","4.40","4.51","0.0","13401"
"Domingo German","Yankees","4","4","0","0","4.61","12","12","70.0","67","36","12","73","24","1.31","9.44","3.11","4.51","1.1","17149"
"Mike Foltynewicz","Braves","4","4","0","0","4.53","12","12","68.0","67","34","11","67","25","1.34","8.91","3.27","4.51","0.7","10811"
"Jakob Junis","Royals","4","6","0","0","4.60","14","14","83.0","86","43","14","75","23","1.31","8.15","2.47","4.52","0.9","13619"
"Roenis Elias","Mariners","2","2","14","1","4.41","0","30","30.0","30","15","4","27","13","1.39","8.02","3.73","4.52","0.2","12673"
"Dean Deetz","Astros","0","0","0","0","4.33","0","2","2.0","2","1","0","3","1","1.43","10.48","5.16","4.52","0.0","16687"
"Cody Anderson","Indians","0","0","0","0","4.53","0","2","2.0","3","1","0","2","1","1.37","7.69","2.96","4.52","0.0","12799"
