"Name","Team","W","L","SV","HLD","ERA","GS","G","IP","H","ER","HR","SO","BB","WHIP","K/9","BB/9","FIP","WAR","playerid"
"Ty Buttrey","Angels","2","2","3","7","3.61","0","32","32.0","27","13","3","36","13","1.28","10.10","3.73","3.63","0.6","14719"
"Tyler Glasnow","Rays","2","2","0","0","3.69","5","5","27.0","23","11","3","33","12","1.28","10.93","3.94","3.65","0.6","14374"
"Sam Dyson","Giants","2","2","2","7","3.61","0","32","32.0","32","13","3","28","10","1.28","7.62","2.77","3.65","0.3","11710"
"Trevor Bauer","Indians","7","5","0","0","3.72","16","16","101.0","89","42","12","117","37","1.25","10.38","3.30","3.66","2.2","12703"
"Jace Fry","White Sox","1","1","0","5","3.70","0","28","28.0","23","12","3","34","15","1.37","10.82","4.86","3.66","0.3","16159"
"Luis Severino","Yankees","3","2","0","0","3.61","7","7","38.0","33","15","5","44","11","1.15","10.32","2.57","3.67","0.9","15890"
"Jeremy Jeffress","Brewers","2","1","3","6","3.55","0","32","32.0","29","13","3","32","12","1.30","9.11","3.43","3.67","0.5","9490"
"Ryne Stanek","Rays","2","2","0","6","3.63","2","32","44.0","36","18","5","53","19","1.26","11.03","3.92","3.67","0.6","15947"
"Zack Britton","Yankees","2","1","1","8","3.42","0","30","30.0","28","12","2","28","14","1.37","8.21","4.08","3.68","0.5","3240"
"Tony Watson","Giants","2","2","0","7","3.51","0","30","30.0","28","12","3","27","8","1.20","8.24","2.27","3.68","0.2","3132"
"Oliver Perez","Indians","1","1","0","4","3.49","0","22","22.0","20","9","3","26","7","1.17","10.45","2.67","3.69","0.2","1514"
"Mike Soroka","Braves","5","4","0","0","3.72","12","12","69.0","69","28","7","58","18","1.27","7.65","2.37","3.69","1.3","18383"
"Jeurys Familia","Mets","1","1","0","4","3.70","0","20","20.0","17","8","2","21","9","1.35","9.67","4.25","3.70","0.1","5114"
"Scott Oberg","Rockies","2","2","2","7","3.85","0","35","35.0","33","15","4","35","13","1.32","9.10","3.35","3.71","0.6","13911"
"David Hernandez","Reds","2","1","0","6","3.66","0","28","28.0","25","11","4","31","9","1.21","9.98","2.86","3.72","0.3","4259"
"Brandon Morrow","Cubs","0","0","0","0","3.70","0","5","5.0","4","2","1","5","2","1.25","9.54","3.07","3.72","0.0","9346"
"Hector Noesi","Marlins","0","0","0","0","3.66","0","5","5.0","5","2","1","5","1","1.17","9.65","2.56","3.73","0.0","3292"
"Zac Rosscup","Dodgers","0","0","0","0","3.74","0","10","10.0","8","4","1","12","5","1.32","11.62","4.43","3.74","0.0","9419"
"Raisel Iglesias","Reds","2","2","17","1","3.56","0","33","33.0","28","13","4","40","12","1.22","10.74","3.35","3.74","0.7","17130"
"Juan Nicasio","Phillies","2","1","1","9","3.83","0","30","30.0","28","13","4","32","10","1.28","9.67","3.08","3.76","0.3","7731"
"David Price","Red Sox","6","4","0","0","3.83","14","14","77.0","74","33","10","78","20","1.21","9.12","2.33","3.76","1.6","3184"
"Jameson Taillon","Pirates","2","2","0","0","3.84","6","6","33.0","33","14","4","30","7","1.23","8.14","2.07","3.76","0.6","11674"
"Zack Wheeler","Mets","5","5","0","0","3.77","15","15","92.0","85","39","11","94","29","1.24","9.18","2.85","3.77","1.8","10310"
"Jose Castillo","Padres","0","0","0","0","3.61","0","8","8.0","7","3","1","10","4","1.26","11.16","4.04","3.77","0.0","17169"
"German Marquez","Rockies","6","5","0","0","3.97","15","15","92.0","89","40","12","97","25","1.25","9.53","2.44","3.77","2.0","15038"
"Andrew Kittredge","Rays","1","1","0","0","3.81","0","20","20.0","19","8","2","20","6","1.26","9.10","2.90","3.77","0.1","12828"
"Tony Barnette","Cubs","1","0","0","0","3.86","0","12","12.0","12","5","1","12","4","1.28","8.72","2.94","3.77","0.0","3555"
"Brad Brach","Cubs","2","1","0","6","3.74","0","27","27.0","24","11","2","29","13","1.35","9.52","4.40","3.78","0.2","6627"
"Joe Jimenez","Tigers","2","2","2","6","3.88","0","34","34.0","29","15","4","41","14","1.27","11.07","3.71","3.78","0.6","15761"
"Richard Lovelady","Royals","1","1","0","0","3.75","0","15","15.0","14","6","1","13","6","1.33","8.06","3.36","3.78","0.0","19337"
"Steven Okert","Giants","0","0","0","0","3.64","0","2","2.0","2","1","0","3","1","1.19","10.04","3.05","3.78","0.0","13580"
"Anthony Banda","Rays","0","0","0","0","3.61","0","2","2.0","2","1","0","3","1","1.23","10.23","3.34","3.79","0.0","14706"
"Ryan Madson","","1","1","0","0","3.84","0","20","20.0","19","9","2","21","6","1.24","9.24","2.77","3.79","0.3","1852"
"Scott Alexander","Dodgers","1","1","0","0","3.63","0","12","12.0","12","5","1","10","5","1.36","7.54","3.53","3.79","0.0","10591"
"Chris Martin","Rangers","2","1","2","7","3.95","0","32","32.0","33","14","4","31","7","1.25","8.67","2.04","3.80","0.5","11847"
"Steve Cishek","Cubs","2","1","2","7","3.58","0","32","32.0","28","13","3","35","13","1.27","9.92","3.70","3.80","0.4","6483"
"Grant Dayton","Braves","0","0","0","0","3.78","0","2","2.0","2","1","0","3","1","1.23","10.63","3.22","3.80","0.0","11203"
"Mychal Givens","Orioles","2","2","16","0","3.80","0","32","32.0","27","14","4","38","13","1.25","10.64","3.68","3.82","0.6","10430"
"Brandon Woodruff","Brewers","5","4","0","0","3.91","14","14","83.0","77","36","10","90","29","1.27","9.71","3.12","3.82","1.5","16162"
"Ross Stripling","Dodgers","4","3","0","3","3.80","6","28","58.0","56","24","8","58","15","1.23","8.95","2.36","3.82","0.7","13273"
"Darren O'Day","Braves","0","0","0","0","3.85","0","2","2.0","2","1","0","3","1","1.24","10.43","3.20","3.82","0.0","3321"
"Lou Trivino","Athletics","3","2","1","8","3.74","0","34","34.0","30","14","3","34","15","1.33","9.06","3.95","3.82","0.5","15043"
"Caleb Ferguson","Dodgers","1","1","0","2","3.65","0","17","17.0","15","7","2","19","7","1.29","10.32","3.73","3.83","0.1","19349"
"Carlos Martinez","Cardinals","4","3","1","12","3.71","5","35","59.0","55","24","6","58","23","1.32","8.87","3.52","3.83","0.8","11682"
"Dallas Keuchel","Braves","6","5","0","0","3.90","14","14","86.0","90","37","9","67","24","1.33","6.95","2.52","3.83","1.4","9434"
"Aaron Bummer","White Sox","1","1","0","6","3.68","0","31","31.0","28","13","3","30","13","1.36","8.86","3.93","3.83","0.3","16258"
"Adam Ottavino","Yankees","2","2","14","1","3.79","0","33","33.0","25","14","4","45","18","1.30","12.38","4.93","3.84","0.6","1247"
"Seth Lugo","Mets","2","2","2","6","3.83","0","32","32.0","30","13","4","33","9","1.22","9.45","2.53","3.84","0.3","12447"
"Emilio Pagan","Rays","2","1","2","7","3.74","0","32","32.0","28","13","5","37","11","1.19","10.49","2.98","3.85","0.5","14771"
"Nick Burdi","Pirates","0","0","0","0","3.58","0","3","3.0","2","1","0","3","1","1.34","10.99","4.25","3.85","0.0","16074"
"Jimmie Sherfy","Diamondbacks","1","1","0","0","3.80","0","17","17.0","14","7","2","20","8","1.33","10.54","4.24","3.85","0.0","15118"
"Zack Greinke","Diamondbacks","6","5","0","0","3.82","16","16","97.0","94","41","14","91","21","1.19","8.39","1.98","3.85","1.7","1943"
"Collin McHugh","Astros","2","1","0","3","3.81","0","24","24.0","22","10","3","26","7","1.21","9.44","2.59","3.86","0.1","7531"
"Hector Rondon","Astros","2","1","1","7","3.94","0","27","27.0","25","12","3","28","9","1.28","9.24","3.02","3.86","0.3","2391"
"JT Chargois","Dodgers","0","0","0","0","3.76","0","7","7.0","6","3","1","8","3","1.36","9.80","4.32","3.86","0.0","13767"
"Lewis Thorpe","Twins","1","0","0","0","3.76","0","10","10.0","9","4","2","12","3","1.18","10.35","2.78","3.86","0.0","sa739599"
"Chris Paddack","Padres","4","4","0","0","3.95","12","12","70.0","66","31","10","74","17","1.19","9.56","2.22","3.86","1.3","20099"
"Mike Clevinger","Indians","6","4","0","0","3.85","14","14","80.0","70","34","10","91","32","1.27","10.21","3.56","3.86","1.5","12808"
"Rich Hill","Dodgers","3","3","0","0","3.73","9","9","49.0","42","20","7","56","15","1.16","10.33","2.79","3.88","0.8","4806"
"Julio Urias","Dodgers","3","2","0","4","3.76","5","26","49.0","43","20","6","54","19","1.27","9.96","3.49","3.89","0.6","14765"
"Tyler Duffey","Twins","1","1","0","5","4.05","0","25","25.0","24","11","3","25","7","1.26","9.15","2.57","3.89","0.2","13758"
"Marcus Walden","Red Sox","2","1","0","7","4.01","0","30","30.0","29","13","3","27","11","1.34","8.16","3.22","3.89","0.2","8004"
"Colten Brewer","Red Sox","1","1","0","5","4.06","0","25","25.0","24","11","2","24","11","1.41","8.71","4.06","3.89","0.1","12997"
"Brad Wieck","Padres","1","1","0","5","3.86","0","25","25.0","21","11","3","32","12","1.29","11.68","4.15","3.90","0.1","16390"
"Tommy Hunter","Phillies","1","1","0","5","3.92","0","22","22.0","22","10","3","20","6","1.25","7.95","2.41","3.90","0.1","1157"
"Craig Stammen","Padres","2","2","2","7","4.02","0","32","32.0","32","15","4","31","9","1.26","8.54","2.45","3.90","0.3","7274"
"Chaz Roe","Rays","2","2","1","8","3.89","0","32","32.0","28","14","3","35","15","1.33","9.89","4.09","3.91","0.3","9866"
"Robbie Ray","Diamondbacks","5","4","0","0","3.95","14","14","81.0","68","35","11","103","38","1.33","11.54","4.29","3.91","1.4","11486"
"Joshua James","Astros","2","1","0","5","3.90","1","28","31.0","26","14","4","39","15","1.32","11.30","4.44","3.91","0.3","16794"
"Chris Devenski","Astros","2","1","0","7","3.90","0","32","32.0","28","14","5","36","9","1.18","10.09","2.68","3.91","0.3","12763"
"John Brebbia","Cardinals","1","1","0","6","3.85","0","23","23.0","20","10","3","26","7","1.22","10.20","2.95","3.92","0.1","12777"
"Sonny Gray","Reds","6","5","0","0","3.98","16","16","90.0","83","40","11","91","34","1.31","9.15","3.45","3.92","1.7","12768"
"Cam Bedrosian","Angels","2","2","1","8","3.81","0","29","29.0","27","12","3","30","12","1.33","9.30","3.64","3.92","0.3","13360"
"Brandon Workman","Red Sox","2","2","1","8","3.98","0","30","30.0","26","13","3","34","14","1.36","10.18","4.23","3.92","0.3","11428"
"Joey Lucchesi","Padres","5","5","0","0","3.97","15","15","84.0","82","37","11","85","27","1.30","9.11","2.93","3.92","1.3","19320"
"Robbie Erlin","Padres","1","1","0","0","4.00","2","14","22.0","22","10","3","19","5","1.24","7.83","1.97","3.92","0.2","10354"
"Amir Garrett","Reds","2","1","2","7","3.76","0","33","33.0","28","14","4","41","15","1.29","11.08","4.01","3.93","0.4","14375"
"Jon Gray","Rockies","5","5","0","0","4.31","14","14","82.0","81","39","11","87","28","1.32","9.54","3.05","3.93","1.6","14916"
"Wander Suero","Nationals","2","2","1","9","3.99","0","30","30.0","28","13","4","32","11","1.30","9.46","3.27","3.93","0.3","15855"
"Robert Gsellman","Mets","1","1","1","8","3.87","0","32","32.0","31","14","3","29","11","1.32","8.23","3.12","3.93","0.3","13696"
"Josh Sborz","Dodgers","0","0","0","0","3.90","0","7","7.0","7","3","1","8","3","1.32","9.38","3.73","3.94","0.0","18323"
"Xavier Cedeno","Cubs","0","0","0","0","3.84","0","2","2.0","2","1","0","2","1","1.40","8.30","4.10","3.94","0.0","36"
"Pedro Baez","Dodgers","2","2","2","7","3.81","0","31","31.0","28","13","4","32","12","1.26","9.27","3.31","3.94","0.4","5420"
"Luis Castillo","Reds","5","5","0","0","3.88","15","15","84.0","75","36","11","91","31","1.26","9.77","3.35","3.95","1.5","15689"
"Kyle Hendricks","Cubs","5","4","0","0","3.87","12","12","72.0","71","31","9","62","17","1.22","7.77","2.14","3.95","1.4","12049"
"Yoan Lopez","Diamondbacks","2","2","2","6","4.04","0","31","31.0","28","14","4","34","14","1.35","9.92","3.95","3.95","0.3","17181"
"Luis Avilan","Mets","1","1","0","6","3.89","0","27","27.0","25","12","3","28","11","1.36","9.25","3.86","3.95","0.2","2882"
"Alex Colome","White Sox","2","2","17","1","3.93","0","33","33.0","32","15","4","33","12","1.30","8.97","3.15","3.96","0.4","6661"
"Kenta Maeda","Dodgers","5","4","0","0","3.97","13","13","75.0","70","33","11","79","24","1.24","9.51","2.83","3.96","1.2","18498"
"Pedro Strop","Cubs","2","2","14","1","3.84","0","32","32.0","28","14","4","34","13","1.29","9.58","3.77","3.96","0.3","4070"
"Phil Maton","Padres","1","1","0","0","3.97","0","16","16.0","15","7","2","18","6","1.28","9.67","3.14","3.96","0.0","18064"
"Kevin Gausman","Braves","4","3","0","0","4.04","8","25","62.0","61","28","8","59","18","1.28","8.54","2.64","3.98","0.7","14107"
"Heath Hembree","Red Sox","1","1","0","0","4.04","0","15","15.0","13","7","2","17","6","1.29","10.44","3.47","3.98","0.0","11632"
"Alex Claudio","Brewers","1","1","0","6","3.90","0","27","27.0","29","12","3","19","7","1.32","6.25","2.33","3.98","0.2","12890"
"Pablo Lopez","Marlins","4","4","0","0","3.89","11","11","66.0","65","28","8","56","18","1.26","7.68","2.41","3.98","1.1","17085"
"Trey Wingenter","Padres","1","1","1","8","3.99","0","30","30.0","24","13","4","39","17","1.38","11.71","5.10","3.98","0.2","17793"
"Jack Flaherty","Cardinals","6","5","0","0","3.91","15","15","84.0","75","37","12","96","29","1.24","10.22","3.15","3.99","1.5","17479"
"Chris Archer","Pirates","5","5","0","0","4.22","16","16","90.0","88","42","13","98","33","1.34","9.72","3.27","3.99","1.5","6345"
"Marcus Stroman","Blue Jays","5","5","0","0","4.18","15","15","90.0","94","42","9","70","28","1.37","7.01","2.85","3.99","1.6","13431"
"Joel Payamps","Diamondbacks","0","0","0","0","4.03","0","2","2.0","2","1","0","2","1","1.21","8.72","2.22","3.99","0.0","sa597219"
"Miles Mikolas","Cardinals","6","5","0","0","3.99","16","16","93.0","98","41","12","72","19","1.26","7.00","1.84","3.99","1.4","9803"
"Andrew Vasquez","Twins","0","0","0","0","3.88","0","2","2.0","2","1","0","3","1","1.39","10.10","4.56","3.99","0.0","19482"
"Dillon Maples","Cubs","0","0","0","0","3.86","0","7","7.0","5","3","1","11","7","1.61","13.59","8.21","4.00","0.0","14672"
"Frankie Montas","Athletics","0","0","0","0","4.00","1","1","5.0","5","2","1","4","2","1.33","8.17","2.99","4.00","0.1","14309"
"Sean Newcomb","Braves","2","2","1","9","4.02","2","32","43.0","39","19","5","45","19","1.33","9.34","3.89","4.00","0.5","16943"
"J.B. Wendelken","Athletics","1","1","0","3","3.99","0","19","19.0","18","9","2","20","8","1.33","9.26","3.53","4.00","0.0","14506"
"Nick Wittgren","Indians","2","2","2","7","4.09","0","35","35.0","35","16","5","34","10","1.28","8.79","2.61","4.01","0.4","15594"
"James Karinchak","Indians","1","0","0","0","3.90","0","10","10.0","8","4","1","13","5","1.35","11.58","4.94","4.01","0.0","sa915662"
"Michael Feliz","Pirates","1","2","0","6","4.18","0","25","25.0","23","12","3","30","12","1.37","10.65","4.15","4.01","0.1","11903"
"Joe Musgrove","Pirates","6","6","0","0","4.14","16","16","91.0","94","42","12","76","21","1.27","7.56","2.09","4.02","1.5","12970"
"Kevin Quackenbush","Dodgers","0","0","0","0","3.99","0","7","7.0","7","3","1","8","2","1.24","9.72","2.91","4.03","0.0","12360"
"Anthony Swarzak","Braves","2","2","3","6","4.05","0","29","29.0","27","13","4","33","11","1.30","10.16","3.31","4.03","0.3","7466"
"Donnie Hart","Brewers","0","0","0","0","4.10","0","2","2.0","3","1","0","2","1","1.40","7.22","3.22","4.03","0.0","15306"
"Cole Hamels","Cubs","6","4","0","0","3.86","15","15","90.0","83","39","11","87","32","1.27","8.66","3.17","4.03","1.6","4972"
"Madison Bumgarner","Giants","5","6","0","0","3.95","16","16","100.0","95","44","15","97","26","1.21","8.77","2.32","4.03","1.3","5524"
"Austin Pruitt","Rays","0","0","0","0","4.14","0","10","10.0","10","5","1","8","2","1.28","7.42","2.12","4.04","0.0","15290"
"Jose Quintana","Cubs","6","5","0","0","4.01","15","15","88.0","86","39","11","81","29","1.30","8.26","2.95","4.04","1.4","11423"
"Robert Stock","Padres","0","1","0","0","4.09","0","11","11.0","10","5","1","12","6","1.43","9.57","4.50","4.04","0.0","6576"
"Adam Kolarek","Rays","2","1","0","6","3.85","0","30","30.0","30","13","3","23","11","1.38","7.05","3.41","4.05","0.1","10843"
"Dinelson Lamet","Padres","2","2","0","0","4.00","5","7","31.0","26","14","4","36","13","1.29","10.43","3.84","4.05","0.4","17186"
"Eduardo Rodriguez","Red Sox","6","4","0","0","4.20","14","14","83.0","79","39","12","87","27","1.28","9.47","2.97","4.05","1.3","13164"
"Carl Edwards Jr.","Cubs","1","1","0","5","4.04","0","22","22.0","17","10","3","29","14","1.38","11.64","5.47","4.05","0.1","13607"
"Kyle Keller","Marlins","0","0","0","0","3.88","0","5","5.0","4","2","1","6","2","1.32","10.00","4.17","4.06","0.0","sa875759"
"Ryne Harper","Twins","2","1","0","6","4.10","0","30","30.0","29","14","4","29","9","1.29","8.67","2.81","4.06","0.3","12680"
"Luis Perdomo","Padres","1","2","0","7","4.22","0","30","30.0","32","14","3","26","10","1.40","7.66","2.94","4.06","0.1","14682"
"Dan Winkler","Braves","1","1","0","2","4.08","0","20","20.0","18","9","2","21","8","1.34","9.79","3.71","4.06","0.1","12237"
"Max Fried","Braves","4","4","0","0","3.98","12","12","67.0","64","30","7","68","30","1.40","9.04","4.04","4.06","0.9","13743"
"Brandon Kintzler","Cubs","1","1","0","3","3.99","0","20","20.0","20","9","2","16","6","1.33","7.24","2.73","4.06","0.0","9939"
"Nick Vincent","Giants","1","1","0","2","4.12","0","18","18.0","17","8","2","16","5","1.26","8.29","2.50","4.06","0.0","7555"
"Lance Lynn","Rangers","6","5","0","0","4.06","15","15","88.0","86","40","11","87","33","1.36","8.84","3.39","4.07","1.8","2520"
"Dylan Floro","Dodgers","2","2","1","8","4.00","0","29","29.0","30","13","3","23","8","1.30","7.18","2.42","4.07","0.2","13394"
"Brad Peacock","Astros","5","4","0","0","4.11","12","14","71.0","65","33","11","80","26","1.28","10.14","3.27","4.08","1.2","5401"
"Masahiro Tanaka","Yankees","6","5","0","0","4.04","16","16","93.0","91","42","15","88","21","1.20","8.48","1.98","4.08","2.0","15764"
