"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","AVG","OBP","SLG","OPS","wOBA","Fld","BsR","WAR","playerid"
"Gerardo Parra","Nationals","4","18","17","4","1","0","0","2","2","1","3","0","0","0",".256",".306",".383",".689",".293","0.1","0.0","0.0","8553"
"Taylor Ward","Angels","2","7","7","2","0","0","0","1","1","1","2","0","0","0",".231",".310",".365",".675",".293","0.0","0.0","0.0","17548"
"Ramon Urias","Cardinals","0","2","1","0","0","0","0","0","0","0","0","0","0","0",".244",".307",".372",".680",".293","0.0","0.0","0.0","sa597169"
"Rafael Ortega","Braves","5","21","19","5","1","0","0","2","2","2","3","0","1","0",".250",".314",".362",".677",".292","0.0","0.0","0.0","10323"
"Jon Berti","Marlins","5","22","20","5","1","0","0","3","2","2","5","0","1","0",".239",".312",".360",".672",".292","0.0","0.1","0.0","12037"
"Donovan Solano","Giants","8","32","30","8","2","0","0","3","3","1","5","0","0","0",".274",".308",".374",".682",".292","0.0","0.0","0.0","8623"
"Tony Wolters","Rockies","10","43","37","9","2","0","0","4","4","4","8","1","0","0",".250",".329",".345",".674",".292","0.4","0.0","0.1","11470"
"Zack Collins","White Sox","9","37","31","6","1","0","1","4","4","6","13","0","0","0",".191",".313",".352",".665",".292","0.0","0.0","0.0","19181"
"Pablo Reyes","Pirates","6","25","22","6","1","0","1","3","3","2","5","0","1","0",".246",".303",".378",".681",".292","0.1","0.0","0.0","16357"
"Domingo Leyba","Diamondbacks","0","1","1","0","0","0","0","0","0","0","0","0","0","0",".249",".302",".380",".682",".292","0.0","0.0","0.0","16404"
"Austin Hays","Orioles","3","14","13","3","1","0","1","2","2","1","3","0","0","0",".248",".280",".417",".697",".291","0.1","0.0","0.0","19363"
"Welington Castillo","White Sox","4","17","15","3","1","0","1","2","2","1","5","0","0","0",".230",".286",".404",".690",".291","0.0","-0.1","0.0","3256"
"Mason Williams","Orioles","5","20","18","5","1","0","0","2","2","1","4","0","0","0",".259",".308",".372",".681",".291","-0.2","0.0","0.0","11859"
"Kevin Kramer","Pirates","3","12","11","3","1","0","0","1","1","1","3","0","0","0",".246",".304",".375",".679",".291","0.0","0.0","0.0","17689"
"Josh Phegley","Athletics","7","30","27","6","2","0","1","3","4","2","6","0","0","0",".235",".289",".399",".688",".291","0.0","-0.1","0.1","9308"
"Mikie Mahtook","Tigers","2","7","6","1","0","0","0","1","1","0","2","0","0","0",".230",".292",".395",".687",".291","0.0","0.0","0.0","13130"
"Jorge Bonifacio","Royals","1","4","4","1","0","0","0","0","0","0","1","0","0","0",".233",".299",".383",".682",".291","0.0","0.0","0.0","12174"
"Jake Marisnick","Astros","6","24","22","5","1","0","1","3","3","1","8","0","1","0",".225",".284",".405",".689",".291","0.1","0.1","0.1","11339"
"Ryan McBroom","Royals","9","37","34","8","2","0","1","4","4","2","10","0","0","0",".240",".296",".389",".685",".291","0.0","-0.1","-0.1","16524"
"Corban Joseph","Giants","5","20","19","5","1","0","0","2","2","1","3","0","0","0",".260",".307",".372",".679",".291","0.0","0.0","0.0","5503"
"Jarrod Dyson","Diamondbacks","14","60","53","13","2","1","1","8","4","6","10","1","4","1",".243",".321",".345",".666",".291","0.8","0.6","0.1","4866"
"Jarrett Parker","Angels","0","1","1","0","0","0","0","0","0","0","1","0","0","0",".210",".297",".384",".681",".291","0.0","0.0","0.0","11624"
"Troy Stokes Jr.","Tigers","1","3","2","1","0","0","0","0","0","0","1","0","0","0",".225",".300",".375",".675",".290","0.0","0.0","0.0","sa828871"
"Deivy Grullon","Phillies","0","2","2","0","0","0","0","0","0","0","1","0","0","0",".228",".280",".409",".689",".290","0.0","0.0","0.0","sa739661"
"Yairo Munoz","Cardinals","5","22","20","5","1","0","0","2","2","1","4","0","1","0",".256",".302",".383",".685",".290","-0.1","0.0","0.0","16313"
"Brandon Drury","Blue Jays","13","53","48","11","3","0","1","5","6","3","13","0","0","0",".237",".292",".392",".684",".290","-0.2","-0.1","0.0","11615"
"Chris Shaw","Giants","1","5","4","1","0","0","0","0","1","0","1","0","0","0",".233",".283",".406",".689",".290","0.0","0.0","0.0","17738"
"Brandon Dixon","Tigers","9","36","34","8","2","0","1","4","4","2","12","0","1","0",".236",".281",".410",".691",".290","0.0","0.0","0.0","15214"
"Matt Wieters","Cardinals","4","17","15","3","1","0","1","2","2","1","4","0","0","0",".230",".297",".385",".681",".290","0.1","0.0","0.0","4298"
"Joey Rickard","Giants","2","9","8","2","0","0","0","1","1","1","2","0","0","0",".237",".309",".364",".672",".290","0.0","0.0","0.0","13277"
"Matt Thaiss","Angels","8","34","30","7","1","0","1","4","4","3","8","0","0","0",".232",".299",".378",".676",".290","-0.1","0.0","0.0","19318"
"Guillermo Heredia","Rays","3","14","12","3","1","0","0","1","1","1","3","0","0","0",".239",".317",".344",".660",".289","-0.1","0.0","0.0","18721"
"Freddy Galvis","Reds","15","65","61","15","3","0","2","7","7","4","15","0","1","0",".246",".290",".394",".685",".289","0.3","0.1","0.0","6609"
"Pedro Severino","Orioles","9","37","33","8","1","0","1","4","4","3","8","0","0","0",".239",".299",".378",".677",".289","0.0","0.0","0.1","14523"
"Austin Allen","Padres","3","13","12","3","1","0","0","1","1","1","3","0","0","0",".239",".292",".394",".687",".289","-0.1","0.0","0.0","18083"
"Roman Quinn","Phillies","8","33","29","7","1","0","1","4","3","3","9","0","2","1",".235",".302",".370",".672",".289","-0.1","0.1","0.0","13546"
"Eddy Alvarez","Marlins","1","5","4","1","0","0","0","0","0","0","1","0","0","0",".236",".312",".351",".663",".289","0.0","0.0","0.0","sa806877"
"Kyle Higashioka","Yankees","0","2","2","0","0","0","0","0","0","0","1","0","0","0",".224",".275",".415",".690",".288","0.0","0.0","0.0","5517"
"Leury Garcia","White Sox","16","68","63","17","3","0","1","8","6","3","16","1","2","1",".264",".300",".374",".674",".288","0.1","0.2","0.1","5913"
"Isiah Kiner-Falefa","Rangers","5","20","18","5","1","0","0","2","2","1","4","0","0","0",".252",".316",".344",".661",".288","0.0","0.0","0.0","16512"
"Dee Gordon","Mariners","16","69","65","18","2","1","0","7","5","2","10","1","4","1",".280",".308",".363",".672",".288","-0.3","0.4","0.1","8203"
"Tom Murphy","Mariners","7","30","28","6","1","0","1","3","4","2","11","0","0","0",".220",".267",".426",".692",".288","0.0","0.0","0.1","13499"
"Joey Wendle","Rays","11","46","42","11","2","0","1","5","4","2","9","1","1","0",".252",".301",".374",".675",".288","0.4","0.1","0.1","13853"
"Yolmer Sanchez","White Sox","16","69","62","15","3","1","1","7","6","5","15","1","1","1",".246",".306",".362",".667",".288","0.4","0.0","0.1","11602"
"Reese McGuire","Blue Jays","9","36","32","8","1","0","1","4","4","2","8","0","0","0",".237",".296",".377",".673",".288","0.1","0.0","0.1","15674"
"Carlos Gomez","","17","70","62","14","3","0","2","7","7","4","20","2","2","1",".221",".294",".374",".668",".288","0.3","0.1","0.0","4881"
"Myles Straw","Astros","1","4","3","1","0","0","0","0","0","0","1","0","0","0",".254",".330",".318",".648",".288","0.0","0.0","0.0","17620"
"Sean Rodriguez","Phillies","1","6","5","1","0","0","0","1","1","1","2","0","0","0",".203",".291",".380",".671",".287","0.0","0.0","0.0","6589"
"Sam Hilliard","Rockies","11","45","41","10","2","0","1","5","5","3","15","0","2","1",".236",".293",".384",".676",".287","0.0","-0.1","-0.1","17954"
"Tim Federowicz","Rangers","0","1","1","0","0","0","0","0","0","0","0","0","0","0",".233",".291",".384",".675",".287","0.0","0.0","0.0","8609"
"Dustin Fowler","Athletics","2","7","7","2","0","0","0","1","1","0","2","0","0","0",".244",".282",".399",".682",".287","0.0","0.0","0.0","17098"
"Hernan Perez","Brewers","5","23","21","5","1","0","1","2","2","1","5","0","1","0",".249",".285",".395",".680",".287","0.0","0.1","0.0","5751"
"Jacob Stallings","Pirates","8","33","30","8","2","0","1","3","3","2","7","0","0","0",".252",".306",".369",".675",".286","0.3","0.0","0.1","13723"
"Pat Valaika","Rockies","1","3","3","1","0","0","0","0","0","0","1","0","0","0",".235",".278",".402",".680",".286","0.0","0.0","0.0","14885"
"Nicky Lopez","Royals","16","66","60","16","2","0","1","7","5","4","8","0","1","1",".259",".312",".347",".659",".286","0.4","0.0","0.1","19339"
"Matt Skole","White Sox","4","16","14","3","1","0","1","2","2","2","5","0","0","0",".208",".299",".364",".664",".286","0.0","0.0","0.0","12119"
"Josh Harrison","","25","105","97","24","5","0","2","11","10","5","19","2","2","1",".247",".296",".373",".669",".286","-0.1","0.2","0.0","8202"
"Cedric Mullins II","Orioles","2","8","7","2","0","0","0","1","1","1","2","0","0","0",".238",".292",".379",".671",".286","0.0","0.0","0.0","17929"
"Austin Nola","Mariners","15","61","55","13","3","0","1","6","6","5","12","1","0","0",".239",".305",".358",".663",".286","0.3","0.0","0.0","15941"
"Shed Long","Mariners","3","12","11","3","0","0","0","1","1","1","3","0","0","0",".231",".297",".368",".665",".286","0.0","0.0","0.0","16542"
"Gorkys Hernandez","Red Sox","1","5","5","1","0","0","0","1","1","0","1","0","0","0",".236",".298",".368",".666",".286","0.0","0.0","0.0","4146"
"Tres Barrera","Nationals","0","1","1","0","0","0","0","0","0","0","0","0","0","0",".244",".299",".366",".665",".286","0.0","0.0","0.0","sa857852"
"Danny Mendick","White Sox","3","11","10","2","0","0","0","1","1","1","2","0","0","0",".232",".301",".358",".659",".286","0.0","0.0","0.0","18889"
"Andrew Susac","Royals","0","1","1","0","0","0","0","0","0","0","0","0","0","0",".215",".298",".363",".661",".285","0.0","0.0","0.0","13132"
"Chris Davis","Orioles","6","25","21","4","1","0","1","3","3","3","9","0","0","0",".194",".289",".378",".667",".285","0.0","0.0","0.0","9272"
"Greg Allen","Indians","6","25","22","5","1","0","0","3","2","1","5","1","1","0",".243",".307",".350",".657",".285","0.0","0.1","0.0","16623"
"Drew Butera","Rockies","1","3","3","1","0","0","0","0","0","0","1","0","0","0",".235",".296",".369",".665",".285","0.0","0.0","0.0","3411"
"Luis Guillorme","Mets","1","6","5","1","0","0","0","1","0","1","1","0","0","0",".245",".317",".328",".646",".285","0.0","0.0","0.0","16451"
"Gordon Beckham","Tigers","5","19","17","4","1","0","0","2","2","1","4","0","0","0",".234",".297",".364",".661",".284","0.0","0.0","0.0","9015"
"Mauricio Dubon","Giants","14","59","55","14","3","0","1","6","6","3","10","0","2","1",".256",".293",".375",".668",".284","0.0","0.0","0.0","16530"
"Jorge Alfaro","Marlins","13","53","49","12","2","0","1","5","5","2","18","1","0","0",".243",".290",".380",".670",".284","0.0","-0.1","0.1","12180"
"Victor Reyes","Tigers","12","49","46","12","2","0","1","5","4","2","10","0","1","1",".265",".297",".369",".666",".283","0.3","0.0","0.0","15487"
"Michael A. Taylor","Nationals","1","5","5","1","0","0","0","1","1","0","2","0","0","0",".233",".291",".377",".668",".283","0.0","0.0","0.0","11489"
"Travis Jankowski","Padres","4","18","16","4","1","0","0","2","1","2","4","0","1","0",".243",".318",".323",".641",".283","0.1","0.1","0.0","13768"
"Dom Nunez","Rockies","6","26","23","5","1","0","1","3","3","3","6","0","0","0",".217",".300",".356",".656",".283","0.1","0.0","0.0","15055"
"Mike Zunino","Rays","7","30","27","5","1","0","1","3","4","2","10","0","0","0",".201",".272",".396",".667",".283","0.1","0.0","0.1","13265"
"Austin Jackson","","17","70","63","15","3","0","1","7","6","5","20","0","1","0",".241",".303",".352",".655",".283","-1.1","0.1","-0.1","9848"
"Kyle Farmer","Reds","1","4","4","1","0","0","0","0","0","0","1","0","0","0",".238",".289",".376",".664",".282","0.0","0.0","0.0","14813"
"Mike Freeman","Indians","7","29","26","6","1","0","0","3","3","2","7","0","0","0",".243",".309",".341",".650",".282","0.1","0.0","0.0","11241"
"Eli White","Rangers","0","1","1","0","0","0","0","0","0","0","0","0","0","0",".237",".299",".353",".652",".282","0.0","0.0","0.0","sa738478"
"Adeiny Hechavarria","Braves","3","13","12","3","1","0","0","1","1","1","2","0","0","0",".253",".296",".368",".664",".282","0.1","0.0","0.0","10459"
"Adeiny Hechavarria","Braves","2","9","8","2","0","0","0","1","1","0","2","0","0","0",".253",".296",".368",".664",".282","0.0","0.0","0.0","10459"
"Raudy Read","Nationals","0","2","1","0","0","0","0","0","0","0","0","0","0","0",".243",".283",".386",".669",".282","0.0","0.0","0.0","15766"
"Orlando Arcia","Brewers","16","68","62","15","3","0","2","7","7","5","14","0","1","1",".241",".296",".368",".664",".282","0.0","0.0","0.0","13185"
"Charlie Culberson","Braves","5","21","19","5","1","0","1","2","2","1","5","0","0","0",".241",".285",".384",".669",".282","0.1","0.0","0.0","3298"
"Tzu-Wei Lin","Red Sox","0","2","2","1","0","0","0","0","0","0","1","0","0","0",".245",".301",".351",".652",".281","0.0","0.0","0.0","14678"
"Andrew Knapp","Phillies","3","11","9","2","0","0","0","1","1","1","3","0","0","0",".212",".309",".336",".645",".281","-0.1","0.0","0.0","14942"
"Kelvin Gutierrez","Royals","0","2","2","1","0","0","0","0","0","0","1","0","0","0",".246",".295",".358",".653",".280","0.0","0.0","0.0","17468"
"Juan Centeno","Red Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0",".251",".300",".350",".650",".280","0.0","0.0","0.0","7168"
"Wilmer Difo","Nationals","1","4","4","1","0","0","0","0","0","0","1","0","0","0",".246",".305",".351",".656",".280","0.0","0.0","0.0","14320"
"Phil Gosselin","Phillies","0","2","2","1","0","0","0","0","0","0","1","0","0","0",".239",".296",".352",".648",".280","0.0","0.0","0.0","10953"
"Erik Kratz","Yankees","0","1","1","0","0","0","0","0","0","0","0","0","0","0",".225",".283",".370",".653",".280","0.0","0.0","0.0","4403"
"Ryan LaMarre","Twins","0","2","1","0","0","0","0","0","0","0","0","0","0","0",".240",".297",".352",".649",".279","0.0","0.0","0.0","10700"
"Martin Prado","Marlins","5","21","19","5","1","0","0","2","2","1","3","0","0","0",".254",".301",".345",".646",".279","0.1","-0.1","0.0","3312"
"Bryan Holaday","Marlins","4","16","14","3","1","0","0","1","2","1","3","0","0","0",".239",".297",".358",".655",".279","0.1","0.0","0.0","11287"
"Nick Dini","Royals","5","22","20","5","1","0","1","2","2","1","4","0","0","0",".237",".287",".364",".652",".279","0.0","0.0","0.0","18206"
"Dylan Moore","Mariners","6","26","23","5","1","0","1","3","2","2","6","0","1","0",".217",".291",".356",".647",".279","0.0","0.0","0.0","18042"
"Garrett Stubbs","Astros","0","2","2","0","0","0","0","0","0","0","0","0","0","0",".232",".302",".338",".640",".279","0.0","0.0","0.0","18067"
"Daz Cameron","Tigers","1","5","5","1","0","0","0","1","0","0","1","0","0","0",".221",".290",".356",".646",".279","0.0","0.0","0.0","sa874736"
"Yu-Cheng Chang","Indians","10","44","40","9","2","0","1","5","5","3","13","1","0","0",".219",".288",".360",".649",".279","0.2","0.0","0.0","14773"
"Dawel Lugo","Tigers","11","47","44","11","2","0","1","5","4","1","8","0","0","0",".258",".284",".373",".657",".278","0.0","0.0","0.0","14713"
"Cam Gallagher","Royals","4","15","14","3","1","0","0","1","1","1","3","0","0","0",".238",".297",".346",".642",".278","0.0","0.0","0.0","12981"
"Chris Herrmann","Athletics","6","27","24","5","1","0","1","3","3","3","8","0","0","0",".207",".297",".339",".636",".278","0.0","0.0","0.0","9284"
"Dustin Garneau","Athletics","0","1","1","0","0","0","0","0","0","0","0","0","0","0",".212",".285",".358",".643",".277","0.0","0.0","0.0","9433"
"Isan Diaz","Marlins","17","71","63","13","3","0","2","7","7","7","20","1","1","1",".209",".295",".343",".638",".277","-0.8","-0.1","-0.1","17922"
"Thairo Estrada","Yankees","0","1","1","0","0","0","0","0","0","0","0","0","0","0",".248",".289",".357",".646",".277","0.0","0.0","0.0","16426"
"Jake Rogers","","9","36","32","7","1","0","1","4","4","3","10","0","0","0",".219",".286",".360",".646",".277","0.0","0.0","0.1","sa389703"
"Dwight Smith","","0","2","1","0","0","0","0","0","0","0","0","0","0","0",".219",".286",".360",".646",".277","0.0","0.0","0.0","1012125"
"Sean Murphy","","3","14","12","3","1","0","0","1","1","1","4","0","0","0",".219",".286",".360",".646",".277","0.0","0.0","0.0","sa549877"
"Michael Perez","Rays","0","1","1","0","0","0","0","0","0","0","0","0","0","0",".228",".288",".355",".643",".277","0.0","0.0","0.0","12977"
"Cole Tucker","Pirates","2","9","8","2","0","0","0","1","1","1","2","0","0","0",".235",".298",".344",".641",".277","0.0","0.0","0.0","17326"
"Andrew Stevenson","Nationals","3","12","11","3","0","0","0","1","1","1","3","0","0","0",".246",".301",".336",".637",".277","0.0","0.0","0.0","17932"
"Michael Hermosillo","Angels","1","4","4","1","0","0","0","0","0","0","1","0","0","0",".216",".288",".352",".640",".277","0.0","0.0","0.0","16285"
"Willi Castro","Tigers","15","64","59","14","3","0","1","7","6","3","15","1","2","1",".244",".286",".362",".648",".277","0.1","0.0","0.0","17338"
"John Hicks","Tigers","4","17","16","4","1","0","1","2","2","1","5","0","0","0",".232",".273",".380",".653",".276","0.0","0.0","0.0","12547"
"Austin Wynns","Orioles","1","6","5","1","0","0","0","1","1","0","1","0","0","0",".238",".294",".344",".637",".276","0.0","0.0","0.0","15271"
"Austin Hedges","Padres","10","40","36","8","2","0","2","4","5","2","11","0","0","0",".215",".269",".388",".658",".276","0.2","0.0","0.2","12976"
"Abiatal Avelino","Giants","0","2","1","0","0","0","0","0","0","0","0","0","0","0",".245",".284",".366",".649",".276","0.0","0.0","0.0","15496"
"Kean Wong","Rays","3","11","10","2","0","0","0","1","1","1","3","0","0","0",".242",".293",".346",".639",".275","0.0","0.0","0.0","15994"
"Seth Brown","Athletics","6","26","24","5","1","0","1","3","3","2","8","0","0","0",".223",".277",".371",".647",".275","0.0","0.0","0.0","18171"
"Jonathan Davis","Blue Jays","0","2","1","0","0","0","0","0","0","0","0","0","0","0",".218",".290",".343",".633",".275","0.0","0.0","0.0","15104"
"Tyler Saladino","Brewers","0","2","2","0","0","0","0","0","0","0","1","0","0","0",".219",".286",".350",".636",".275","0.0","0.0","0.0","10807"
"Jaylin Davis","Giants","11","46","42","9","2","0","1","4","5","3","14","1","1","0",".221",".281",".361",".642",".275","0.2","0.0","-0.1","19552"
"Martin Maldonado","Astros","5","23","21","4","1","0","1","2","2","1","6","1","0","0",".216",".282",".358",".640",".275","0.2","-0.1","0.1","6887"
"Jack Mayfield","Astros","1","4","3","1","0","0","0","0","0","0","1","0","0","0",".225",".271",".376",".647",".274","0.0","0.0","0.0","15402"
"J.T. Riddle","Marlins","2","10","9","2","0","0","0","1","1","1","2","0","0","0",".237",".278",".371",".650",".274","0.0","0.0","0.0","17642"
"Adrian Sanchez","Nationals","0","2","2","0","0","0","0","0","0","0","0","0","0","0",".254",".290",".352",".641",".274","0.0","0.0","0.0","11338"
"Brett Phillips","Royals","13","54","47","10","2","1","1","6","5","5","19","0","1","0",".203",".285",".351",".636",".273","1.0","0.1","0.1","14735"
"Adolis Garcia","Cardinals","0","1","1","0","0","0","0","0","0","0","0","0","0","0",".223",".258",".396",".654",".273","0.0","0.0","0.0","19287"
"Tyler Wade","Yankees","1","3","3","1","0","0","0","0","0","0","1","0","0","0",".229",".295",".333",".628",".273","0.0","0.0","0.0","15730"
"Nick Hundley","","15","64","59","13","3","0","2","6","7","4","18","0","0","0",".221",".269",".382",".651",".273","-0.8","-0.2","-0.1","3376"
"Ryan Flaherty","Indians","3","11","10","2","0","0","0","1","1","1","3","0","0","0",".218",".297",".336",".634",".272","0.0","0.0","0.0","7888"
"Jake Fraley","Mariners","11","46","42","9","2","0","1","5","4","3","12","1","1","1",".224",".280",".355",".636",".272","-0.2","-0.1","0.0","19260"
"Tim Lopes","Mariners","8","33","30","7","1","0","0","3","3","2","7","0","1","1",".239",".296",".327",".623",".272","0.2","0.0","0.0","14137"
"Rene Rivera","Mets","3","12","11","2","0","0","0","1","1","1","4","0","0","0",".214",".270",".371",".641",".272","0.0","0.0","0.0","3648"
"Chad Wallach","Marlins","0","2","1","0","0","0","0","0","0","0","0","0","0","0",".210",".286",".336",".621",".271","0.0","0.0","0.0","17161"
"Edmundo Sosa","Cardinals","0","2","2","1","0","0","0","0","0","0","1","0","0","0",".241",".279",".356",".635",".270","0.0","0.0","0.0","17022"
"Chris Owings","Red Sox","2","9","9","2","0","0","0","1","1","1","3","0","0","0",".230",".277",".359",".636",".270","0.0","0.0","0.0","10030"
"Sheldon Neuse","Athletics","1","6","6","1","0","0","0","1","1","0","2","0","0","0",".233",".281",".350",".630",".270","0.0","0.0","0.0","19635"
"Meibrys Viloria","Royals","8","33","31","7","2","0","0","3","3","2","8","0","0","0",".233",".288",".334",".622",".270","0.3","0.0","0.0","17109"
"Monte Harrison","Marlins","0","2","1","0","0","0","0","0","0","0","1","0","0","0",".217",".275",".353",".628",".270","0.0","0.0","0.0","sa828691"
"Ian Miller","Twins","1","3","3","1","0","0","0","0","0","0","1","0","0","0",".244",".297",".320",".617",".269","0.0","0.0","0.0","15156"
"Ryan Goins","White Sox","4","18","16","4","1","0","0","2","2","1","5","0","0","0",".225",".289",".331",".620",".269","0.0","0.0","0.0","9807"
"Juan Lagares","Mets","6","24","22","5","1","0","0","3","2","1","5","0","0","0",".236",".289",".341",".631",".269","0.1","0.0","0.0","5384"
"Erik Gonzalez","Pirates","8","35","33","8","1","0","1","3","3","2","9","0","1","0",".243",".280",".354",".634",".268","0.0","0.0","0.0","13369"
"Andrew Velazquez","Indians","0","1","1","0","0","0","0","0","0","0","0","0","0","0",".228",".274",".352",".627",".268","0.0","0.0","0.0","14196"
"Erick Mejia","Royals","2","8","7","2","0","0","0","1","1","0","2","0","0","0",".237",".288",".331",".619",".268","0.0","0.0","0.0","15817"
"Jorge Mateo","Athletics","1","3","3","1","0","0","0","0","0","0","1","0","0","0",".230",".269",".363",".631",".267","0.0","0.0","0.0","sa657910"
"Harold Castro","Tigers","15","62","59","15","2","0","1","5","5","2","13","0","1","1",".259",".281",".342",".623",".266","0.0","-0.1","-0.1","14691"
"Steve Wilkerson","Orioles","5","21","19","4","1","0","0","2","2","1","6","0","0","0",".223",".277",".341",".618",".266","-0.1","0.0","0.0","16041"
"Seth Mejias-Brean","Padres","1","4","4","1","0","0","0","0","0","0","1","0","0","0",".228",".286",".325",".611",".266","0.0","0.0","0.0","13905"
"Sergio Alcantara","Tigers","0","1","1","0","0","0","0","0","0","0","0","0","0","0",".237",".298",".304",".602",".266","0.0","0.0","0.0","sa739641"
"Seby Zavala","White Sox","2","8","7","1","0","0","0","1","1","0","3","0","0","0",".209",".265",".358",".623",".266","0.0","0.0","0.0","18887"
"Max Stassi","Angels","9","39","35","7","1","0","1","4","4","3","12","1","0","0",".200",".278",".332",".610",".266","-0.2","0.0","0.1","10059"
"Lewis Brinson","Marlins","16","69","63","14","3","1","2","6","7","4","20","1","1","0",".214",".269",".354",".624",".266","0.4","0.0","-0.1","14352"
"Charlie Tilson","White Sox","6","27","25","6","1","0","0","3","2","2","6","0","1","0",".240",".293",".315",".608",".265","-0.1","0.0","-0.1","12983"
"Ryan Court","Mariners","1","4","3","1","0","0","0","0","0","0","1","0","0","0",".208",".284",".324",".608",".265","0.0","0.0","0.0","12268"
"Eric Haase","Indians","1","3","3","1","0","0","0","0","0","0","1","0","0","0",".193",".254",".373",".627",".265","0.0","0.0","0.0","14111"
"Billy Hamilton","Braves","3","14","13","3","0","0","0","2","1","1","3","0","1","0",".232",".292",".314",".605",".265","0.2","0.1","0.0","10199"
"Richie Martin Jr.","Orioles","12","52","47","11","2","1","1","5","4","3","12","1","2","1",".226",".283",".329",".612",".265","-0.2","0.0","0.0","17736"
"Ryan Cordell","White Sox","10","40","37","8","1","0","1","4","4","2","12","0","1","0",".215",".266",".352",".618",".264","0.1","0.0","-0.1","15181"
"Grayson Greiner","Tigers","8","35","31","7","1","0","1","3","3","3","10","0","0","0",".209",".276",".332",".608",".264","0.1","0.0","0.0","17062"
"Kristopher Negron","Dodgers","1","3","3","1","0","0","0","0","0","0","1","0","0","0",".215",".275",".337",".612",".264","0.0","0.0","0.0","5306"
"Skye Bolt","Athletics","0","1","1","0","0","0","0","0","0","0","0","0","0","0",".207",".273",".340",".613",".264","0.0","0.0","0.0","17723"
"Sandy Leon","Red Sox","6","24","22","5","1","0","1","2","2","2","6","0","0","0",".217",".275",".338",".613",".264","0.1","0.0","0.0","5273"
"Caleb Joseph","Diamondbacks","1","3","3","1","0","0","0","0","0","0","1","0","0","0",".223",".267",".350",".617",".264","0.0","0.0","0.0","7087"
"Adam Engel","White Sox","10","43","39","8","2","0","1","4","4","3","13","1","1","1",".213",".276",".332",".608",".264","0.1","0.1","0.0","15082"
"Aramis Garcia","Giants","2","10","9","2","0","0","0","1","1","1","3","0","0","0",".213",".263",".353",".617",".263","0.0","0.0","0.0","16925"
"Kyle Lewis","Mariners","4","16","15","3","1","0","0","1","1","1","5","0","0","0",".217",".277",".332",".608",".263","0.0","0.0","0.0","sa857836"
"Wilfredo Tovar","Angels","0","1","1","0","0","0","0","0","0","0","0","0","0","0",".242",".282",".325",".608",".263","0.0","0.0","0.0","10416"
"Anthony Alford","Blue Jays","1","3","3","1","0","0","0","0","0","0","1","0","0","0",".212",".280",".320",".600",".262","0.0","0.0","0.0","14329"
"Jesus Sucre","Orioles","0","1","1","0","0","0","0","0","0","0","0","0","0","0",".238",".282",".322",".605",".261","0.0","0.0","0.0","5942"
"Braden Bishop","Mariners","10","40","36","8","1","0","1","4","3","3","9","0","1","0",".223",".282",".312",".595",".260","0.4","0.0","0.0","17806"
"Keon Broxton","Mariners","4","16","14","3","0","0","0","2","1","1","7","0","1","0",".189",".268",".329",".597",".260","0.0","0.0","0.0","9253"
"Jose Trevino","Rangers","8","33","31","7","1","0","1","3","3","1","6","0","0","0",".233",".265",".341",".606",".259","0.3","-0.1","0.0","16725"
"Bubba Starling","Royals","8","34","32","7","1","0","1","3","3","2","10","0","0","0",".217",".265",".333",".598",".257","0.1","0.0","-0.1","13356"
"Richard Urena","Blue Jays","4","16","15","3","1","0","0","1","1","1","4","0","0","0",".231",".265",".339",".604",".257","0.0","0.0","0.0","16411"
"Joe Hudson","Cardinals","0","2","1","0","0","0","0","0","0","0","0","0","0","0",".203",".268",".325",".592",".257","0.0","0.0","0.0","14412"
"Rajai Davis","Mets","0","2","2","1","0","0","0","0","0","0","1","0","0","0",".221",".271",".321",".592",".256","0.0","0.0","0.0","3708"
"Magneuris Sierra","Marlins","11","47","44","11","1","1","0","4","3","2","9","0","2","1",".241",".275",".321",".596",".256","-0.1","0.0","-0.1","17023"
"Juan Graterol","Reds","0","2","2","0","0","0","0","0","0","0","0","0","0","0",".246",".276",".315",".592",".256","0.0","0.0","0.0","5398"
"Anthony Bemboom","Angels","1","3","3","1","0","0","0","0","0","0","1","0","0","0",".208",".273",".309",".582",".253","0.0","0.0","0.0","13854"
"Tomas Nido","Mets","3","14","13","3","1","0","0","1","1","1","3","0","0","0",".222",".257",".339",".596",".253","-0.1","0.0","0.0","13755"
"Humberto Arteaga","Royals","1","5","4","1","0","0","0","0","0","0","1","0","0","0",".240",".271",".310",".581",".251","0.0","0.0","0.0","13595"
"Luke Maile","Blue Jays","1","3","3","1","0","0","0","0","0","0","1","0","0","0",".201",".262",".315",".577",".251","0.0","0.0","0.0","13355"
"Eric Stamets","Indians","0","1","1","0","0","0","0","0","0","0","0","0","0","0",".194",".255",".308",".563",".245","0.0","0.0","0.0","13795"
"Steven Baron","Pirates","0","1","1","0","0","0","0","0","0","0","0","0","0","0",".212",".268",".283",".551",".243","0.0","0.0","0.0","9787"
"Terrance Gore","Yankees","0","1","1","0","0","0","0","0","0","0","0","0","0","0",".207",".277",".259",".535",".241","0.0","0.0","0.0","13658"
