"Name","Team","W","L","SV","HLD","ERA","GS","G","IP","H","ER","HR","SO","BB","WHIP","K/9","BB/9","FIP","WAR","playerid"
"Sergio Romo","Marlins","1","1","15","1","4.13","0","30","30.0","28","14","4","29","10","1.29","8.91","2.99","4.10","0.3","9817"
"Yoan Lopez","Diamondbacks","2","2","2","6","4.18","0","28","28.0","26","13","4","32","13","1.36","9.98","4.01","4.11","0.2","17181"
"Jose Alvarez","Phillies","1","1","0","6","4.06","0","24","24.0","24","11","3","23","9","1.35","8.57","3.38","4.11","0.1","5358"
"Nick Wittgren","Indians","2","2","2","6","4.19","0","32","32.0","32","15","5","31","9","1.29","8.61","2.56","4.12","0.3","15594"
"Kyle Keller","Marlins","0","0","0","0","3.93","0","5","5.0","4","2","1","5","2","1.31","9.95","4.08","4.12","0.0","sa875759"
"Andrew Triggs","Athletics","0","0","0","0","4.15","0","4","4.0","4","2","1","4","1","1.30","8.56","3.00","4.13","0.0","13533"
"Luke Weaver","Diamondbacks","3","3","0","0","4.25","9","9","48.0","48","23","7","48","15","1.31","8.92","2.81","4.13","0.7","16918"
"D.J. Johnson","Rockies","1","1","0","0","4.21","0","11","11.0","11","5","1","12","5","1.42","9.21","4.17","4.13","0.0","12578"
"Shane Greene","Tigers","2","2","16","1","4.21","0","30","30.0","30","14","4","30","11","1.32","8.93","3.19","4.13","0.4","10756"
"Dinelson Lamet","Padres","4","4","0","0","4.13","10","11","60.0","54","27","8","70","27","1.34","10.51","4.01","4.14","0.8","17186"
"Adam Morgan","Phillies","1","1","2","6","4.17","0","29","29.0","28","13","4","29","11","1.34","9.12","3.36","4.14","0.4","12580"
"Corbin Burnes","Brewers","1","1","0","0","4.07","1","16","19.0","18","9","3","21","7","1.29","9.93","3.32","4.14","0.1","19361"
"Phil Maton","Padres","0","0","0","0","4.13","0","11","11.0","11","5","2","12","4","1.29","9.49","3.10","4.14","0.0","18064"
"Tony Sipp","Nationals","1","1","0","4","4.04","0","18","18.0","17","8","2","18","7","1.35","8.76","3.47","4.15","0.1","8280"
"Drew Steckenrider","Marlins","0","0","0","0","4.10","0","5","5.0","4","2","1","5","2","1.34","10.43","4.03","4.15","0.0","18806"
"Matt Albers","Brewers","2","2","0","6","4.11","0","26","26.0","26","12","4","26","8","1.28","9.02","2.81","4.15","0.2","4300"
"Yoshihisa Hirano","Diamondbacks","2","2","1","7","4.12","0","26","26.0","25","12","3","25","11","1.37","8.60","3.67","4.15","0.2","19756"
"Fernando Rodney","Nationals","1","1","0","3","4.16","0","18","18.0","17","8","2","19","9","1.44","9.32","4.57","4.16","0.0","494"
"Tim Mayza","Blue Jays","1","1","0","6","4.13","0","26","26.0","24","12","3","30","13","1.39","10.12","4.40","4.16","0.2","15042"
"Wade Davis","Rockies","2","2","15","0","4.17","0","29","29.0","26","14","4","34","14","1.37","10.33","4.36","4.16","0.4","7441"
"Matt Andriese","Diamondbacks","1","1","0","4","4.30","0","20","20.0","20","9","3","19","6","1.31","8.86","2.83","4.17","0.1","12022"
"Freddy Peralta","Brewers","2","2","0","0","4.13","5","16","40.0","33","18","6","50","18","1.30","11.36","4.15","4.17","0.5","18679"
"Trevor Hildenberger","Twins","1","1","0","0","4.19","0","9","9.0","9","4","1","8","3","1.31","7.97","2.65","4.17","0.0","17002"
"Jose Berrios","Twins","6","5","0","0","4.20","15","15","88.0","85","41","13","85","26","1.25","8.69","2.63","4.17","1.7","14168"
"Daniel Zamora","Mets","0","0","0","0","4.07","0","7","7.0","6","3","1","7","3","1.37","9.63","4.10","4.19","0.0","17811"
"Justin Grimm","Dodgers","0","0","0","0","4.09","0","2","2.0","2","1","0","2","1","1.32","9.96","3.75","4.19","0.0","11720"
"Justin Anderson","Angels","1","1","0","5","3.97","0","24","24.0","21","11","3","27","14","1.42","10.07","5.06","4.19","0.1","16201"
"Jacob Barnes","Brewers","1","1","0","3","4.18","0","18","18.0","17","8","2","17","8","1.42","8.85","4.13","4.19","0.0","12323"
"Jon Duplantier","Diamondbacks","1","1","0","0","4.16","1","12","19.0","18","9","2","19","9","1.41","9.00","4.21","4.20","0.1","19546"
"Bryse Wilson","Braves","1","1","0","0","4.24","4","6","23.0","23","11","3","22","8","1.35","8.68","3.21","4.20","0.3","19990"
"Masahiro Tanaka","Yankees","5","4","0","0","4.14","14","14","83.0","82","38","13","78","19","1.21","8.42","2.04","4.20","1.7","15764"
"Matt Bowman","Reds","1","1","0","3","4.12","0","19","19.0","18","8","2","18","8","1.39","8.66","3.86","4.21","0.0","13528"
"Matthew Boyd","Tigers","5","5","0","0","4.23","14","14","82.0","77","39","14","86","23","1.22","9.44","2.50","4.22","1.4","15440"
"Paul Fry","Orioles","1","1","0","2","4.08","0","20","20.0","19","9","2","20","10","1.42","8.68","4.25","4.22","0.0","15832"
"John Gant","Cardinals","2","2","15","0","4.15","0","30","30.0","29","14","4","28","12","1.36","8.48","3.58","4.22","0.3","13684"
"Yu Darvish","Cubs","4","4","0","0","4.23","13","13","74.0","66","35","11","85","30","1.30","10.38","3.69","4.22","1.1","13074"
"Andrew Heaney","Angels","4","4","0","0","4.14","13","13","74.0","71","34","12","75","21","1.25","9.15","2.59","4.22","1.2","15423"
"Taylor Cole","Angels","1","1","0","3","3.98","0","22","22.0","20","10","3","22","10","1.36","9.01","3.96","4.22","0.0","11964"
"Michael Lorenzen","Reds","1","1","1","8","4.08","0","30","30.0","30","14","4","27","11","1.34","8.04","3.22","4.22","0.2","14843"
"Dan Otero","Indians","1","1","0","5","4.35","0","25","25.0","28","12","3","16","4","1.30","5.69","1.49","4.23","0.1","7385"
"Richard Rodriguez","Pirates","1","1","0","6","4.29","0","25","25.0","24","12","4","26","9","1.31","9.45","3.22","4.23","0.1","13549"
"Framber Valdez","Astros","4","3","0","0","4.05","7","18","53.0","49","24","6","50","25","1.40","8.57","4.24","4.23","0.6","17295"
"Kyle Ryan","Cubs","1","1","0","1","4.08","0","13","13.0","13","6","1","12","6","1.40","8.09","3.90","4.24","0.0","11753"
"Derek Law","Blue Jays","1","1","0","3","4.31","0","20","20.0","19","9","3","19","8","1.35","8.78","3.49","4.24","0.0","13133"
"Nick Goody","Indians","1","0","0","1","4.20","0","14","14.0","12","6","2","17","6","1.27","11.30","3.70","4.24","0.1","13685"
"Tyler Olson","Indians","1","1","0","3","4.14","0","18","18.0","17","8","3","19","7","1.35","9.35","3.68","4.25","0.0","14741"
"Hansel Robles","Angels","2","1","14","1","4.07","0","28","28.0","26","13","4","29","12","1.33","9.21","3.67","4.25","0.3","11801"
"Zac Gallen","Marlins","3","4","0","0","4.17","10","10","56.0","54","26","7","53","20","1.33","8.47","3.17","4.25","0.7","19291"
"Matt Grace","Nationals","1","1","0","6","4.30","0","23","23.0","24","11","3","17","7","1.38","6.61","2.74","4.27","0.1","11449"
"Touki Toussaint","Braves","1","1","0","4","4.20","1","20","24.0","22","11","3","25","12","1.42","9.56","4.48","4.27","0.1","16929"
"Richard Bleier","Orioles","1","1","2","5","4.07","0","29","29.0","34","13","3","14","6","1.34","4.39","1.75","4.27","0.4","7803"
"Austin Davis","Phillies","0","0","0","0","4.18","0","9","9.0","8","4","1","10","4","1.36","9.80","3.97","4.27","0.0","17117"
"Yadier Alvarez","Dodgers","0","0","0","0","4.02","0","2","2.0","2","1","0","2","1","1.42","9.64","4.83","4.27","0.0","sa868984"
"Taylor Williams","Brewers","1","1","0","1","4.34","0","15","15.0","15","7","2","16","7","1.44","9.19","4.03","4.28","0.0","14899"
"Stefan Crichton","Diamondbacks","1","1","0","0","4.30","0","11","11.0","11","5","1","10","4","1.40","8.35","3.60","4.28","0.0","16058"
"Kyle Gibson","Twins","5","5","0","0","4.28","15","15","85.0","86","40","11","76","30","1.37","8.05","3.19","4.28","1.4","10123"
"David Paulino","Blue Jays","0","0","0","0","4.28","0","2","2.0","2","1","0","2","1","1.26","9.54","2.90","4.28","0.0","17418"
"Noe Ramirez","Angels","1","1","0","5","4.13","0","24","24.0","22","11","4","27","9","1.28","10.01","3.32","4.28","0.1","12800"
"Carlos Estevez","Rockies","1","1","1","8","4.45","0","29","29.0","28","14","4","32","12","1.35","9.87","3.59","4.28","0.2","14542"
"Sal Romano","Reds","0","0","0","0","4.23","0","7","7.0","7","3","1","6","2","1.30","8.34","2.76","4.29","0.0","13690"
"Caleb Smith","Marlins","4","5","0","0","4.28","13","13","76.0","69","36","12","86","30","1.29","10.15","3.52","4.30","0.9","14875"
"Parker Markel","Mariners","1","1","0","0","4.07","0","10","10.0","9","5","1","12","5","1.37","10.42","4.69","4.30","0.0","12106"
"Sam Wolff","Giants","0","0","0","0","4.15","0","2","2.0","2","1","0","2","1","1.36","9.50","4.19","4.30","0.0","sa503437"
"Adam Wainwright","Cardinals","4","4","0","0","4.41","11","11","63.0","65","31","8","56","23","1.40","7.95","3.31","4.31","0.8","2233"
"Austin Brice","Marlins","1","1","0","6","4.10","0","25","25.0","24","11","3","23","10","1.34","8.26","3.40","4.31","0.0","17237"
"David Phelps","Blue Jays","1","1","0","5","4.31","0","24","24.0","24","12","3","21","9","1.38","7.99","3.33","4.31","0.1","6316"
"Michael Pineda","Twins","4","4","0","0","4.52","12","12","66.0","72","33","11","61","15","1.31","8.24","2.06","4.31","1.0","5372"
"Kelvin Herrera","White Sox","2","2","2","6","4.27","0","30","30.0","30","14","5","29","10","1.32","8.58","2.98","4.31","0.3","6033"
"Jared Hughes","Reds","1","1","0","6","4.06","0","28","28.0","28","13","3","21","10","1.38","6.81","3.27","4.31","0.1","9325"
"Ryan Brasier","Red Sox","2","2","2","6","4.28","0","29","29.0","28","14","4","27","9","1.29","8.26","2.77","4.31","0.3","5615"
"Hunter Wood","Rays","0","0","0","0","4.19","0","9","9.0","8","4","1","9","3","1.32","8.92","3.33","4.32","0.0","15091"
"Chasen Shreve","Cardinals","0","0","0","0","4.10","0","2","2.0","2","1","0","3","1","1.36","10.00","4.29","4.32","0.0","10855"
"Jonathan Holder","Yankees","1","1","0","3","4.27","0","21","21.0","20","10","3","21","6","1.26","8.98","2.68","4.32","0.1","16588"
"Jon Lester","Cubs","5","5","0","0","4.25","14","14","79.0","79","37","12","72","24","1.31","8.24","2.78","4.32","1.1","4930"
"Wes Parsons","Braves","0","0","0","0","4.32","0","4","4.0","4","2","1","4","2","1.40","7.96","3.51","4.33","0.0","14764"
"Gio Gonzalez","Brewers","3","3","0","0","4.37","9","9","49.0","48","24","6","44","20","1.40","8.18","3.65","4.33","0.7","7448"
"Brandon Brennan","Mariners","0","1","0","0","4.29","0","8","8.0","8","4","1","8","4","1.46","8.22","4.44","4.33","0.0","13527"
"Ian Gibaut","Rays","0","0","0","0","4.16","0","7","7.0","6","3","1","7","3","1.36","10.13","4.41","4.34","0.0","sa857671"
"Cody Reed","Reds","0","1","0","0","4.28","0","9","9.0","9","4","1","10","4","1.38","9.30","3.71","4.34","0.0","15232"
"Zack Godley","Diamondbacks","2","3","0","2","4.43","4","21","38.0","38","19","5","36","16","1.42","8.51","3.69","4.34","0.3","14862"
"Evan Marshall","White Sox","1","1","1","7","4.26","0","28","28.0","30","13","3","23","10","1.41","7.33","3.23","4.34","0.2","12297"
"Jordan Yamamoto","Marlins","2","3","0","0","4.35","7","7","43.0","41","21","5","40","18","1.38","8.41","3.83","4.35","0.5","17585"
"Martin Perez","Twins","4","4","0","0","4.47","12","12","71.0","76","35","8","53","26","1.44","6.76","3.32","4.35","1.1","6902"
"T.J. McFarland","Diamondbacks","1","1","0","3","4.37","0","20","20.0","22","10","2","12","7","1.48","5.55","3.33","4.35","0.0","3237"
"Koda Glover","Nationals","0","0","0","0","4.26","0","5","5.0","4","2","1","4","2","1.37","8.61","3.67","4.35","0.0","17695"
"Trevor Williams","Pirates","4","4","0","0","4.36","12","12","67.0","69","32","9","52","20","1.34","7.07","2.73","4.35","1.0","16977"
"Buck Farmer","Tigers","2","2","1","7","4.25","0","28","28.0","27","13","4","27","11","1.38","8.69","3.66","4.35","0.2","14814"
"Adam Conley","Marlins","1","2","1","7","4.16","0","25","25.0","24","12","3","23","10","1.34","8.33","3.48","4.35","0.0","14457"
"Jesse Hahn","Royals","0","0","0","0","4.28","0","4","4.0","4","2","1","3","2","1.37","7.19","3.08","4.35","0.0","13287"
"John Axford","Blue Jays","0","0","0","0","4.33","0","2","2.0","2","1","0","2","1","1.40","8.94","4.02","4.36","0.0","9059"
"Ben Bowden","Rockies","0","0","0","0","4.29","0","9","9.0","8","4","1","11","4","1.38","10.59","4.39","4.36","0.0","sa873701"
"Brian Schlitter","Athletics","1","1","0","1","4.33","0","15","15.0","16","7","1","10","7","1.51","5.73","4.04","4.37","0.0","3599"
"Jerry Blevins","Braves","1","1","0","2","4.29","0","18","18.0","17","8","2","19","8","1.42","9.80","4.24","4.37","0.0","7841"
"Alex Wood","Reds","2","2","0","0","4.28","7","7","38.0","39","18","5","34","13","1.36","8.13","3.10","4.37","0.6","13781"
"Yusmeiro Petit","Athletics","1","1","0","5","4.34","0","26","26.0","26","13","4","23","6","1.24","7.84","1.99","4.38","0.1","4020"
"Peter Fairbanks","Rangers","1","1","0","3","4.25","0","18","18.0","16","8","2","19","9","1.38","9.72","4.34","4.38","0.0","17998"
"Travis Bergen","Giants","0","1","0","0","4.25","0","7","7.0","6","3","1","6","3","1.39","8.63","4.01","4.38","0.0","18581"
"Chris Flexen","Mets","0","0","0","0","4.31","0","4","4.0","4","2","1","4","2","1.38","8.57","3.60","4.38","0.0","13896"
"Tyler Clippard","Indians","1","1","1","7","4.25","0","27","27.0","24","13","4","30","11","1.28","9.96","3.54","4.38","0.2","5640"
"Kyle Wright","Braves","0","0","0","0","4.44","1","3","6.0","6","3","1","6","3","1.45","8.17","3.91","4.39","0.0","19665"
"Kyle Crick","Pirates","2","2","2","6","4.18","0","29","29.0","26","14","3","32","17","1.46","9.82","5.25","4.39","0.1","13182"
"Chad Sobotka","Braves","1","1","0","0","4.29","0","13","13.0","12","6","2","15","8","1.47","10.46","5.36","4.39","0.0","17470"
"Clay Holmes","Pirates","1","1","0","0","4.34","0","11","11.0","11","5","1","10","6","1.52","8.32","4.88","4.39","0.0","13649"
"Lewis Thorpe","Twins","1","1","0","0","4.41","1","10","17.0","17","9","3","18","6","1.33","9.07","3.13","4.39","0.1","15906"
"Dominic Leone","Cardinals","1","1","0","2","4.46","0","16","16.0","15","8","2","17","7","1.38","9.47","3.88","4.39","0.0","13763"
"Jose Quijada","Marlins","1","1","0","1","4.23","0","14","14.0","12","6","1","14","8","1.46","9.45","5.13","4.40","0.0","19200"
"Mike Minor","Rangers","5","5","0","0","4.40","14","14","86.0","84","42","13","80","28","1.30","8.36","2.91","4.40","1.5","10021"
"Rick Porcello","Red Sox","5","5","0","0","4.61","14","14","84.0","89","43","13","74","21","1.32","7.93","2.29","4.40","1.2","2717"
"Cory Gearrin","Mariners","1","1","2","5","4.30","0","25","25.0","24","12","3","24","11","1.40","8.42","3.96","4.40","0.1","7947"
"Shawn Armstrong","Orioles","1","1","1","7","4.23","0","29","29.0","26","14","4","33","14","1.38","10.01","4.45","4.41","0.3","12857"
"Trevor Rosenthal","Tigers","1","1","0","0","4.39","0","16","16.0","15","8","2","20","11","1.56","10.70","5.90","4.41","0.0","10745"
"Taijuan Walker","Diamondbacks","1","1","0","0","4.51","2","2","12.0","12","6","2","11","4","1.34","8.49","3.00","4.41","0.1","11836"
"Ian Kennedy","Royals","1","2","14","1","4.37","0","26","26.0","26","13","4","25","8","1.27","8.72","2.64","4.41","0.2","6986"
"Drew Gagnon","Mets","0","1","0","0","4.40","0","11","11.0","11","5","2","11","4","1.32","8.83","3.18","4.42","0.0","12545"
"Brooks Pounders","Mets","1","1","0","2","4.28","0","18","18.0","16","8","3","19","7","1.29","9.53","3.43","4.42","0.0","10387"
"Tyler Webb","Cardinals","0","0","0","0","4.26","0","11","11.0","11","5","2","11","5","1.38","8.82","3.76","4.42","0.0","14974"
"Connor Sadzeck","Mariners","0","0","0","0","4.18","0","4","4.0","4","2","0","4","2","1.43","9.39","4.88","4.42","0.0","13483"
"Marco Gonzales","Mariners","4","5","0","0","4.47","13","13","74.0","80","37","10","56","19","1.35","6.88","2.37","4.42","1.0","15467"
"Blaine Hardy","Tigers","1","1","0","5","4.38","0","26","26.0","27","13","4","20","7","1.33","7.02","2.50","4.43","0.1","6499"
"Tim Hill","Royals","0","0","0","0","4.35","0","11","11.0","11","5","1","9","4","1.42","7.62","3.56","4.43","0.0","16814"
"Adam McCreery","Dodgers","0","0","0","0","4.03","0","2","2.0","2","1","0","2","1","1.49","9.00","5.16","4.43","0.0","19550"
"Zach Duke","","2","2","0","0","4.28","0","30","30.0","29","14","3","27","15","1.47","8.24","4.56","4.43","0.1","3840"
"Jordan Lyles","Pirates","3","4","0","0","4.65","12","12","66.0","68","34","9","60","24","1.39","8.13","3.26","4.44","0.8","7593"
"Ryan Helsley","Cardinals","0","0","0","0","4.36","0","7","7.0","6","3","1","7","3","1.42","9.42","4.53","4.44","0.0","18138"
"Ryan Buchter","Athletics","1","1","0","4","4.15","0","22","22.0","19","10","3","23","10","1.35","9.46","4.36","4.44","0.1","9456"
"Ryan Yarbrough","Rays","4","4","0","0","4.33","9","19","60.0","62","29","9","49","17","1.32","7.32","2.61","4.44","0.6","16502"
"Brett Martin","Rangers","1","1","0","4","4.57","0","20","20.0","21","10","3","17","8","1.44","7.48","3.43","4.45","0.1","17369"
"Edubray Ramos","Phillies","1","1","0","1","4.47","0","13","13.0","13","7","2","13","5","1.36","8.59","3.33","4.45","0.0","16086"
"Yonny Chirinos","Rays","4","4","0","0","4.38","13","13","75.0","78","36","11","61","19","1.30","7.35","2.30","4.45","0.9","16401"
"Jonathan Loaisiga","Yankees","1","1","0","0","4.51","3","3","17.0","17","9","3","17","6","1.32","8.82","2.93","4.45","0.3","19753"
"Jesus Luzardo","Athletics","2","1","0","0","4.29","4","4","24.0","23","11","3","21","8","1.33","8.08","3.13","4.45","0.3","sa917981"
"Adam Cimber","Indians","2","2","0","5","4.38","0","25","25.0","27","12","3","19","7","1.35","6.78","2.53","4.45","0.1","15288"
"Jalen Beeks","Rays","3","3","0","0","4.31","6","23","50.0","49","24","7","47","20","1.37","8.40","3.65","4.45","0.4","17192"
"Hunter Strickland","Mariners","1","1","1","5","4.32","0","15","15.0","14","7","2","13","6","1.36","8.09","3.48","4.45","0.0","7836"
"Jake Odorizzi","Twins","5","5","0","0","4.44","13","13","76.0","72","38","12","76","28","1.31","9.02","3.32","4.45","1.2","6397"
"Keynan Middleton","Angels","1","1","0","0","4.21","0","15","15.0","14","7","2","16","7","1.33","9.48","3.95","4.45","0.0","15264"
"Greg Holland","Diamondbacks","1","2","13","2","4.65","0","28","28.0","26","15","4","31","17","1.51","9.88","5.33","4.46","0.0","7196"
"Ryan Weber","Red Sox","0","0","0","0","4.57","1","3","6.0","7","3","1","4","1","1.36","5.58","1.90","4.46","0.1","10160"
"Bryan Mitchell","Padres","0","0","0","0","4.35","0","1","1.0","1","1","0","1","1","1.41","7.48","3.60","4.46","0.0","11479"
"Eric Lauer","Padres","4","5","0","0","4.41","12","12","69.0","72","34","10","60","25","1.39","7.83","3.24","4.47","0.7","19316"
"Jeff Samardzija","Giants","4","6","0","0","4.65","14","14","80.0","83","41","12","66","23","1.32","7.42","2.54","4.47","0.7","3254"
"Josh Staumont","Royals","1","1","0","0","4.23","0","11","11.0","9","5","1","14","7","1.48","11.27","6.08","4.47","0.0","sa857581"
"Ruben Alaniz","Reds","0","0","0","0","4.39","0","2","2.0","2","1","0","2","1","1.41","9.41","4.16","4.47","0.0","10819"
"Logan Allen","Padres","3","4","0","0","4.38","9","9","50.0","48","24","6","47","22","1.41","8.46","3.93","4.48","0.5","18555"
"Alex Reyes","Cardinals","2","3","0","1","4.36","5","19","44.0","39","21","5","47","26","1.50","9.77","5.37","4.48","0.3","15015"
"Ty Blach","Giants","0","1","0","0","4.52","1","5","9.0","10","4","1","5","3","1.40","5.53","2.62","4.48","0.0","14361"
"Adam Warren","Padres","1","1","0","0","4.39","0","11","11.0","11","5","2","10","4","1.37","8.36","3.43","4.48","0.0","9029"
"Cionel Perez","Astros","0","0","0","0","4.43","1","5","9.0","8","4","1","8","4","1.41","8.23","3.85","4.48","0.0","19614"
"Trevor Richards","Marlins","4","5","0","0","4.44","13","13","77.0","75","38","11","71","30","1.38","8.36","3.53","4.48","0.9","19309"
"Mike Mayers","Cardinals","0","0","0","0","4.44","0","5","5.0","5","2","1","4","2","1.38","8.17","3.34","4.48","0.0","15451"
"Kyle Barraclough","Nationals","1","1","0","0","4.42","0","11","11.0","10","6","1","13","6","1.46","10.08","5.10","4.48","0.0","13713"
"Phillip Diehl","Rockies","0","0","0","0","4.69","0","5","5.0","5","2","1","5","2","1.47","9.10","4.03","4.48","0.0","20030"
"Tanner Roark","Reds","5","5","0","0","4.45","14","14","83.0","83","41","13","76","27","1.32","8.26","2.96","4.49","1.2","8753"
"Wei-Yin Chen","Marlins","1","1","0","4","4.39","0","18","18.0","18","9","3","16","5","1.30","8.03","2.57","4.49","0.0","13071"
"Mike Montgomery","Cubs","1","1","0","6","4.33","1","25","29.0","29","14","3","22","11","1.40","6.95","3.42","4.49","0.1","4869"
"Matt Strahm","Padres","3","4","0","0","4.40","9","9","54.0","53","27","9","55","17","1.29","9.19","2.88","4.49","0.6","13799"
"Steven Matz","Mets","4","5","0","0","4.38","11","20","72.0","72","35","11","69","25","1.35","8.67","3.13","4.49","0.6","13361"
"Francisco Liriano","Pirates","1","2","1","7","4.47","0","27","27.0","26","13","3","26","13","1.45","8.77","4.37","4.49","0.1","3201"
"Derian Gonzalez","Cardinals","0","0","0","0","4.34","0","2","2.0","2","1","0","2","1","1.45","8.15","4.27","4.50","0.0","sa737568"
"Adalberto Mejia","Twins","0","0","0","0","4.45","0","2","2.0","2","1","0","2","1","1.39","8.01","3.37","4.50","0.0","13188"
"Domingo German","Yankees","4","4","0","0","4.57","13","13","72.0","70","37","13","76","24","1.30","9.44","3.02","4.50","1.2","17149"
"Aaron Wilkerson","Brewers","0","0","0","0","4.50","0","2","2.0","2","1","0","2","1","1.34","8.59","3.17","4.50","0.0","16904"
"Jake Faria","Rays","0","0","0","0","4.40","0","4","4.0","4","2","1","4","2","1.37","9.13","3.91","4.50","0.0","13699"
"Drew Pomeranz","Giants","2","3","0","0","4.44","6","10","38.0","36","19","5","39","18","1.41","9.21","4.20","4.50","0.3","11426"
"R.J. Alvarez","Marlins","0","0","0","0","4.32","0","5","5.0","4","2","1","5","2","1.39","9.17","4.31","4.50","0.0","13401"
"Vince Velasquez","Phillies","4","5","0","0","4.59","11","22","74.0","71","38","13","82","28","1.34","9.99","3.47","4.51","0.8","11189"
"Chris Stratton","Pirates","1","1","0","3","4.65","0","18","18.0","19","9","2","15","7","1.43","7.39","3.26","4.51","0.0","13761"
"Brett Anderson","Athletics","4","4","0","0","4.54","11","11","64.0","73","32","7","38","19","1.45","5.34","2.66","4.51","0.8","8223"
"Juan Minaya","White Sox","1","1","0","4","4.43","0","23","23.0","22","12","3","24","11","1.40","9.24","4.30","4.51","0.1","10341"
"Stephen Tarpley","Yankees","1","1","0","0","4.28","0","14","14.0","13","7","2","13","7","1.46","8.75","4.67","4.51","0.0","15859"
"Joe Biagini","Blue Jays","1","2","2","5","4.70","0","28","28.0","30","15","4","23","10","1.40","7.40","3.04","4.51","0.1","13194"
"Casey Sadler","Dodgers","0","0","0","0","4.43","0","6","6.0","7","3","1","5","2","1.34","7.33","2.64","4.51","0.0","11209"
"Javy Guerra","Nationals","1","1","0","6","4.54","0","23","23.0","23","11","3","20","9","1.45","7.93","3.73","4.51","0.0","7407"
"Luis Garcia","Angels","1","1","0","6","4.54","0","26","26.0","27","13","3","24","12","1.47","8.06","4.07","4.52","0.1","6984"
"Justin Miller","Nationals","1","1","0","0","4.48","0","11","11.0","11","6","2","12","4","1.30","9.24","2.98","4.52","0.0","8580"
"Anthony Bass","Mariners","1","1","1","6","4.51","0","25","25.0","26","13","4","22","9","1.40","7.73","3.34","4.52","0.1","7982"
"J. D. Hammer","Phillies","1","1","0","5","4.39","0","20","20.0","19","10","3","21","9","1.37","9.24","3.85","4.52","0.0","19548"
"Mitch Keller","Pirates","2","2","0","0","4.52","6","6","34.0","34","17","4","30","15","1.44","8.05","3.93","4.52","0.4","17594"
"Dan Altavilla","Mariners","0","0","0","0","4.31","0","6","6.0","6","3","1","7","3","1.43","9.78","4.93","4.52","0.0","16507"
"Spencer Turnbull","Tigers","3","4","0","0","4.61","11","11","62.0","63","32","8","53","26","1.43","7.73","3.75","4.52","0.8","16207"
"Anibal Sanchez","Nationals","4","5","0","0","4.89","12","12","72.0","74","39","11","68","26","1.38","8.50","3.20","4.52","0.8","3284"
"Wilmer Font","Mets","1","1","0","0","4.37","0","13","13.0","13","6","2","14","4","1.29","9.13","3.02","4.52","0.0","5257"
"Mike Foltynewicz","Braves","3","4","0","0","4.52","10","10","57.0","56","29","9","57","21","1.34","8.94","3.24","4.53","0.6","10811"
"JT Brubaker","Pirates","0","0","0","0","4.53","1","3","6.0","7","3","1","5","2","1.40","7.48","3.31","4.53","0.0","sa875176"
"Shawn Kelley","Rangers","1","1","1","8","4.57","0","24","24.0","24","12","5","25","7","1.26","9.25","2.52","4.53","0.2","7773"
"Erick Fedde","Nationals","2","2","0","0","4.66","6","13","41.0","44","21","5","33","15","1.45","7.26","3.39","4.53","0.4","17425"
"Zack Littell","Twins","1","1","0","0","4.55","1","10","13.0","14","7","2","11","5","1.40","7.63","3.32","4.53","0.1","15823"
"Chris Bassitt","Athletics","4","4","0","0","4.40","11","11","64.0","64","32","8","57","26","1.39","7.90","3.60","4.54","0.9","12304"
"Matt Carasiti","Mariners","0","0","0","0","4.39","0","4","4.0","4","2","1","4","2","1.38","8.74","3.87","4.54","0.0","13276"
"Jacob Rhame","Mets","0","0","0","0","4.53","0","2","2.0","2","1","0","2","1","1.33","9.68","3.45","4.54","0.0","15267"
"Daniel Hudson","Blue Jays","1","2","1","7","4.58","0","26","26.0","26","13","4","27","12","1.43","9.15","4.12","4.54","0.1","7146"
"Jesse Chavez","Rangers","3","4","0","0","4.54","9","20","65.0","68","33","11","58","20","1.35","8.01","2.78","4.54","0.8","5448"
"Conner Menez","Giants","0","1","0","0","4.28","1","1","8.0","7","4","1","9","4","1.40","9.29","4.46","4.54","0.1","sa918322"
"Dean Deetz","Astros","0","0","0","0","4.34","0","2","2.0","2","1","0","3","1","1.43","10.45","5.10","4.54","0.0","16687"
"Jimmy Nelson","Brewers","2","2","0","0","4.52","4","11","31.0","31","16","4","29","13","1.41","8.37","3.66","4.54","0.3","10547"
"Matt Wisler","Mariners","1","1","0","1","4.56","0","13","13.0","13","6","2","11","3","1.29","7.98","2.38","4.54","0.0","12804"
"Cody Anderson","Indians","0","0","0","0","4.53","0","2","2.0","2","1","0","2","1","1.37","7.69","2.95","4.55","0.0","12799"
"Junior Guerra","Brewers","1","2","1","8","4.42","0","28","28.0","27","14","4","28","12","1.36","8.94","3.67","4.55","0.1","5702"
"Griffin Canning","Angels","4","4","0","0","4.43","12","12","70.0","68","35","11","68","25","1.32","8.75","3.21","4.55","0.8","19867"
"Tyler Kinley","Marlins","0","0","0","0","4.45","0","7","7.0","6","3","1","7","4","1.52","9.77","5.52","4.55","0.0","18297"
"Nick Pivetta","Phillies","4","5","0","0","4.71","13","13","73.0","74","38","13","75","25","1.35","9.27","3.08","4.55","0.9","15454"
"Anthony DeSclafani","Reds","4","5","0","0","4.50","12","12","70.0","71","35","13","67","19","1.29","8.72","2.49","4.55","0.9","13050"
"Taylor Widener","Diamondbacks","0","0","0","0","4.54","1","1","4.0","4","2","1","4","2","1.33","9.49","3.62","4.56","0.0","sa918271"
