"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","AVG","OBP","SLG","OPS","wOBA","Fld","BsR","WAR","playerid"
"Xander Bogaerts","Red Sox","44","183","162","47","11","0","7","27","27","18","33","1","2","1",".292",".364",".495",".860",".360","-0.4","0.5","1.3","12161"
"Trevor Story","Rockies","45","191","172","47","11","2","11","29","29","15","52","2","6","2",".273",".336",".538",".874",".360","0.8","0.5","1.1","12564"
"Joey Votto","Reds","48","201","166","46","9","1","6","27","22","31","36","2","1","0",".276",".393",".450",".843",".360","0.5","-0.8","0.8","4314"
"Jose Ramirez","Indians","45","191","167","46","12","1","8","28","27","21","23","1","8","2",".277",".360",".505",".865",".359","1.2","1.2","1.4","13510"
"Edwin Encarnacion","Yankees","22","91","78","19","3","0","6","14","16","11","20","1","0","0",".246",".349",".513",".862",".359","0.0","-0.3","0.3","2151"
"Daniel Murphy","Rockies","38","160","146","45","11","1","6","21","25","11","21","1","1","0",".305",".356",".505",".861",".358","-0.3","-0.1","0.3","4316"
"Jose Altuve","Astros","44","183","164","50","10","1","6","27","23","15","25","2","5","2",".303",".367",".483",".849",".358","-1.1","0.0","1.2","5417"
"Paul Goldschmidt","Cardinals","48","201","172","46","8","1","9","28","27","26","49","2","2","1",".269",".368",".486",".853",".357","1.0","0.3","1.0","9218"
"Carlos Santana","Indians","45","191","159","41","9","1","8","26","26","30","29","1","1","0",".257",".376",".471",".847",".357","0.3","-0.1","0.8","2396"
"Vladimir Guerrero Jr.","Blue Jays","40","167","149","43","9","0","7","23","23","15","25","1","1","1",".291",".358",".490",".848",".356","-1.3","-0.2","0.9","19611"
"Carlos Correa","Astros","41","171","149","40","9","1","8","24","28","19","38","1","1","0",".271",".355",".492",".847",".355","-0.4","0.2","1.3","14162"
"Peter Alonso","Mets","45","191","166","41","8","1","11","26","29","19","49","4","0","0",".248",".340",".512",".853",".355","0.5","-0.1","0.9","19251"
"Rafael Devers","Red Sox","40","169","155","45","11","1","8","25","26","13","34","0","2","1",".290",".343",".518",".860",".355","-0.9","0.1","0.9","17350"
"Yordan Alvarez","Astros","41","173","154","42","8","0","9","24","28","17","45","1","2","1",".274",".346",".510",".857",".354","0.0","0.0","0.7","19556"
"Michael Conforto","Mets","42","177","150","38","8","0","9","24","25","22","42","3","1","1",".254",".357",".488",".845",".354","-0.4","0.2","1.0","16376"
"Manny Machado","Padres","48","201","180","50","9","1","10","27","30","19","36","1","2","1",".277",".345",".507",".853",".352","1.3","-0.1","1.3","11493"
"Joc Pederson","Dodgers","33","138","119","29","6","1","8","21","19","16","31","2","1","1",".245",".341",".505",".847",".352","0.0","0.0","0.7","11899"
"Max Muncy","Dodgers","41","173","146","36","6","1","9","25","25","24","44","1","1","0",".248",".357",".479",".836",".352","-0.6","0.1","0.9","13301"
"Josh Bell","Pirates","47","197","171","46","10","1","8","26","29","23","37","1","1","1",".271",".358",".485",".843",".351","-1.9","-0.7","0.5","13145"
"Ketel Marte","Diamondbacks","45","187","168","49","9","3","6","25","22","16","26","1","3","1",".291",".354",".482",".836",".350","1.1","0.2","1.1","13613"
"Yasmani Grandal","Brewers","35","145","121","30","6","0","7","18","20","21","34","1","1","0",".245",".357",".473",".830",".350","0.0","-0.6","1.2","11368"
"Eugenio Suarez","Reds","47","197","172","44","8","1","10","26","30","20","50","3","1","1",".258",".343",".491",".834",".348","-0.1","-0.4","0.9","12552"
"Mike Moustakas","Brewers","40","167","151","40","8","0","10","22","27","13","27","2","1","0",".266",".327",".515",".842",".347","0.1","-0.4","0.8","4892"
"Luke Voit","Yankees","39","162","140","37","6","0","7","22","23","18","41","2","0","0",".263",".353",".468",".821",".347","-0.3","-0.1","0.5","14811"
"Kyle Schwarber","Cubs","35","149","127","31","5","0","9","21","21","20","41","1","1","1",".241",".345",".495",".840",".347","0.0","0.1","0.6","16478"
"Andrew Benintendi","Red Sox","40","167","147","41","10","1","5","23","21","17","32","1","4","1",".281",".358",".462",".819",".346","0.8","0.4","0.8","17901"
"Michael Brantley","Astros","41","171","154","45","10","0","5","23","23","14","18","1","2","1",".295",".356",".464",".820",".346","-0.1","0.2","0.8","4106"
"Marcell Ozuna","Cardinals","43","180","163","45","8","1","9","23","29","14","36","1","2","1",".278",".338",".491",".830",".346","0.7","0.1","0.8","10324"
"Jesse Winker","Reds","35","147","128","35","7","0","5","19","16","16","24","2","1","1",".277",".364",".446",".810",".345","-0.8","-0.3","0.4","13590"
"Max Kepler","Twins","45","187","164","42","10","1","9","27","25","19","32","2","2","1",".258",".337",".486",".823",".344","2.2","0.1","1.0","12144"
"Jorge Soler","Royals","42","177","155","39","8","0","9","22","25","19","50","2","1","0",".252",".338",".481",".819",".344","-0.2","-0.2","0.5","14221"
"Matt Olson","Athletics","38","159","139","34","7","0","9","21","24","17","41","2","0","0",".245",".335",".491",".826",".344","1.4","-0.2","0.7","14344"
"Matt Chapman","Athletics","45","187","165","41","10","1","9","27","26","19","46","2","1","1",".251",".332",".492",".823",".344","3.2","0.2","1.4","16505"
"Jeff McNeil","Mets","41","173","156","46","9","1","5","23","18","11","23","4","3","1",".294",".353",".460",".813",".344","-0.3","0.3","0.9","15362"
"Shin-Soo Choo","Rangers","40","168","143","37","7","0","6","23","17","20","40","3","2","1",".261",".361",".441",".802",".344","-0.7","0.0","0.4","3174"
"Tommy Pham","Rays","40","169","145","38","6","1","6","24","19","21","40","2","4","2",".261",".358",".445",".804",".343","1.0","0.4","0.9","2967"
"Javier Baez","Cubs","47","197","184","51","10","2","10","28","32","10","53","1","5","2",".278",".317",".521",".838",".343","0.5","0.5","1.2","12979"
"David Peralta","Diamondbacks","38","160","145","41","9","1","6","20","21","13","32","2","1","0",".282",".345",".471",".816",".342","0.6","0.1","0.6","2136"
"David Dahl","Rockies","31","129","118","33","7","1","5","17","19","8","34","1","2","1",".278",".328",".496",".824",".342","-0.4","0.1","0.3","13744"
"Matt Carpenter","Cardinals","42","176","147","36","9","1","7","25","19","25","42","2","2","1",".242",".358",".448",".807",".342","-1.3","0.0","0.7","8090"
"Miguel Sano","Twins","40","170","148","35","7","0","10","23","26","20","61","1","0","0",".237",".328",".492",".820",".342","-1.0","-0.4","0.7","12164"
"Gleyber Torres","Yankees","44","183","163","44","8","0","9","24","27","17","41","1","2","1",".268",".338",".478",".816",".341","-1.9","-0.1","0.8","16997"
"C.J. Cron","Twins","38","158","143","38","8","0","8","20","25","10","35","3","0","0",".266",".325",".497",".821",".341","0.0","-0.3","0.4","12546"
"Adam Eaton","Nationals","42","176","154","44","8","2","3","25","15","17","29","3","4","1",".287",".366",".421",".787",".339","1.2","0.5","0.7","11205"
"Corey Seager","Dodgers","40","169","150","41","10","0","5","23","22","16","32","2","1","0",".276",".349",".456",".805",".339","0.3","0.4","1.0","13624"
"Yasiel Puig","Indians","44","183","165","44","8","1","9","24","28","15","37","2","6","2",".267",".331",".482",".813",".339","0.6","-0.1","0.6","14225"
"Nicholas Castellanos","Cubs","40","170","155","42","11","1","6","22","22","12","40","1","1","1",".273",".330",".484",".814",".339","-2.3","-0.2","0.3","11737"
"Jose Abreu","White Sox","47","199","182","50","11","0","9","24","30","12","41","3","1","0",".276",".328",".489",".817",".339","-0.6","-0.5","0.5","15676"
"Franmil Reyes","Indians","44","183","165","42","7","0","11","25","27","15","49","1","0","0",".257",".321",".498",".819",".339","0.0","-0.2","0.3","14566"
"Daniel Vogelbach","Mariners","42","177","149","36","6","0","8","22","24","25","41","1","0","0",".239",".350",".444",".794",".339","0.0","-0.2","0.6","14130"
"Gary Sanchez","Yankees","31","130","116","28","5","0","8","18","22","11","34","2","0","0",".241",".316",".501",".817",".338","-0.9","-0.1","0.7","11442"
"Khris Davis","Athletics","44","185","164","40","7","0","11","25","31","17","52","2","0","0",".244",".322",".493",".815",".338","0.0","-0.4","0.4","9112"
"Alex Dickerson","Giants","24","100","90","25","6","1","3","13","13","7","20","1","1","0",".279",".341",".467",".808",".338","-0.6","0.0","0.3","12649"
"Eric Thames","Brewers","30","128","110","26","6","1","6","17","18","15","40","2","2","1",".236",".335",".473",".809",".337","-0.8","0.1","0.2","3711"
"Willson Contreras","Cubs","21","87","76","20","4","0","3","10","12","9","20","2","1","0",".260",".345",".452",".796",".337","0.0","-0.3","0.3","11609"
"Howie Kendrick","Nationals","19","79","72","21","4","0","2","10","10","5","14","1","1","0",".294",".346",".450",".796",".337","-0.3","-0.1","0.2","4229"
"Eloy Jimenez","White Sox","43","180","166","45","8","1","9","22","25","12","41","1","0","0",".270",".321",".490",".811",".337","-1.0","0.0","0.5","17484"
"Justin Smoak","Blue Jays","41","173","147","34","7","0","8","21","23","24","42","1","0","0",".233",".343",".450",".793",".337","0.2","-0.6","0.4","9054"
"Ryan Braun","Brewers","29","123","112","30","6","1","5","16","18","9","25","1","3","1",".269",".328",".481",".809",".336","-0.4","-0.1","0.3","3410"
"Trea Turner","Nationals","44","183","165","46","9","2","5","27","19","15","36","1","12","3",".282",".344",".454",".797",".336","-0.3","1.5","1.0","16252"
"Miguel Cabrera","Tigers","39","162","143","40","8","0","5","17","20","16","32","1","0","0",".280",".356",".440",".796",".336","0.0","-0.9","0.3","1744"
"Aaron Hicks","Yankees","34","141","121","30","6","0","6","20","19","18","31","1","2","1",".245",".343",".446",".789",".336","0.3","0.3","0.7","5297"
"J.T. Realmuto","Phillies","38","159","145","39","9","1","6","21","22","11","34","2","2","1",".271",".327",".475",".802",".335","1.3","0.4","1.1","11739"
"Ozzie Albies","Braves","44","185","169","48","10","2","6","26","22","12","31","1","4","1",".281",".332",".469",".801",".335","1.5","0.7","1.0","16556"
"Eddie Rosario","Twins","44","185","174","49","9","1","9","26","29","9","32","0","2","1",".283",".317",".495",".811",".335","0.4","0.5","0.7","12155"
"Trey Mancini","Orioles","44","185","168","45","8","1","9","24","24","13","43","2","0","0",".266",".323",".480",".804",".335","-1.2","0.0","0.4","15149"
"Wilmer Flores","Diamondbacks","21","89","82","23","5","0","3","10","12","5","11","1","0","0",".284",".332",".465",".798",".335","-0.4","-0.3","0.3","5827"
"Brandon Belt","Giants","40","167","141","35","8","1","5","21","18","22","38","1","1","1",".249",".355",".429",".784",".335","1.0","0.0","0.5","10264"
"Starling Marte","Pirates","45","187","172","49","9","2","6","26","24","9","33","4","8","3",".284",".331",".465",".797",".334","0.2","0.6","0.9","9241"
"Yonder Alonso","Rockies","14","58","51","13","3","0","2","7","8","6","12","0","0","0",".259",".342",".450",".792",".334","0.0","-0.2","0.0","2530"
"Eduardo Escobar","Diamondbacks","42","177","160","43","9","2","7","22","26","14","35","1","1","1",".266",".325",".481",".806",".334","0.3","0.1","0.7","6153"
"Corey Dickerson","Phillies","27","112","104","29","7","1","5","14","15","6","23","1","1","0",".277",".320",".493",".813",".334","0.2","-0.1","0.3","10762"
"Yuli Gurriel","Astros","43","179","167","48","11","1","6","23","27","9","22","2","2","1",".285",".324",".475",".799",".334","-1.0","-0.3","0.5","19198"
"Austin Meadows","Rays","38","159","144","38","8","2","6","20","20","12","35","1","4","1",".267",".327",".473",".801",".333","-0.2","0.2","0.6","15672"
"Derek Dietrich","Reds","15","61","53","13","3","0","3","8","8","5","15","3","0","0",".242",".334",".453",".787",".332","-0.4","0.0","0.2","10542"
"DJ LeMahieu","Yankees","45","189","171","49","8","1","5","27","21","15","28","1","2","1",".288",".346",".432",".779",".332","1.7","-0.2","0.8","9874"
"Mitch Haniger","Mariners","17","70","61","15","3","0","3","9","9","7","17","1","1","0",".251",".333",".453",".786",".332","0.1","0.0","0.3","14274"
"Fernando Tatis Jr.","Padres","45","191","171","44","7","2","8","26","23","15","58","2","6","3",".257",".325",".467",".791",".331","-1.1","0.3","0.9","19709"
"Jorge Polanco","Twins","44","185","167","46","10","2","5","24","22","15","30","1","3","2",".278",".338",".446",".784",".331","-1.3","0.0","0.8","13152"
"Jose Martinez","Cardinals","37","154","138","39","7","0","5","18","19","13","29","1","1","0",".281",".344",".432",".776",".331","-0.7","-0.1","0.4","7996"
"Mark Canha","Athletics","25","103","90","22","5","0","4","14","13","10","24","2","1","0",".243",".331",".453",".784",".331","-0.2","-0.1","0.3","11445"
"Nathaniel Lowe","Rays","9","38","33","9","2","0","1","5","5","4","9","0","0","0",".263",".338",".441",".779",".330","-0.1","0.0","0.1","19566"
"Willie Calhoun","Rangers","28","116","107","29","6","0","5","15","15","8","18","1","1","0",".271",".323",".465",".789",".329","-0.6","0.0","0.1","17838"
"Jake Lamb","Diamondbacks","33","140","120","29","6","1","5","18","19","17","37","1","1","1",".238",".339",".441",".780",".329","0.1","0.2","0.5","13329"
"Marcus Semien","Athletics","43","181","161","42","9","1","6","25","19","18","32","1","3","1",".262",".335",".441",".776",".329","-0.3","0.2","1.0","12533"
"Yoan Moncada","White Sox","40","169","150","38","7","1","6","22","19","17","51","1","4","2",".255",".331",".448",".780",".329","0.1","0.4","0.8","17232"
"Keston Hiura","Brewers","41","173","158","42","9","1","6","20","21","11","45","3","4","2",".267",".324",".460",".785",".329","-1.3","-0.2","0.5","20003"
"Matt Adams","Nationals","31","129","118","29","6","0","7","16","22","9","34","1","0","0",".249",".307",".489",".796",".329","0.6","-0.1","0.2","9393"
"Brian Dozier","Nationals","40","166","145","35","8","1","7","21","21","18","36","2","2","1",".244",".331",".448",".779",".329","-0.5","0.3","0.6","9810"
"Ryan Zimmerman","Nationals","15","65","59","15","3","0","3","8","10","5","14","0","0","0",".260",".323",".460",".783",".329","-0.2","0.0","0.1","4220"
"Bryan Reynolds","Pirates","42","176","158","44","9","1","4","22","19","15","40","2","1","1",".277",".342",".429",".771",".328","-0.5","-0.1","0.4","19326"
"Evan Gattis","","25","105","95","24","5","0","6","13","16","7","23","1","0","0",".249",".308",".483",".791",".328","0.0","-0.4","0.1","11003"
"Buster Posey","Giants","31","129","115","32","7","0","3","14","14","12","17","1","1","0",".280",".353",".414",".767",".328","1.4","-0.4","1.0","9166"
"Nick Senzel","Reds","44","184","166","45","10","2","5","23","20","15","44","1","5","2",".270",".332",".444",".775",".327","0.5","0.0","0.7","19293"
"Ryan McMahon","Rockies","41","172","155","41","9","1","5","20","22","15","47","1","2","1",".267",".332",".443",".775",".327","0.1","0.2","0.3","15112"
"Eric Hosmer","Padres","48","201","181","49","9","1","7","24","26","18","40","1","1","1",".271",".335",".441",".776",".327","-0.1","-0.4","0.3","3516"
"Whit Merrifield","Royals","44","183","167","47","10","2","4","24","17","13","30","1","8","2",".285",".339",".433",".772",".327","0.3","0.7","0.7","11281"
"Justin Upton","Angels","42","177","155","37","7","0","9","23","26","19","54","2","2","1",".238",".323",".452",".775",".327","-0.3","0.3","0.5","5222"
"Stephen Piscotty","Athletics","38","159","142","36","9","0","6","19","20","14","34","2","1","0",".256",".329",".441",".770",".326","0.3","-0.2","0.5","13367"
"Jay Bruce","Phillies","24","102","92","22","5","0","6","13","16","9","25","0","1","0",".237",".304",".486",".790",".326","-0.5","-0.1","0.2","9892"
"David Freese","Dodgers","11","48","42","11","2","0","2","6","6","5","12","1","0","0",".255",".338",".427",".765",".326","0.1","-0.2","0.1","9549"
"Nomar Mazara","Rangers","40","168","152","40","8","1","7","21","24","12","36","2","1","0",".264",".324",".454",".778",".326","-0.5","-0.2","0.2","14553"
"Mitch Garver","Twins","22","91","81","20","4","0","4","12","12","9","23","1","0","0",".249",".325",".447",".772",".326","-0.4","-0.1","0.3","15161"
"Domingo Santana","Mariners","40","169","148","36","7","0","7","20","21","18","56","1","2","1",".245",".331",".437",".768",".326","-1.1","0.2","0.4","10348"
"Christian Walker","Diamondbacks","39","162","145","36","8","1","7","20","22","14","45","2","1","1",".248",".320",".456",".776",".325","0.5","0.1","0.2","13419"
"Nick Markakis","Braves","7","28","25","7","1","0","1","3","3","3","4","0","0","0",".278",".352",".410",".762",".325","-0.2","-0.1","0.0","5930"
"Hunter Renfroe","Padres","43","180","165","40","8","1","11","22","28","12","49","1","1","0",".245",".297",".494",".791",".325","1.1","0.0","0.5","15464"
"Ian Desmond","Rockies","33","137","124","33","7","1","5","17","19","10","33","1","3","1",".264",".323",".449",".772",".325","-1.3","0.2","0.0","6885"
"Didi Gregorius","Yankees","44","183","168","45","8","1","7","24","26","11","24","2","2","1",".270",".318",".458",".776",".325","0.2","0.3","0.9","6012"
"Alex Verdugo","Dodgers","29","121","110","31","6","0","3","14","13","9","16","1","1","1",".281",".335",".432",".767",".325","0.3","0.1","0.4","17027"
"Yandy Diaz","Rays","33","137","119","32","6","0","3","17","13","16","26","1","1","1",".270",".356",".392",".748",".325","-0.3","-0.1","0.5","16578"
"Paul DeJong","Cardinals","47","197","178","45","10","1","8","26","26","14","47","3","2","1",".253",".318",".454",".773",".325","1.1","0.0","1.0","18015"
"Ramon Laureano","Athletics","32","135","122","31","7","1","5","18","17","10","37","2","4","1",".258",".321",".446",".768",".324","0.4","0.5","0.7","17128"
"Brandon Nimmo","Mets","23","97","81","19","4","1","2","12","9","13","26","2","1","1",".233",".354",".389",".743",".324","-0.8","0.1","0.3","12927"
"Joshua Rojas","Diamondbacks","5","22","20","5","1","0","1","3","3","2","4","0","1","0",".266",".333",".429",".762",".324","0.0","0.0","0.1","sa913302"
"Gregory Polanco","Pirates","31","129","115","29","7","1","5","16","16","12","29","1","3","1",".252",".326",".448",".773",".324","0.2","0.2","0.3","12907"
"Jason Heyward","Cubs","39","164","145","39","7","1","4","20","19","16","26","1","2","1",".266",".340",".422",".762",".324","1.2","0.3","0.6","4940"
"Randal Grichuk","Blue Jays","38","161","148","36","9","1","8","21","23","11","46","2","1","0",".243",".299",".482",".781",".324","0.7","0.1","0.5","10243"
"Jean Segura","Phillies","42","176","163","47","9","1","4","23","18","9","22","2","4","2",".288",".333",".429",".762",".323","-0.9","0.3","0.6","5933"
"Mark Trumbo","Orioles","20","83","76","19","3","0","4","10","12","6","22","0","0","0",".247",".305",".470",".775",".323","0.0","-0.2","0.1","6876"
"Brian Anderson","Marlins","46","195","172","44","10","1","6","23","22","17","40","4","1","1",".257",".336",".421",".756",".323","1.5","-0.1","0.8","18289"
"Ji-Man Choi","Rays","29","121","105","26","5","0","4","14","14","14","30","1","1","1",".245",".340",".415",".754",".323","-0.3","-0.1","0.2","5452"
"Clint Frazier","Yankees","8","35","32","8","2","0","1","4","5","3","10","0","0","0",".251",".316",".455",".771",".323","-0.4","0.0","0.0","15983"
"Kurt Suzuki","Nationals","23","97","87","23","4","0","4","11","14","6","12","2","0","0",".265",".326",".438",".764",".323","-0.7","-0.3","0.2","8259"
"Jesus Aguilar","Rays","25","107","95","23","4","0","5","13","16","11","27","1","0","0",".244",".324",".439",".764",".323","0.1","-0.2","0.2","11342"
"Jose Osuna","Pirates","17","70","65","17","5","0","2","8","9","4","13","1","0","0",".268",".317",".451",".769",".323","-0.1","-0.1","0.2","12937"
"Justin Bour","Angels","14","59","51","12","2","0","3","7","9","7","15","0","0","0",".234",".324",".446",".770",".323","0.0","-0.2","0.1","9744"
"Lorenzo Cain","Brewers","42","175","156","43","8","0","4","23","16","15","29","2","6","2",".276",".345",".405",".749",".323","2.0","0.6","0.8","9077"
"Asdrubal Cabrera","Nationals","14","59","53","14","3","0","2","7","7","5","12","0","0","0",".263",".327",".435",".762",".322","-0.5","-0.1","0.1","4962"
"Asdrubal Cabrera","Nationals","0","2","2","0","0","0","0","0","0","0","0","0","0","0",".263",".327",".435",".762",".322","0.0","0.0","0.0","4962"
"Brandon Lowe","Rays","13","54","48","12","3","0","2","7","7","5","15","1","1","0",".248",".320",".443",".764",".322","0.0","0.1","0.2","18882"
"Ian Happ","Cubs","11","47","41","10","2","0","2","6","6","6","15","0","1","0",".234",".333",".427",".761",".322","-0.2","0.0","0.1","17919"
"Marwin Gonzalez","Twins","35","145","130","34","7","0","5","17","18","12","31","2","1","1",".262",".328",".432",".760",".322","0.8","-0.1","0.4","5497"
"Matt Joyce","Braves","10","41","35","8","2","0","1","5","5","5","9","0","0","0",".235",".339",".410",".749",".322","-0.1","0.0","0.1","3353"
"Mitch Moreland","Red Sox","30","126","112","27","6","0","5","15","19","12","30","1","0","0",".242",".318",".449",".767",".322","0.5","-0.3","0.1","3086"
"Mike Ford","Yankees","7","29","25","6","1","0","1","4","4","3","6","0","0","0",".242",".329",".431",".760",".321","0.0","0.0","0.0","15585"
"Enrique Hernandez","Dodgers","21","89","79","19","4","0","4","11","11","9","19","1","1","0",".244",".322",".443",".765",".321","0.0","0.2","0.3","10472"
"Chris Iannetta","Rockies","19","78","67","16","4","0","3","9","9","10","21","1","0","0",".235",".336",".420",".756",".321","-0.4","-0.3","0.1","8267"
"Tyler O'Neill","Cardinals","11","48","44","11","2","0","2","6","7","3","15","0","1","0",".247",".305",".464",".769",".321","-0.1","0.1","0.1","15711"
"Travis Shaw","Brewers","31","131","114","27","5","0","6","16","17","15","32","1","1","0",".234",".327",".435",".762",".321","0.3","-0.1","0.3","11982"
"Cameron Maybin","Yankees","17","71","62","16","3","0","2","9","7","7","15","0","3","1",".263",".342",".403",".745",".321","-0.2","0.1","0.1","5223"
"J.D. Davis","Mets","28","117","106","27","5","0","4","14","14","9","28","1","1","0",".259",".322",".438",".760",".321","-0.3","-0.1","0.3","16219"
"A.J. Pollock","Dodgers","36","152","137","35","7","1","6","20","20","11","30","2","4","1",".257",".318",".447",".765",".321","-0.3","0.4","0.6","9256"
"Brett Gardner","Yankees","35","145","127","32","5","1","4","20","15","15","26","2","3","1",".250",".334",".415",".749",".321","1.1","0.7","0.5","9927"
"Alex Avila","Diamondbacks","18","77","63","13","3","0","3","8","8","13","26","0","0","0",".215",".353",".391",".744",".321","0.4","-0.3","0.4","7476"
"Jonathan Schoop","Twins","26","108","100","26","6","0","5","14","16","5","25","2","0","0",".261",".304",".466",".770",".321","-0.5","-0.1","0.3","11265"
"Tommy La Stella","Angels","17","71","64","17","3","0","2","9","8","5","9","1","0","0",".271",".333",".415",".749",".320","-0.3","-0.1","0.2","12371"
"Hunter Pence","Rangers","28","118","109","29","5","1","4","15","17","8","26","1","1","0",".265",".316",".445",".761",".320","-0.1","0.1","0.0","8252"
"Willians Astudillo","Twins","5","20","19","5","1","0","1","2","3","0","1","0","0","0",".288",".314",".449",".763",".320","0.0","0.0","0.1","15608"
"Dexter Fowler","Cardinals","43","180","155","37","8","1","5","22","19","21","42","3","3","1",".241",".339",".403",".742",".320","-1.5","0.4","0.4","4062"
"Omar Narvaez","Mariners","29","120","106","28","4","0","3","13","12","12","22","1","0","0",".263",".341",".401",".742",".320","-1.4","-0.3","0.3","13338"
"Robinson Cano","Mets","22","91","84","22","5","0","3","11","11","6","14","1","0","0",".268",".323",".439",".762",".319","-0.2","-0.2","0.3","3269"
"Jose Bautista","","25","105","88","19","4","0","4","13","12","15","28","1","1","0",".217",".336",".403",".739",".319","0.0","-0.4","0.0","1887"
"Kevin Cron","Diamondbacks","0","2","2","0","0","0","0","0","0","0","1","0","0","0",".243",".301",".466",".767",".319","0.0","0.0","0.0","16211"
"Kolten Wong","Cardinals","45","191","166","44","9","1","4","21","20","16","29","5","5","1",".262",".344",".401",".746",".319","0.9","0.7","0.7","12532"
"Brock Holt","Red Sox","27","113","99","27","6","1","2","13","12","11","23","2","2","1",".269",".350",".384",".734",".319","-0.3","-0.2","0.3","9345"
"Wil Myers","Padres","41","172","152","36","8","0","7","21","21","18","52","1","5","2",".236",".319",".432",".751",".318","-0.2","0.5","0.3","10047"
"Avisail Garcia","Rays","28","119","109","29","5","1","4","14","16","8","29","2","2","1",".265",".320",".436",".756",".318","0.0","-0.1","0.2","5760"
"Jordan Luplow","Indians","15","62","55","14","3","0","2","8","8","6","14","1","1","0",".247",".323",".426",".749",".318","0.4","-0.1","0.1","16424"
"Logan Forsythe","Rangers","22","93","80","20","4","0","2","10","9","11","22","1","1","0",".250",".347",".381",".729",".318","0.1","0.0","0.2","7185"
