"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","AVG","OBP","SLG","OPS","wOBA","Fld","BsR","WAR","playerid"
"Josh Reddick","Astros","31","130","118","32","5","1","4","16","15","10","18","0","2","1",".270",".327",".424",".751",".318","0.3","0.2","0.4","3892"
"Hunter Dozier","Royals","40","169","151","38","9","1","6","20","20","15","45","1","1","1",".248",".319",".435",".753",".318","-1.1","-0.2","0.3","15117"
"Robbie Grossman","Athletics","25","103","88","22","5","0","2","12","10","13","19","1","1","1",".250",".350",".375",".726",".318","-0.5","-0.1","0.2","5254"
"Carson Kelly","Diamondbacks","25","104","91","23","5","0","3","11","12","10","18","1","0","0",".251",".333",".421",".754",".318","0.2","-0.1","0.5","13620"
"Danny Santana","Rangers","38","160","150","40","8","2","6","21","20","7","42","1","6","3",".268",".303",".461",".764",".317","-0.4","0.2","0.2","10322"
"Bo Bichette","Blue Jays","38","159","146","39","10","1","4","20","17","10","34","1","6","3",".266",".317",".436",".753",".317","-0.4","0.0","0.6","19612"
"Raimel Tapia","Rockies","33","140","131","37","8","2","3","17","15","7","29","1","4","1",".282",".320",".434",".754",".317","-0.5","0.2","-0.1","14350"
"Michael Chavis","Red Sox","29","122","111","28","5","0","5","15","17","9","37","1","1","0",".249",".310",".446",".756",".317","-0.1","-0.1","0.3","17321"
"Victor Caratini","Cubs","14","59","53","14","3","0","1","7","7","5","12","1","0","0",".260",".332",".409",".740",".317","-0.3","0.0","0.2","14968"
"Mike Tauchman","Yankees","20","83","74","19","4","1","2","10","9","8","18","0","2","1",".257",".327",".417",".745",".317","0.7","-0.1","0.2","15274"
"Denard Span","","33","140","124","32","6","1","4","17","14","12","22","1","3","1",".257",".328",".412",".740",".316","-1.0","0.2","0.1","8347"
"Lourdes Gurriel Jr.","Blue Jays","39","165","154","40","8","1","7","21","22","8","37","2","2","2",".261",".304",".453",".757",".316","-0.6","-0.1","0.2","19238"
"Brad Miller","Phillies","5","19","16","4","1","0","1","2","2","2","5","0","0","0",".230",".317",".430",".747",".316","-0.1","0.0","0.0","12775"
"Melky Cabrera","Pirates","30","124","116","33","7","0","3","13","15","7","15","1","1","0",".285",".326",".419",".746",".316","-0.9","-0.4","0.1","4022"
"Steve Pearce","Red Sox","20","84","74","18","4","0","3","10","11","7","19","1","0","0",".245",".321",".421",".743",".316","-0.2","-0.1","0.0","9957"
"Garrett Cooper","Marlins","43","182","164","43","8","1","5","21","21","14","43","2","0","0",".262",".326",".415",".741",".316","0.4","-0.2","0.3","15279"
"Luis Arraez","Twins","30","127","115","34","6","1","1","14","11","9","13","1","1","1",".296",".347",".384",".730",".316","0.0","-0.1","0.3","18568"
"Travis d'Arnaud","Rays","31","129","116","29","5","0","5","16","18","10","26","1","0","0",".250",".314",".435",".749",".316","-0.2","-0.2","0.5","7739"
"Christin Stewart","Tigers","33","140","123","29","6","1","5","16","17","14","35","2","0","0",".238",".322",".423",".745",".316","-1.0","-0.1","0.1","17714"
"Tyler Naquin","Indians","32","135","124","33","7","0","4","16","16","8","34","1","2","1",".269",".319",".434",".753",".316","0.6","0.1","0.3","13359"
"Jung Ho Kang","","25","105","94","22","5","0","5","12","14","8","28","2","1","0",".235",".308",".441",".748",".316","-0.7","-0.1","0.2","17182"
"Maikel Franco","Phillies","30","124","113","29","6","0","6","14","18","10","18","0","0","0",".257",".315",".459",".774",".316","-0.4","-0.2","0.2","12179"
"Brian McCann","Braves","22","91","80","20","3","0","4","10","12","8","17","1","0","0",".245",".325",".416",".741",".315","-0.5","-0.3","0.3","4810"
"Ben Zobrist","Cubs","5","19","16","4","1","0","0","2","2","2","3","0","0","0",".261",".343",".384",".728",".315","0.0","0.0","0.0","7435"
"Phillip Ervin","Reds","32","136","120","30","5","2","4","16","16","12","34","2","4","2",".247",".325",".414",".739",".315","0.1","0.2","0.2","14738"
"Kole Calhoun","Angels","40","167","147","35","7","1","7","21","21","16","38","1","1","1",".239",".319",".429",".748",".315","1.1","0.1","0.5","11200"
"Cesar Hernandez","Phillies","45","189","166","44","7","1","3","22","17","19","34","2","4","1",".267",".345",".384",".729",".315","-0.4","0.2","0.5","10556"
"Wilson Ramos","Mets","29","121","110","29","5","0","5","13","17","9","20","0","0","0",".264",".320",".430",".750",".315","-0.3","-0.7","0.4","1433"
"Stephen Vogt","Giants","14","58","52","13","3","0","2","6","7","5","12","0","0","0",".251",".319",".426",".745",".315","-0.4","-0.1","0.2","5000"
"Austin Riley","Braves","17","70","64","16","3","0","3","8","10","4","21","1","0","0",".247",".303",".455",".757",".315","0.4","0.0","0.1","18360"
"Jason Kipnis","Indians","44","185","164","42","10","1","5","22","22","16","35","2","3","1",".253",".324",".416",".740",".315","0.3","0.3","0.6","9776"
"Renato Nunez","Orioles","33","139","127","31","6","0","7","17","19","10","35","1","0","0",".241",".302",".448",".750",".314","-0.1","-0.1","0.1","14503"
"Greg Bird","Yankees","2","10","9","2","0","0","0","1","1","1","3","0","0","0",".221",".313",".428",".742",".314","0.0","0.0","0.0","14131"
"Rangel Ravelo","Cardinals","1","4","4","1","0","0","0","0","0","0","1","0","0","0",".264",".326",".410",".737",".314","0.0","0.0","0.0","10839"
"Jedd Gyorko","Dodgers","5","20","18","4","1","0","1","2","3","2","4","0","0","0",".245",".317",".423",".739",".314","0.0","0.0","0.1","10816"
"Jonathan Villar","Orioles","46","193","173","44","8","1","6","25","19","16","50","1","11","3",".256",".323",".412",".734",".314","-2.1","0.9","0.5","10071"
"Chris Taylor","Dodgers","13","55","49","12","3","1","1","7","6","5","15","1","1","0",".249",".322",".416",".737",".313","-0.2","0.2","0.2","13757"
"Jackie Bradley Jr.","Red Sox","41","171","150","36","9","1","5","21","20","16","43","3","3","1",".238",".323",".415",".737",".313","0.5","0.5","0.5","12984"
"Lucas Duda","Braves","3","11","9","2","0","0","0","1","2","1","3","0","0","0",".225",".310",".438",".749",".313","0.0","0.0","0.0","2502"
"Jake Bauers","Indians","8","35","31","7","2","0","1","4","4","4","9","0","1","0",".240",".325",".403",".728",".313","0.0","0.0","0.0","15194"
"Evan Longoria","Giants","34","142","130","33","7","1","5","16","18","10","28","1","1","0",".254",".310",".435",".745",".313","0.3","0.0","0.4","9368"
"Tyler White","Dodgers","12","50","44","11","2","0","2","5","6","5","11","0","0","0",".242",".324",".407",".730",".313","0.0","0.0","0.1","15564"
"Kyle Tucker","Astros","20","83","75","18","4","0","4","11","11","6","21","1","3","1",".240",".302",".444",".746",".313","-0.1","0.1","0.2","18345"
"Todd Frazier","Mets","38","159","140","32","6","0","7","19","21","15","37","3","2","1",".227",".314",".421",".734",".313","0.1","-0.2","0.5","785"
"Byron Buxton","Twins","35","149","136","34","9","1","5","20","18","10","41","1","7","1",".251",".305",".441",".746",".312","2.8","1.2","0.8","14161"
"Kyle Seager","Mariners","39","165","148","36","8","0","7","19","21","13","33","2","1","1",".242",".309",".434",".744",".312","0.7","-0.3","0.6","9785"
"Adam Frazier","Pirates","38","160","144","39","8","1","2","19","14","12","21","2","2","1",".272",".333",".397",".731",".312","0.1","0.0","0.4","15223"
"Colin Moran","Pirates","35","145","133","35","6","0","4","15","19","10","32","1","0","0",".265",".321",".417",".738",".312","-1.2","-0.3","0.2","16909"
"Randy Arozarena","Cardinals","1","6","6","1","0","0","0","1","1","0","1","0","0","0",".262",".324",".407",".731",".312","0.0","0.0","0.0","sa914549"
"Giovanny Urshela","Yankees","31","129","119","32","7","0","4","15","16","7","21","1","0","0",".270",".312",".425",".737",".312","0.2","-0.2","0.3","10681"
"Matt Beaty","Dodgers","15","62","57","16","4","0","2","7","8","3","9","1","0","0",".272",".317",".418",".735",".312","0.1","0.0","0.1","17710"
"Anthony Santander","Orioles","42","176","163","43","9","1","6","20","21","10","34","1","2","1",".264",".308",".431",".739",".311","-0.3","0.0","0.2","14551"
"Adam Jones","Diamondbacks","43","179","166","44","9","0","6","21","22","9","31","2","1","0",".267",".309",".430",".739",".311","-1.3","0.0","0.0","6368"
"Tony Kemp","Cubs","25","107","95","26","4","1","2","13","10","9","14","1","3","1",".269",".336",".387",".722",".311","-0.1","-0.1","0.2","14894"
"Aledmys Diaz","Astros","19","79","73","19","4","0","3","10","10","5","12","1","1","0",".259",".306",".437",".743",".311","-0.4","-0.2","0.2","15937"
"Dansby Swanson","Braves","38","159","142","36","8","1","5","19","18","14","34","1","3","1",".253",".322",".420",".741",".311","0.2","0.3","0.5","18314"
"Ben Gamel","Brewers","21","87","78","20","4","1","2","10","9","8","21","1","1","1",".260",".331",".395",".726",".311","0.0","0.2","0.1","12160"
"Yonathan Daza","Rockies","11","47","44","13","2","0","1","5","5","2","8","0","1","1",".296",".325",".403",".728",".310","0.1","-0.1","0.0","15794"
"Yusniel Diaz","Orioles","0","2","2","0","0","0","0","0","0","0","0","0","0","0",".252",".320",".407",".727",".310","0.0","0.0","0.0","sa912848"
"Neil Walker","Marlins","25","106","93","23","4","0","3","11","11","11","22","1","0","0",".247",".329",".393",".721",".310","-0.3","0.0","0.0","7539"
"Ty France","Padres","0","2","2","0","0","0","0","0","0","0","0","0","0","0",".248",".316",".409",".725",".310","0.0","0.0","0.0","17982"
"Rougned Odor","Rangers","40","166","151","36","8","1","8","21","23","11","43","2","4","3",".236",".296",".447",".743",".310","-0.5","0.0","0.2","12282"
"Alex Gordon","Royals","43","181","159","40","8","0","5","20","19","16","38","4","2","1",".249",".329",".393",".722",".310","1.9","0.0","0.4","5209"
"Adam Duvall","Braves","35","148","135","32","7","1","7","18","22","10","39","2","1","1",".236",".295",".448",".743",".310","0.8","0.1","0.2","10950"
"Victor Robles","Nationals","44","185","165","41","8","2","5","22","20","12","40","5","8","4",".251",".319",".408",".727",".310","1.2","0.2","0.5","18363"
"Rowdy Tellez","Blue Jays","4","18","16","4","1","0","1","2","2","1","4","0","0","0",".245",".304",".435",".739",".309","0.0","0.0","0.0","15679"
"Francisco Cervelli","Pirates","2","10","8","2","0","0","0","1","1","1","2","0","0","0",".244",".344",".358",".701",".309","0.0","0.0","0.0","5275"
"Jed Lowrie","Mets","4","17","15","4","1","0","0","2","2","2","3","0","0","0",".241",".323",".398",".720",".309","0.0","0.0","0.0","4418"
"Elvis Andrus","Rangers","46","193","177","48","10","1","4","23","21","12","29","1","7","2",".272",".320",".404",".725",".309","-0.5","0.6","0.5","8709"
"Garrett Hampson","Rockies","24","99","89","24","4","1","1","11","9","8","20","0","5","1",".269",".328",".391",".719",".308","0.1","0.4","0.1","19262"
"Chad Pinder","Athletics","25","107","98","24","5","0","4","13","13","6","28","2","0","0",".248",".302",".430",".732",".308","0.7","-0.2","0.2","15191"
"Robinson Chirinos","Astros","28","117","99","21","4","0","5","14","14","13","37","4","0","0",".209",".318",".396",".715",".308","-0.2","-0.4","0.3","3142"
"Austin Slater","Giants","17","70","62","16","3","0","1","7","7","6","19","1","1","0",".253",".329",".386",".715",".308","0.1","0.1","0.1","16153"
"Andrelton Simmons","Angels","37","154","143","40","8","1","3","17","17","9","14","1","3","1",".277",".324",".396",".720",".308","3.3","0.1","0.9","10847"
"Josh VanMeter","Reds","35","147","131","32","7","1","4","16","16","13","33","1","3","2",".245",".317",".407",".724",".308","-0.1","0.0","0.1","15170"
"LaMonte Wade","Twins","0","2","2","0","0","0","0","0","0","0","0","0","0","0",".251",".338",".367",".706",".308","0.0","0.0","0.0","18126"
"Tyler Flowers","Braves","20","82","71","17","3","0","3","8","9","7","24","2","0","0",".235",".322",".395",".717",".308","-0.4","-0.2","0.5","9134"
"Ender Inciarte","Braves","37","155","140","38","6","1","2","19","14","12","22","1","5","2",".271",".330",".388",".717",".308","1.4","0.4","0.4","4922"
"Rusney Castillo","Red Sox","2","8","7","2","0","0","0","1","1","0","1","0","0","0",".280",".317",".406",".723",".307","-0.1","0.0","0.0","17016"
"Lonnie Chisenhall","Pirates","2","9","8","2","0","0","0","1","1","1","2","0","0","0",".255",".313",".413",".726",".307","0.0","0.0","0.0","7571"
"Scooter Gennett","Giants","39","165","152","41","8","1","4","18","20","9","33","1","1","0",".268",".313",".414",".727",".307","-1.2","-0.1","0.2","10339"
"Danny Jansen","Blue Jays","27","114","101","24","5","0","3","13","13","10","21","2","1","0",".239",".318",".397",".715",".307","0.0","0.1","0.6","16535"
"Tim Locastro","Diamondbacks","5","20","18","5","1","0","0","2","2","1","3","1","1","0",".256",".330",".374",".704",".307","-0.1","0.1","0.0","15124"
"Jurickson Profar","Athletics","39","165","147","35","8","1","5","20","19","13","25","3","2","1",".239",".312",".408",".720",".306","-0.5","0.3","0.4","10815"
"Josh Fuentes","Rockies","1","4","4","1","0","0","0","0","0","0","1","0","0","0",".269",".304",".424",".727",".306","0.0","0.0","0.0","16885"
"Derek Fisher","Blue Jays","12","52","46","11","2","0","2","7","6","5","17","0","2","1",".227",".308",".413",".721",".306","0.2","0.1","0.1","16192"
"Greg Garcia","Padres","20","82","70","18","3","1","1","9","7","9","18","1","1","0",".248",".344",".351",".695",".306","0.0","0.1","0.2","10951"
"Cavan Biggio","Blue Jays","37","157","134","29","6","1","5","19","17","21","46","1","4","1",".217",".324",".382",".706",".306","0.2","0.2","0.1","19252"
"Scott Schebler","Reds","1","4","4","1","0","0","0","1","1","0","1","0","0","0",".229",".306",".419",".724",".306","0.0","0.0","0.0","12225"
"Johan Camargo","Braves","26","109","99","25","6","0","3","12","13","8","22","1","0","0",".255",".313",".412",".725",".306","0.1","0.0","0.2","14950"
"Teoscar Hernandez","Blue Jays","30","124","113","26","6","1","5","15","15","10","37","1","2","1",".231",".296",".433",".729",".306","-0.7","0.0","0.2","13066"
"Tim Anderson","White Sox","45","188","178","48","9","1","6","23","21","7","45","1","7","2",".270",".300",".428",".728",".306","-1.4","0.5","0.5","15172"
"David Bote","Cubs","27","114","101","24","5","0","4","13","14","10","30","1","1","1",".241",".316",".404",".720",".306","0.2","0.1","0.2","14593"
"Cheslor Cuthbert","Royals","33","137","126","33","7","0","4","14","15","9","29","1","0","0",".259",".311",".408",".720",".306","-0.5","-0.2","0.1","10473"
"Josh Naylor","Padres","13","56","51","13","2","0","2","6","6","4","10","0","1","0",".256",".318",".402",".721",".305","-0.3","0.0","0.0","18839"
"Jason Castro","Twins","22","93","81","18","4","0","3","11","10","10","27","1","0","0",".227",".314",".398",".712",".305","0.5","-0.2","0.5","8722"
"Russell Martin","Dodgers","12","50","42","9","1","0","2","6","5","6","12","1","0","0",".218",".333",".365",".697",".305","0.1","-0.2","0.2","4616"
"Dwight Smith Jr.","Orioles","16","66","60","15","3","0","2","7","7","5","13","1","1","0",".248",".313",".403",".715",".305","-0.5","0.0","0.0","13473"
"Matt Duffy","Rays","16","68","61","17","3","0","1","7","6","5","12","1","1","0",".270",".331",".372",".704",".305","-0.1","0.0","0.2","13836"
"Jose Pirela","Phillies","2","7","6","2","0","0","0","1","1","0","1","0","0","0",".259",".310",".410",".720",".305","0.0","0.0","0.0","5485"
"Joe Panik","","58","245","219","57","12","1","4","27","22","21","24","2","2","1",".263",".331",".378",".708",".305","0.2","0.0","0.5","11936"
"Jeimer Candelario","Tigers","36","151","133","31","7","1","4","17","15","15","38","2","1","0",".231",".314",".397",".711",".305","0.6","0.1","0.3","13621"
"Christian Vazquez","Red Sox","27","114","105","28","5","0","3","13","13","6","21","1","1","0",".265",".310",".413",".723",".304","0.5","-0.2","0.7","9774"
"Pablo Sandoval","Giants","25","106","97","24","6","0","4","12","13","7","22","1","0","0",".249",".301",".427",".728",".304","-0.6","-0.3","0.1","5409"
"Addison Russell","Cubs","12","52","46","11","2","0","1","6","6","5","12","1","0","0",".244",".318",".398",".716",".304","0.8","0.1","0.2","14106"
"Manuel Margot","Padres","40","170","154","39","8","2","4","19","16","13","30","1","6","2",".255",".313",".404",".717",".304","1.6","0.3","0.5","14712"
"Billy McKinney","Blue Jays","18","76","68","16","4","1","3","9","8","6","19","1","0","0",".233",".299",".421",".720",".304","0.1","-0.1","0.0","15654"
"Franchy Cordero","Padres","4","17","15","4","1","0","1","2","2","1","6","0","0","0",".242",".300",".421",".722",".304","0.0","0.0","0.0","14567"
"Nick Williams","Phillies","4","17","16","4","1","0","1","2","2","1","5","0","0","0",".244",".296",".426",".723",".304","0.0","0.0","0.0","14330"
"D.J. Stewart","Orioles","16","66","59","14","3","0","2","7","7","6","16","1","1","1",".232",".314",".395",".709",".304","-0.4","0.0","0.0","17766"
"Amed Rosario","Mets","43","179","166","45","8","2","4","20","18","9","35","1","6","3",".269",".309",".413",".722",".304","-0.7","0.4","0.5","15518"
"Ildemaro Vargas","Diamondbacks","8","33","31","8","2","0","1","4","3","2","3","0","0","0",".277",".315",".397",".712",".303","0.0","0.0","0.0","13324"
"Adalberto Mondesi","Royals","35","149","139","36","7","2","5","19","18","7","40","1","12","3",".256",".291",".437",".728",".303","1.4","1.5","0.7","13769"
"Jake Cave","Twins","4","17","15","4","1","0","0","2","2","1","5","0","0","0",".249",".308",".407",".715",".303","0.0","0.0","0.0","14477"
"Ryan Mountcastle","Orioles","5","23","21","6","1","0","1","3","3","1","5","0","0","0",".264",".295",".429",".724",".303","0.0","0.0","0.0","sa874734"
"Nick Ahmed","Diamondbacks","43","181","163","41","9","1","5","20","21","14","34","1","2","1",".250",".309",".409",".718",".303","2.1","0.1","0.6","12147"
"Mark Reynolds","","75","315","275","60","12","1","12","34","41","34","99","2","2","1",".219",".308",".401",".709",".303","-0.4","-0.8","-0.3","7619"
"Carter Kieboom","Nationals","1","6","6","1","0","0","0","1","1","1","1","0","0","0",".246",".314",".394",".709",".303","0.0","0.0","0.0","19958"
"Kevin Kiermaier","Rays","40","169","154","38","7","3","5","20","18","12","37","2","6","2",".245",".303",".417",".720",".303","3.2","0.8","0.8","11038"
"Robel Garcia","Cubs","2","10","9","2","0","0","0","1","1","1","4","0","0","0",".228",".285",".440",".726",".303","0.0","0.0","0.0","13167"
"Ramon Urias","Cardinals","1","4","4","1","0","0","0","0","0","0","1","0","0","0",".251",".316",".387",".704",".303","0.0","0.0","0.0","sa597169"
"Niko Goodrum","Tigers","44","184","165","40","9","1","5","21","19","16","51","1","4","2",".241",".308",".402",".711",".302","-0.4","0.5","0.2","12092"
"Michael Brosseau","Rays","2","8","7","2","0","0","0","1","1","0","2","0","0","0",".252",".307",".403",".710",".302","0.0","0.0","0.0","19683"
"Rafael Ortega","Braves","0","2","2","0","0","0","0","0","0","0","0","0","0","0",".257",".320",".384",".704",".302","0.0","0.0","0.0","10323"
"Eric Sogard","Rays","25","107","95","24","4","0","2","13","9","11","18","1","2","0",".252",".329",".369",".698",".302","0.1","0.2","0.3","7927"
"Christian Lopes","Rangers","1","6","5","1","0","0","0","1","1","1","1","0","0","0",".247",".325",".372",".697",".302","0.0","0.0","0.0","sa601044"
"Dominic Smith","Mets","23","96","87","22","5","0","3","11","11","7","22","1","0","0",".247",".305",".406",".711",".302","-0.3","0.0","0.0","15653"
"Ronald Guzman","Rangers","26","110","98","23","5","0","4","12","13","10","29","1","1","0",".235",".308",".404",".712",".302","0.7","0.0","0.0","14388"
"Mark Zagunis","Cubs","2","7","6","1","0","0","0","1","1","1","2","0","0","0",".229",".330",".359",".689",".302","0.0","0.0","0.0","16565"
"Luis Urias","Padres","41","172","149","36","7","1","3","18","15","17","36","3","1","1",".241",".329",".363",".692",".302","1.4","-0.1","0.4","16622"
"Trent Grisham","Brewers","15","64","55","12","2","0","2","8","6","8","16","0","2","1",".226",".321",".378",".699",".302","-0.2","0.1","0.0","18564"
"Breyvic Valera","Yankees","1","4","4","1","0","0","0","0","0","0","0","0","0","0",".265",".326",".373",".699",".302","0.0","0.0","0.0","12758"
"Nick Martini","Athletics","5","22","19","5","1","0","0","2","2","2","5","0","0","0",".247",".335",".354",".689",".302","0.1","0.0","0.0","12005"
"Yasmany Tomas","Diamondbacks","0","2","2","0","0","0","0","0","0","0","1","0","0","0",".249",".282",".445",".727",".302","0.0","0.0","0.0","17171"
"Daniel Robertson","Rays","4","18","15","4","1","0","0","2","2","2","4","0","0","0",".231",".331",".351",".682",".301","0.0","0.0","0.0","14145"
"Noel Cuevas","Rockies","1","4","4","1","0","0","0","0","0","0","1","0","0","0",".270",".310",".401",".711",".301","0.0","0.0","0.0","11894"
"Yadier Molina","Cardinals","25","103","95","25","5","0","3","10","13","5","14","1","1","0",".265",".307",".402",".709",".301","0.9","-0.5","0.4","7007"
"Roberto Perez","Indians","29","121","105","23","4","0","5","13","15","13","35","1","0","0",".216",".305",".400",".706",".301","1.2","-0.2","0.7","2900"
"Austin Dean","Marlins","8","34","32","8","2","0","1","4","4","2","6","0","0","0",".255",".307",".400",".707",".301","-0.1","0.0","0.0","18288"
"Curt Casali","Reds","13","53","47","11","2","0","2","5","6","5","13","1","0","0",".237",".314",".389",".702",".301","-0.3","-0.1","0.1","12510"
"Scott Kingery","Phillies","46","193","178","44","10","1","6","22","20","11","49","2","5","2",".248",".299",".412",".711",".301","-0.1","0.6","0.3","17975"
"Andy Young","Diamondbacks","1","4","4","1","0","0","0","0","0","0","1","0","0","0",".243",".300",".409",".709",".301","0.0","0.0","0.0","sa919031"
"Scott Heineman","Rangers","8","35","32","8","1","0","1","4","3","2","9","0","1","0",".255",".315",".385",".700",".301","-0.1","0.0","0.0","14453"
"Sam Hilliard","Rockies","0","2","2","0","0","0","0","0","0","0","1","0","0","0",".246",".298",".415",".713",".300","0.0","0.0","0.0","sa829542"
"Brandon Crawford","Giants","43","179","161","40","9","1","4","18","20","15","38","1","1","1",".247",".315",".396",".711",".300","1.1","-0.1","0.5","5343"
"Albert Pujols","Angels","30","126","116","29","5","0","5","13","19","8","18","1","0","0",".248",".297",".419",".716",".300","-0.2","-0.7","-0.1","1177"
"Willy Adames","Rays","40","167","150","37","6","1","4","19","17","14","44","1","2","1",".246",".314",".387",".701",".300","-0.5","0.1","0.5","15986"
"Gerardo Parra","Nationals","14","58","53","14","3","0","1","7","7","3","11","1","1","1",".264",".313",".395",".708",".300","0.1","-0.1","0.0","8553"
"Ryan O'Hearn","Royals","28","117","104","23","5","1","4","13","14","11","31","1","0","0",".222",".302",".405",".707",".300","-0.2","-0.1","-0.1","16442"
"Bobby Bradley","Indians","1","4","4","1","0","0","0","0","1","0","1","0","0","0",".222",".287",".433",".720",".300","0.0","0.0","0.0","17278"
"Chance Sisco","Orioles","19","80","71","17","3","0","2","9","8","6","24","2","0","0",".236",".316",".377",".693",".300","-0.6","0.0","0.1","15694"
"Brian O'Grady","Reds","8","35","32","7","1","0","1","4","4","3","11","0","1","0",".222",".295",".416",".711",".300","0.0","0.0","0.0","sa829143"
"Austin Hays","Orioles","10","44","41","10","2","0","2","5","5","2","10","0","1","0",".249",".284",".433",".718",".300","-0.2","0.0","0.0","19363"
"Carlos Gonzalez","","42","175","158","37","8","0","6","20","20","15","45","1","1","1",".237",".303",".406",".710",".299","0.3","-0.1","0.0","7287"
"Travis Demeritte","Tigers","24","102","91","20","4","1","4","11","12","9","32","1","1","1",".221",".296",".412",".708",".299","-0.3","0.0","0.0","15958"
"Curtis Granderson","Marlins","22","93","80","17","4","0","3","11","9","11","24","1","1","0",".213",".312",".383",".695",".299","-0.3","-0.2","0.0","4747"
"Travis Snider","Diamondbacks","0","2","2","0","0","0","0","0","0","0","1","0","0","0",".239",".317",".379",".696",".299","0.0","0.0","0.0","2830"
"Jake Fraley","Mariners","10","40","36","9","2","0","1","4","4","2","9","0","1","1",".249",".302",".406",".708",".299","0.0","0.0","0.1","sa857756"
"Eduardo Nunez","Red Sox","1","4","4","1","0","0","0","0","0","0","1","0","0","0",".274",".303",".404",".706",".299","0.0","0.0","0.0","6848"
"Franklin Barreto","Athletics","6","24","22","5","1","0","1","3","3","2","8","0","0","0",".232",".290",".421",".711",".299","0.0","0.0","0.1","15519"
"Francisco Mejia","Padres","24","101","93","24","5","1","3","10","11","5","20","1","0","0",".253",".300",".409",".709",".299","0.1","0.0","0.2","16403"
"Ehire Adrianza","Twins","6","27","24","6","1","0","0","3","3","2","5","0","0","0",".253",".320",".376",".696",".299","-0.1","0.0","0.0","8418"
"Adam Haseley","Phillies","24","102","93","24","4","1","3","11","11","6","20","1","1","1",".254",".307",".395",".702",".299","0.2","-0.1","0.1","19878"
"Cesar Puello","Marlins","15","63","55","13","2","0","1","6","6","5","16","2","1","0",".239",".326",".357",".683",".299","0.2","0.0","0.1","7216"
"Will Smith","Dodgers","26","110","98","21","5","0","5","12","14","9","32","2","1","0",".216",".293",".412",".706",".299","1.2","0.1","0.5","19197"
"Daniel Palka","White Sox","2","8","8","2","0","0","0","1","1","1","3","0","0","0",".219",".286",".429",".716",".299","-0.1","0.0","0.0","14897"
"Kevin Plawecki","Indians","14","59","52","12","3","0","1","6","7","5","12","1","0","0",".240",".316",".379",".695",".299","-0.1","-0.1","0.1","13807"
"Hanser Alberto","Orioles","41","174","165","47","7","1","3","17","16","5","18","1","1","1",".285",".309",".395",".704",".298","0.8","-0.2","0.4","11902"
"David Fletcher","Angels","41","171","157","42","8","1","2","20","15","11","18","1","3","1",".271",".319",".374",".693",".298","1.7","0.2","0.6","17992"
"Marco Hernandez","Red Sox","4","18","16","5","1","0","0","2","2","1","4","0","0","0",".273",".305",".398",".703",".298","-0.1","0.0","0.0","13154"
"Brian Goodwin","Angels","15","65","59","14","3","0","2","8","7","5","18","0","1","0",".240",".301",".404",".705",".298","-0.4","0.0","0.0","12858"
"Jonathan Lucroy","Cubs","11","46","41","10","2","0","1","5","5","4","7","0","0","0",".251",".315",".379",".694",".298","0.0","-0.1","0.1","7870"
"Albert Almora Jr.","Cubs","24","101","94","25","5","0","2","11","11","5","17","0","1","0",".265",".303",".402",".706",".298","0.3","-0.2","0.1","14109"
"Tucker Barnhart","Reds","27","115","100","24","5","0","3","11","12","12","23","1","0","0",".241",".324",".376",".701",".298","1.1","-0.4","0.2","10200"
"A.J. Reed","White Sox","10","44","39","8","2","0","2","5","6","4","14","0","0","0",".214",".296",".408",".703",".298","0.0","0.0","0.0","16246"
"Miguel Rojas","Marlins","35","148","135","36","7","0","2","15","13","9","18","2","2","1",".270",".322",".371",".693",".298","1.5","-0.4","0.5","7802"
"Kevin Newman","Pirates","41","172","159","44","8","1","2","18","15","10","22","1","5","2",".276",".321",".374",".695",".298","-0.2","0.0","0.3","17696"
"Jose Peraza","Reds","42","177","165","44","7","1","3","19","17","8","23","3","6","2",".270",".310",".389",".699",".298","0.0","0.4","0.2","13593"
"Jose Reyes","","8","35","32","8","2","0","1","4","4","3","6","0","1","0",".245",".307",".389",".696",".297","-0.6","0.1","0.0","1736"
"Oscar Mercado","Indians","40","166","151","38","8","1","3","20","16","11","34","2","7","3",".254",".310",".382",".692",".297","-0.1","0.0","0.2","16375"
"J.P. Crawford","Mariners","44","183","158","36","8","1","3","20","18","20","43","2","3","1",".229",".321",".358",".679",".297","0.3","0.2","0.6","15491"
"Kevan Smith","Angels","17","71","64","17","3","0","1","7","7","4","12","1","0","0",".259",".313",".374",".687",".296","-0.6","-0.1","0.1","12284"
"Harrison Bader","Cardinals","17","73","64","15","3","0","2","8","7","6","21","2","2","1",".233",".309",".386",".695",".296","1.0","0.2","0.2","18030"
"Tyler Austin","Giants","7","30","27","6","1","0","1","4","4","3","11","0","0","0",".217",".290",".412",".701",".296","0.0","0.0","0.0","11850"
"Manny Pina","Brewers","10","44","40","10","2","0","1","4","5","3","9","1","0","0",".242",".304",".394",".698",".296","0.4","-0.1","0.2","2829"
"Jarrod Dyson","Diamondbacks","26","109","96","24","3","1","1","14","8","10","18","1","7","1",".249",".326",".354",".679",".296","1.2","1.0","0.3","4866"
"Nick Dini","Royals","5","22","20","5","1","0","1","2","2","1","4","0","0","0",".251",".300",".398",".698",".296","0.0","0.0","0.1","sa875718"
