"Name","Team","W","L","SV","HLD","ERA","GS","G","IP","H","ER","HR","SO","BB","WHIP","K/9","BB/9","FIP","WAR","playerid"
"Joey Lucchesi","Padres","1","1","0","0","4.24","2","2","14.0","14","7","2","14","5","1.34","8.85","3.14","4.23","0.2","19320"
"James Karinchak","Indians","0","0","0","0","4.15","0","3","3.0","2","1","0","4","2","1.53","12.74","7.01","4.23","0.0","20151"
"Rowan Wick","Cubs","0","0","0","1","4.05","0","5","5.0","5","2","1","6","3","1.45","9.57","4.99","4.24","0.0","14646"
"Emmanuel Clase","Rangers","0","0","0","1","4.16","0","3","3.0","3","1","0","3","1","1.38","8.76","3.78","4.24","0.0","21032"
"Pablo Lopez","Marlins","1","1","0","0","4.10","2","2","13.0","14","6","2","11","4","1.29","7.51","2.46","4.24","0.2","17085"
"Jairo Diaz","Rockies","0","0","3","0","4.53","0","5","5.0","5","2","1","5","2","1.42","9.45","4.07","4.24","0.1","12774"
"Ryan Weber","Red Sox","0","0","0","0","4.33","0","1","1.0","1","1","0","1","0","1.33","5.93","1.86","4.25","0.0","10160"
"Montana DuRapau","Pirates","0","0","0","0","4.14","0","1","1.0","1","1","0","2","1","1.31","9.91","3.74","4.25","0.0","16768"
"Anthony Bass","Mariners","0","0","0","1","4.22","0","4","4.0","4","2","1","4","2","1.36","8.36","3.29","4.25","0.0","7982"
"Tim Hill","Royals","0","0","0","1","4.17","0","4","4.0","4","2","0","4","2","1.38","7.95","3.45","4.25","0.0","16814"
"Nathan Eovaldi","Red Sox","1","1","0","0","4.37","2","2","14.0","15","7","2","13","4","1.34","8.46","2.77","4.25","0.2","9132"
"Fernando Rodney","Nationals","0","0","0","1","4.25","0","5","5.0","4","2","1","5","2","1.45","9.40","4.64","4.25","0.0","494"
"David Phelps","Cubs","0","0","0","1","4.27","0","4","4.0","4","2","1","4","2","1.38","8.70","3.58","4.26","0.0","6316"
"Noe Ramirez","Angels","0","0","0","1","4.10","0","4","4.0","4","2","1","4","1","1.27","9.85","3.18","4.26","0.0","12800"
"Adam Wainwright","Cardinals","1","1","0","0","4.35","2","2","13.0","14","6","2","12","5","1.40","7.91","3.30","4.27","0.2","2233"
"Paul Fry","Orioles","0","0","0","0","4.13","0","4","4.0","3","2","0","4","2","1.42","8.97","4.34","4.28","0.0","15832"
"Yoshihisa Hirano","Diamondbacks","0","0","0","1","4.24","0","4","4.0","4","2","1","4","2","1.37","8.85","3.70","4.28","0.0","19756"
"Kyle Keller","Marlins","0","0","0","0","4.09","0","3","3.0","2","1","0","3","2","1.40","10.31","4.86","4.28","0.0","18890"
"Cole Hamels","Cubs","1","1","0","0","4.09","2","2","14.0","13","6","2","13","5","1.30","8.49","3.27","4.28","0.2","4972"
"Stefan Crichton","Diamondbacks","0","0","0","0","4.30","0","3","3.0","3","1","0","3","1","1.38","8.18","3.33","4.29","0.0","16058"
"Sam Selman","Giants","0","0","0","0","4.15","0","1","1.0","1","1","0","1","1","1.49","10.87","5.91","4.30","0.0","13397"
"Taylor Williams","Brewers","0","0","0","0","4.33","0","2","2.0","2","1","0","2","1","1.43","9.18","3.98","4.31","0.0","14899"
"Richard Bleier","Orioles","0","0","0","1","4.08","0","5","5.0","6","2","1","3","1","1.34","4.71","1.90","4.31","0.1","7803"
"Nick Wittgren","Indians","0","0","0","1","4.37","0","5","5.0","5","3","1","5","2","1.32","8.84","2.82","4.31","0.0","15594"
"Ryan Yarbrough","Rays","1","1","0","0","4.21","2","2","10.0","11","5","1","9","3","1.28","7.49","2.31","4.31","0.1","16502"
"John Gant","Cardinals","0","0","0","1","4.22","0","5","5.0","5","2","1","5","2","1.39","8.42","3.88","4.32","0.0","13684"
"Ryan Brasier","Red Sox","0","0","0","1","4.28","0","4","4.0","4","2","1","4","1","1.29","8.58","2.91","4.32","0.0","5615"
"Kyle Barraclough","Giants","0","0","0","0","4.21","0","3","3.0","3","2","0","4","2","1.44","10.33","5.26","4.32","0.0","13713"
"Tony Sipp","","1","1","0","0","4.21","0","15","15.0","15","7","2","15","6","1.37","8.89","3.60","4.33","0.1","8280"
"Masahiro Tanaka","Yankees","1","1","0","0","4.26","2","2","12.0","12","6","2","11","3","1.23","8.10","2.01","4.33","0.2","15764"
"Brandon Brennan","Mariners","0","0","0","1","4.29","0","3","3.0","3","2","0","3","2","1.44","8.38","4.26","4.33","0.0","13527"
"Matt Magill","Mariners","0","0","3","0","4.11","0","5","5.0","4","2","1","5","2","1.31","9.98","3.78","4.33","0.0","3950"
"Jeremy Walker","Braves","0","0","0","0","4.31","0","1","1.0","1","0","0","1","0","1.34","7.20","2.62","4.33","0.0","19981"
"Yusmeiro Petit","Athletics","0","0","0","1","4.30","0","4","4.0","4","2","1","4","1","1.22","7.98","1.90","4.34","0.0","4020"
"Mitch Keller","Pirates","1","1","0","0","4.33","2","2","12.0","12","6","2","11","5","1.38","8.57","3.60","4.34","0.2","17594"
"T.J. McFarland","Diamondbacks","0","0","0","1","4.36","0","4","4.0","4","2","0","2","1","1.47","5.66","3.21","4.34","0.0","3237"
"Jon Duplantier","Diamondbacks","0","0","0","0","4.29","0","2","3.0","3","2","0","3","2","1.45","9.06","4.55","4.34","0.0","19546"
"Tyler Clippard","Indians","0","0","0","0","4.22","0","3","3.0","3","2","1","4","1","1.24","10.14","3.12","4.34","0.0","5640"
"Zac Gallen","Diamondbacks","1","1","0","0","4.47","2","2","11.0","11","5","2","11","4","1.38","9.28","3.46","4.35","0.1","19291"
"Steven Matz","Mets","1","1","0","0","4.22","2","2","14.0","13","6","2","13","5","1.32","8.70","3.00","4.35","0.2","13361"
"Cionel Perez","Astros","0","0","0","0","4.27","0","1","1.0","1","0","0","1","0","1.38","8.63","3.80","4.35","0.0","19614"
"Drew Pomeranz","Brewers","0","0","0","1","4.31","0","5","5.0","5","2","1","6","2","1.32","10.66","3.85","4.36","0.0","11426"
"Bryse Wilson","Braves","0","0","0","0","4.38","0","1","2.0","2","1","0","2","1","1.36","8.44","3.20","4.36","0.0","19990"
"Jonathan Loaisiga","Yankees","0","0","0","0","4.40","0","2","3.0","3","1","0","3","1","1.30","9.41","3.02","4.36","0.0","19753"
"Kyle Gibson","Twins","1","1","0","0","4.35","2","2","13.0","14","6","2","12","5","1.38","7.98","3.18","4.36","0.2","10123"
"Paul Sewald","Mets","0","0","0","1","4.45","0","3","3.0","3","2","1","3","1","1.29","9.23","2.98","4.37","0.0","13892"
"Cody Reed","Reds","0","0","0","0","4.29","0","1","1.0","1","0","0","1","0","1.38","9.33","3.72","4.37","0.0","15232"
"Matthew Boyd","Tigers","1","1","0","0","4.37","3","3","15.0","14","7","3","16","4","1.23","9.81","2.66","4.38","0.3","15440"
"Colten Brewer","Red Sox","0","0","0","0","4.51","0","0","0.0","0","0","0","0","0","1.48","8.44","4.36","4.38","0.0","12997"
"Derek Law","Blue Jays","0","0","0","1","4.39","0","5","5.0","5","2","1","5","2","1.41","9.06","4.14","4.38","0.0","13133"
"Josh A. Smith","Red Sox","0","0","0","0","4.45","0","2","2.0","2","1","0","2","0","1.25","8.79","2.36","4.38","0.0","10946"
"Buck Farmer","Tigers","0","0","0","1","4.25","0","6","6.0","5","3","1","6","2","1.37","8.99","3.65","4.38","0.1","14814"
"Austin Davis","Phillies","0","0","0","0","4.25","0","3","3.0","3","1","0","3","1","1.36","9.86","3.90","4.38","0.0","17117"
"Shaun Anderson","Giants","0","0","0","1","4.38","0","4","4.0","4","2","1","3","1","1.35","7.41","2.79","4.38","0.0","19453"
"Dominic Leone","Cardinals","0","0","0","0","4.46","0","2","2.0","2","1","0","3","1","1.37","9.72","3.83","4.38","0.0","13763"
"Brusdar Graterol","Twins","0","0","0","1","4.27","0","4","4.0","4","2","1","4","2","1.36","8.87","3.68","4.39","0.0","20367"
"Jake Odorizzi","Twins","1","1","0","0","4.36","3","3","15.0","14","7","2","15","5","1.30","9.14","3.28","4.39","0.2","6397"
"Framber Valdez","Astros","1","1","0","0","4.19","2","2","12.0","11","5","1","11","6","1.45","8.64","4.66","4.39","0.1","17295"
"Yonny Chirinos","Rays","0","0","0","0","4.31","0","0","2.0","2","1","0","2","1","1.29","7.57","2.25","4.39","0.0","16401"
"Alex Wood","Reds","0","0","0","0","4.34","1","2","7.0","8","4","1","7","2","1.34","8.13","2.79","4.39","0.1","13781"
"Sergio Romo","Twins","0","0","0","1","4.55","0","5","5.0","5","3","1","5","2","1.32","8.89","2.71","4.39","0.0","9817"
"Jesse Hahn","Royals","0","0","0","0","4.43","0","2","2.0","2","1","0","2","1","1.43","7.04","3.56","4.40","0.0","13287"
"Yoan Lopez","Diamondbacks","0","0","0","1","4.50","0","5","5.0","5","2","1","5","2","1.39","9.08","3.75","4.40","0.0","17181"
"Adalberto Mejia","Angels","0","0","0","0","4.21","0","3","3.0","3","1","0","2","1","1.36","8.02","3.39","4.40","0.0","13188"
"Trevor Hildenberger","Twins","0","0","0","0","4.39","0","1","1.0","1","1","0","1","0","1.34","7.72","2.72","4.40","0.0","17002"
"Enderson Franco","Giants","0","0","0","0","4.27","0","1","1.0","1","0","0","1","0","1.28","8.28","2.82","4.40","0.0","sa547840"
"Ian Kennedy","Royals","0","0","3","0","4.36","0","4","4.0","4","2","1","4","1","1.27","8.83","2.76","4.41","0.0","6986"
"Sean Manaea","Athletics","0","0","0","0","4.32","1","1","7.0","7","3","1","6","2","1.30","7.26","2.59","4.41","0.1","15873"
"Lucas Giolito","White Sox","1","1","0","0","4.34","2","2","14.0","13","7","2","15","6","1.32","9.62","3.76","4.42","0.2","15474"
"Chad Sobotka","Braves","0","0","0","0","4.32","0","2","2.0","2","1","0","3","1","1.47","10.67","5.42","4.42","0.0","17470"
"Jon Lester","Cubs","1","1","0","0","4.36","2","2","14.0","14","7","2","13","5","1.33","8.12","2.88","4.42","0.2","4930"
"Shawn Armstrong","Orioles","0","0","0","1","4.25","0","5","5.0","4","2","1","5","2","1.37","9.72","4.29","4.42","0.0","12857"
"Daniel Hudson","Nationals","0","0","0","2","4.48","0","5","5.0","5","3","1","5","2","1.43","9.14","3.98","4.43","0.0","7146"
"Zack Littell","Twins","0","0","0","1","4.44","0","4","4.0","4","2","0","3","1","1.37","7.91","3.17","4.43","0.0","15823"
"Ben Heller","Yankees","0","0","0","0","4.24","0","1","1.0","1","0","0","1","0","1.36","10.16","4.19","4.43","0.0","15100"
"Chris Flexen","Mets","0","0","0","0","4.35","0","1","1.0","1","0","0","1","0","1.37","8.42","3.45","4.43","0.0","13896"
"Ryan Helsley","Cardinals","0","0","0","0","4.36","0","2","2.0","2","1","0","2","1","1.42","9.21","4.39","4.44","0.0","18138"
"Matt Albers","Brewers","0","0","0","1","4.39","0","4","4.0","4","2","1","4","2","1.38","8.77","3.58","4.44","0.0","4300"
"Ranger Suarez","Phillies","0","0","0","1","4.34","0","4","4.0","4","2","1","3","1","1.37","7.53","3.07","4.44","0.0","17277"
"Grant Holmes","Athletics","0","0","0","0","4.30","0","0","0.0","0","0","0","0","0","1.36","8.41","3.57","4.44","0.0","sa828669"
"Nick Pivetta","Phillies","0","0","0","0","4.59","1","3","7.0","6","3","1","7","2","1.34","9.62","3.21","4.45","0.1","15454"
"Luis Garcia","Angels","0","0","0","1","4.50","0","5","5.0","5","2","1","5","2","1.45","8.50","4.05","4.45","0.0","6984"
"Phil Maton","Indians","0","0","0","0","4.50","0","1","1.0","1","1","0","2","1","1.35","9.40","3.25","4.45","0.0","18064"
"Blake Parker","Phillies","0","0","0","1","4.30","0","4","4.0","4","2","1","4","1","1.28","10.06","3.26","4.45","0.0","5224"
"Justin Anderson","Angels","0","0","0","1","4.26","0","4","4.0","4","2","1","5","3","1.46","10.09","5.23","4.45","0.0","16201"
"Buddy Boshers","Blue Jays","0","0","0","1","4.37","0","4","4.0","4","2","1","4","2","1.39","9.06","3.75","4.46","0.0","8490"
"Jharel Cotton","Athletics","0","0","0","0","4.31","0","0","0.0","0","0","0","0","0","1.27","9.04","3.07","4.47","0.0","13654"
"Marco Gonzales","Mariners","1","1","0","0","4.47","2","2","13.0","14","7","2","10","3","1.35","6.91","2.39","4.47","0.2","15467"
"Adam Cimber","Indians","0","0","0","1","4.38","0","4","4.0","5","2","1","3","1","1.36","6.61","2.58","4.47","0.0","15288"
"Geoff Hartlieb","Pirates","0","0","0","0","4.40","0","1","1.0","1","1","0","1","1","1.46","8.49","4.23","4.47","0.0","19558"
"Jose Urena","Marlins","0","0","0","2","4.30","0","5","5.0","5","2","1","4","2","1.33","7.11","2.77","4.47","0.0","11589"
"Matt Wisler","Mariners","0","0","0","1","4.47","0","4","4.0","4","2","1","3","1","1.26","8.38","2.33","4.47","0.0","12804"
"Mike Minor","Rangers","1","1","0","0","4.48","2","2","13.0","13","7","2","12","4","1.29","8.36","2.79","4.48","0.2","10021"
"Tyler Webb","Cardinals","0","0","0","1","4.31","0","3","3.0","3","2","0","3","1","1.37","8.88","3.75","4.48","0.0","14974"
"Chris Stratton","Pirates","0","0","0","0","4.61","0","3","3.0","3","1","0","2","1","1.41","7.75","3.23","4.48","0.0","13761"
"Ryan Buchter","Athletics","0","0","0","0","4.19","0","3","3.0","3","1","0","3","1","1.34","9.49","4.12","4.49","0.0","9456"
"Zach Duke","","1","1","0","0","4.33","0","20","20.0","19","10","2","18","10","1.47","8.21","4.58","4.49","0.1","3840"
"Francisco Liriano","Pirates","0","0","0","1","4.45","0","4","4.0","4","2","1","4","2","1.44","8.72","4.30","4.50","0.0","3201"
"Joel Payamps","Diamondbacks","0","0","0","0","4.60","0","0","0.0","0","0","0","0","0","1.33","7.81","2.61","4.51","0.0","14332"
"Chasen Shreve","Cardinals","0","0","0","0","4.30","0","1","1.0","1","0","0","1","0","1.40","10.14","4.50","4.51","0.0","10855"
"Gio Gonzalez","Brewers","1","1","0","0","4.54","2","2","13.0","13","6","2","12","5","1.43","8.10","3.83","4.51","0.2","7448"
"Chris Bassitt","Athletics","1","1","0","0","4.38","2","2","9.0","9","5","1","8","3","1.35","8.03","3.24","4.51","0.1","12304"
"Scott Barlow","Royals","0","0","0","1","4.50","0","4","4.0","4","2","1","4","2","1.43","9.90","4.54","4.51","0.0","14993"
"Adam Conley","Marlins","0","0","0","1","4.32","0","3","3.0","3","2","0","3","1","1.37","8.17","3.60","4.51","0.0","14457"
"Jandel Gustave","Giants","0","0","0","1","4.37","0","5","5.0","5","2","1","4","2","1.41","7.85","3.83","4.51","0.0","14665"
"Alex Wilson","Cubs","1","1","0","0","4.39","0","15","15.0","15","7","2","12","5","1.34","6.99","2.80","4.51","0.0","9239"
"Alex Reyes","Cardinals","0","0","0","0","4.38","0","1","2.0","2","1","0","3","1","1.50","9.81","5.39","4.52","0.0","15015"
"Andrew Suarez","Giants","0","0","0","0","4.53","0","2","4.0","4","2","1","3","1","1.38","7.24","2.73","4.52","0.0","18300"
"Matt Hall","Tigers","0","0","0","1","4.48","0","5","5.0","5","2","1","5","2","1.43","8.71","4.07","4.52","0.0","18076"
"Dan Altavilla","Mariners","0","0","0","0","4.30","0","3","3.0","2","1","0","3","1","1.43","10.15","5.06","4.52","0.0","16507"
"Taijuan Walker","Diamondbacks","0","0","0","0","4.62","0","0","2.0","2","1","0","2","1","1.35","8.44","3.02","4.53","0.0","11836"
"Hunter Wood","Indians","0","0","0","0","4.52","0","2","2.0","2","1","0","2","1","1.35","8.83","3.21","4.53","0.0","15091"
"Hunter Strickland","Nationals","0","0","0","1","4.53","0","6","6.0","6","3","1","5","2","1.40","8.13","3.51","4.53","0.1","7836"
"Clay Holmes","Pirates","0","0","0","0","4.43","0","3","3.0","3","1","0","3","2","1.55","8.54","5.18","4.53","0.0","13649"
"Nick Goody","Indians","0","0","0","1","4.48","0","4","4.0","4","2","1","5","2","1.32","11.12","3.98","4.53","0.0","13685"
"Kyle Wright","Braves","0","0","0","0","4.56","1","1","4.0","4","2","1","4","2","1.47","8.10","4.03","4.53","0.0","19665"
"Jacob Barnes","Royals","0","0","0","1","4.54","0","4","4.0","4","2","0","3","2","1.49","8.04","4.33","4.53","0.0","12323"
"Gerardo Reyes","Padres","0","0","0","0","4.42","0","2","2.0","2","1","0","2","1","1.49","10.19","5.45","4.53","0.0","16306"
"Walker Lockett","Mets","0","0","0","0","4.54","1","3","5.0","5","3","1","4","1","1.33","7.01","2.33","4.54","0.0","13804"
"Tyler Mahle","Reds","0","1","0","0","4.49","1","3","8.0","8","4","1","8","3","1.33","8.95","2.96","4.54","0.1","16358"
"Mike Mayers","Cardinals","0","0","0","0","4.50","0","1","1.0","1","1","0","1","0","1.40","8.22","3.52","4.54","0.0","15451"
"Robert Stephenson","Reds","0","0","0","1","4.41","0","4","4.0","4","2","1","5","2","1.40","11.16","4.77","4.54","0.0","13594"
"James Pazos","Rockies","0","0","0","0","4.70","0","1","1.0","2","1","0","1","1","1.51","8.39","4.31","4.54","0.0","13323"
"Jose Urquidy","Astros","0","0","0","0","4.52","0","1","3.0","4","2","1","3","1","1.27","8.14","2.18","4.55","0.0","18413"
"Logan Webb","Giants","0","1","0","0","4.51","2","2","10.0","10","5","1","8","4","1.45","7.45","3.82","4.55","0.1","17995"
"Lewis Thorpe","Twins","0","0","0","0","4.53","0","1","3.0","3","2","1","3","1","1.35","8.79","3.20","4.55","0.0","15906"
"Jose De Leon","Rays","0","0","0","0","4.39","0","0","0.0","0","0","0","0","0","1.33","10.30","3.76","4.55","0.0","15463"
"Adrian Houser","Brewers","1","1","0","0","4.60","2","2","10.0","11","5","2","10","4","1.41","8.37","3.45","4.55","0.1","12718"
"Wei-Yin Chen","Marlins","0","0","0","0","4.45","0","1","1.0","1","1","0","1","0","1.30","7.98","2.52","4.56","0.0","13071"
"James Norwood","Cubs","0","0","0","0","4.48","0","0","0.0","0","0","0","0","0","1.49","9.48","5.16","4.56","0.0","16440"
"Kelvin Herrera","White Sox","0","0","0","1","4.49","0","4","4.0","4","2","1","4","1","1.37","8.36","3.30","4.56","0.0","6033"
"Wilmer Font","Blue Jays","0","0","0","0","4.58","0","4","6.0","6","3","1","6","2","1.30","9.49","2.87","4.57","0.0","5257"
"Phillip Diehl","Rockies","0","0","0","0","4.77","0","1","1.0","1","1","0","1","0","1.47","9.06","3.98","4.57","0.0","20030"
"Jerry Blevins","Braves","0","0","0","0","4.47","0","3","3.0","3","1","0","3","1","1.43","9.95","4.37","4.57","0.0","7841"
"Evan Marshall","White Sox","0","0","0","1","4.47","0","5","5.0","5","2","1","4","2","1.46","7.36","3.68","4.57","0.0","12297"
"Derian Gonzalez","Cardinals","0","0","0","0","4.41","0","0","0.0","0","0","0","0","0","1.46","8.18","4.31","4.57","0.0","sa737568"
"Nick Vincent","Phillies","0","0","0","1","4.51","0","3","3.0","3","2","1","3","1","1.26","8.93","2.54","4.57","0.0","7555"
"Eric Lauer","Padres","1","1","0","0","4.52","2","2","14.0","14","7","2","12","5","1.39","8.04","3.22","4.58","0.2","19316"
"Paul Blackburn","Athletics","0","0","0","0","4.55","0","2","2.0","2","1","0","1","0","1.37","5.77","2.39","4.58","0.0","14739"
"Darwinzon Hernandez","Red Sox","0","0","0","1","4.44","0","5","5.0","4","2","1","6","3","1.56","10.79","6.53","4.58","0.0","19848"
"Anthony DeSclafani","Reds","1","1","0","0","4.51","2","2","12.0","12","6","2","12","4","1.30","8.77","2.58","4.58","0.2","13050"
"Mike Foltynewicz","Braves","1","1","0","0","4.56","2","2","10.0","10","5","2","10","4","1.35","8.72","3.24","4.58","0.1","10811"
"Wade Davis","Rockies","0","0","0","1","4.57","0","4","4.0","4","2","1","5","2","1.43","9.87","4.59","4.58","0.0","7441"
"Jimmy Nelson","Brewers","0","0","0","0","4.53","1","3","6.0","6","3","1","6","3","1.41","8.65","3.75","4.58","0.0","10547"
"Kevin McCarthy","Royals","0","0","0","1","4.50","0","4","4.0","5","2","0","3","1","1.46","5.62","3.19","4.59","0.0","15240"
"Casey Sadler","Dodgers","0","0","0","0","4.46","0","3","3.0","3","1","0","2","1","1.33","7.29","2.53","4.59","0.0","11209"
"Jeff Samardzija","Giants","1","1","0","0","4.78","2","2","13.0","14","7","2","11","4","1.33","7.40","2.50","4.60","0.1","3254"
"Fernando Romero","Twins","0","0","0","0","4.55","0","2","2.0","2","1","0","2","1","1.42","7.37","3.42","4.60","0.0","15885"
"Stephen Tarpley","Yankees","0","0","0","0","4.36","0","1","1.0","1","1","0","1","1","1.48","8.79","4.87","4.60","0.0","15859"
"Taylor Guilbeau","Mariners","0","0","0","0","4.28","0","2","2.0","2","1","0","2","1","1.41","7.60","3.74","4.60","0.0","18306"
"Drew Gagnon","Mets","0","0","0","0","4.58","0","1","1.0","1","0","0","1","0","1.32","8.64","2.99","4.61","0.0","12545"
"Spencer Turnbull","Tigers","1","1","0","0","4.65","2","2","11.0","11","6","1","10","5","1.44","7.86","3.83","4.61","0.1","16207"
"Junior Guerra","Brewers","0","0","0","1","4.46","0","5","5.0","5","3","1","5","2","1.37","8.99","3.75","4.61","0.0","5702"
"Sal Romano","Reds","0","0","0","0","4.62","0","3","3.0","3","2","0","3","1","1.37","7.86","2.96","4.61","0.0","13690"
"Ian Gibaut","Rangers","0","0","0","0","4.57","0","3","3.0","3","1","0","3","1","1.49","9.53","4.85","4.61","0.0","17871"
"Touki Toussaint","Braves","0","0","0","0","4.52","0","0","1.0","1","1","0","1","1","1.49","9.27","4.92","4.61","0.0","16929"
"Sam Gaviglio","Blue Jays","0","0","0","1","4.77","0","4","4.0","5","2","1","4","1","1.32","7.81","2.18","4.62","0.0","12778"
"Brett Anderson","Athletics","1","1","0","0","4.66","2","2","10.0","12","5","1","6","3","1.46","5.21","2.57","4.62","0.1","8223"
"Caleb Smith","Marlins","1","1","0","0","4.59","2","2","14.0","13","7","2","16","6","1.33","9.96","3.67","4.62","0.2","14875"
"Eric Hanhold","Orioles","0","0","0","0","4.50","0","0","0.0","0","0","0","0","0","1.44","7.68","3.84","4.62","0.0","18332"
"Trevor Richards","Rays","0","0","0","0","4.65","1","2","6.0","6","3","1","6","2","1.38","8.73","3.40","4.62","0.1","19309"
"Jared Hughes","Phillies","0","0","0","2","4.35","0","5","5.0","5","3","1","4","2","1.41","6.90","3.43","4.63","0.0","9325"
"Burch Smith","Giants","0","0","0","0","4.70","0","3","3.0","3","1","0","3","1","1.47","9.15","4.54","4.63","0.0","12784"
"Danny Hultzen","Cubs","0","0","0","0","4.40","0","1","1.0","1","0","0","1","0","1.43","9.80","4.83","4.63","0.0","12874"
"Anibal Sanchez","Nationals","1","1","0","0","5.00","3","3","14.0","15","8","2","13","5","1.40","8.14","3.21","4.63","0.2","3284"
"Patrick Weigel","Braves","0","0","0","0","4.50","0","0","0.0","0","0","0","0","0","1.37","9.34","3.96","4.63","0.0","sa829466"
"Jakob Junis","Royals","1","1","0","0","4.69","2","2","13.0","14","7","2","12","4","1.33","8.09","2.57","4.63","0.1","13619"
"Gerson Bautista","Mariners","0","0","0","0","4.44","0","1","1.0","1","0","0","1","0","1.48","9.27","5.03","4.63","0.0","19256"
"Greg Holland","Nationals","0","0","0","0","4.75","0","1","1.0","1","1","0","1","1","1.55","9.62","5.64","4.63","0.0","7196"
"Andrew Cashner","Red Sox","0","0","0","1","4.81","0","5","6.0","6","3","1","4","2","1.45","6.90","3.16","4.63","0.0","8782"
"Keynan Middleton","Angels","0","0","0","1","4.47","0","4","4.0","4","2","1","4","2","1.41","8.91","4.09","4.64","0.0","15264"
"David McKay","Tigers","0","0","0","0","4.57","0","3","3.0","3","2","0","4","2","1.44","9.72","4.64","4.64","0.0","19814"
"Tanner Roark","Athletics","1","1","0","0","4.58","2","2","13.0","14","7","2","11","4","1.34","7.42","2.86","4.64","0.2","8753"
"Conner Menez","Giants","0","0","0","0","4.44","0","2","4.0","4","2","1","4","2","1.48","9.27","4.91","4.64","0.0","19199"
"Ben Bowden","Rockies","0","0","0","0","4.55","0","0","0.0","0","0","0","0","0","1.43","10.65","4.79","4.64","0.0","sa873701"
"Merrill Kelly","Diamondbacks","1","1","0","0","4.80","2","2","12.0","13","6","2","10","4","1.40","7.81","2.95","4.64","0.1","11156"
"Wade Miley","Astros","1","1","0","0","4.64","2","2","11.0","12","6","2","9","4","1.44","7.38","3.38","4.64","0.1","8779"
"Ryan Tepera","Blue Jays","0","0","0","1","4.58","0","4","4.0","4","2","1","4","2","1.37","8.64","3.62","4.64","0.0","10291"
"Gabe Speier","Royals","0","0","0","0","4.62","0","2","2.0","2","1","0","1","1","1.50","6.68","4.07","4.65","0.0","17170"
"Martin Perez","Twins","1","1","0","0","4.78","2","2","13.0","15","7","2","10","5","1.47","6.63","3.40","4.65","0.2","6902"
"Mike Leake","Diamondbacks","1","1","0","0","4.95","2","2","14.0","16","8","2","9","2","1.37","6.00","1.58","4.65","0.1","10130"
"Sam Coonrod","Giants","0","0","0","1","4.55","0","4","4.0","4","2","1","4","2","1.47","8.16","4.44","4.66","0.0","17264"
"Daniel Stumpf","Tigers","0","0","0","0","4.64","0","1","1.0","1","1","0","1","1","1.41","8.44","3.58","4.66","0.0","13780"
"Austin Voth","Nationals","0","0","0","0","4.60","1","3","8.0","8","4","1","7","3","1.39","8.20","3.39","4.66","0.1","15047"
"Randy Rosario","Royals","0","0","0","0","4.63","0","1","1.0","1","1","0","1","0","1.52","6.29","4.01","4.66","0.0","14508"
"Erick Fedde","Nationals","0","0","0","0","4.79","0","2","4.0","4","2","1","3","1","1.46","6.96","3.34","4.66","0.0","17425"
"Rick Porcello","Red Sox","1","1","0","0","4.87","3","3","15.0","16","8","3","13","4","1.35","7.67","2.26","4.66","0.2","2717"
"Trevor Williams","Pirates","1","1","0","0","4.67","2","2","13.0","14","7","2","10","4","1.38","6.90","2.89","4.66","0.2","16977"
"Dovydas Neverauskas","Pirates","0","0","0","0","4.67","0","0","0.0","0","0","0","0","0","1.50","9.33","4.91","4.67","0.0","11604"
"Tyler Chatwood","Cubs","0","0","0","1","4.48","0","4","5.0","5","3","1","5","3","1.53","8.49","5.34","4.67","0.0","4338"
"Danny Duffy","Royals","1","1","0","0","4.69","2","2","13.0","13","7","2","12","5","1.38","7.91","3.17","4.67","0.1","3542"
"Joel Kuhnel","Reds","0","0","0","0","4.54","0","3","3.0","3","1","0","3","1","1.38","8.41","3.56","4.67","0.0","19995"
"Dakota Hudson","Cardinals","1","1","0","0","4.60","2","2","13.0","14","7","1","10","6","1.50","6.63","4.10","4.67","0.1","19206"
"Luis Cessa","Yankees","0","0","0","0","4.66","0","3","3.0","3","2","1","3","1","1.34","8.16","2.92","4.67","0.0","13345"
"Cody Stashak","Twins","0","0","0","1","4.68","0","4","4.0","4","2","1","4","1","1.31","7.97","2.57","4.68","0.0","18088"
"Jordan Yamamoto","Marlins","0","0","0","0","4.68","1","1","5.0","5","3","1","5","2","1.40","8.56","3.83","4.69","0.0","17585"
"Aaron Civale","Indians","1","1","0","0","4.75","2","2","10.0","11","5","2","7","2","1.35","6.49","2.04","4.69","0.1","19479"
"Daniel Ponce de Leon","Cardinals","0","0","0","0","4.52","1","2","6.0","5","3","1","5","3","1.44","8.94","4.56","4.69","0.1","16110"
"Michel Baez","Padres","0","0","0","0","4.60","0","3","3.0","3","2","0","3","2","1.45","8.99","4.38","4.69","0.0","20100"
"Jose Cisnero","Tigers","0","0","0","1","4.58","0","5","5.0","5","3","1","5","2","1.40","9.55","4.33","4.70","0.0","6399"
"Ruben Alaniz","Reds","0","0","0","0","4.63","0","1","1.0","1","1","0","1","1","1.45","8.97","4.19","4.70","0.0","10819"
"Joe Biagini","Astros","0","0","0","0","4.75","0","3","3.0","4","2","1","3","1","1.40","7.46","3.21","4.70","0.0","13194"
"Bo Takahashi","Diamondbacks","0","0","0","0","4.70","0","0","0.0","0","0","0","0","0","1.33","8.65","3.07","4.70","0.0","sa830370"
