"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","AVG","OBP","SLG","OPS","wOBA","Fld","BsR","WAR","playerid"
"Luis Arraez","Twins","14","58","53","16","3","0","1","6","5","4","6","0","0","0",".297",".347",".387",".734",".317","0.2","-0.1","0.2","18568"
"Brett Gardner","","40","169","147","36","6","2","5","23","17","17","31","2","4","1",".246",".331",".407",".739",".317","1.3","0.8","0.6","9927"
"Wil Myers","Padres","38","160","141","33","7","0","7","20","19","17","48","1","5","2",".234",".318",".430",".748",".317","-0.5","0.5","0.4","10047"
"Carson Kelly","Diamondbacks","28","117","102","26","6","0","4","13","13","12","21","1","0","0",".250",".334",".416",".749",".317","0.3","-0.1","0.6","13620"
"Lourdes Gurriel Jr.","Blue Jays","47","198","185","49","10","1","8","24","27","9","43","2","3","2",".263",".303",".455",".758",".317","-1.0","-0.2","0.3","19238"
"Brad Miller","Phillies","8","34","30","7","1","0","1","4","4","4","10","0","0","0",".231",".317",".431",".748",".317","-0.1","0.0","0.1","12775"
"Jedd Gyorko","Cardinals","3","14","12","3","0","0","1","2","2","1","3","0","0","0",".248",".321",".423",".744",".317","0.0","0.0","0.0","10816"
"Kolten Wong","Cardinals","56","237","207","54","11","1","5","26","25","21","35","6","6","2",".259",".342",".398",".740",".316","0.8","0.8","0.8","12532"
"Steve Pearce","Red Sox","26","110","97","24","5","0","4","13","14","10","24","2","0","0",".244",".321",".421",".742",".316","-0.3","-0.2","0.0","9957"
"Jose Osuna","Pirates","17","70","65","17","4","0","2","8","9","4","14","1","1","0",".263",".312",".438",".750",".316","-0.2","-0.1","0.2","12937"
"Adam Frazier","Pirates","48","203","183","50","11","2","3","25","18","15","27","3","2","2",".275",".337",".402",".740",".316","0.3","0.1","0.6","15223"
"Tyler White","Astros","2","8","7","2","0","0","0","1","1","1","2","0","0","0",".244",".327",".410",".737",".316","0.0","0.0","0.0","15564"
"Christin Stewart","Tigers","49","205","180","43","9","1","7","23","25","20","51","3","0","0",".238",".321",".423",".745",".316","-1.2","-0.1","0.2","17714"
"Ben Zobrist","Cubs","7","28","24","6","1","0","0","3","3","3","4","0","0","0",".261",".344",".384",".728",".316","0.0","0.0","0.0","7435"
"Jackie Bradley Jr.","Red Sox","53","224","196","47","12","1","7","28","27","22","56","4","5","1",".240",".326",".416",".742",".316","0.9","0.7","0.8","12984"
"Cameron Maybin","Yankees","8","34","30","8","1","0","1","4","3","3","8","0","1","0",".260",".338",".392",".730",".316","-0.1","0.0","0.1","5223"
"Phillip Ervin","Reds","16","66","59","14","3","1","2","8","8","6","17","1","2","1",".247",".324",".415",".739",".316","0.0","0.1","0.1","14738"
"Avisail Garcia","Rays","41","172","158","41","7","1","6","20","22","11","42","2","2","1",".263",".318",".431",".749",".316","0.0","-0.1","0.3","5760"
"Hunter Dozier","Royals","52","219","197","49","11","2","7","25","26","19","59","1","1","1",".247",".316",".431",".748",".316","-1.5","-0.3","0.3","15117"
"Michael Chavis","Red Sox","39","163","148","36","7","0","7","20","23","12","49","2","1","0",".245",".309",".441",".750",".315","-0.3","0.0","0.4","17321"
"Austin Riley","Braves","43","181","166","41","8","1","8","22","25","12","55","2","0","0",".248",".304",".454",".758",".315","0.8","-0.1","0.3","18360"
"Jake Bauers","Indians","48","203","178","43","10","1","6","24","24","22","49","2","4","2",".242",".327",".408",".735",".315","0.1","0.0","0.1","15194"
"Jordan Luplow","Indians","43","182","161","39","9","1","6","23","23","17","42","2","3","1",".244",".321",".420",".741",".315","0.4","-0.2","0.2","16424"
"Colin Moran","Pirates","39","163","149","40","7","1","5","17","21","12","36","1","0","0",".269",".324",".423",".747",".315","-1.2","-0.3","0.3","16909"
"Denard Span","","33","140","124","32","6","1","3","17","14","12","22","1","3","1",".257",".328",".409",".737",".315","-1.0","0.2","0.1","8347"
"Cesar Hernandez","Phillies","56","236","207","55","9","2","4","27","21","24","43","2","5","2",".265",".345",".383",".728",".315","-0.5","0.2","0.6","10556"
"Robel Garcia","Cubs","30","125","113","27","5","1","6","15","18","9","42","1","1","1",".237",".296",".461",".757",".315","-0.5","0.0","0.3","13167"
"Victor Caratini","Cubs","10","44","39","10","2","0","1","5","5","4","9","0","0","0",".261",".330",".403",".733",".315","-0.1","0.0","0.1","14968"
"Greg Bird","Yankees","5","21","18","4","1","0","1","3","3","2","6","0","0","0",".220",".313",".428",".741",".315","0.0","0.0","0.0","14131"
"Alex Avila","Diamondbacks","24","99","80","17","3","0","3","10","10","17","34","1","0","0",".209",".347",".378",".725",".314","0.5","-0.3","0.4","7476"
"Evan Longoria","Giants","44","186","170","43","9","1","6","21","23","13","36","2","1","0",".254",".311",".436",".747",".314","0.4","0.0","0.6","9368"
"Yusniel Diaz","Orioles","1","3","2","1","0","0","0","0","0","0","1","0","0","0",".254",".322",".413",".736",".314","0.0","0.0","0.0","sa912848"
"Brian McCann","Braves","28","117","103","25","4","0","5","13","16","11","22","2","0","0",".242",".322",".415",".736",".314","-0.6","-0.4","0.4","4810"
"Scooter Gennett","Reds","47","198","183","48","9","1","7","23","26","12","42","2","1","1",".265",".313",".432",".745",".313","-1.4","-0.1","0.3","10339"
"Chris Taylor","Dodgers","22","94","83","21","5","1","2","11","10","8","25","1","2","1",".248",".321",".415",".737",".313","-0.2","0.3","0.3","13757"
"J.D. Davis","Mets","24","100","91","23","4","0","4","12","12","8","24","1","0","0",".253",".315",".425",".740",".313","-0.2","0.0","0.2","16219"
"Danny Santana","Rangers","30","127","119","32","7","1","4","16","15","6","33","1","5","2",".265",".301",".449",".751",".313","-0.1","0.2","0.2","10322"
"Adam Jones","Diamondbacks","53","224","209","56","11","0","8","26","27","11","39","3","1","1",".268",".310",".434",".744",".313","-1.7","0.0","0.0","6368"
"Stephen Vogt","Giants","14","57","51","13","3","0","2","6","7","5","12","0","0","0",".249",".317",".423",".740",".313","-0.4","-0.1","0.2","5000"
"Ian Happ","Cubs","13","56","48","11","2","0","2","7","7","6","18","0","1","0",".227",".322",".413",".735",".313","0.0","0.0","0.1","17919"
"Todd Frazier","Mets","43","179","157","35","6","0","8","21","24","17","42","3","2","1",".226",".313",".421",".735",".313","0.1","-0.2","0.5","785"
"Wilson Ramos","Mets","37","157","143","37","6","0","6","16","22","12","27","0","0","0",".261",".320",".423",".743",".313","-0.4","-0.9","0.5","1433"
"Victor Robles","Nationals","60","250","224","57","12","2","7","30","28","15","54","7","12","5",".254",".320",".414",".735",".312","1.3","0.3","0.6","18363"
"Alex Gordon","Royals","55","232","204","51","11","0","6","27","26","20","50","5","3","1",".250",".331",".398",".729",".312","2.8","0.1","0.6","5209"
"Kyle Tucker","Astros","19","80","72","17","3","0","3","10","11","6","20","1","2","1",".240",".304",".441",".745",".312","-0.1","0.1","0.2","18345"
"Aledmys Diaz","Astros","21","90","83","22","5","0","3","11","12","5","13","1","1","1",".260",".308",".437",".745",".312","-0.4","-0.2","0.2","15937"
"Rangel Ravelo","Cardinals","1","5","5","1","0","0","0","1","1","0","1","0","0","0",".262",".325",".404",".729",".312","0.0","0.0","0.0","10839"
"Scott Heineman","Rangers","1","3","2","1","0","0","0","0","0","0","1","0","0","0",".263",".325",".403",".728",".312","0.0","0.0","0.0","sa827137"
"Ben Gamel","Brewers","33","140","125","33","7","1","2","16","14","13","32","1","2","1",".262",".332",".396",".728",".312","-0.1","0.2","0.2","12160"
"Travis d'Arnaud","Rays","26","108","98","24","5","0","4","13","15","8","21","1","0","0",".246",".308",".431",".739",".311","-0.2","-0.1","0.5","7739"
"Matt Beaty","Dodgers","13","54","50","14","3","0","1","6","7","3","8","1","0","0",".271",".317",".416",".733",".311","0.0","0.0","0.1","17710"
"Mike Tauchman","Yankees","7","29","26","7","1","0","1","4","3","3","6","0","1","0",".254",".324",".404",".728",".311","0.2","0.0","0.1","15274"
"Dansby Swanson","Braves","57","240","214","54","11","2","7","29","27","21","52","2","4","2",".252",".322",".419",".741",".311","0.1","0.4","0.7","18314"
"Yonathan Daza","Rockies","3","13","12","4","1","0","0","1","1","0","2","0","0","0",".295",".325",".404",".729",".311","0.0","0.0","0.0","15794"
"Robinson Chirinos","Astros","35","147","124","26","6","0","6","18","18","16","47","5","0","0",".209",".321",".398",".718",".310","-0.1","-0.5","0.4","3142"
"Tyler Flowers","Braves","25","105","91","22","4","0","3","11","12","10","30","3","0","0",".237",".327",".395",".722",".310","-0.4","-0.2","0.7","9134"
"Devon Travis","Blue Jays","1","5","5","1","0","0","0","1","1","0","1","0","0","0",".264",".306",".431",".737",".310","0.0","0.0","0.0","13862"
"Elvis Andrus","Rangers","57","241","222","60","12","2","5","29","26","15","37","2","8","3",".272",".321",".406",".727",".310","-0.5","0.7","0.6","8709"
"Lucas Duda","Royals","25","107","94","21","5","0","5","12","15","11","30","1","0","0",".223",".308",".431",".739",".310","-0.1","-0.2","0.0","2502"
"Danny Jansen","Blue Jays","36","151","133","32","7","0","4","17","17","13","28","3","1","0",".241",".322",".399",".721",".310","0.0","0.1","0.9","16535"
"Byron Buxton","Twins","54","227","206","51","12","2","7","30","28","15","62","2","10","2",".247",".304",".434",".738",".310","4.3","1.8","1.2","14161"
"Johan Camargo","Braves","30","128","117","30","7","1","4","14","16","9","26","1","0","0",".259",".315",".420",".734",".310","0.2","-0.1","0.2","14950"
"Jeimer Candelario","Tigers","51","216","190","45","11","1","6","25","22","22","54","2","1","1",".234",".319",".404",".723",".309","0.3","0.2","0.6","13621"
"Francisco Cervelli","Pirates","5","21","18","4","1","0","0","2","2","2","5","1","0","0",".243",".343",".358",".701",".309","-0.1","-0.1","0.0","5275"
"Ty France","Padres","1","3","2","1","0","0","0","0","0","0","1","0","0","0",".247",".316",".407",".722",".309","0.0","0.0","0.0","17982"
"Jason Kipnis","Indians","56","237","212","53","12","1","6","27","27","21","46","2","3","1",".249",".319",".404",".723",".309","0.3","0.4","0.6","9776"
"Jed Lowrie","Mets","16","66","58","14","3","0","2","7","7","7","13","0","0","0",".240",".322",".397",".720",".309","0.0","-0.2","0.2","4418"
"Anthony Santander","Orioles","51","214","198","51","10","1","7","24","25","12","42","2","2","1",".260",".305",".427",".733",".309","-0.7","0.0","0.3","14551"
"Rougned Odor","Rangers","49","207","189","45","9","1","9","27","29","13","55","3","5","3",".236",".294",".445",".739",".309","-0.3","0.0","0.3","12282"
"Neil Walker","Marlins","40","166","147","36","7","0","5","17","17","16","35","1","1","0",".246",".326",".392",".718",".309","-0.7","0.0","0.0","7539"
"Rowdy Tellez","Blue Jays","30","125","114","28","6","0","5","14","16","9","30","1","1","1",".245",".303",".434",".737",".309","0.1","-0.1","0.0","15679"
"Andrelton Simmons","Angels","51","214","199","55","10","1","4","24","24","12","19","1","4","1",".279",".324",".398",".721",".308","4.5","0.1","1.3","10847"
"Scott Schebler","Reds","3","13","11","3","1","0","1","1","2","1","3","0","0","0",".230",".308",".421",".729",".308","0.0","0.0","0.0","12225"
"LaMonte Wade","Twins","1","3","2","1","0","0","0","0","0","0","0","0","0","0",".251",".339",".367",".706",".308","0.0","0.0","0.0","18126"
"Jurickson Profar","Athletics","42","178","159","38","9","1","5","21","21","15","28","3","3","1",".240",".314",".408",".723",".308","-0.6","0.4","0.5","10815"
"Lonnie Chisenhall","Pirates","3","11","10","3","1","0","0","1","1","1","2","0","0","0",".255",".314",".413",".727",".308","0.0","0.0","0.0","7571"
"Austin Hays","Orioles","15","61","57","15","3","0","3","7","8","2","13","0","1","0",".256",".291",".446",".737",".307","-0.2","0.0","0.1","19363"
"Josh Fuentes","Rockies","1","5","5","1","0","0","0","1","1","0","1","0","0","0",".269",".304",".425",".729",".307","0.0","0.0","0.0","16885"
"Austin Slater","Giants","13","56","50","13","3","0","1","6","6","5","15","1","1","0",".252",".325",".387",".712",".307","0.1","0.0","0.1","16153"
"Ryon Healy","Mariners","23","96","89","22","5","0","4","11","13","5","22","1","0","0",".251",".293",".440",".733",".307","-0.4","-0.2","0.0","15447"
"Garrett Hampson","Rockies","27","113","102","27","5","1","2","13","10","9","22","1","6","2",".268",".328",".386",".714",".307","0.2","0.5","0.1","19262"
"Dwight Smith Jr.","Orioles","40","169","152","38","8","1","5","19","19","13","33","1","3","1",".249",".314",".406",".719",".307","-1.1","0.0","0.1","13473"
"Rusney Castillo","Red Sox","2","10","9","3","1","0","0","1","1","0","2","0","0","0",".280",".318",".401",".719",".307","-0.1","0.0","0.0","17016"
"Jason Castro","Twins","29","120","105","24","5","0","4","15","13","13","35","1","0","0",".229",".315",".400",".715",".306","0.7","-0.2","0.6","8722"
"Abraham Almonte","Diamondbacks","1","3","2","1","0","0","0","0","0","0","1","0","0","0",".237",".316",".401",".716",".306","0.0","0.0","0.0","5486"
"Adam Duvall","Braves","4","15","14","3","1","0","1","2","2","1","4","0","0","0",".230",".292",".441",".734",".306","0.0","0.0","0.0","10950"
"Kyle Seager","Mariners","45","190","171","41","9","0","7","21","24","15","39","2","1","1",".238",".305",".423",".727",".306","0.7","-0.4","0.6","9785"
"Christian Vazquez","Red Sox","35","149","138","37","7","0","4","18","17","9","27","1","2","1",".266",".312",".414",".726",".306","0.6","-0.2","0.9","9774"
"Chance Sisco","Orioles","27","113","100","24","5","0","3","12","12","9","33","3","0","0",".241",".323",".385",".707",".306","-0.9","-0.1","0.1","15694"
"Tim Locastro","Diamondbacks","6","25","23","6","1","0","0","3","2","1","4","1","1","0",".257",".330",".371",".701",".306","-0.1","0.1","0.0","15124"
"Eric Sogard","Blue Jays","36","153","135","34","7","1","3","18","12","15","24","1","2","1",".255",".330",".376",".706",".306","0.2","0.2","0.2","7927"
"Jonathan Villar","Orioles","58","245","220","55","10","1","7","30","24","21","64","1","13","4",".250",".317",".396",".713",".305","-3.0","1.0","0.4","10071"
"Joe Panik","Giants","50","209","187","49","10","1","3","22","18","18","20","2","2","1",".264",".333",".377",".709",".305","0.2","-0.1","0.5","11936"
"Tony Kemp","Astros","15","63","56","15","2","1","1","7","6","5","9","1","2","1",".261",".328",".380",".708",".305","-0.1","0.0","0.1","14894"
"David Bote","Cubs","38","161","143","35","7","1","5","18","19","14","42","2","2","1",".241",".314",".404",".718",".305","0.4","0.1","0.3","14593"
"Chad Pinder","Athletics","34","143","131","32","7","0","5","17","17","8","37","2","1","1",".246",".300",".423",".722",".305","0.6","-0.2","0.3","15191"
"Cheslor Cuthbert","Royals","41","173","160","41","8","0","5","17","19","11","37","1","1","0",".257",".309",".409",".718",".305","-0.5","-0.3","0.1","10473"
"Matt Duffy","Rays","19","79","71","19","3","0","1","9","7","6","14","1","1","1",".270",".330",".373",".703",".305","0.2","0.0","0.2","13836"
"Nick Williams","Phillies","16","69","63","15","3","0","3","8","9","4","20","1","1","0",".244",".297",".427",".724",".305","-0.1","0.0","0.0","14330"
"Addison Russell","Cubs","22","91","81","20","4","0","3","10","10","8","21","1","1","0",".244",".318",".398",".716",".305","1.4","0.1","0.3","14106"
"A.J. Reed","White Sox","32","133","118","26","5","0","6","16","18","13","42","1","0","0",".220",".301",".418",".720",".304","0.1","0.0","0.0","16246"
"Josh Naylor","Padres","6","25","22","6","1","0","1","3","3","2","4","0","0","0",".255",".318",".399",".717",".304","0.0","0.0","0.0","18839"
"Dustin Pedroia","Red Sox","2","8","7","2","0","0","0","1","1","1","1","0","0","0",".266",".331",".372",".703",".304","0.0","0.0","0.0","8370"
"D.J. Stewart","Orioles","11","45","40","9","2","0","1","5","5","4","11","1","1","0",".232",".315",".395",".709",".304","-0.3","0.0","0.0","17766"
"Greg Garcia","Padres","23","97","83","20","4","1","1","10","8","11","21","1","1","0",".245",".341",".349",".690",".304","0.1","0.1","0.2","10951"
"Carter Kieboom","Nationals","3","11","9","2","0","0","0","1","1","1","3","0","0","0",".246",".314",".397",".712",".304","0.0","0.0","0.0","19958"
"Franchy Cordero","Padres","1","5","5","1","0","0","0","1","1","0","2","0","0","0",".242",".300",".420",".721",".304","0.0","0.0","0.0","14567"
"Ender Inciarte","Braves","21","90","82","22","4","1","1","11","8","7","13","1","3","1",".269",".327",".380",".707",".304","0.6","0.2","0.2","4922"
"Teoscar Hernandez","Blue Jays","35","148","134","31","7","1","6","18","18","12","44","1","3","1",".230",".294",".429",".723",".304","-1.1","0.0","0.2","13066"
"Brandon Crawford","Giants","55","229","206","51","12","1","6","24","26","19","49","2","2","1",".250",".317",".402",".719",".304","1.4","-0.2","0.7","5343"
"Troy Tulowitzki","Yankees","1","3","2","1","0","0","0","0","0","0","1","0","0","0",".244",".305",".412",".717",".304","0.0","0.0","0.0","3531"
"Manuel Margot","Padres","44","185","169","43","9","2","4","21","18","14","34","1","6","2",".256",".313",".402",".715",".304","1.5","0.3","0.5","14712"
"Tim Anderson","White Sox","55","229","216","58","10","1","7","27","25","8","55","2","9","3",".267",".297",".425",".722",".304","-1.7","0.7","0.6","15172"
"Russell Martin","Dodgers","16","66","56","12","2","0","2","8","7","8","16","1","0","0",".218",".333",".359",".692",".304","0.1","-0.3","0.3","4616"
"Josh VanMeter","Reds","2","7","7","2","0","0","0","1","1","1","2","0","0","0",".242",".312",".402",".714",".304","0.0","0.0","0.0","15170"
"Adalberto Mondesi","Royals","45","191","178","46","9","3","6","24","23","9","51","1","15","3",".256",".291",".437",".728",".303","1.5","1.8","0.9","13769"
"Ronald Guzman","Rangers","35","148","132","31","7","1","5","17","17","13","38","2","1","0",".236",".308",".406",".714",".303","0.9","-0.1","0.0","14388"
"Franklin Barreto","Athletics","17","73","66","16","3","0","3","9","9","5","23","1","1","1",".235",".293",".428",".721",".303","0.1","0.1","0.2","15519"
"Ehire Adrianza","Twins","10","40","35","9","2","0","1","5","4","3","7","0","0","0",".256",".323",".383",".706",".303","-0.1","0.0","0.1","8418"
"Billy McKinney","Blue Jays","30","128","115","27","6","1","4","15","14","10","31","1","1","1",".233",".299",".417",".716",".303","0.1","-0.2","0.1","15654"
"Kevin Kiermaier","Rays","48","200","181","44","8","3","6","24","22","14","44","2","8","2",".245",".305",".415",".720",".303","3.9","1.0","1.0","11038"
"Ryan O'Hearn","Royals","7","31","27","6","1","0","1","3","4","3","8","0","0","0",".225",".305",".408",".714",".303","-0.1","0.0","0.0","16442"
"Dominic Smith","Mets","43","182","166","41","9","0","6","21","20","13","42","1","1","0",".247",".306",".407",".712",".303","0.0","-0.1","0.2","15653"
"Breyvic Valera","Yankees","1","3","2","1","0","0","0","0","0","0","0","0","0","0",".267",".327",".374",".701",".303","0.0","0.0","0.0","12758"
"Cavan Biggio","Blue Jays","49","206","175","38","7","1","6","24","23","27","61","1","4","2",".216",".322",".374",".696",".302","0.3","0.1","0.4","19252"
"Amed Rosario","Mets","55","232","216","57","10","3","5","26","23","12","46","1","8","3",".266",".307",".411",".717",".302","-1.3","0.5","0.6","15518"
"Bobby Bradley","Indians","20","82","74","16","4","0","4","10","11","6","27","1","0","0",".223",".288",".435",".724",".302","0.0","0.0","-0.1","17278"
"Ildemaro Vargas","Diamondbacks","14","57","53","15","3","0","1","6","6","3","6","0","1","0",".274",".313",".395",".708",".302","-0.1","0.0","0.1","13324"
"Sam Hilliard","Rockies","1","3","2","1","0","0","0","0","0","0","1","0","0","0",".247",".298",".420",".718",".302","0.0","0.0","0.0","sa829542"
"Yadier Molina","Cardinals","30","128","119","31","6","0","3","13","16","7","17","1","1","1",".265",".308",".401",".710",".302","1.2","-0.6","0.5","7007"
"Mark Zagunis","Cubs","5","20","17","4","1","0","0","2","2","2","6","0","0","0",".229",".330",".357",".687",".302","-0.1","0.0","0.0","16565"
"Noel Cuevas","Rockies","1","5","5","1","0","0","0","1","1","0","1","0","0","0",".270",".310",".402",".712",".302","0.0","0.0","0.0","11894"
"Roberto Perez","Indians","37","154","133","29","5","1","6","16","19","17","45","1","0","0",".217",".307",".395",".702",".301","1.3","-0.2","0.9","2900"
"Jake Cave","Twins","4","18","17","4","1","0","1","2","2","1","5","0","0","0",".246",".307",".402",".709",".301","0.0","0.0","0.0","14477"
"Daniel Robertson","Rays","6","27","23","5","1","0","1","3","2","3","7","1","0","0",".231",".331",".350",".681",".301","0.1","0.0","0.1","14145"
"Austin Dean","Marlins","10","44","40","10","2","0","1","5","5","3","8","0","0","0",".255",".307",".400",".707",".301","-0.1","0.0","0.0","18288"
"Albert Pujols","Angels","38","158","145","36","6","0","6","17","24","10","22","1","0","0",".247",".298",".419",".717",".301","-0.1","-0.8","0.0","1177"
"Luis Urias","Padres","51","213","186","45","8","2","4","23","19","21","45","3","2","1",".241",".327",".363",".690",".301","1.8","0.0","0.5","16622"
"Curt Casali","Reds","16","66","59","14","3","0","2","7","8","6","16","1","0","0",".237",".314",".388",".702",".301","-0.3","-0.1","0.1","12510"
"Giovanny Urshela","Yankees","28","116","108","28","6","0","3","13","14","6","20","1","0","0",".262",".304",".403",".708",".301","0.2","-0.2","0.2","10681"
"Kevan Smith","Angels","15","61","55","14","3","0","1","6","6","4","10","1","0","0",".262",".317",".380",".697",".301","-0.5","-0.1","0.1","12284"
"Michael Brosseau","Rays","4","17","16","4","1","0","0","2","2","1","4","0","0","0",".251",".305",".401",".706",".301","0.1","0.0","0.0","19683"
"Derek Fisher","Astros","5","23","20","4","1","0","1","3","3","2","7","0","1","0",".222",".305",".399",".704",".301","0.1","0.0","0.0","16192"
"Ramon Urias","Cardinals","1","5","5","1","0","0","0","1","1","0","1","0","0","0",".250",".315",".385",".700",".301","0.0","0.0","0.0","sa597169"
"Nick Ahmed","Diamondbacks","54","227","206","51","12","2","6","25","25","17","44","1","3","1",".249",".306",".406",".712",".301","2.4","0.1","0.7","12147"
"Chris Young","","8","35","31","7","1","0","1","4","4","3","9","0","0","0",".223",".301",".404",".705",".301","-0.4","0.0","0.0","3882"
"Nick Martini","Athletics","2","8","7","2","0","0","0","1","1","1","2","0","0","0",".248",".335",".350",".685",".300","0.0","0.0","0.0","12005"
"Scott Kingery","Phillies","51","215","198","49","10","1","6","25","22","13","54","2","5","2",".247",".298",".411",".709",".300","-0.3","0.7","0.3","17975"
"Jake Fraley","Mariners","13","54","49","12","2","0","2","6","6","3","13","1","2","1",".248",".302",".407",".709",".300","0.0","0.0","0.1","sa857756"
"Ryan Mountcastle","Orioles","14","58","55","14","3","0","2","6","7","2","14","0","0","0",".261",".290",".426",".716",".300","0.0","0.0","0.1","sa874734"
"Cesar Puello","Marlins","26","109","95","23","4","0","2","11","10","9","27","4","2","1",".241",".326",".360",".686",".300","-0.6","0.0","0.1","7216"
"David Fletcher","Angels","50","212","195","53","10","1","2","25","19","13","23","1","4","1",".272",".320",".376",".697",".300","2.5","0.3","0.8","17992"
"Kevin Newman","Pirates","53","224","207","57","11","1","3","23","20","13","29","1","6","3",".277",".322",".379",".701",".300","0.3","-0.1","0.5","17696"
"Rafael Ortega","Braves","1","3","2","1","0","0","0","0","0","0","0","0","0","0",".256",".318",".378",".697",".300","0.0","0.0","0.0","10323"
"Pablo Sandoval","Giants","26","110","101","25","6","0","4","12","14","7","23","1","0","0",".245",".297",".418",".715",".300","-0.5","-0.3","0.1","5409"
"Curtis Granderson","Marlins","32","134","115","24","6","1","4","16","13","16","35","1","1","1",".212",".312",".383",".695",".300","-0.6","-0.2","0.0","4747"
"Niko Goodrum","Tigers","58","243","220","52","12","2","7","28","25","20","68","1","6","2",".238",".305",".399",".703",".299","-0.9","0.7","0.3","12092"
"Matt Szczur","Diamondbacks","1","3","2","1","0","0","0","0","0","0","1","0","0","0",".244",".315",".379",".694",".299","0.0","0.0","0.0","11255"
"J.P. Crawford","Mariners","53","222","192","45","10","2","4","24","22","24","51","2","3","1",".232",".322",".364",".685",".299","0.2","0.1","0.7","15491"
"Carlos Gonzalez","","55","231","208","49","11","1","8","27","26","20","59","1","2","1",".236",".303",".405",".708",".299","0.4","-0.2","0.1","7287"
"Harrison Bader","Cardinals","35","147","130","31","6","1","4","17","15","12","42","3","4","2",".234",".311",".390",".701",".299","1.9","0.4","0.4","18030"
"Jose Peraza","Reds","30","128","119","32","5","1","2","14","13","6","17","2","4","2",".271",".311",".391",".702",".299","-0.1","0.4","0.1","13593"
"Kevin Plawecki","Indians","18","75","66","16","4","0","2","8","8","6","15","1","0","0",".239",".315",".379",".694",".298","-0.1","-0.2","0.2","13807"
"Eduardo Nunez","Red Sox","6","25","24","7","1","0","1","3","3","1","4","0","1","0",".273",".302",".401",".703",".298","-0.1","0.0","0.0","6848"
"Isan Diaz","Marlins","15","62","55","13","2","0","2","6","6","6","16","1","1","0",".231",".306",".391",".698",".298","0.0","0.0","0.1","sa828704"
"Francisco Mejia","Padres","32","133","122","30","6","1","4","14","14","7","27","2","0","0",".249",".298",".406",".705",".297","0.0","0.0","0.3","16403"
"Oscar Mercado","Indians","51","214","194","49","10","1","4","26","20","14","44","3","10","5",".253",".311",".381",".692",".297","-0.5","0.1","0.2","16375"
"Manny Pina","Brewers","10","44","39","10","2","0","1","5","5","3","9","1","0","0",".242",".304",".397",".701",".297","0.4","-0.1","0.2","2829"
"Zack Granite","Rangers","1","3","2","1","0","0","0","0","0","0","0","0","0","0",".273",".322",".365",".687",".297","0.0","0.0","0.0","15343"
"Marco Hernandez","Red Sox","2","10","10","3","1","0","0","1","1","0","2","0","0","0",".272",".303",".397",".700",".297","-0.1","0.0","0.0","13154"
"Tyler Austin","Giants","28","116","104","23","5","1","5","14","15","10","40","1","1","0",".216",".289",".413",".702",".297","-0.1","0.1","0.0","11850"
"Mallex Smith","Mariners","51","214","192","48","9","3","2","25","16","17","46","2","15","4",".253",".319",".365",".684",".297","-0.4","1.5","0.4","13608"
"Travis Snider","Diamondbacks","1","5","5","1","0","0","0","1","0","1","1","0","0","0",".238",".315",".372",".688",".297","0.0","0.0","0.0","2830"
"Jose Reyes","","17","70","63","15","3","1","2","8","7","6","12","0","2","1",".245",".307",".387",".694",".297","-0.2","0.2","0.1","1736"
"Gerardo Parra","Nationals","15","63","58","15","3","0","1","7","7","4","12","1","1","1",".262",".311",".386",".697",".296","0.1","-0.1","0.0","8553"
"Jarrod Dyson","Diamondbacks","32","133","118","29","4","1","2","17","10","12","22","1","9","2",".249",".325",".356",".681",".296","1.6","1.2","0.3","4866"
"Albert Almora Jr.","Cubs","46","193","180","47","9","1","4","22","20","10","33","1","1","1",".264",".303",".397",".700",".296","1.0","-0.3","0.3","14109"
"Hanser Alberto","Orioles","55","229","218","62","10","1","4","23","22","6","23","2","2","2",".282",".304",".396",".700",".296","1.0","-0.3","0.5","11902"
"Daniel Palka","White Sox","3","11","10","2","0","0","1","1","1","1","4","0","0","0",".217",".284",".424",".708",".296","-0.1","0.0","0.0","14897"
"Dustin Fowler","Athletics","16","68","63","16","3","1","2","8","7","3","16","1","2","1",".252",".290",".415",".705",".296","0.1","0.0","0.1","17098"
"Yairo Munoz","Cardinals","17","73","67","17","3","0","2","8","8","4","15","1","2","1",".259",".306",".392",".698",".296","-0.2","0.0","0.0","16313"
"Elias Diaz","Pirates","33","137","127","33","7","0","2","13","14","9","22","0","0","0",".263",".311",".377",".688",".296","-0.2","-0.1","0.1","11680"
"Jonathan Lucroy","Angels","35","145","130","33","6","1","3","15","16","11","22","2","0","0",".250",".313",".374",".687",".295","0.0","-0.5","0.3","7870"
"Starlin Castro","Marlins","47","198","185","49","8","1","5","19","21","10","36","1","1","1",".264",".303",".395",".698",".295","-0.7","-0.3","0.2","4579"
"Daniel Descalso","Cubs","14","59","50","11","2","0","1","6","6","8","15","0","0","0",".217",".321",".355",".675",".295","-0.1","0.0","0.0","8392"
"Jarrett Parker","Angels","2","8","7","1","0","0","0","1","1","1","3","0","0","0",".213",".300",".390",".691",".295","0.0","0.0","0.0","11624"
"Adam Haseley","Phillies","19","78","71","18","3","1","2","8","8","5","15","1","1","1",".249",".303",".389",".692",".295","0.1","-0.1","0.0","19878"
