Name,Team,POS,ADP,PA,mRBI,mR,mSB,mHR,mOBP,mSLG,PTS,aPOS,Dollars,PlayerId
"Tommy Pham","SDP","OF/DH",138.72999572753906,567,-23.1844735220866,-6.77743031925468,18.8087017505231,-22.3410565635404,9.02657474479412,-21.1686370654249,-45.6363209749893,55.78477412356954,11.148453148580227,"2967"
"Austin Riley","ATL","3B",219.00999450683594,588,4.37603393784976,-11.140842985893,-14.5527181366526,3.83367242496554,-21.031885539628,-4.30718308787536,-42.8229233872337,51.8913818742131,10.068458486979406,"18360"
"Yoan Moncada","CHW","3B",85.2699966430664,637,-7.87308048878862,-0.232311319297198,-1.57883262497319,-10.4434524778559,-6.64780285380147,-18.4591367084327,-45.2346164731491,51.8913818742131,7.6567654010640265,"17232"
"Mike Yastrzemski","SFG","OF",138.3699951171875,644,-8.89384002434182,0.858541847362384,-3.43224484092739,-12.8229732949928,-7.77921714118073,-20.6207993744694,-52.6905328285497,55.78477412356954,4.094241295019865,"14854"
"Mark Canha","OAK","OF/DH",264.80999755859375,602,-10.9353590954482,-6.77743031925468,-7.1390692728358,-12.8229732949928,3.66944427215774,-20.4662576337237,-54.4716453440974,55.78477412356954,2.3131287794721196,"11445"
"Luke Voit","NYY","1B",66.44999694824219,469,-10.9353590954482,-17.6859619858505,-16.4061303526068,-5.68441084358206,3.36078090879896,5.55322307210216,-41.7978582965865,41.797858296586476,1,"14811"
"Didi Gregorius","PHI","SS",163.27000427246094,581,3.35527440229656,-8.95913665257385,-5.2856570568816,-10.4434524778559,-15.9725154314768,-12.2742008197604,-49.579688036252,49.579688036251966,1,"6012"
"Alec Bohm","PHI","3B",999,581,-8.89384002434182,-12.2316961525526,-7.1390692728358,-17.5820149292666,2.83579034926365,-8.88055184447996,-51.8913818742131,51.8913818742131,1,"21618"
"Justin Upton","LAA","OF",369.79998779296875,574,-1.74852327546943,-12.2316961525526,-7.1390692728358,1.45415160782864,-17.3377017132303,-18.78193531731,-55.7847741235695,55.78477412356954,1,"5222"
"Jean Segura","PHI","2B/3B",192.36000061035156,588,-24.2052330576398,-10.0499898192334,3.98140402288943,-34.2386606492249,-7.88283179555856,-29.7675368876786,-102.162848186446,102.16284818644577,1,"5933"
"Carson Kelly","ARI","C",263.7699890136719,384,-42.5789046975973,-46.0481443189996,-14.5527181366526,-34.2386606492249,-8.82882277192937,-21.7119590703535,-167.959209644757,167.9592096447573,1,"13620"
"Danny Jansen","TOR","C",335.80999755859375,333,-45.6411833042569,-47.1389974856592,-14.5527181366526,-36.6181814663618,-7.90027659375634,-16.1793939284761,-168.030750915163,167.9592096447573,0.9284587295943334,"16535"
"Whit Merrifield","KCR","OF",41.18000030517578,672,-23.1844735220866,4.13110134734113,31.7825872622025,-29.4796190149511,-9.50833275730504,-30.1243712110627,-56.3831078958618,55.78477412356954,0.4016662277077415,"11281"
"Miguel Cabrera","DET","DH",545.8699951171875,595,-10.9353590954482,-24.231080985808,-14.5527181366526,-17.5820149292666,-7.28294986703878,-29.4152182503213,-103.999341264535,102.16284818644577,-0.8364930780896431,"1744"
"Andrew McCutchen","PHI","OF",206.77000427246094,581,-16.0391567732142,-3.50487081927594,-1.57883262497319,-12.8229732949928,-0.692971052420023,-23.6576140263657,-58.2964185912418,55.78477412356954,-1.511644467672245,"9847"
"Ty France","SEA","1B/2B/3B/DH",272.75,546,-20.122194915427,-20.9585214858292,-12.6993059206984,-22.3410565635404,-8.48489432385307,-20.2639650510852,-104.869938260433,102.16284818644577,-1.7070900739875148,"17982"
"Clint Frazier","NYY","OF",176.61000061035156,546,-10.9353590954482,-14.4134024858718,-5.2856570568816,-10.4434524778559,-9.91624957549222,-9.38063869354264,-60.3747593850923,55.78477412356954,-3.589985261522731,"15983"
"Paul DeJong","STL","SS",242.24000549316406,644,-0.727763739916234,-2.41401765261636,-7.1390692728358,-5.68441084358206,-15.9681542319273,-23.6371253699394,-55.5705411108172,49.579688036251966,-4.9908530745652335,"18015"
"Mitch Haniger","SEA","OF",234.4600067138672,567,-18.0806758443206,-8.95913665257385,-5.2856570568816,-10.4434524778559,-5.88685970011714,-13.1516106486335,-61.8073923803826,55.78477412356954,-5.022618256813038,"14274"
"Starling Marte","MIA","OF",49.95000076293945,630,-18.0806758443206,-2.41401765261636,28.0757628302941,-27.1000981978142,-12.6069958547324,-29.7197860457857,-61.8458107649751,55.78477412356954,-5.0610366414055825,"9241"
"Trey Mancini","BAL","1B/OF",157.07000732421875,567,-10.9353590954482,-14.4134024858718,-14.5527181366526,-8.06393166071896,-7.65124040095898,-7.24623821297257,-62.8628899926231,55.78477412356954,-6.0781158690535495,"15149"
"James McCann","NYM","C",179.2100067138672,435,-37.4751070198314,-41.6847316523613,-10.8458937047442,-31.859139832088,-22.9064226941718,-32.4225128737376,-177.193807776934,167.9592096447573,-8.234598132176927,"12859"
"Wilson Ramos","DET","C",259.44000244140625,347,-44.6204237687037,-52.5932633189571,-16.4061303526068,-41.3772231006356,-5.60218293428031,-16.7090008060188,-177.308224281202,167.9592096447573,-8.349014636445002,"1433"
"Ryan Mountcastle","BAL","OF",155.05999755859375,581,-3.79004234657583,-17.6859619858505,-12.6993059206984,-10.4434524778559,-14.2081347306349,-6.44384141145886,-65.2707388730744,55.78477412356954,-8.485964749504863,"18373"
"Justin Turner","LAD","3B",201.47999572753906,546,-16.0391567732142,-10.0499898192334,-12.6993059206984,-22.3410565635404,10.6895213910328,-13.426658415618,-63.8666461012716,51.8913818742131,-10.975264227058474,"5235"
"Rougned Odor","TEX","2B",537.7999877929688,455,-21.1429544509802,-30.7761999857655,-1.57883262497319,-12.8229732949928,-30.5616468262842,-19.9321350701542,-116.81474225315,102.16284818644577,-13.651894066704232,"12282"
"Tyler O'Neill","STL","OF",413.1300048828125,574,-7.87308048878862,-13.3225493192122,-1.57883262497319,1.45415160782864,-29.7545355890088,-19.4615682495715,-70.5364146637256,55.78477412356954,-13.751640540156073,"15711"
"Max Stassi","LAA","C",428,333,-47.6827023753633,-51.5024101522975,-14.5527181366526,-36.6181814663618,-11.4621224803828,-21.4323956173422,-183.2505302284,167.9592096447573,-14.291320583642932,"10059"
"Daulton Varsho","ARI","C/OF/DH",231.61000061035156,278,-59.9318168020017,-54.7749696522762,-1.57883262497319,-46.1362647349094,-7.67086579893148,-13.1608100899926,-183.253559703085,167.9592096447573,-14.294350058327355,"19918"
"Tom Murphy","SEA","C",350.69000244140625,369,-42.5789046975973,-49.3207038189783,-12.6993059206984,-29.4796190149511,-28.2039259962468,-21.2596230631837,-183.542082511656,167.9592096447573,-14.582872866898349,"13499"
"Starlin Castro","WSN","2B",439.3500061035156,532,-20.122194915427,-24.231080985808,-10.8458937047442,-27.1000981978142,-16.5084089898857,-19.3092843518393,-118.116961145518,102.16284818644577,-14.954112959072532,"4579"
"Kyle Seager","SEA","3B",291.0400085449219,630,0.292995795636965,-11.140842985893,-7.1390692728358,-8.06393166071896,-15.4697063580107,-26.4761631252241,-67.9967176070455,51.8913818742131,-15.10533573283244,"9785"
"Carlos Santana","KCR","1B",290.6700134277344,630,-10.9353590954482,-3.50487081927594,-12.6993059206984,-15.2024941121297,14.3571625318119,-29.9425672848505,-57.9274347005909,41.797858296586476,-15.129576404004393,"2396"
"Brian Anderson","MIA","3B",272.510009765625,665,-4.81080188212902,-7.86828348591426,-10.8458937047442,-12.8229732949928,-4.84815706824211,-27.0057700027667,-68.2018794387891,51.8913818742131,-15.310497564576028,"18289"
"Austin Nola","SDP","C",190.16000366210938,354,-46.6619428398101,-48.2298506523188,-12.6993059206984,-46.1362647349094,-5.6683519041659,-25.1283545450737,-184.524070596976,167.9592096447573,-15.564860952218986,"15941"
"Kolten Wong","MIL","2B",249.66000366210938,574,-32.3713093420654,-18.7768151525101,11.3950528867062,-41.3772231006356,0.471527719902029,-39.91896378504,-120.577730773643,102.16284818644577,-17.414882587196935,"12532"
"Ryan Jeffers","MIN","C",432.3399963378906,320,-52.7865000531293,-51.5024101522975,-14.5527181366526,-38.9977022834987,-10.264539223118,-18.3660609369659,-186.469930785662,167.9592096447573,-17.510721140904675,"24618"
"Willie Calhoun","TEX","DH",466.95001220703125,476,-25.225992593193,-30.7761999857655,-12.6993059206984,-22.3410565635404,-14.8145584584789,-15.258748943737,-121.115862465413,102.16284818644577,-17.953014278967377,"17838"
"Yan Gomes","WSN","C",305.3800048828125,320,-48.7034619109165,-53.6841164856167,-12.6993059206984,-41.3772231006356,-12.3950298581053,-18.8183969441357,-187.677534220108,167.9592096447573,-18.718324575350902,"9627"
"Giovanny Urshela","NYY","3B",168.57000732421875,616,-2.76928281102263,-7.86828348591426,-10.8458937047442,-19.9615357464035,-9.97805734582836,-20.6708080593756,-72.0938611532886,51.8913818742131,-19.20247927907548,"10681"
"Dansby Swanson","ATL","SS",108.86000061035156,644,-8.89384002434182,-0.232311319297198,3.98140402288943,-19.9615357464035,-12.7393337945036,-32.006470424088,-69.8520872857446,49.579688036251966,-19.27239924949268,"18314"
"Victor Robles","WSN","OF",129.14999389648438,651,-17.0599163087674,-5.6865771525951,28.0757628302941,-27.1000981978142,-14.569883465231,-40.2757981084241,-76.6165104025377,55.78477412356954,-19.83173627896815,"18363"
"Dominic Smith","NYM","1B/OF",128.86000061035156,567,-8.89384002434182,-15.5042556525313,-12.6993059206984,-15.2024941121297,-11.5791962217309,-12.9265715665553,-76.8056634979875,55.78477412356954,-20.02088937441797,"15653"
"Alex Verdugo","BOS","OF",130.4499969482422,588,-27.2675116642994,-7.86828348591426,-1.57883262497319,-29.4796190149511,3.83486669687172,-15.8178758497597,-78.1772559430259,55.78477412356954,-21.39248181945634,"17027"
"Eric Hosmer","SDP","1B",161.8000030517578,637,7.43831254450935,-8.95913665257385,-5.2856570568816,-12.8229732949928,-15.5358753278962,-29.7197860457857,-64.8851158336208,41.797858296586476,-22.08725753703437,"3516"
"Nick Madrigal","CHW","2B",193.77999877929688,609,-35.433587948725,-19.8676683191697,22.5155261824315,-50.8953063691832,-0.291596033557018,-42.7125085414452,-126.685141029649,102.16284818644577,-23.5222928432028,"20521"
"Kurt Suzuki","LAA","C",499.54998779296875,275,-49.7242214464697,-58.047529152255,-14.5527181366526,-46.1362647349094,-7.63778131398869,-16.7044851199919,-192.802999904267,167.9592096447573,-23.843790259510023,"8259"
"Hunter Renfroe","BOS","OF",450.760009765625,469,-11.9561186310014,-27.5036404857867,-8.99248148879001,-5.68441084358206,-23.2703520285426,-3.94809092147777,-81.3550943991806,55.78477412356954,-24.57032027561102,"15464"
"Christian Walker","ARI","1B",209.35000610351562,574,-9.91459955989501,-11.140842985893,-8.99248148879001,-12.8229732949928,-10.5801198741229,-15.6155832671212,-69.0666004708149,41.797858296586476,-26.268742174228397,"13419"
"Hunter Dozier","KCR","1B/OF",235.25999450683594,623,-15.018397237661,-10.0499898192334,-5.2856570568816,-15.2024941121297,-13.2399622681949,-24.3395048016406,-83.1360052957412,55.78477412356954,-26.351231172171655,"15117"
"Tucker Barnhart","CIN","C",538.1199951171875,410,-45.6411833042569,-49.3207038189783,-12.6993059206984,-41.3772231006356,-10.8909638372564,-35.5365983960067,-195.465978377832,167.9592096447573,-26.506768733075077,"10200"
"Austin Meadows","TBR","OF",81.79000091552734,504,-25.225992593193,-20.9585214858292,2.12799180693522,-17.5820149292666,-12.2826928046286,-11.5150391741127,-85.4362691800948,55.78477412356954,-28.65149505652528,"15672"
"Buster Posey","SFG","C",245.6199951171875,424,-46.6619428398101,-44.95729115234,-12.6993059206984,-50.8953063691832,-6.79540499199571,-36.5935543080786,-198.602805582106,167.9592096447573,-29.643595937348767,"9166"
"Mike Zunino","TBR","C",564.4199829101562,365,-42.5789046975973,-50.4115569856379,-14.5527181366526,-29.4796190149511,-31.0004675296395,-31.0609891662012,-199.08425553068,167.9592096447573,-30.12504588592237,"13265"
"Jeimer Candelario","DET","1B",282.739990234375,637,-10.9353590954482,-6.77743031925468,-8.99248148879001,-15.2024941121297,-6.64780285380147,-25.1191551037146,-73.6747229731386,41.797858296586476,-30.876864676552124,"13621"
"Enrique Hernandez","BOS","2B",415.69000244140625,427,-33.3920688776186,-30.7761999857655,-10.8458937047442,-31.859139832088,-10.7233608127677,-16.8135338618582,-134.410197074842,102.16284818644577,-31.24734888839628,"10472"
"Ke'Bryan Hayes","PIT","3B",135.25999450683594,595,-24.2052330576398,-11.140842985893,0.274579590981015,-29.4796190149511,-1.92363879462767,-18.4568788654193,-84.9316331275498,51.8913818742131,-32.04025125333672,"18577"
"Bobby Dalbec","BOS","1B",272.0899963378906,532,-17.0599163087674,-19.8676683191697,-8.99248148879001,-0.925369209308263,-16.5084089898857,-11.7673404416575,-75.1211847575785,41.797858296586476,-32.323326460992,"19966"
"Dom Nunez","COL","C",585.7999877929688,243,-62.9940954086613,-61.3200886522337,-10.8458937047442,-46.1362647349094,-7.63996191376341,-15.3952279403753,-204.331532354687,167.9592096447573,-35.37232270992999,"15055"
"Brandon Nimmo","NYM","OF",264.4100036621094,518,-37.4751070198314,-15.5042556525313,-5.2856570568816,-29.4796190149511,17.7448635946255,-22.8734480382648,-92.8732231878347,55.78477412356954,-36.088449064265134,"12927"
"Yadier Molina","STL","C",265.8599853515625,403,-43.5996642331505,-50.4115569856379,-10.8458937047442,-46.1362647349094,-17.9154021556809,-36.2412356707213,-205.150017484844,167.9592096447573,-36.19080784008702,"7007"
"Chance Sisco","BAL","C",563.1400146484375,289,-58.9110572664485,-56.9566759855954,-14.5527181366526,-46.1362647349094,-5.30660316956986,-23.2894904879144,-205.15280978109,167.9592096447573,-36.193600136332826,"15694"
"Luis Arraez","MIN","2B",488.5299987792969,546,-40.537385626491,-18.7768151525101,-7.1390692728358,-55.654348003457,15.6496380443557,-33.8613074516468,-140.319287462585,102.16284818644577,-37.156439276139146,"18568"
"Elias Diaz","COL","C",392.1600036621094,358,-49.7242214464697,-52.5932633189571,-14.5527181366526,-50.8953063691832,-8.19803695824151,-30.6336575014845,-206.597203730989,167.9592096447573,-37.63799408623132,"11680"
"Omar Narvaez","MIL","C",343.8500061035156,282,-59.9318168020017,-61.3200886522337,-16.4061303526068,-46.1362647349094,-2.74383363055146,-20.2481601499912,-206.786294322294,167.9592096447573,-37.82708467753697,"13338"
"Adam Duvall","MIA","OF",370.9200134277344,532,-12.9768781665546,-22.0493746524888,-12.6993059206984,-3.30489002644516,-29.9904881831578,-14.2313130601451,-95.2522500094899,55.78477412356954,-38.46747588592039,"10950"
"Eduardo Escobar","ARI","3B",307.2200012207031,609,-8.89384002434182,-13.3225493192122,-10.8458937047442,-15.2024941121297,-22.3287222517212,-20.7958297716413,-91.3893291837904,51.8913818742131,-38.4979473095773,"6153"
"Martin Maldonado","HOU","C",538.5800170898438,371,-49.7242214464697,-48.2298506523188,-14.5527181366526,-38.9977022834987,-21.8124540912848,-35.0319958609172,-208.348942471142,167.9592096447573,-39.38973282638447,"6887"
"Dylan Carlson","STL","OF",999,588,-18.0806758443206,-16.5951088191909,5.83481623884363,-24.7205773806773,-16.4047943355079,-27.3035642691909,-97.2699044100439,55.78477412356954,-40.485130286474345,"20126"
"Tommy La Stella","SFG","2B",382.5799865722656,476,-39.5166260909378,-27.5036404857867,-12.6993059206984,-41.3772231006356,0.464985920577862,-23.7281113676982,-144.359921045179,102.16284818644577,-41.19707285873303,"12371"
"Adam Frazier","PIT","2B",526.4199829101562,588,-34.4128284131718,-16.5951088191909,-5.2856570568816,-38.9977022834987,-10.3463478797486,-39.1165669835263,-144.754211436018,102.16284818644577,-41.59136324957203,"15223"
"Alex Avila","WSN","C",598.4199829101562,269,-61.9733358731081,-62.4109418188933,-14.5527181366526,-46.1362647349094,-1.54625037328661,-24.9465506188614,-211.566061555712,167.9592096447573,-42.60685191095418,"7476"
"Victor Caratini","SDP","C",526.9500122070312,247,-58.9110572664485,-63.5017949855529,-14.5527181366526,-53.2748271863201,-4.14428499702253,-17.5068819215056,-211.891564493502,167.9592096447573,-42.932354848744964,"14968"
"Pedro Severino","BAL","C",374.010009765625,262,-57.8902977308953,-62.4109418188933,-12.6993059206984,-48.5157855520463,-10.335069392553,-20.8005135269736,-212.65191394206,167.9592096447573,-43.69270429730259,"14523"
"Nick Senzel","CIN","OF",216.3800048828125,560,-27.2675116642994,-16.5951088191909,13.2484651026604,-27.1000981978142,-15.7409240368772,-27.9809393584389,-101.43611697396,55.78477412356954,-44.65134285039061,"19293"
"Joey Votto","CIN","1B",380.8800048828125,623,-27.2675116642994,-2.41401765261636,-10.8458937047442,-22.3410565635404,10.5615446508111,-35.6729093233395,-87.9798442577288,41.797858296586476,-45.18198596114228,"4314"
"Nick Solak","TEX","OF",177.10000610351562,567,-21.1429544509802,-16.5951088191909,2.12799180693522,-29.4796190149511,-5.52074976597166,-31.9269417107018,-102.53738195486,55.78477412356954,-45.75260783129084,"19294"
"Cesar Hernandez","CLE","2B",400.25,567,-40.537385626491,-17.6859619858505,-3.43224484092739,-43.7567439177725,-0.19452317850335,-43.4376344725861,-149.044494022131,102.16284818644577,-45.881645835685006,"10556"
"Roberto Perez","CLE","C",531.47998046875,378,-47.6827023753633,-53.6841164856167,-14.5527181366526,-38.9977022834987,-21.8786230611704,-38.97799821318,-215.773860555482,167.9592096447573,-46.814650910724446,"2900"
"Yuli Gurriel","HOU","1B",346.6700134277344,630,-5.83156141768222,-8.95913665257385,-10.8458937047442,-17.5820149292666,-21.8611782629726,-25.7237750086166,-90.8035599758561,41.797858296586476,-48.00570167926964,"19198"
"Kyle Higashioka","NYY","C/DH",559.5900268554688,179,-62.9940954086613,-68.9560608188508,-16.4061303526068,-46.1362647349094,-14.0357950182748,-8.48065043453522,-217.008996767838,167.9592096447573,-48.04978712308103,"5517"
"Jacob Stallings","PIT","C",483,371,-52.7865000531293,-52.5932633189571,-14.5527181366526,-50.8953063691832,-12.2252462338419,-34.1023195041244,-217.155353615888,167.9592096447573,-48.19614397113114,"13723"
"Kole Calhoun","ARI","OF",387.3500061035156,476,-27.2675116642994,-25.3219341524676,-10.8458937047442,-17.5820149292666,-9.85444180515606,-14.176788689212,-105.048584945146,55.78477412356954,-48.26381082157624,"11200"
"Andrew Benintendi","KCR","OF",220.0500030517578,567,-31.3505498065122,-14.4134024858718,7.68822845479784,-34.2386606492249,0.537696689787622,-33.911316136553,-105.688003933576,55.78477412356954,-48.90322981000683,"17901"
"Jorge Polanco","MIN","SS",255.27000427246094,567,-24.2052330576398,-12.2316961525526,-1.57883262497319,-31.859139832088,-6.21988514931984,-23.5075879716469,-99.6023747882203,49.579688036251966,-49.022686751968294,"13152"
"Yoshitomo Tsutsugo","TBR","DH",559.8099975585938,343,-43.5996642331505,-44.95729115234,-16.4061303526068,-31.859139832088,-4.13774319769836,-11.6810381992309,-152.641006967115,102.16284818644577,-49.47815878066885,"27459"
"Austin Barnes","LAD","C",560.5800170898438,230,-66.0563740153209,-62.4109418188933,-8.99248148879001,-55.654348003457,-4.64491347071393,-21.7279320407529,-219.486990837928,167.9592096447573,-50.52778119317075,"12158"
"Robbie Grossman","DET","OF",432.44000244140625,560,-31.3505498065122,-18.7768151525101,3.98140402288943,-34.2386606492249,3.06738174386323,-30.4926628188194,-107.809902660314,55.78477412356954,-51.02512853674436,"5254"
"Jorge Alfaro","MIA","C",252.92999267578125,320,-52.7865000531293,-59.1383823189146,-10.8458937047442,-46.1362647349094,-20.2178570147064,-31.0587313231878,-220.183629149592,167.9592096447573,-51.224419504834366,"12180"
"Brandon Belt","SFG","1B",484.42999267578125,532,-23.1844735220866,-19.8676683191697,-10.8458937047442,-24.7205773806773,5.86174267748121,-21.6187152295813,-94.3755854787778,41.797858296586476,-51.577727182191296,"10264"
